source_dataset	dataset_role	source_row_index	id	word	subset	generated_from	n_candidates	n_items	mean_candidates_per_item	mean_own_context_log_prob_advantage	median_own_context_log_prob_advantage	mean_own_context_log_prob_advantage_per_token	own_context_win_rate	weighted_own_context_win_rate	weighted_own_context_log_prob_advantage	top1_own_context_win_rate	top1_mean_own_context_log_prob_advantage	mean_unique_samples_obtained	min_unique_samples_obtained	mean_sample_draw
not	meaning_control	23	1154	not	h	P	50	1	50.0	0.4799912261962891	0.22039973735809326	0.009236694827452874	0.58	0.10772732130506471	-0.6147158401880429	1.0	1.1252772808074951	50.0	50	25.5
not	meaning_control	23	1154	not	h	P_prime	50	1	50.0	0.7742142534255981	0.5103619694709778	0.018758395033253612	0.72	0.754950947384932	0.3853207981145985	1.0	1.109528422355652	50.0	50	26.64
not	meaning_control	24	1570	not	h	P	50	1	50.0	8.396993017196655	7.15181303024292	0.14438129425216684	0.98	1.0	4.883285721960748	0.0	-0.5724529027938843	50.0	50	25.5
not	meaning_control	24	1570	not	h	P_prime	50	1	50.0	5.944834794998169	6.2457775473594666	0.09760935507574224	0.94	0.9999060504630507	0.5653711281907253	1.0	6.413570165634155	50.0	50	25.5
not	meaning_control	25	1602	not	h	P	50	1	50.0	4.2600788450241085	4.068290412425995	0.09839671744987337	0.98	0.9999998240813444	4.357970196519053	1.0	2.9528521299362183	50.0	50	25.5
not	meaning_control	25	1602	not	h	P_prime	50	1	50.0	5.242405133247376	4.772263169288635	0.11839412666745783	0.98	0.9999999999999957	3.3965591731572973	1.0	9.44611632823944	50.0	50	25.5
not	meaning_control	26	1647	not	h	P	50	1	50.0	14.528745341300965	14.193084359169006	0.24478655329745813	1.0	1.0	12.85369145571034	1.0	23.624151945114136	50.0	50	25.5
not	meaning_control	26	1647	not	h	P_prime	50	1	50.0	21.53813221693039	22.556894898414612	0.37039820600586215	1.0	1.0	1.964704744739746	1.0	30.05642592906952	50.0	50	25.5
not	meaning_control	27	1686	not	h	P	50	1	50.0	17.095975365638733	16.27089536190033	0.4606021412561359	1.0	1.0	13.781358742426129	1.0	17.88902235031128	50.0	50	26.52
not	meaning_control	27	1686	not	h	P_prime	50	1	50.0	24.052301740646364	22.056589901447296	0.5142087253187306	1.0	1.0	23.354911142214917	1.0	31.1513946056366	50.0	50	25.5
not	meaning_control	28	1697	not	h	P	50	1	50.0	1.809740710258484	1.416779637336731	0.026911122757297668	0.74	0.0005268689956477341	-2.053471071456281	1.0	3.924469947814941	50.0	50	25.5
not	meaning_control	28	1697	not	h	P_prime	50	1	50.0	5.373367002010346	4.7967182993888855	0.10233000813430543	0.98	0.9999999913177741	5.745423437714532	1.0	4.2924535274505615	50.0	50	25.5
not	meaning_control	29	1700	not	h	P	50	1	50.0	2.4379660367965696	2.0979999899864197	0.06521867490939201	0.92	0.9979037853510854	1.4575048090704499	1.0	1.4682179689407349	50.0	50	25.66
not	meaning_control	29	1700	not	h	P_prime	50	1	50.0	3.7631716680526734	2.431893050670624	0.08329600651473801	0.9	0.7347791702933409	0.11837770279915423	1.0	1.5786516666412354	50.0	50	25.5
only	discourse_particle	0	315	only	h	P	50	1	50.0	3.1811992526054382	2.8855744004249573	0.08251859873435023	1.0	1.0	2.5643362465498147	1.0	4.679421901702881	50.0	50	25.82
only	discourse_particle	0	315	only	h	P_prime	50	1	50.0	5.033738911151886	5.388041079044342	0.1369546763681761	0.92	0.9967570777733586	8.660783403517895	1.0	2.211848497390747	50.0	50	25.5
only	discourse_particle	1	491	only	h	P	50	1	50.0	1.2259549140930175	1.3374391198158264	0.03608273712687642	0.86	0.9194150344290548	1.9987396304981557	1.0	1.3893834352493286	50.0	50	25.5
only	discourse_particle	1	491	only	h	P_prime	50	1	50.0	0.42877171516418455	0.520115077495575	0.010808059712325124	0.68	0.37204225154567616	-0.26142775898806464	1.0	0.490755558013916	50.0	50	25.5
only	discourse_particle	2	501	only	h	P	50	1	50.0	0.21494192361831665	0.06914538145065299	0.0031171793520411457	0.58	0.048929019339675785	-0.0669592696171027	1.0	0.2406470775604248	50.0	50	25.5
only	discourse_particle	2	501	only	h	P_prime	50	1	50.0	0.04275350332260132	0.1178303956985473	0.00047494509970045606	0.58	0.17138436263702686	-0.2815327645827642	1.0	0.2296092510223388	50.0	50	25.5
only	discourse_particle	3	649	only	h	P	50	1	50.0	1.750456278324127	1.7151581645011902	0.04105613520990374	0.9	0.9997425605254643	0.1732409987519797	1.0	3.2576699256896973	50.0	50	25.5
only	discourse_particle	3	649	only	h	P_prime	50	1	50.0	1.0181413054466248	0.788878321647644	0.02026244615765279	0.68	0.004361404967049242	-0.13787027447086492	1.0	4.48492705821991	50.0	50	25.5
only	discourse_particle	4	660	only	h	P	50	1	50.0	1.010389165878296	0.8081140518188477	0.017787478447851435	0.78	0.39367888655589867	0.03540889221174744	1.0	0.8186824321746826	50.0	50	25.5
only	discourse_particle	4	660	only	h	P_prime	50	1	50.0	1.4122064232826232	1.461663842201233	0.03187423354647014	0.84	0.9959642446162627	0.9306031254361514	1.0	1.2957603931427002	50.0	50	25.5
only	discourse_particle	5	687	only	h	P	50	1	50.0	0.9808990120887756	1.199948251247406	0.0356365529359475	0.74	0.9002816007901902	1.4388328737040261	1.0	2.488734006881714	50.0	50	26.86
only	discourse_particle	5	687	only	h	P_prime	50	1	50.0	0.18178587675094604	0.41574525833129883	0.005594997397995294	0.7	0.8708258333932197	0.23473757979667884	0.0	-1.0579829216003418	50.0	50	26.0
only	discourse_particle	6	745	only	h	P	50	1	50.0	0.3340508580207825	0.30629509687423706	0.005439490427525234	0.68	0.0014941213631239876	-0.2107982549438132	0.0	-0.0928984880447387	50.0	50	26.86
only	discourse_particle	6	745	only	h	P_prime	50	1	50.0	-0.020270757675170902	0.0726848244667053	0.0005844934018046073	0.56	0.9922106601831335	0.13248677555408092	1.0	0.3853851556777954	50.0	50	26.22
only	discourse_particle	7	794	only	h	P	50	1	50.0	2.4713253736495973	1.6918678283691406	0.057854986710272414	0.86	0.9877415006660906	1.2611744046565183	1.0	1.764560580253601	50.0	50	25.5
only	discourse_particle	7	794	only	h	P_prime	50	1	50.0	3.0516293907165526	3.0046704411506653	0.08822617407524219	0.84	0.9997313448438078	2.2165800453852227	1.0	5.711356043815613	50.0	50	25.5
only	discourse_particle	8	965	only	h	P	50	1	50.0	1.515762872695923	1.3008899092674255	0.03372659475631292	0.94	0.9998801477022656	1.5166718376730173	1.0	3.975911259651184	50.0	50	25.5
only	discourse_particle	8	965	only	h	P_prime	50	1	50.0	0.8765846538543701	0.8804799318313599	0.01686948906618737	0.72	0.9960870928260137	1.1745411363786655	1.0	0.8345775604248047	50.0	50	25.5
only	discourse_particle	9	966	only	h	P	50	1	50.0	0.07971570968627929	0.0035857558250427003	0.00216135332695329	0.5	0.43215026730519046	-0.15277993771862014	0.0	-0.0915682315826416	50.0	50	25.5
only	discourse_particle	9	966	only	h	P_prime	50	1	50.0	0.21602425575256348	0.1942844986915588	0.007676171198505864	0.76	0.5655358375795021	0.14582425590679685	1.0	0.3991788625717163	50.0	50	26.44
only	discourse_particle	10	1038	only	h	P	50	1	50.0	2.5300511956214904	2.29786616563797	0.06997264611617156	0.8	0.9276495409502229	0.3053390414700773	1.0	3.130117535591125	50.0	50	25.5
only	discourse_particle	10	1038	only	h	P_prime	50	1	50.0	1.8392215514183043	1.219778060913086	0.049711008722232934	0.74	0.9072420117618767	0.8084061073462936	1.0	3.3492591381073	50.0	50	25.68
only	discourse_particle	11	1142	only	h	P	50	1	50.0	4.570605764389038	4.791926085948944	0.08074688921647973	0.88	0.013424996929847501	-0.07772183730682117	1.0	5.168323755264282	50.0	50	25.5
only	discourse_particle	11	1142	only	h	P_prime	50	1	50.0	6.9701168251037595	6.999095380306244	0.1567973182378702	0.98	0.9999999999466408	2.9824945158322866	1.0	5.149680614471436	50.0	50	25.5
only	discourse_particle	12	1272	only	h	P	50	1	50.0	2.1279196619987486	2.7388033866882324	0.0645886614680468	0.88	0.9339358285611945	2.5316471598095833	1.0	2.5332714319229126	50.0	50	25.5
only	discourse_particle	12	1272	only	h	P_prime	50	1	50.0	0.7832062363624572	1.0010032653808594	0.023564414553655655	0.78	0.6768802701467064	0.4386531359919426	0.0	-3.216524839401245	50.0	50	25.5
only	discourse_particle	13	1368	only	h	P	50	1	50.0	4.0615403890609745	3.0743280053138733	0.09224989456300983	0.94	0.9999170566536288	0.4830929453303246	1.0	4.052878975868225	50.0	50	25.5
only	discourse_particle	13	1368	only	h	P_prime	50	1	50.0	3.4725332140922545	3.171737492084503	0.08145273341952501	0.9	0.23799372809121916	-0.8513453182570235	1.0	7.234539866447449	50.0	50	25.5
only	discourse_particle	14	1446	only	h	P	50	1	50.0	3.237536978721619	3.2099857926368713	0.08708183820119823	0.94	0.9999947567944675	2.9369957873729207	1.0	4.05332338809967	50.0	50	25.5
only	discourse_particle	14	1446	only	h	P_prime	50	1	50.0	3.9192448258399963	4.016650319099426	0.09187465760765674	0.86	0.06533547387854594	-1.3196787657849132	0.0	-0.789989709854126	50.0	50	25.5
only	discourse_particle	15	1493	only	h	P	50	1	50.0	0.6568630862236023	0.5356236696243286	0.011643294746983343	0.66	0.7881750767204482	0.38924712188113814	1.0	1.7520999908447266	50.0	50	25.78
only	discourse_particle	15	1493	only	h	P_prime	50	1	50.0	0.9255800032615662	0.7118654251098633	0.0182475790802012	0.72	0.9971886536910132	0.9385473437774707	1.0	3.6612534523010254	50.0	50	26.02
only	discourse_particle	16	1538	only	h	P	50	1	50.0	0.18580323934555054	-0.024831414222717202	0.005917124007776223	0.48	0.7970117423531649	1.5891912912462716	0.0	-0.2288761138916015	50.0	50	25.5
only	discourse_particle	16	1538	only	h	P_prime	50	1	50.0	0.00044158935546874444	0.0789620280265808	-0.0009250644046939323	0.6	0.8372540583200533	-0.04659825103067841	1.0	0.2972544431686401	50.0	50	25.5
only	discourse_particle	17	1577	only	h	P	50	1	50.0	0.5321158576011658	0.5844739079475403	0.014489980663874493	0.76	0.8040256910892303	0.4904527004651713	1.0	0.6638952493667603	50.0	50	25.5
only	discourse_particle	17	1577	only	h	P_prime	50	1	50.0	0.21170464515686035	0.296524167060852	0.005151905118526466	0.64	0.4438885388491075	-0.18327886980307512	1.0	1.7318068742752075	50.0	50	25.5
only	discourse_particle	18	1579	only	h	P	50	1	50.0	0.37145500421524047	0.34820812940597534	0.006998174220108704	0.68	0.5372480892425543	0.05077470701703493	1.0	0.3726879358291626	50.0	50	25.5
only	discourse_particle	18	1579	only	h	P_prime	50	1	50.0	0.10701525211334229	0.0976381301879882	0.00286551421033992	0.66	0.9265826275375898	0.07302550278248673	1.0	0.2822988033294678	50.0	50	25.5
only	discourse_particle	19	1602	only	h	P	50	1	50.0	0.6391837501525879	0.6110590100288391	0.011450545409087883	0.74	0.9999717246942997	1.8959830785415237	0.0	-0.1323270797729492	50.0	50	25.5
only	discourse_particle	19	1602	only	h	P_prime	50	1	50.0	1.4755113911628723	1.9673655629158018	0.030126196750048934	0.74	0.9999999372618813	3.964221062479653	1.0	1.1752265691757202	50.0	50	25.5
only	discourse_particle	20	1624	only	h	P	50	1	50.0	1.0201662397384643	0.5808916091918945	0.024799710631983485	0.72	0.8784307525210822	0.4759581167300406	1.0	0.1954489946365356	50.0	50	25.66
only	discourse_particle	20	1624	only	h	P_prime	50	1	50.0	0.6340160655975342	0.47116792201995844	0.020708426720047978	0.68	0.9607029710508704	0.871178036214542	1.0	0.0697501897811889	50.0	50	25.5
only	discourse_particle	21	1817	only	h	P	50	1	50.0	0.36548235654830935	0.3205693364143371	0.009487767931857209	0.8	0.9884418883620187	0.3612376512427407	1.0	1.1110296249389648	50.0	50	25.5
only	discourse_particle	21	1817	only	h	P_prime	50	1	50.0	-0.007057719230651856	0.0026036500930786497	-0.00035748547216241577	0.5	0.6298022538969527	0.14028175987444783	1.0	0.4610500335693359	50.0	50	25.5
only	discourse_particle	22	1888	only	h	P	50	1	50.0	1.2273004031181336	1.102824866771698	0.019594933945552413	0.82	0.9999737108982615	1.4003523942003109	1.0	1.5363996028900146	50.0	50	25.5
only	discourse_particle	22	1888	only	h	P_prime	50	1	50.0	0.6903254675865174	0.4939671754837036	0.011049813731436754	0.66	0.9955742337578906	0.6371688028843135	0.0	-0.1794413328170776	50.0	50	25.5
only	discourse_particle	23	1891	only	h	P	50	1	50.0	0.525734760761261	0.402829110622406	0.008157106585331857	0.72	0.941563271558299	0.21738783689707872	1.0	1.2952766418457031	50.0	50	25.5
only	discourse_particle	23	1891	only	h	P_prime	50	1	50.0	0.32191452503204343	0.3093132972717285	0.004856607526544673	0.68	0.9914040439406201	0.34031469196456576	0.0	-0.0889264345169067	50.0	50	25.5
only	discourse_particle	24	2032	only	h	P	50	1	50.0	1.7903455948829652	1.562795639038086	0.03794439399048454	0.92	0.9720693435022196	1.9973923875194808	1.0	4.1979079246521	50.0	50	25.5
only	discourse_particle	24	2032	only	h	P_prime	50	1	50.0	0.23027342557907104	0.2717849612236023	0.00414869608742906	0.6	0.3988609391677568	-0.5188763442272679	1.0	1.3949466943740845	50.0	50	25.5
only	discourse_particle	25	2038	only	h	P	50	1	50.0	1.6104575753211976	1.4294360876083374	0.02647606924125897	0.6	0.013138888081344639	-1.7369453139584499	1.0	2.2870439291000366	50.0	50	25.5
only	discourse_particle	25	2038	only	h	P_prime	50	1	50.0	6.047500560283661	5.43959379196167	0.13773642362638883	1.0	1.0	3.362626768277058	1.0	9.821551322937012	50.0	50	25.5
only	discourse_particle	26	2118	only	h	P	50	1	50.0	1.7019379568099975	1.5641027688980103	0.04049414270241908	0.78	0.9046431975174142	1.3956522744525908	1.0	7.344285488128662	50.0	50	25.5
only	discourse_particle	26	2118	only	h	P_prime	50	1	50.0	1.308052155971527	1.433485209941864	0.03126394131021736	0.7	0.8585699734284015	1.8662487965836483	0.0	-1.1468778848648071	50.0	50	25.5
only	discourse_particle	27	2232	only	h	P	50	1	50.0	0.9358202767372131	0.6930311918258667	0.015708563719484276	0.68	0.9965922634745097	0.6617319319835272	1.0	2.2539634704589844	50.0	50	25.5
only	discourse_particle	27	2232	only	h	P_prime	50	1	50.0	1.604374222755432	1.297648847103119	0.027712540520488025	0.82	0.033541068569795454	-0.5574197126748787	1.0	4.924124836921692	50.0	50	25.5
only	discourse_particle	28	2333	only	h	P	50	1	50.0	2.440275902748108	2.485723614692688	0.07371718348803616	0.94	0.9999940992759041	2.9729524497625075	1.0	4.025686979293823	50.0	50	25.5
only	discourse_particle	28	2333	only	h	P_prime	50	1	50.0	2.179387195110321	2.4252822399139404	0.06498065154993364	0.92	0.9972679401238095	2.2499287318857872	0.0	-0.3319653272628784	50.0	50	25.5
only	discourse_particle	29	2405	only	h	P	50	1	50.0	1.4954618000984192	1.7286560535430908	0.02839954528759555	0.8	0.9999977096519191	4.98899489604045	1.0	1.7289155721664429	50.0	50	25.5
only	discourse_particle	29	2405	only	h	P_prime	50	1	50.0	1.4256850981712341	0.8565149307250977	0.025035204505198097	0.84	0.9811420982353546	0.08040900418570061	1.0	0.92544686794281	50.0	50	25.5
