particle	component	position_label	corruption_mode	target_type	eval_mode	top_k	site_set_type	effect_score_mean	effect_score_ci_low	effect_score_ci_high	run_label	run_label_pretty	run_dir
just	mlp	prompt_boundary	prompt_without	generated	necessity	10	random_mean	0.0066145455090328			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	necessity	1	localized	9.32661921061217e-05			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	necessity	1	random_mean	0.0008650630523417			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	necessity	3	localized	0.0005161744886648			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	necessity	3	random_mean	0.0001751724055384			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	necessity	5	localized	-0.000329014150582			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	necessity	5	random_mean	0.0026178546168194			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	necessity	10	localized	-0.0017649473766748			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	necessity	10	random_mean	0.0035914483470193			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	generated	sufficiency	1	localized	0.000799518064785			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	generated	sufficiency	1	random_mean	0.0018054705581325			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	generated	sufficiency	3	localized	0.00479958513425			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	generated	sufficiency	3	random_mean	0.0045636258451875			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	generated	sufficiency	5	localized	0.0078920340868691			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	generated	sufficiency	5	random_mean	0.0064970347700488			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	generated	sufficiency	10	localized	0.0136268552479083			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	generated	sufficiency	10	random_mean	0.0069485073744848			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	sufficiency	1	localized	-0.000275804813415			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	sufficiency	1	random_mean	-0.0001839427879049			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	sufficiency	3	localized	0.0003321671597821			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	sufficiency	3	random_mean	-0.0002359445767659			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	sufficiency	5	localized	0.0005174373433456			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	sufficiency	5	random_mean	0.0020633627335113			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	sufficiency	10	localized	-0.0021335429039479			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	mlp	prompt_boundary	prompt_without	gold	sufficiency	10	random_mean	0.0011644933257799			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	necessity	1	localized	0.0188430737268132			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	necessity	1	random_mean	0.0122127478742751			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	necessity	3	localized	0.019311390311732			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	necessity	3	random_mean	0.0120924720605457			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	necessity	5	localized	0.0205137046971792			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	necessity	5	random_mean	0.0145819162126335			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	necessity	10	localized	0.0213747928067715			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	necessity	10	random_mean	0.0177673802808845			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	necessity	1	localized	0.0047746134679298			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	necessity	1	random_mean	0.0026744420848728			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	necessity	3	localized	0.0047499909000662			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	necessity	3	random_mean	0.0055235568201128			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	necessity	5	localized	0.005431874905134			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	necessity	5	random_mean	0.0062074994928504			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	necessity	10	localized	0.0056074114795388			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	necessity	10	random_mean	0.0065742595577449			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	sufficiency	1	localized	0.0188430737268132			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	sufficiency	1	random_mean	0.0122751215622828			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	sufficiency	3	localized	0.0192443273078227			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	sufficiency	3	random_mean	0.0171691222553477			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	sufficiency	5	localized	0.0207034741026657			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	sufficiency	5	random_mean	0.0204468659368064			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	sufficiency	10	localized	0.0220348097372223			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	generated	sufficiency	10	random_mean	0.0222035534756938			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	sufficiency	1	localized	0.0047746134679297			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	sufficiency	1	random_mean	0.0018303773752561			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	sufficiency	3	localized	0.0052102577920078			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	sufficiency	3	random_mean	0.0048784773048607			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	sufficiency	5	localized	0.0053379894325053			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	sufficiency	5	random_mean	0.0066726425054084			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	sufficiency	10	localized	0.0060062370935322			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
just	resid	prompt_boundary	prompt_without	gold	sufficiency	10	random_mean	0.0077336434153264			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/just
only	attn	prompt_boundary	prompt_without	generated	necessity	1	localized	0.000895919608244			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	generated	necessity	1	random_mean	0.0001884054050937			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	generated	necessity	3	localized	0.0015504892156652			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	generated	necessity	3	random_mean	0.0005342569788053			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	generated	necessity	5	localized	0.0034016737071265			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	generated	necessity	5	random_mean	0.001058989744905			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	generated	necessity	10	localized	0.0049398711182821			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	generated	necessity	10	random_mean	0.0024318216454918			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	gold	necessity	1	localized	0.0004605958664126			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	gold	necessity	1	random_mean	1.4423294337812863e-05			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	gold	necessity	3	localized	0.0018817603299213			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	gold	necessity	3	random_mean	0.0002765460524146			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	gold	necessity	5	localized	0.0031489149062521			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	gold	necessity	5	random_mean	-0.0001339479901829			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	gold	necessity	10	localized	0.0034466131591079			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	gold	necessity	10	random_mean	0.0002982057969329			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	generated	sufficiency	1	localized	0.0013908824082433			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	generated	sufficiency	1	random_mean	0.0005386511425933			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	generated	sufficiency	3	localized	0.0023792951854758			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	generated	sufficiency	3	random_mean	0.0010993643743068			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
only	attn	prompt_boundary	prompt_without	generated	sufficiency	5	localized	0.004918276392137			full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1757_Meta-Llama-3-8B_just_only_prompt_boundary_full/only
