	id	word	word sense	context	w_word	wo_word	followup
16	3256	nearly		this bloody computer!__eou__what seems to be the problem?__eou__my computer just crashed again for the third time today!__eou__what were you doing when it crashed?__eou__i was just opening up an attachment in an email about winning the lottery.__eou__I think that might have been a virus.__eou__oh, no! I thought it seemed a bit strange.__eou__what kind of computer do you have, a Mac or a PC?__eou__it's a PC. doesn't everyone have a PC in this office?__eou__no, some people have Macs now, too.__eou__what's the difference?	PCs often crash from virus, but it's nearly impossible to get a virus from a Mac.	PCs often crash from virus, but it's impossible to get a virus from a Mac.	I didn't know that.
17	3891	nearly		Lucy, you’re back. How was your first day of school?__eou__It was great. I had a really good time.__eou__What classes did you have?__eou__Well, I had English from 9 o'clock to 11 o'clock, art from 12 o'clock to 2 o'clock, and math from 2 o'clock to 4 o'clock.__eou__What do you think about the teachers?__eou__To be honest, I liked all of them, except for the math teacher. Though he must be quite young, he seem like an old person. He’s so boring!__eou__That’s too bad. How was your English teacher?__eou__She was great. In today’s class, she gave us a lecture on how to be a good student. She told us not to arm for exams, and to pay more attention on communicating than memorizing.__eou__Where is she from?__eou__She said that she’s from a small town in the middle of America.__eou__Were you able to understand everything that she said?	Not everything, but nearly. She speaks very clearly and doesn’t use very complex words so that it is easy for us to understand her.	Not everything, but. She speaks very clearly and doesn’t use very complex words so that it is easy for us to understand her.	She sounds like a good teacher. Do you think you’ll pass her class?
18	3953	nearly		Have you been in America long, Hellen?__eou__No. Only for a couple of weeks.__eou__Where are you going to study?__eou__I am going to register at Harvard next month.__eou__What are you going to major in?__eou__I am going to major in tourism. What about you? How long have you been here?	For nearly four years.	For four years.	Well. You should be able to give me some advice on where to stay. At the moment, I am staying in a hotel which is far away from the school.
19	4151	nearly		Do you buy that newspaper every day?__eou__Yes, I do. I find it very informative.It always has plenty of articles from correspondents all over the world and the business section is very useful too.__eou__Is there a Sunday edition of that newspaper?__eou__Yes. There is. it has several sections, so it’s quite a read! It usually takes me a few hours to read it on Sunday morning.__eou__What section does it have?__eou__Let me see. There’s the news section, the entertainment section, sports, business, and world affairs.__eou__What’s in that section?__eou__World affairs? They look at the most important stories in more detail. I find it fascinating. Do you buy a daily paper?	I buy a national newspaper sometimes, buy I nearly always buy a local evening newspaper. I find the local news more interesting than national or international news.	I buy a national newspaper sometimes, buy I always buy a local evening newspaper. I find the local news more interesting than national or international news.	
20	4445	nearly		What courses are you taking?__eou__Chinese, maths, English, chemistry, physics, biology and so on.__eou__What do you think about the teachers?__eou__To be honest, I like most of them, except for my Chinese teacher. She is quite young, but her class is too boring!__eou__That's too bad. Do you have any foreign teachers?__eou__Yes, my oral English teacher is an American. He is from a small town in California.__eou__What is he like?__eou__He is great. He always tells us not to study for exams, and to pay more attention to communication rather than just memorizing.__eou__Are you able to follow him?	Not everything, but nearly. He speaks very clearly.	Not everything, but. He speaks very clearly.	Oh, that's good! He sounds like a good teacher.
21	4455	nearly		Do you know who’s just got married? Old Mc Donald.__eou__Never! He’s over 80, isn’t he?	He’s nearly 90.	He’s 90.	Good gracious! Are you sure?
22	4609	nearly		Do you have s second?__eou__Sure. What do you want?__eou__I want to tell you I've put in my notice.__eou__Really? Why?__eou__I've been thinking about this for several months, well before the Spring Festival holidays.__eou__And the holidays provided you a chance to think over all this and make a decision?	Yeah, after receiving my yearly bouns, I want to search out better opportunities in the spring job market. I've been working in the company for nearly a year and a half and I still haven't received a pay rise. It's unfair.	Yeah, after receiving my yearly bouns, I want to search out better opportunities in the spring job market. I've been working in the company for a year and a half and I still haven't received a pay rise. It's unfair.	Absolutely. With your expertise and experience, you're clearly working below your pay grade.
23	5352	nearly		Didn't you say you were planning a trip to China? I heard the northwest and north of China are experiencing severe sandstorms!__eou__I was planning to go to Beijing first and then go to northwest China! Looks like I'm in trouble.	Definitely. I heard Beijing was experiencing seven degree strong winds! That is nearly a record high!	Definitely. I heard Beijing was experiencing seven degree strong winds! That is a record high!	No way! I don't think I've ever encountered winds that strong! Are the storms affecting land and air transportation?
24	5549	nearly		Good morning, you look very tired.	Yes, I nearly didn't sleep last night.	Yes, I didn't sleep last night.	Did you hold a party or something else yesterday?
25	5830	nearly		Look at this, A Brief Introduction of Hollywood.__eou__Hackneyed theme!__eou__What? How much do you know Hollywood?	Nearly everything.	Everything.	You are full of boasts. I can examine you by question and answer. What is Hollywood? Where is it? What is the function of it?
26	5861	nearly		They are a nice middle-aged couple, just like us.__eou__If they are just like us, they are not middle-aged.__eou__Of course they are.__eou__Middle-aged means in the middle, Ethel, middle of life. People don't live to a hundred and fifty.__eou__Oh, we are the part on the edge of middle. That's all.__eou__Oh, you know, we are not middle-aged. You're old, and I'm aging.	Oh, fool! You're nearly seventy and I'm in the low sixties. Would you like to spend the rest of the afternoon squabbling about this?	Oh, fool! You're seventy and I'm in the low sixties. Would you like to spend the rest of the afternoon squabbling about this?	I can if you like.
27	6297	nearly		Judy, have you ever made out how much money shall we spend?__eou__Oh, yeah. The total amount is no less than 13,000 RIB, according to our itinerary.__eou__What? That's too much.	Sit down. I'll show you the list of our financial budget. First of all, it is nearly 4,000 RIB that we should spend in transportation.	Sit down. I'll show you the list of our financial budget. First of all, it is 4,000 RIB that we should spend in transportation.	Ah, the transportation fee always takes a great part in the budget.
28	6494	nearly			Cindy, how come nearly all the prime-time TV shows are comedies?	Cindy, how come all the prime-time TV shows are comedies?	That's because Americans love sitcoms.
29	6654	nearly		Do you know who’s just got married? Old McDonald.__eou__Never! He’s over 80, isn’t he?	He’s nearly 90.	He’s 90.	Good gracious! Are you sure?
30	6779	nearly			You'v been work here for nearly a month, how do you feel about the job?	You'v been work here for a month, how do you feel about the job?	Not bad.Thank you for your help. I am always busy with this job, I feel a bit tired.
31	6895	nearly		Do you know who’s just got married? Old Mc Donald.__eou__Never! He’s over 80, isn’t he?	He’s nearly 90.	He’s 90.	Good gracious! Are you sure?
32	6926	nearly		Could you just hold this for me?__eou__What are you doing? Is anything wrong?	Yes, but I've nearly fixed it. Just take it, will you?	Yes, but I've fixed it. Just take it, will you?	Oh, yes, of course. I'm sorry-I wasn't thinking ...
33	7384	nearly		Is your city a historical place?__eou__Not rally. 200 years ago, it was just a small insignificant village.__eou__How did it grow into such a large place?	Large deposits of coal were found nearly and so many industries located themselves here. The village quickly grew into a key industrial centre.	Large deposits of coal were found and so many industries located themselves here. The village quickly grew into a key industrial centre.	As the city grew, it must have absorbed many village nearby.
34	7387	nearly		I would like to watch the Oscars on Tv tonight. How about you?__eou__Yes, I'd love to. It’s interesting to see who is considered the best in their field and which film are thought to be particularly good.	I like watching it for the fashion. I like to see what the ladies are wearing. Of course, the men nearly always just wear the traditional tuxedo.	I like watching it for the fashion. I like to see what the ladies are wearing. Of course, the men always just wear the traditional tuxedo.	Sometimes the men wear flamboyant colours. Which films do you think will win awards this year?
35	7404	nearly		Shall we go to cinema this evening? The new blockbuster starring mel gibson is showing. It’s supposed to be really good.__eou__What kind of movie is it? I don’t like many of his movies, actually.__eou__It’s a thriller. It has Julia Roberts playing the female lead.__eou__I like thrillers and I like Julia Roberts, so it might be interesting. I read a review today and the critic didn’t seem to be very impressed.__eou__What did the critic say?__eou__He didn’t say it was bad, but he said that it wasn’t as good as it could have been, particularly as there were some good actors and actresses in it.__eou__The movie starts at eight o’clock, so we have plenty of time to eat and get ready.	Good. Dinner is nearly ready and I’d like to watch the news before we go. The Oscars were last night and I want to see the results.	Good. Dinner is ready and I’d like to watch the news before we go. The Oscars were last night and I want to see the results.	I won’t spoil your enjoyment by telling you who won. There were a few surprises.
36	7673	nearly		How do you usually spend your time, now that you’Ve retired?	Well, I nearly always get up at dawn. I don’t like sleeping in late. The days are longer in summer than in winter, so I get up in summer. I usually do some exercise when I get up.	Well, I always get up at dawn. I don’t like sleeping in late. The days are longer in summer than in winter, so I get up in summer. I usually do some exercise when I get up.	What do you have for breakfast?
37	7762	nearly		I am going to celebrate my birthday with you all in a night club this year, what do you say?	Fantastic! I enjoy clubbing, especially those clubs with live bands. The only fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are not really possible. Once I nearly got burnt by a cigarette.	Fantastic! I enjoy clubbing, especially those clubs with live bands. The only fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are not really possible. Once I got burnt by a cigarette.	How did that happen?
38	8096	nearly		Are you ready, honey?__eou__Sorry, not yet! can you help me to select the dress? i don, t what i should wear to fit thinner party.__eou__Just dress formal.__eou__How about transom?__eou__It is too loud, we’ll handle some official business first before the dinner.	Oh, i nearly forget it.	Oh, i forget it.	You can put on your white shoes, it fits every occasion.
39	8098	nearly		I am going to celebrate my birthday with you all in a night club this year, what do you say?	Fantastic! I enjoy clubbing, especially those clubs with live bands. The only fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are not really possible. Once I nearly got burnt by a cigarette.	Fantastic! I enjoy clubbing, especially those clubs with live bands. The only fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are not really possible. Once I got burnt by a cigarette.	How did that happen?
40	8143	nearly		What's the news on our website? How effective do you think it is from a marketing standpoint?__eou__We've been able to survey and track some of the information of our website users through some cookie technology, and it's surprising to see the results.__eou__What kinds of hits are we getting on our company's website?	From the numbers, it seems nearly half of the visitors who stumble onto our page pick up the link not from network browsers or search engines, but from our circular insert. That means our consumers are purposefully and actively seeking information about our products and services through the web format. Based on these findings, I am completely convinced the internet is the marketing power of the future!	From the numbers, it seems half of the visitors who stumble onto our page pick up the link not from network browsers or search engines, but from our circular insert. That means our consumers are purposefully and actively seeking information about our products and services through the web format. Based on these findings, I am completely convinced the internet is the marketing power of the future!	You really think that many people turn to the internet to find product information.What about the old standbys of word mouth and print media?
41	8493	nearly		Shall we go to cinema this evening? The new blockbuster starring mel gibson is showing. It’s supposed to be really good.__eou__What kind of movie is it? I don’t like many of his movies, actually.__eou__It’s a thriller. It has Julia Roberts playing the female lead.__eou__I like thrillers and I like Julia Roberts, so it might be interesting. I read a review today and the critic didn’t seem to be very impressed.__eou__What did the critic say?__eou__He didn’t say it was bad, but he said that it wasn’t as good as it could have been, particularly as there were some good actors and actresses in it.__eou__The movie starts at eight o’clock, so we have plenty of time to eat and get ready.	Good. Dinner is nearly ready and I’d like to watch the news before we go. The Oscars were last night and I want to see the results.	Good. Dinner is ready and I’d like to watch the news before we go. The Oscars were last night and I want to see the results.	I won’t spoil your enjoyment by telling you who won. There were a few surprises.
42	8505	nearly		I would like to watch the Oscars on tv tonight. How about you?__eou__Yes, I ‘ d love to. it’s interesting to see who is considered the best in their field and which film are thought to be particularly good.	I like watching it for the fashion. I like to see what the ladies are wearing. Of course, the men nearly always just wear the traditional tuxedo.	I like watching it for the fashion. I like to see what the ladies are wearing. Of course, the men always just wear the traditional tuxedo.	Sometimes the men wear flamboyant colours. Which films do you think will win awards this year?
43	8625	nearly		Is your city a historical place?__eou__Not rally. 200 years ago, it was just a small insignificant village.__eou__How did it grow into such a large place?	Large deposits of coal were found nearly and so many industries located themselves here. The village quickly grew into a key industrial centre.	Large deposits of coal were found and so many industries located themselves here. The village quickly grew into a key industrial centre.	As the city grew, it must have absorbed many village nearby.
44	8768	nearly		how do you usually spend your day, now that you’Ve retired?	well, I nearly always get up at dawn. I don’t like sleeping in late. The days are longer in summer that in winter, so I get up in summer. I usually do some exercise when I get up.	well, I always get up at dawn. I don’t like sleeping in late. The days are longer in summer that in winter, so I get up in summer. I usually do some exercise when I get up.	what do you have for breakfast?
45	8822	nearly		Are you doing the football pools, Brian?	Yes, I’Ve nearly finished, June. I’m sure we will win something this week.	Yes, I’Ve finished, June. I’m sure we will win something this week.	You always say that, but we never win anything! What will you do if you win a lot of money?
46	8879	nearly			How time flies! We have been lovers for nearly a year. We hit it off instantly.	How time flies! We have been lovers for a year. We hit it off instantly.	Yes, but do you think there is eternal love in the world?
47	9374	nearly		Hello, this is Mr. Smith in Room 502. Please send up a bellboy. I'm checking out. What time is checking out time?__eou__Checking out time is twelve. Guests will avoid an additional days room charge by checking out on time.	It's nearly 12:00 now. Will I be charged extra?	It's 12:00 now. Will I be charged extra?	We won't charge any extra if you'd vacate the room by two o'clock.
48	9425	nearly		Can I help you, sir?__eou__Yes, please. I'm picking out some presents for my children and wife.__eou__What kind of presents do you want?__eou__Actually, I don't know exactly. Do you have anything recommended?__eou__OK. How about some very cool sneakers for your children? Anyway, it won't cost you much. It's only around $ 59.95 for each pair. It might be cheaper than that in America.__eou__Hey, How did you know I came from America?__eou__Just a hunch, sir.__eou__How much again?__eou__$ 59.95.__eou__That's really cheap for shoes like those. OK, I'll take 5 pairs.__eou__Sorry, sir.__eou__Why not?__eou__Because in this duty-free shop, your total expenditure cannot be over $ 300 and you also have one more present to buy for your wife.__eou__Oh, my God. I've totally forgotten about that. Anyway, I think she would like a bottle of perfume.__eou__That's good. And I can also recommend you a good one. It's the brand of DENY.	DENY? That's very expensive in America. It costs nearly $ 70 for only 50ml.	DENY? That's very expensive in America. It costs $ 70 for only 50ml.	It's $ 60 here.
49	9971	nearly		Daddy, do you mind helping me prepare the supplies for mountain climbing.__eou__OK. I am coming.__eou__Is it gonna to rain tomorrow?__eou__I have checked the weather report. It says it will be cloudy, but no rain.__eou__Just take my umbrella in case of rain.__eou__Daniel, don't forget to take enough water and food.__eou__Definitely, or else, I will starve to death halfway up the mountain.__eou__Me, too, haha.__eou__Daddy, may I take your compass? I feel so cool with it in my hand.	All right. Oh, I nearly forgotten, I left my sneakers at my office.	All right. Oh, I forgotten, I left my sneakers at my office.	It doesn't matter. I can go with you to the supermarket to pick up a new pair.
50	9972	nearly		Have you anything to declare?__eou__One bottle of perfume and a watch.__eou__Where did you buy it?__eou__In Boston.__eou__Do you travel a lot?__eou__Oh ... I go to see my sister twice a year or so.__eou__Twice a year? How long has your sister lived in Boston?	Nearly ten years.	Ten years.	I see, that's a long time. How much was the watch?
51	10010	nearly		Have you anything to declare?__eou__One bottle of perfume and a watch.__eou__Where did you buy it?__eou__In Boston.__eou__Do you travel a lot?__eou__Oh ... I go to see my sister twice a year or so.__eou__Twice a year? How long has your sister lived in Boston?	Nearly ten years.	Ten years.	I see, that's a long time.How much was the watch?
52	10070	nearly		Have you anything to declare?__eou__One bottle of perfume and a watch.__eou__Where did you buy it?__eou__In Boston.__eou__Do you travel a lot?__eou__Oh ... I go to see my sister twice a year or so.__eou__Twice a year? How long has your sister lived in Boston?	Nearly ten years.	Ten years.	I see, that's a long time.How much was the watch?
53	10205	nearly		We are free this afternoon, aren't we, Mr John?__eou__Yes, we are visiting the exhibition this afternoon, and look around Beijing city, wouldn't we?__eou__It's very kind of you, Mr John.the sightseeing trip between our business talk will be sort of our work division.business can be make for pleasure.what kind of exhibition we're going to see?__eou__It's industrial exhibition, in origin show the results of new industrial products in the city. a lot of products there to meet the needs of home and export__eou__Could you give more detail information about some of the industries you just mentioned?__eou__Yes.take the oil industry for instance.you know there are twenty oil resources in China.you can see many chemical products in the exhibition.such as chemical fabrics as I dress.__eou__What the others?__eou__There are chemical materials, medicines, rubber, plastics and so on, many products and meet the domestic markets, we are also trying to meet international markets.__eou__How about textile industry?__eou__Textile is a traditional industry, which has completely catalogue, and solid basis and has developed in the past few years.the export is great, counting more than 25 % of export products__eou__That's surprising, three days ago when I went to yancheng store, I saw different kinds of textile goods. I've bought some for my wife, some for my friends.they seem very attractive.__eou__That's good. I think they must like them.in recently years, light industry have be developing in Standley, and place a credible role in our industry sister.these industry including leather, bikes, household electric products, clocks, sporting goods and so on.many of them are very popular at home and abroad.__eou__I'm sure I'll enjoy seeing them.and will have more information of your city industry.what is more? I'd like to visit if it is possible.the famous Goumi street in the city.	No problem, this street is nearly built along the both sides of this street.there is stores, restaurant follow the style of tradition chinese building, the guest come there taste very traditional favorite dishes.	No problem, this street is built along the both sides of this street.there is stores, restaurant follow the style of tradition chinese building, the guest come there taste very traditional favorite dishes.	I am sure I'll enjoy some real chinese food then.
54	10376	nearly			My toothache started nearly a month ago. The pain's been keeping me awake. Would you please have a look?	My toothache started a month ago. The pain's been keeping me awake. Would you please have a look?	Open your mouth, please. Which one?
55	10633	nearly		Now let me tell you your definite duties in this office and this is your desk. Please sit down.__eou__I see. Thank you. Sir, what kind of duties will I do?__eou__B, your main duty is to answer phone calls and transfer files to the person who wants them. Is that difficult?__eou__It's easy. Is there anything I can do for you, sir?	Well. I have nearly forgotten. Mr Green from ABC Company had an appointment with me, but I will be very busy at that time. If he calls, you can tell him the appointment will be changed to next week.	Well. I have forgotten. Mr Green from ABC Company had an appointment with me, but I will be very busy at that time. If he calls, you can tell him the appointment will be changed to next week.	I will leave a memo for you, sir.
56	10719	nearly		I'm afraid it's a bad news for you. There are some problems in your supervised goods.__eou__Oh, no! How did this happen. Are you sure?__eou__I overheard this information when I passed Arden's office. We got some complaints from consumers yesterday. I am terribly sorry for that.__eou__My God! I actually checked them one by one. How could this be?__eou__Calm down! It is useless to act like that. Can we find some solutions?	What kind of solution can I have now? I nearly go crazy now.	What kind of solution can I have now? I go crazy now.	But we still have to find one. Can we find Arden to check whether this is true or not?
57	11138	nearly		Hello. May I help you?	Yes, please. I've been here for nearly two months, but I still haven’t found a job. Do you think you can find one for me?	Yes, please. I've been here for two months, but I still haven’t found a job. Do you think you can find one for me?	Don’t worry, we’ll try to help you. Will you please fill out this form?
58	11226	nearly		Have you had any experience with sales work?	Yes, I have. In fact, I had worked for a foreign trade company for nearly two years, where I established business ties with several firms.	Yes, I have. In fact, I had worked for a foreign trade company for two years, where I established business ties with several firms.	What exactly did you do at that company?
59	11867	nearly			You'v been work here for nearly a month, how do you feel about the job?	You'v been work here for a month, how do you feel about the job?	Not bad. Thank you for your help. I am always busy with this job, I feel a bit tired.
60	11953	nearly		What kind of promotional events are scheduled for the new product line?__eou__Marketing has us set up with product launches in five major cities, as well as some sponsoring events throughout the year. All together, there will be 15 events.__eou__What kind of sponsoring are we talking about? I don't know how effective sponsorship really is ...	It's not what you're thinking. These events will give us a wider exposure than most. Take the tri-city marathon for starters. This is a highly publicized event. The television exposure alone will nearly double our customer awareness.	It's not what you're thinking. These events will give us a wider exposure than most. Take the tri-city marathon for starters. This is a highly publicized event. The television exposure alone will double our customer awareness.	Other than the marathon, what else is on the list?
61	12244	nearly		What are you guys doing over there?__eou__What do you mean, Janice?	I’Ve been waiting for a response on the Blake Building design for nearly two weeks.	I’Ve been waiting for a response on the Blake Building design for two weeks.	I’m sorry, Janice. But we’Ve been waiting on the client. It’s out of our hands at the moment.
62	12290	nearly		morning, Mary? It’s John Kramer calling. You remember you handled my tax forms for me?__eou__Of course, Mr. Kramer. How are things going these days?	Better than ever! You won’t have to worry about “ finding ” extra money for me anymore! We made nearly a quarter of million in profit last year!	Better than ever! You won’t have to worry about “ finding ” extra money for me anymore! We made a quarter of million in profit last year!	Congratulations! I’m really glad to hear it! That should make balancing the books a lot easier!
63	12360	nearly		do you have s second?__eou__sure. What do you want?__eou__I want to tell you I've put in my notice.__eou__really? Why?__eou__I've been thinking about this for several months, well before the Spring Festival holidays.__eou__and the holidays provided you a chance to think over all this and make a decision?	yeah, after receiving my yearly bouns, I want to search out better opportunities in the spring job market. I've been working in the company for nearly a year and a half and I still haven't received	yeah, after receiving my yearly bouns, I want to search out better opportunities in the spring job market. I've been working in the company for a year and a half and I still haven't received	absolutely. With your expertise and experience, you're clearly working below your pay grade.
64	12403	nearly		This is Action 5 News reporter Sarah O’Connell reporting live from Washington, D. C. where a protest has broken out. Thousands of angry citizens are protesting against the proposed bailout of the auto manufacturing industry! Sir, sir, Sarah O’Connell, Action 5 news. Can you tell us what’happening?__eou__Yeah, yeah, we’re here because we feel this is an injustice! The financial irresponsibility of big business has to stop! We’re there to show the government that we don’t like the way that they’re spending our tax dollars!__eou__Sir but what exactly is making everyone so angry?	It’s an absolute outrage, Sarah, the US government wants to give 25 billion dollars of taxpayers’money to the auto industry. These are companies that have been mismanaged and are now nearly bankrupt.	It’s an absolute outrage, Sarah, the US government wants to give 25 billion dollars of taxpayers’money to the auto industry. These are companies that have been mismanaged and are now bankrupt.	I see. But, many supporters of the bailout argue that it could help save the jobs of millions of hardworking Americans.
65	12408	nearly		This is Action 5 News reporter Sarah O’Connell reporting live from Washington, D. C. where a protest has broken out. Thousands of angry citizens are protesting against the proposed bailout of the auto manufacturing industry! Sir, sir, Sarah O’Connell, Action 5 news. Can you tell us what’s happening?__eou__Yeah, yeah, we’re here because we feel this is an injustice! The financial irresponsibility of big business has to stop! We’re there to show the government that we don’t like the way that they’re spending our tax dollars!__eou__Sir but what exactly is making everyone so angry?	It’s an absolute outrage, Sarah, the US government wants to give 25 billion dollars of taxpayers’money to the auto industry. These are companies that have been mismanaged and are now nearly bankrupt.	It’s an absolute outrage, Sarah, the US government wants to give 25 billion dollars of taxpayers’money to the auto industry. These are companies that have been mismanaged and are now bankrupt.	I see. But, many supporters of the bailout argue that it could help save the jobs of millions of hardworking Americans.
66	12424	nearly		You say he was around average hight.__eou__Yeah, that's right, around five nine five ten.__eou__Weight?__eou__I'm not sure.Medium, I suppose.Maybe a little on the heavy side.__eou__Any karks on his face?__eou__No, I don't think so.__eou__Glasses?__eou__No.__eou__what about his hair?__eou__Black or dark brown.__eou__Long or short? Straight? Curly?__eou__Straight, I think, and about average length.__eou__Boy, this surely doesn't help us much.It could be anybody.How about his cloth? What was he wearing.__eou__Well, he had a Jacked or a Plage shirt. You know the kind of number jack wear.__eou__Ok, now we are getting some where.Pants?__eou__Dark, maybe dark blue maybe black. I'm not sure.__eou__What kind of shoes?__eou__Boots__eou__Cow while Boots.__eou__No, hiking boots. Brown ones.	All right. That nearly done a little.Now I want you to look some pictures.	All right. That done a little.Now I want you to look some pictures.	
