	id	word	word sense	context	w_word	wo_word	followup
17	97	not		Sam, you’Ve got to forgive me.__eou__Forgive you for what?__eou__I used your computer. And I’m afraid I’Ve erased your personal files accidentally.__eou__No! Are you kidding me?	I’m afraid not. I apologize.	I’m afraid. I apologize.	I can’t believe it! I have all my important personal documents stored in that computer. It’s no laughing matter.
18	113	not		Let's eat out.	Why not?	Why?	
19	126	not		How much is this?__eou__You mean the large one or the small one?__eou__The large one.__eou__They're on special this week. They've been reduced to five dollars.__eou__Is this the only kind you have?	No. We have some that are different in style but not in color. They're over there. Do you see the sign?	No. We have some that are different in style but in color. They're over there. Do you see the sign?	Oh, yes. I think I'll look at those over there before I decide.
20	149	not		May I speak to Marry?	Marry is not in right now, she went shopping with her mum.	Marry is in right now, she went shopping with her mum.	Will it be too late if I call around ten this evening?
21	157	not		The washing machine isn't working again.	It's not my fault.	It's my fault.	
22	175	not		Excuse me, what's the screen near your steering wheel for?__eou__It's a portable TV. It's a popular thing now.__eou__Oh, that's new to me. So what's on everyday?__eou__News about current affairs, documentaries, music, movies, noncommercial ads and so on.__eou__Is there anything interesting?__eou__Yes, there are something good and informative. I think that many people underestimate the value of TV in education.__eou__I agree. Are there any commercials on the TV?__eou__Of course. Because the TV stations need to make money from commercials between the programs.__eou__That makes a lot of sense. Does the TV work well?	Not always. It depends on the transmission of the satellite signals.	always. It depends on the transmission of the satellite signals.	I got it. Do you pay for the programs?
23	176	not		Jenny, you're too lazy. You should do some exercise. See, you're getting fat.__eou__Dad, it's raining outside.__eou__That is your excuse.__eou__All right, all right, I will go swimming with Peter this afternoon.	Not just today. Go exercise everyday!	just today. Go exercise everyday!	
24	185	not		Kata! You've got a beautiful singing voice. You hit the high notes perfectly.__eou__Thank you for your compliment. But you are exaggerating. I think you are destined to be a singer. You have the best voice!__eou__Thank you. Maybe we can sing a song together. Would you like to sing with me?__eou__Yes, I'd like to. It's my honor. Let's pick a song.__eou__How about this one?__eou__Sorry, I can't sing the song.__eou__Er ... How about this one?	OK. But I'm not familiar. I don't know the beginning part.	OK. But I'm familiar. I don't know the beginning part.	Never mind. You can follow me. I'll sing the first part.
25	189	not		Mom, can I have more allowance?__eou__What for?__eou__I want to buy more books.__eou__Oh, yeah? Are you joking?	Of course not! I'm telling the truth.	Of course! I'm telling the truth.	Honey, it's good if you spend money to buy more books. But $ 100 dollars a week is enough for you already.
26	193	not		Peter, wash your hands first, and then have some dessert.__eou__Mom, can I have some ice cream?	Not today, Honey. Don't eat too much ice cream.	today, Honey. Don't eat too much ice cream.	Mom, can I have one more piece of cake?
27	198	not		Jenny, what's your favorite color?__eou__I like red.__eou__Now, we're going to draw an apple in your sketch book. What do we use?__eou__Dad, I want to draw with crayons, can I?	Why not? Let's draw the outline of an apple with your pencil first.	Why? Let's draw the outline of an apple with your pencil first.	
28	214	not		Have you ever sung with a karaoke?__eou__Yes, I do it quite often.__eou__Karaoke has become a major entertainment. I wonder why.__eou__Simple, it's fun.__eou__How much fun is there in singing in front of other people, especially if you don't sing well?	Ah, that's the biggest fun of all. You see, even though you're not a good singer, people will listen to you.	Ah, that's the biggest fun of all. You see, even though you're a good singer, people will listen to you.	I wouldn't do that.
29	226	not		Do you have any plan to buy a house in this city?__eou__Absolutely we need a house here. But what makes me upset is the prices in this city.	Our monthly salary can not buy one square meter of the house here.	Our monthly salary can buy one square meter of the house here.	It is depressing to hear the price goes higher and higher.
30	234	not		Peter, have you seen my purse?__eou__No, mom. I haven't seen it.__eou__That's strange. It should be on the desk.__eou__Mom, did you try the basket on your bicycle?	Not yet. Let me see.	yet. Let me see.	
31	235	not		Hello, I'm sorry for calling this late. May I speak to Peter?	I'm sorry. He's not in right now.	I'm sorry. He's in right now.	When is he coming back?
32	244	not		I would like to buy a black suit.__eou__Do you have any special brand in your mind?__eou__No, I never wear suit in my everyday life. I just want one to take part in my sister’s wedding ceremony.	I see. Have a look at this one. It’s very cheap because it’s not very durable.	I see. Have a look at this one. It’s very cheap because it’s very durable.	but it looks good. Let me try it on.
33	249	not		Do you carrying fresh fish?__eou__Yes we do. Check the meat department. There is a fish counter there too.	I already looked, but did not see anything.	I already looked, but did see anything.	Let me show you.
34	256	not		What would you like to eat tonight?	I'm not sure, what about you?	I'm sure, what about you?	Do you think Kentucky fried chicken is good?
35	257	not		I'm going to paint the house today.__eou__Are you sure there is enough paint for the house?	Maybe not. Could you buy some while you're out?	Maybe. Could you buy some while you're out?	No problems. What color?
36	267	not		Is that the latest issue of Reader you're reading?__eou__Yes, it is. It has some really good articles in it.__eou__I know. I have been a subscriber for the past two years.__eou__I didn't know that. How much does it cost to subscribe?	I'm not exactly sure, but it's not that expensive at all.	I'm exactly sure, but it's that expensive at all.	I used to subscribe to it, but I cancelled my subscription last year.
37	272	not		Where's the nearest tailor's?__eou__There is one just around the corner.__eou__The jacket is tight in the shoulders and long in the sleeve. What about the price there?	The price is moderate, but their work is sometimes not satisfactory.	The price is moderate, but their work is sometimes satisfactory.	Is there a better tailor's around here?
38	279	not		Can I also take the MET to get there?__eou__Yeah sure, it's much quicker. Do you know how?__eou__No, can I trouble you to lend me a hand?	Ok, not a problem. Let's go to the station.	Ok, a problem. Let's go to the station.	You have to buy a ticket first. You want to go to Shi Da, right?
39	288	not		Are you going grocery shopping today?__eou__I am, as a matter of fact. Do you have any special requests?	Yes, please get some white bread, thick cut, some ham, not the processed stuff, some gouda cheese, some galla apples and...	Yes, please get some white bread, thick cut, some ham, the processed stuff, some gouda cheese, some galla apples and...	Wait. This is sounding like a major list. Why don't you just come with me?
40	289	not			I want to get in shape. I feel like a fence sitter-not really fat, but not really healthy.	I want to get in shape. I feel like a fence sitter-not really fat, but really healthy.	I know what you mean. I fit into my clothes, but I'm not always comfortable.
41	290	not		Ahahah! What is that thing on your couch! It just moved!__eou__Did you think it wasn't real? That's my pet lizard.__eou__You have a pet lizard? Somehow I never would have imagined that.__eou__His name is Grunt. Come closer and I'll properly introduce you.__eou__Does it bite or scratch?	No, he's perfectly harmless. And he's not afraid of strangers either. Here, hold him.	No, he's perfectly harmless. And he's afraid of strangers either. Here, hold him.	Wow. He's heavy! And his skin feels really cool.
42	293	not		May I help you, sir?__eou__Yes, I have many things to buy. I would like to choose the cleaning milk first.__eou__All right. What is your type of skin?__eou__Dry. That's my problem.__eou__You can use this. It has special effect for keeping your face moisturized. It has this lotion, as a gift attached.__eou__Sounds good. What about shampoo? I would like to buy the product that prevents scurf.__eou__How about this one? It is well-known for the effect of removing scurf.__eou__Is it a newcomer?__eou__Yes, it is a new brand.	I do not care the brand as long as it works well.	I do care the brand as long as it works well.	Anything else?
43	294	not		Welcome. May I help you?__eou__Use, I want a eye-shadow.__eou__We have different colours of eye-shadow. May I know what colour you usually wear?__eou__Purple. But today, I'm thinking of buying one in a bright colour.__eou__Yes, I see. How do you like this one?__eou__May I have a try?__eou__Certainly.__eou__It's still too dark. Any brighter colours?	Not from this brand, I'm afraid.	from this brand, I'm afraid.	What about other brands?
44	297	not		Can you tell me what's included in your warranty?__eou__Certainly. The product has a two-year guarantee. If it breaks down during that period we offer a replacement unit completely free of charge. Our products are very reliable but we recommend you take out an extended warranty. This covers you for a further two years.__eou__I see. What does that include?__eou__It covers all parts and labour, except for normal wear and tear of course.__eou__What sort of response time do you guarantee?__eou__Our engineers are on call 24 hours a day. We guarantee someone will be with you within four hours, but in practice it's often much sooner.__eou__Are there any exclusions?	Not really. It's a very comprehensive warranty. I’ll put a copy in the post to you and you can read through the small print.	really. It's a very comprehensive warranty. I’ll put a copy in the post to you and you can read through the small print.	
45	301	not		What do you think about all the different diets that people go on?__eou__I don't think dieting is good for you. It's much better to eat a balanced diet and to never get overweight to begin with!__eou__But what do you think about people who are obese? What should they do to lose weight?__eou__They need to eat healthy foods, but they also have to increase the amount of physical exercise every day. They don't have to cut out fattening foods altogether, though.__eou__So you think it's OK for people who are dieting to eat chocolate, don't you?__eou__Sure, they can eat some chocolate. As long as they are exercising and eating mostly healthy foods, there's nothing wrong with having a small dessert.__eou__How about drinking soda?__eou__Many people gain weight by drinking far too much soda. Soda should be treated seriously; there's simply no nutritional value in it whatsoever.__eou__And have you ever tried taking vitamins?__eou__I used to take vitamins every day, but I don't take them anymore. Vitamins are good as a supplement, but they don't do much good if you don't have a well-balanced diet to start.__eou__How do you know so much about food and dieting?	You might not believe this, but I used to be twice the size that I am now!	You might believe this, but I used to be twice the size that I am now!	
46	302	not		Would you like to have some icecream? I've got a variety of flavors for you to choose from. I've got strawberry, peach, chocolate, coffee, vanilla and praline.__eou__Wow! So many choices you have! I wish I could, but I just can't. I'm on a diet to lose weight.__eou__Come on, just a bite. It doesn't really hurt to have just a bite.	I'd better not. Please don't tempt me. Please!	I'd better. Please don't tempt me. Please!	Gee! You are really strong-willed.
47	309	not		Would you like a piece of birthday cake?__eou__No, thanks, I'll pass. It looks very tempting though.__eou__I thought strawberry cake with cream cheese frosting was your favorite?	It is. I'm on a diet and strawberry cream cheese cake is not on it.	It is. I'm on a diet and strawberry cream cheese cake is on it.	A diet? What for? You are in great shape.
48	316	not		Good morning, sir. Can I help you?__eou__Good morning. I'm interested in antiques. Do you have any?__eou__Yes, we have a great variety of Chinese antiques.__eou__What do you have?__eou__Well, we have some painting and some porcelain. Which do you like better?__eou__I'd like porcelain.__eou__Good. How about the table set?__eou__Oh, it looks well. I like it very much.__eou__It's made in Jingdezhen.__eou__How much is it?__eou__One thousand eight hundred yuan.	It's not expensive. I'll take it.	It's expensive. I'll take it.	
49	317	not		Good morning, Madam. What can I do for you?__eou__Can you show me some traditional Chinese arts and crafts?__eou__Maybe sandalwood fan is good.__eou__Would you show me some?__eou__Of course.__eou__They really smell fragrant. How much is a real sandalwood fan?__eou__The small ones are one hundred yuan for each. And the big ones are two hundred and thirty yuan.__eou__I'll take two small ones and a big one.__eou__What else are you interested in?	I'm afraid not.	I'm afraid.	OK. Here you are.
50	319	not		Did you ever buy food from the snack stands near our hotel?__eou__Yes, several times.__eou__How do you like them?	Not bad.	bad.	I always have the temptation to eat something there.
51	320	not		It is my first time coming to China. I want to buy something unique of China to my friends as gifts.__eou__We have a great variety of Chinese antiques and porcelain. Do you like them?	Yes, I love them, but they are fragile. It is not convenient to take them.	Yes, I love them, but they are fragile. It is convenient to take them.	You are right. How about paintings and embroidered handkerchiefs?
52	327	not		Why don't you sit down and relax, darling?__eou__I don't want to.__eou__Well, come over and talk to me then.	Certainly not.	Certainly.	May I turn on the TV then?
53	328	not		Where is your dressing room?__eou__Right over there.__eou__( Person A comes out of the dressing room ) How did you like the sweater?__eou__I loved it. I'll take it.__eou__Great. I can ring you up over here. It comes to $ 87.04.__eou__Here you go?__eou__Do you have a credit card with us?__eou__No I don't.__eou__If you open up a card, you can save 10 % on all your purchases today.	Not today. Thanks though.	today. Thanks though.	No problem. We always have this offer, so when ever you decide to, just let us know.
54	333	not		Dad, what are we doing tonight for fun?__eou__We're going over to Mrs. Smith's place to help her with her yard work.	Yard work? I said' what are we doing for fun', not work!	Yard work? I said' what are we doing for fun', work!	It will be fun. And besides, you'll be in the best company.
55	340	not		Honey, I think I need to go see the doctor.__eou__Ah! You're bleeding all over! What happened?__eou__I was working in the garage and cut myself with my saw.__eou__Here, use this rag to apply pressure to the cut. Does it hurt?	No, not really, there's just a lot of blood.	No, really, there's just a lot of blood.	You may just need stitches. I think they can handle this at the clinic instead of the ER. Let me make a quick phone call.
56	341	not		This is 911.__eou__Send an ambulance fast! My husband is having a heart attack!__eou__Slow down and tell me your address.__eou__I live on 1177 Oak lane in Smithfield. Oh, hurry, I don't know what to do!__eou__An ambulance is on its way right now. They should be there any minute. Are you close to him right now?__eou__yes, yes, he's right here by me.__eou__Is he breathing?	Yes, he's breathing, but he's not conscious! Oh, please hurry!	Yes, he's breathing, but he's conscious! Oh, please hurry!	
57	344	not		Good afternoon.__eou__Good afternoon. Can I help you?__eou__I've got this important letter to send to Hainan. Can I send it by registered mail?__eou__Certainly.__eou__How much will I have to pay?__eou__Two yuan, please.__eou__Here are the letter and the money.__eou__Wait a moment. It seems that your letter is overweight. Let me weight it.__eou__Is it overweight?__eou__I'm afraid it is. So you will have to pay two yuan extra. The total charge is four yuan.__eou__All right. Here is the money.__eou__Here are the stamps and your receipt.__eou__What shall I do with the receipt?__eou__You can keep it until the addressee tells you that the letter has been delivered. It is the proof that you sent the letter if it fails to arrive.__eou__Thank you.	Not at all.	at all.	
58	346	not		Excuse me. Can you show me some nail-polish?__eou__Yes. We have all kinds of colors for it.__eou__That's good.__eou__What's your favorite color?__eou__In my opinion, orange is very nice.	Sometimes pink is not bad, too.	Sometimes pink is bad, too.	You're right. Well, just these two, please.
59	355	not		( A stranger stops to help ) Everything OK?	No! My tour bus got a speeding ticket not ten minutes ago. Now my engine is on fire!	No! My tour bus got a speeding ticket ten minutes ago. Now my engine is on fire!	I think that's just steam. Your engine's overheated.
60	360	not		Chinese tea is famous all over the world. I want to buy several boxes.__eou__There are various kinds of tea in China. It depends on the taste and effect.	Well, I do not know Chinese tea at all.	Well, I do know Chinese tea at all.	This is green tea, you can drink it in summer. It can relieve summer-heat and it is good for maintaining your lungs.
61	367	not		Would you like to see our new shirts?	Sorry, but I'm not really that interested in those things.	Sorry, but I'm really that interested in those things.	Well, they are very nice you know.
62	368	not		Tommy played truant today. His teacher called me this morning.__eou__Where did he go?__eou__I've asked him, but he won't tell me. What should we do about this? He is like you. I remember when we were at the college, you always skipped classes.__eou__Like me? But you see I am so successful now. And if he is really like me, he will be more successful than me in the future.__eou__Stop, stop ... We are talking about our son's attendance for classes and his study. Maybe we could give him a little bit money to pay to go to school.	Pay him? But he studies for himself, not for you or for me or for anybody else. I got an idea. You should send him to class every morning and after the class begins, you can go to work.	Pay him? But he studies for himself, for you or for me or for anybody else. I got an idea. You should send him to class every morning and after the class begins, you can go to work.	In that way, I'll be late every day. How about letting him go to school on school bus?
63	370	not		What's up? You sound a little down in dumps.__eou__I quarreled with my roommate last night. He is really stubborn.__eou__Calm down! Shouting won’t help?__eou__He is really outrageous.__eou__What happened?__eou__I went back home last night. You know tired as a dog, so I took a quick shower and went to bed. I couldn't fall asleep, because Brian was there in the living room, playing his stupid stereo so loud. I kindly told him to turn that down a little bit. He shouted at me.__eou__What? He can't do this to you.__eou__Well, he did it anyway. Then he came into my room and shot all his shit blah blah blah ... you know.__eou__What did you do?__eou__I shouted it back of course.	Hold it, Mike. You won't accomplish anything by hollering at him, right? You worked it all up till now. Why not wait until you cool down a bit?	Hold it, Mike. You won't accomplish anything by hollering at him, right? You worked it all up till now. Why wait until you cool down a bit?	What would you do if you were in my shoes?
64	371	not		How can I help you?__eou__I'd like to buy some perfume for my girlfriend.__eou__Do you know what kind of scent she usually wears?__eou__She usually doesn't wear anything but a few drops of Chanel No. 5. But I'd like to buy her a new Fragrance.__eou__OK, here are some of our most popular perfumes.__eou__Which one would you recommend?__eou__Personally, I quite like the new perfume from Clinique. It's a subtle flowery scent. What do you think?__eou__That smells great. I'll take one bottle, please.__eou__Would you like to buy any other cosmetics for your girlfriend? We have a full range of products from cosmetics to skin cleansers and moisturizers.__eou__It's OK. She normally just wears a little foundation and some loose powder, and I don't know what shade to buy.__eou__How about some lipstick? Every woman needs a nice tube of lipstick.__eou__She doesn't usually wear lipstick. She thinks it makes her nose look too big.__eou__How about some mascara? That will make her eyes look bigger.__eou__No, thank you. She has big enough eyes as it is.__eou__I know what she would like-some whitening cream.	No thanks. Western women usually try to make their skin darker, not lighter.	No thanks. Western women usually try to make their skin darker, lighter.	Will that be all then?
65	379	not		What can I do for you?__eou__I'd like to buy a keepsake for my girlfriend. Could you make a recommendation for me?__eou__I'd like to. How do you like the hat?	It's not special. It can be seen everywhere.	It's special. It can be seen everywhere.	How about the umbrella? It's made of wood and paper. It's very beautiful.
66	381	not		Has someone already helped you?	No, not yet. I'd like to buy a teapot.	No, yet. I'd like to buy a teapot.	Which do you like best?
67	383	not		I need some flowers for my girlfriend.__eou__No problem. Would you like some artificial carnations?	Oh, no. Carnations are not very elegant. Artificial flowers have no passion.	Oh, no. Carnations are very elegant. Artificial flowers have no passion.	How much did you want to spend?
68	385	not		Dad, do you know where Mom is?__eou__I think she is in her room putting a little something together for you to take to school with you.	She'd better not start crying like she usually does.	She'd better start crying like she usually does.	I know, but she is going to miss you something awful. Have I told you how proud I am of you?
69	386	not		Mom, look! My first piggy bank and it still has money in it!__eou__That is a blast from the past.__eou__Remember when I used to beg you to break it so I could go buy ice cream?__eou__Yes. You sure have come a long way in valuing your hard earned dollars.	Thanks for not giving in to my childhood tantrums, mom.	Thanks for giving in to my childhood tantrums, mom.	But what are you going to do with that pig?
70	388	not		Do I have to deposit my handbag at the checkroom?	No, you do not have to. The handbag can be taken with you. There is the cart at the entrance.	No, you do have to. The handbag can be taken with you. There is the cart at the entrance.	Thank you. I'd tike to buy some milk powder for my baby. Is there anything that you can recommend for me?
71	389	not		We will go to climb up the hill tomorrow. Let's go to supermarket to buy some food.__eou__Yes, we can have a picnic on the top of the hill.__eou__What should we buy?__eou__Let me see. We should go to buy some fruit first.	It is heavy and not convenient to take them to the top.	It is heavy and convenient to take them to the top.	How about taking a cantaloupe? It is light and sweet. Children love it.
72	396	not		I'm freezing. Turn down the air conditioner, will you?__eou__But then it'll be too warm.	Not if you take off your jacket.	if you take off your jacket.	
73	398	not			Can you believe her? She is not even a hundred pounds and she is going off on how she wants to go on a diet.	Can you believe her? She is even a hundred pounds and she is going off on how she wants to go on a diet.	Tell me about it. If I was as small as her, I wouldn't think about going on a diet.
74	400	not			I'm sorry to interrupt you. Please take care not to make a mess while you are selecting goods. If you don't want it, please replace it.	I'm sorry to interrupt you. Please take care to make a mess while you are selecting goods. If you don't want it, please replace it.	Oh, I'm terribly sorry. but I couldn't find the yoghurt I saw here last time.
75	401	not		Good afternoon, sir. Gan I help you?__eou__Good afternoon, I want to pick up a new shaver since the old one has retired.__eou__Which brand are you interested in?	I'm still not sure. The type with top quality, I guess. Well, which one do you recommend?	I'm still sure. The type with top quality, I guess. Well, which one do you recommend?	Do you prefer imported ones or domestic ones?
76	413	not		Can I help you, sir?__eou__I'd like a table for two, please.__eou__Do you have a reservation, sir?	No, I'm afraid not. Can I sit over there? There's a table free by the window.	No, I'm afraid. Can I sit over there? There's a table free by the window.	Sorry, sir. That table has been reserved. This way, please. How about this one, sir?
77	420	not		Hello, Can I speak to Tom, please?	I'm afraid he is not in at the moment.	I'm afraid he is in at the moment.	May I ask what time he will come back?
78	427	not		Jenny, you should go to bed now.__eou__But it's still early.__eou__Don't stay up late.	But Day. I'm not sleepy.	But Day. I'm sleepy.	Well, honey. Turn off the light, lie down and go to sleep.
79	432	not		Oh, dear! which dress should I choose? I can't make up my mind. Please help me.__eou__You know I don't know anything about fashion.__eou__Which dress do you like best?__eou__Well, they are both all right.__eou__Only all right?__eou__Oh, no. I mean you look very nice in both of them.__eou__Mike, that's no help to me at all. I can't wear both of them at the same time. I want a decision.	But after all, it is your decision, not mine.	But after all, it is your decision, mine.	Oh, yes. The green dress is very smart. but I can't be sure if it goes with a hat.
80	433	not		What can I do for you?__eou__I'd like to have my hair cut.__eou__OK. This way, please.__eou__You look so busy.__eou__We've particularly busy on Sunday. Please sit here. How do you wish it cut?	Short on both sides. Not so much in the middle.	Short on both sides. so much in the middle.	It's a long time since you had a haircut last time, isn't it?
81	435	not		What can I do for you?__eou__I want my hair cut.__eou__How would you like your hair cut?	I'm not sure. What do you suggest?	I'm sure. What do you suggest?	Well, how about like this?
82	440	not		Can I help you?__eou__I'd like to send a fax to Shenzhen.__eou__Is it a photograph or a document?__eou__Each of both.__eou__Could I see both of them?__eou__Here you are.	You can't send this document; it is not clear enough to send. The photograph is all right.	You can't send this document; it is clear enough to send. The photograph is all right.	Well, how long will it take to arrive in Shenzhen?
83	445	not		Could I see that automatic camera?__eou__Of course. This camera is easy to operate.__eou__Where is it made?__eou__It's made in China.__eou__Is it expensive?	Not very expensive.	very expensive.	I'll take this one.
84	446	not		Is this the counter to pick up parcels?__eou__Yes, it is.__eou__I want to pick up my parcels.__eou__Please show me your parcel order.__eou__OK. Here you are.__eou__Let me check your parcel number. Song Ping's parcel number should be CP 06230221 5 CN. Here is your parcel.__eou__Thank you.	Not at all.	at all.	
85	454	not		Cathy, I'd like to introduce the new microwave stove of mine to you, because it is easy to use.__eou__OK, it so happened I want to buy one.__eou__This microwave stove has many functions. Let me show you. For example, if you want to cook meat, you just need to put meat in it, and press the button with a picture of meat, that’s OK. After several minutes, you can eat the delicious meat.	I think it’s good, and it suits me, because I'm not good at cooking. Is it expensive?	I think it’s good, and it suits me, because I'm good at cooking. Is it expensive?	Oh, it is not so expensive. It only costs me 280 dollars.
86	460	not		What can I help you with today?__eou__My washing machine isn't working.__eou__What's the problem?	The water will not drain.	The water will drain.	Is there anything else wrong with it?
87	467	not		I'm thirsty. Pull over to that store, I'll buy some drinks.	I'm afraid I can't. Parking is not allowed here.	I'm afraid I can't. Parking is allowed here.	Oh, that's too bad. Where can you park around here?
88	470	not		Well, Mitzuko-san, I hope you like it here. This is my favourite restaurant in Taipei. It reminds me of my youth when I traveled around Europe.__eou__It looks wonderful. Very authentic.__eou__The chef trained in Florence. The pasta is very good here.__eou__OK. So, what can you recommend?__eou__Hum ... You should try the mushroom fettucine. It's really good.__eou__Is it salty?	Not at all. It has a very delicate flavor.	at all. It has a very delicate flavor.	What does' Duppa del Giono' mean? I'm sorry I don't know how to pronounce that.
89	475	not		All I do all day is work and watch TV. I really should start thinking about my health.__eou__I never thought about that, but you're right. What do you think we should do?__eou__For starters, we should start doing more outdoor activities. That way we'll get some exercise.__eou__I was thinking about taking tennis lessons. I always have an hour to spare in the afternoon. What do you think about that?	That's not a bad idea. How much is it?	That's a bad idea. How much is it?	I heard it is only about one hundred twenty dollars a month for 8 lessons.
90	477	not		All I do all day is work and watch TV. I really should start thinking about my health.__eou__I never thought about that, but you're right. What do you think we should do?__eou__For starters, we should start doing more outdoor activities. That way we'll get some exercise.__eou__I was thinking about taking tennis lessons. I always have an hour to spare in the afternoon. What do you think about that?	That's not a bad idea. How much is it?	That's a bad idea. How much is it?	I heard it is only about one hundred twenty dollars a month for 8 lessons.
91	479	not		Have you seen the movie Batwoman?	No, not yet. Is it good?	No, yet. Is it good?	Yes, it's quite amusing, actually. Good plot, and Sharon Stone's in it.
92	480	not		Hi Mike. What have you been up to?	Not much. I started exercising.	much. I started exercising.	Trying to get in shape?
93	482	not		Mike, I'm afraid I can't come back home for dinner tonight.	Not back home for dinner again? That's the third time this week!	back home for dinner again? That's the third time this week!	I'm sorry. Our company has just opened. There are always too many things to handle. You know that.
94	505	not		I want to find an old music box.__eou__We have a great selection. What decade are you looking for?__eou__Do you have anything made in the 1920s?__eou__We have six.__eou__Do any of them have dancing figures?__eou__Actually, two of them have dancing figures.__eou__That's fantastic. I think I like this one.__eou__A good choice. I prefer that one myself.__eou__Now, is there any warranty with this?	Oh, no, I'm afraid not. These things are just too old to guarantee anything.	Oh, no, I'm afraid. These things are just too old to guarantee anything.	I understand.
95	519	not		Driver, take me to the airport.__eou__Okay.__eou__Driver, can you please speed up? I m afraid I might miss the flight.__eou__I'm sorry, madam, there’s a limit to the speed.__eou__Damn it! I think I'm going to miss the plane.__eou__I'm sorry about that. What’s your flight time?__eou__At 2:00.	Don’t worry, madam. I guess we should get there not later than 1:30 p. m.	Don’t worry, madam. I guess we should get there later than 1:30 p. m.	Really? Great!
