	id	word	word sense	context	w_word	wo_word	followup
16	432	only		Oh, dear! which dress should I choose? I can't make up my mind. Please help me.__eou__You know I don't know anything about fashion.__eou__Which dress do you like best?__eou__Well, they are both all right.	Only all right?	All right?	Oh, no. I mean you look very nice in both of them.
17	438	only		May I help you?__eou__Yes. I'd like to send this parcel to Changchun.__eou__How do you want to send it?__eou__I guess I'll send it by airmail.__eou__Is there anything valuable?	No, there are only some vases.	No, there are some vases.	They are fragile articles. They must be packed in a proper strong box. Your light cardboard box won't do.
18	442	only		Hello, may I help you?__eou__I'd like to send a fax to Shanghai.__eou__Photograph or document?__eou__Document.__eou__Show me your document, please.__eou__Here you are.__eou__Ah, it is clear enough to send.__eou__How long will it take to get to Shanghai.	It'll only take a couple of minutes.	It'll take a couple of minutes.	Oh, excellent. How much does it cost?
19	447	only		I'm looking for a necklace for my girl friend as a birthday present.__eou__You've come to the right store. We've got a beautiful and wide selection of necklaces for you to choose from.__eou__I like that one over there. Can you show it to me?__eou__Do you mean the exquisite golden necklace?__eou__Exactly. How much do you want for it?	It costs only two thousand yuan.	It costs two thousand yuan.	Is it made of pure gold?
20	454	only		Cathy, I'd like to introduce the new microwave stove of mine to you, because it is easy to use.__eou__OK, it so happened I want to buy one.__eou__This microwave stove has many functions. Let me show you. For example, if you want to cook meat, you just need to put meat in it, and press the button with a picture of meat, that’s OK. After several minutes, you can eat the delicious meat.__eou__I think it’s good, and it suits me, because I'm not good at cooking. Is it expensive?	Oh, it is not so expensive. It only costs me 280 dollars.	Oh, it is not so expensive. It costs me 280 dollars.	
21	468	only		Hey Jimmy. Let's go workout later today.__eou__Sure. What time do you want to go?__eou__How about at 3:30?__eou__That sounds good. Today we work on Legs and forearm.__eou__Hey. I just played basketball earlier, so my legs are a little sore. Let's work out on arms and stomach today.__eou__I'm on a weekly schedule. You're messing everything up.	C'mon. We're only switching two days. You can do legs on Friday.	C'mon. We're switching two days. You can do legs on Friday.	Aright. I'll meet you at the gym at 3:30 then.
22	475	only		All I do all day is work and watch TV. I really should start thinking about my health.__eou__I never thought about that, but you're right. What do you think we should do?__eou__For starters, we should start doing more outdoor activities. That way we'll get some exercise.__eou__I was thinking about taking tennis lessons. I always have an hour to spare in the afternoon. What do you think about that?__eou__That's not a bad idea. How much is it?	I heard it is only about one hundred twenty dollars a month for 8 lessons.	I heard it is about one hundred twenty dollars a month for 8 lessons.	Playing tennis twice a week will be a good start. Count me in.
23	477	only		All I do all day is work and watch TV. I really should start thinking about my health.__eou__I never thought about that, but you're right. What do you think we should do?__eou__For starters, we should start doing more outdoor activities. That way we'll get some exercise.__eou__I was thinking about taking tennis lessons. I always have an hour to spare in the afternoon. What do you think about that?__eou__That's not a bad idea. How much is it?	I heard it is only about one hundred twenty dollars a month for 8 lessons.	I heard it is about one hundred twenty dollars a month for 8 lessons.	Playing tennis twice a week will be a good start. Count me in.
24	485	only		What do you do besides work and watching TV?__eou__When I have some time, I like to exercise.__eou__Do you go jogging or do you go to a health club?__eou__I joined Samsung Health Club a couple of months ago.__eou__How do you exercise?__eou__I usually spend 30 minutes on the bicycle for the Carpio, and then I lift weight for about 45 minutes.__eou__How often do you go?	I want to go four times a week, but I'm too lazy. Last week, I only went to workout once.	I want to go four times a week, but I'm too lazy. Last week, I went to workout once.	
25	491	only		Excuse me. Can you tell me where the Wal-Mart supermarket is?__eou__Turn right at the second crossing and then go straight for two blocks.__eou__Is it far from here?	No, it’s only ten-minute's walk.	No, it’s ten-minute's walk.	Thanks a lot.
26	501	only		Would you like to mail it by air or sea?__eou__Hmm ... How long will it take to mail things to the USA by air?	About 10 days. You can send it express mail if you need it faster. It will only take three or four days.	About 10 days. You can send it express mail if you need it faster. It will take three or four days.	I want to send it by express mail. The faster, the better.
27	503	only		What are you working on?__eou__I'm figuring out my budget.__eou__What budget?__eou__I'm making a shopping budget, so that I don't spend too much money.__eou__How much money can you spend?	I can only spend $ 300 a month.	I can spend $ 300 a month.	Why only $ 300?
28	512	only		Can I take your order?__eou__I'll take two value meals.__eou__What kind of drink do you want with those?__eou__One Coke and the other a Sprite, please.	You can super-size your meal for only 39 cents extra.	You can super-size your meal for 39 cents extra.	Yes, I'd like that, then.
29	522	only		Can you help me pick out a gift for my niece?__eou__Most normal little girls go wild over Barbie dolls.__eou__That sounds good. Let me see one.__eou__Here's the latest model — Digital Barbie.__eou__Oh, she's nice. How much is she?	Why, she's only $ 29.95.	Why, she's $ 29.95.	Well, that's reasonable. I'll take it.
30	530	only		Hi, I'd like to return this radio.__eou__All right. Do you have the receipt?__eou__Here it is.__eou__May I ask why you're returning the radio?__eou__It does not work very well.__eou__Would you like to exchange it?__eou__No. I'd just like a refund.	Certainly. This will take only a few seconds.	Certainly. This will take a few seconds.	
31	540	only		Can I help you?__eou__I'd like to buy a skirt.__eou__What style would you prefer?__eou__I like one with flowers on its brim.__eou__Do you like this one?__eou__It seems too short.__eou__What about this one?__eou__It looks nice. How much is it?__eou__70 yuan.__eou__Is there any cheaper one?	This one is only 50 yuan.	This one is 50 yuan.	I think I'd better take that one you showed me just now. It is better than this one although this one is cheaper.
32	541	only		What can I do for you?__eou__I would like to look at some watch.__eou__May I show you the gold ones?__eou__Pure gold ones, please.__eou__OK. Here they are.__eou__What is the price for this one?__eou__One thousand yuan.__eou__That's quite steep. Can you come down a little bit?__eou__I'm afraid not. The price is very moderate.__eou__It's rather more than I was thinking of paying.	We brought the price down only a few days ago. This is definitely a bargain.	We brought the price down a few days ago. This is definitely a bargain.	OK. I'll take it.
33	576	only		Hi, Kerry. Did your husband make cooking for you?__eou__Oh, please do not mention it any more. Last night he did it for the first time.__eou__Really? Was it delicious?__eou__Forget it! It was a bitter pill for me to swallow.__eou__It was the first time. You should not be so particular.	Ha-ha. Last night, I only told him practice makes perfect.	Ha-ha. Last night, I told him practice makes perfect.	It’s true. Nowadays, men are spending more and more time in the kitchen.
34	590	only		Can I help you?__eou__I want a leather jacket.__eou__What size, please?__eou__Size 40.__eou__What color would you prefer?__eou__Let me see. Do you think a brown one will do?__eou__Well, the brown one is beautiful indeed, but I think the black one will suit you better.__eou__Really? Please get it for me.__eou__Will there be anything else?__eou__Is this dress made of pure silk?__eou__Yes, it is. It's brilliant.__eou__Is it washable?__eou__Yes, it is. But you have to be careful.__eou__How much, please?	Only 350 yuan.	350 yuan.	All right. Will you wrap it for me?
35	597	only		I want to buy some jewellery.__eou__What kind of jewellery do you like to have?__eou__I should like to look at some bracelets.__eou__May I show you gold ones or jade ones?__eou__Jade ones.__eou__OK, here they are.__eou__What's the price for this one?__eou__Eight hundred yuan.__eou__How about seven hundred yuan?	I'm sorry, we only sell at fixed prices.	I'm sorry, we sell at fixed prices.	OK. I'll take it.
36	600	only		Would you show me this brooch?__eou__Yes, I would.__eou__What is this made of?	It's sapphire. We have only one brooch of this type. Will you try it on?	It's sapphire. We have one brooch of this type. Will you try it on?	Yes, I will. But how much is it?
37	607	only		Do you drink much?__eou__Depending on what you consider a lot.__eou__How frequently do you drink?__eou__Couple times a week. How about you?	Only when I go out. I'm not a big drinker.	When I go out. I'm not a big drinker.	How much can you drink?
38	637	only			There are thousands of magazines published in the world to meet the needs of different readers. But only a few of them are influential world-wide.	There are thousands of magazines published in the world to meet the needs of different readers. But a few of them are influential world-wide.	You have hit the point. It's really hard for a magazine to be well known to people of various ages and educational backgrounds.
39	644	only		Hello, who's that speaking?__eou__I am calling about the advertisement for a flat with a bedroom. Do you still have it now?__eou__Yes, I do.__eou__Is there any furniture in it?__eou__Yes, it's fully furnished.__eou__What's the rent for a year?__eou__15,000 Yuan, including water, but electricity and gas.__eou__Where is it located?	It's in International Trade Zone. It's only ten minutes' walk from the nearest subway station.	It's in International Trade Zone. It's ten minutes' walk from the nearest subway station.	That's great. But can you make the rent cheaper, let's see, 12,000 Yuan?
40	646	only			Jeff, look at this listing! It says there is a cozy studio apartment for rent, and it's only $ 700 per month. What do you think?	Jeff, look at this listing! It says there is a cozy studio apartment for rent, and it's $ 700 per month. What do you think?	Well I think I can afford that apartment. But are pets allowed?
41	649	only		Well, what about this two-bedroom apartment? The listing says it's right in the heart of the city, just steps from the metro.__eou__Wow, that would be very convenient. How much is the rent?	It says it's $ 1600. But if you share it with another person, that's only $ 800 per month.	It says it's $ 1600. But if you share it with another person, that's $ 800 per month.	That definitely sounds like a steal. I think that is a very trendy neighborhood as well.
42	659	only		Mmmm ... This apartment seems a little expensive. Do you have any cheap studios?	Actually, the one-bedroom is the only vacant apartment right now.	Actually, the one-bedroom is the vacant apartment right now.	Do you think any studios will open up soon?
43	660	only		What kind of lease is it?__eou__It's a one-year lease.	Can I have a month-to-month lease? I only want to rent the apartment for five months.	Can I have a month-to-month lease? I want to rent the apartment for five months.	No, all the leases are for one year. We don't have month-to-month leases.
44	666	only		What's the problem, sir?	I bought this toy gun from your store two weeks ago. My son played with it only twice and it broke.	I bought this toy gun from your store two weeks ago. My son played with it twice and it broke.	Do you keep the receipt?
45	672	only		Sam, can we stop at this bicycle shop?__eou__Do you want to buy a new bicycle?__eou__Yes, and they have a sale on now.__eou__What happened to your old one?__eou__I left it at my parent's house, but I need one here as well.__eou__I've been using Jim's old bike but he needs it back.__eou__Let's go then.	Look at this mountain bike. It is only £ 330. Do you like it?	Look at this mountain bike. It is £ 330. Do you like it?	I prefer something like this one - a touring bike, but it is more expensive.
46	674	only		I'd like to buy a house about 300m with a garden. Can you help me?__eou__Sure. We've helped more than ten thousand people buy and sell houses. We're the No. 1 realtor in this community. I recommend this house ( He points at a picture ).__eou__Where is it?__eou__On a hill to the east of the Tarsus river. You have a good view of the beautiful sunrise and sunset. You can't find a better home to live in.__eou__How many rooms are there?__eou__Eight rooms, a roomy kitchen, two modem bathrooms, a lovely dining room, a gorgeous living room and three sweet bedrooms. All are built with first-rate materials.__eou__How much is it?	6 million. You needn't pay the whole price at one time. You just pay 50 % in cash. We'll process the legal documents for you and then you can borrow the other 50 % from a bank and repay it in installments. We ask for only 1 % as commission.	6 million. You needn't pay the whole price at one time. You just pay 50 % in cash. We'll process the legal documents for you and then you can borrow the other 50 % from a bank and repay it in installments. We ask for 1 % as commission.	OK. How much is the deposit?
47	675	only		Hi Sam.__eou__Hi Chris. I am glad to see you. Can you help me with my new computer?__eou__When did you buy your new computer?__eou__I bought it yesterday afternoon and they delivered it this morning at 10:45.__eou__So what's the problem?__eou__I am not sure. I just can't connect to the net.__eou__Can I have a look?__eou__Of course, come in.__eou__Oh this is the new little EEE notebook from Asks. How much did you pay?	It was only 345 pounds.	It was 345 pounds.	Very nice. I am sure we will sort out your Internet in no time.
48	686	only		Would you like to have a piece of cake?__eou__No, thank you. I'm on a diet.__eou__Why? You're not fat.__eou__I'm considering entering for the beauty contest this summer, so I must have a slender figure.__eou__Women of all shapes would be beautiful if they are self-confident.	I'm afraid the judges do not think so. All the beauty contests are for slim girls only.	I'm afraid the judges do not think so. All the beauty contests are for slim girls.	Well. There's a beauty contest in Thailand just for fat beauties.
49	687	only		Excuse me. Could you tell me the way to the Star Hotel?__eou__Yes. Go down the main road. You can't miss it.__eou__How long will it take me to get there?	It's only about a five-minute walk.	It's about a five-minute walk.	Thank you very much.
50	693	only		Miss, may I help you?__eou__Yes, I just wondered why the price between the ninth and tenth floor is so different.__eou__It's because of the view.__eou__Oh! I see. Can you show me the location of Block I?__eou__Sure. Please take a look at the model of the building. Nice Garden has a total of two blocks which are labeled Block I and Block II. Block I has a total of thirty-eighth floors. The thirty-seventh and thirty-eighth are penthouses. There are four units in one floor. The sizes of the units are one thousand square feet and one thousand and five hundred square feet. The size with one thousand square feet has three bedrooms and the biggest size has four bedrooms.__eou__How many elevators are there?__eou__There are three elevators between one hundred and forty-eight units.__eou__How about the car-park space?__eou__There are a total of one hundred and sixty parking spaces on the second and third floor, in which twelve are for visitors and the rest are for residents.__eou__Any other facilities?	Sure, on the fourth floor is a recreation quarter. There are two swimming pools. One is Olympic standard size and the other one is for children. Also, there is a gymnasium for resident members only.	Sure, on the fourth floor is a recreation quarter. There are two swimming pools. One is Olympic standard size and the other one is for children. Also, there is a gymnasium for resident members.	What is the completion date?
51	716	only		Waitress, can I have the bill, please?__eou__Yes, sir. How would you like to pay the bill, sir?__eou__Do you accept credit cards?	Yes, sir. But we only accept American Express, Master card and Visa. What kind do you have?	Yes, sir. But we accept American Express, Master card and Visa. What kind do you have?	Master card. Here you go.
52	724	only		May I take your order?__eou__We'd like this course for two, please.__eou__I'm afraid this course is for four persons.	Well, can't you make it for two only?	Well, can't you make it for two?	I'm afraid not, sir.
53	736	only		Can I take your order?__eou__I'll take two value meals.__eou__What kind of drink do you want with those meals?__eou__One Coca Cola and the other a Sprite, please.	You can super-size your meals for only three dollars extra.	You can super-size your meals for three dollars extra.	Yes, I'd like that, then.
54	745	only		Good morning, I want to send this parcel to Taiwan.__eou__Airmail or surface mail?__eou__How long would surface mail take, compared with airmail?	Oh, anything up to 3 or 4 months for surface mail. It depends on the sailing of the ships. Airmail would only take 1 to 2 weeks.	Oh, anything up to 3 or 4 months for surface mail. It depends on the sailing of the ships. Airmail would take 1 to 2 weeks.	How much would this parcel cost me by airmail?
55	794	only		Can I have the window seat over there?__eou__Sorry, sir. That table has been booked.	Well, in that case, this table is the only choice.	Well, in that case, this table is the choice.	Actually you can have a window seat if you don't mind a ten-minute wait.
56	797	only		Good evening, may I help you?__eou__I would like to book a table for six tonight.	Sorry, sir. We have only double tables left.	Sorry, sir. We have double tables left.	What a pity. Can you recommend a nice restaurant near here?
57	842	only		Steven, I am ready for breakfast.__eou__OK. But where is my favorite coffee?__eou__It's in that pan there. Your boy Dean broke the silex yesterday, so I have to boil it in the pan.__eou__It tastes like crankcase oil, but delicious.__eou__That's good. You can make breakfast yourself if you don't like it.__eou__What is there besides coffee?__eou__I warmed a couple of snails, and your eggs are in the frying pan.__eou__Oh, my God. It's nearly eight, I have no time to have breakfast now. My watch says seven fifty.	Don't worry. It's only ten to seven. You must have forgotten to set your watch back.	Don't worry. It's ten to seven. You must have forgotten to set your watch back.	Yes, it was. The clock on the wall says eight to seven.
58	871	only		Tom, how do you think of second-hand goods?__eou__Why did you ask that? Do you want to buy the used goods?__eou__I'm considering buying a second-hand computer for I'm short of money now.	You know the car I'm driving, which is still in good condition though it is second-hand. And it only cost me 300 dollars. It was so cheap.	You know the car I'm driving, which is still in good condition though it is second-hand. And it cost me 300 dollars. It was so cheap.	But do you really mean that the second - hand goods are just as good as the new ones?
59	876	only		I like Chinese food.__eou__I like Chinese food, too. I like dumplings best.__eou__At school, we sometimes have Chinese food for lunch.	That's good. We eat Chinese food only at the Chinese restaurant.	That's good. We eat Chinese food at the Chinese restaurant.	My mother can make some Chinese food.
60	905	only		Steven, what are you thinking about?__eou__Oh, you know, tomorrow is Vicky's birthday. I am thinking what gift to give her.__eou__That's easy. A girl at her age must like beautiful ornaments. How about a hair pin?__eou__It's a bad idea. Vicky has short hair.__eou__Well, what about a brooch?	Only old women like that.	Old women like that.	Maybe you should ask her what she wants for her birthday.
61	915	only		Steven, we are preparing a martial arts show for the New Year's party. Would you like to join us?	I'd love to! But I have never learned martial arts, and there is only a month left before the New Year.	I'd love to! But I have never learned martial arts, and there is a month left before the New Year.	That's OK. A month is enough for you to learn the basic movements. It would be great to have you with us on the show.
62	926	only		Can I pay my bill here?__eou__Yes, sir.__eou__How much is the charge?__eou__Let me see ... it's $ 50.__eou__Do you receive checks?	Sorry, sir. We receive credit card and cash only.	Sorry, sir. We receive credit card and cash.	Here is my card.
63	935	only		Can I help you?__eou__Yes, I need to buy a computer for this semester. I was told it is cheaper to buy computers here.__eou__Well, you heard right. You can get an excellent deal on a new computer here. We have great discounts for students.__eou__I don't know much about computers. But I know I want a desktop computer with a lot of memory. And I need a printer.__eou__Well, first let's consider your computer. Here, for example, is a system I highly recommend-the Power Macintosh G3. it comes with 64 megabytes of total memory.__eou__Is that a lot? Sixty-four?__eou__Yes, it is. It should be enough for any student needs you might have. What department are you in?__eou__History.	Well, so you will mostly be using word processing, for writing papers. I recommend the Corel Word Perfect program for word processing. We can talk about software later. Let's talk about your hardware first. We have a special deal on right now. I should tell you about it, as it only goes until next Tuesday. If you buy one of these fifteen-inch color monitors with a Power Macintosh G3, you can actually get 30 percent off the usual sale price.	Well, so you will mostly be using word processing, for writing papers. I recommend the Corel Word Perfect program for word processing. We can talk about software later. Let's talk about your hardware first. We have a special deal on right now. I should tell you about it, as it goes until next Tuesday. If you buy one of these fifteen-inch color monitors with a Power Macintosh G3, you can actually get 30 percent off the usual sale price.	Thirty percent?
64	946	only		Would you give me some fruits? How much are these oranges?__eou__Seventy cents a piece.__eou__How about this one?__eou__Sixty cents a piece.__eou__Well, I'll take five of the seventy cent ones, and those grapefruits sweet?	Sure! They are very fresh, first of all. We sell at a bargain, and you make a wise purchase if you buy them today. Eighty cents only, a piece.	Sure! They are very fresh, first of all. We sell at a bargain, and you make a wise purchase if you buy them today. Eighty cents, a piece.	I follow you and I'll take three just for my trial.
65	951	only		Have you got any outdoor interests?	Yes. My only recreation is skateboarding.	Yes. My recreation is skateboarding.	Oh, I know it. It is included in extreme sports. I think it's too dangerous for me.
66	965	only		Excuse me, where is the Beijing Railway Station?__eou__You can take the subway to get there.__eou__How long will it take to get there?	It takes only ten minutes.	It takes ten minutes.	May I take a bus or a taxi to get there?
67	966	only		Excuse me, can you tell me where Main Street is?__eou__Turn left at the second light and then go straight for two blocks.__eou__Is it far?	No. It's only a five-minute walk. You can't miss it.	No. It's a five-minute walk. You can't miss it.	Thanks a lot.
68	987	only		Where do these flower vases come from?__eou__They are made a town nearby. The flower vases are made of porcelain and covered with tiny bamboo sticks.__eou__Are they breakable?	No. They are not only ornamental, but also useful.	No. They are not ornamental, but also useful.	No wonder it's so expensive.
69	992	only		Welcome to Jinyuan Shoe Town. What can I do for you?__eou__I'm looking for a pair of white sports shoes to go with my jeans.__eou__White? What make do you want? Arid what size?__eou__Adidas. Size 38.__eou__Adidas? They wear well. Try this pair, Size 38, please.__eou__Yes. ( After trying ) A bit tight actually, they pinch my toes. Have you got a larger pair. Size 39?__eou__Okay. What about this one?__eou__( After trying ) Mm, this pair fits me well. I'll take it. How much is it?	You are so lucky. They are on sale today. It costs only 250 yuan. Pay at the counter over there.	You are so lucky. They are on sale today. It costs 250 yuan. Pay at the counter over there.	OK. Thank you.
70	998	only		It's your turn, sir. I'm sorry that you had to wait. Saturday is a busy day for us.__eou__I suppose so. A haircut, please.__eou__How do you want your hair cut? Any particular way?__eou__I'd just like a trim, and don't cut it too short.__eou__Yes, sir. How about the sideburns?	I think they only need a little trimming.	I think they need a little trimming.	Can I use the clippers?
71	1000	only		How can I help you?__eou__Yes, I would like to look at some of your products. I think what I am using now does not fit me well.__eou__We have a full range of products from cosmetics to skin cleansers.__eou__What do you have in foundation?	Our foundation is of very super quality. We only use the finest ingredients. It will moisturize your skin and it can protect your skin from UVA and UVB.	Our foundation is of very super quality. We use the finest ingredients. It will moisturize your skin and it can protect your skin from UVA and UVB.	What colors do you have in foundation?
72	1004	only			Would you tell me how I should send this parcel to Shanghai, China? It contains only books.	Would you tell me how I should send this parcel to Shanghai, China? It contains books.	You might send it as'Printed Matter'.
73	1010	only		In 1986, a New Zealander Hackett popularized Bungee as a commercialized sport of mass entertainment. This sport is very challenging. It is a test of people's psychological ability of endurance. Especially when descending, as if they are watching a fast forward tape and when they bounce back, they sway around. The timid people will shrink back at the sight of it. Even if they jump off, they find it hard to avoid screaming with closed eyes. No wonder people give the title' brave' to anyone who jumps off.__eou__You see, the bungee participants take a deep breath when they stand at the starting spot and then, like diving, their heads are over heels and they jump off into the realm of the combination of heaven and earth. The wind roars at their ears and their bodies rapidly descend. They do not even have enough time to do several gymnastic movements and they are rebounded to the upper air by the cord.__eou__Entrusting life to the care of a rope indeed requires infinite courage.	"A young French fellow recalled his first bungee experience and said, "" When I fastened the cord and walked to the platform, I was extremely nervous. When I looked down, I was nervous even more. If the cord had broken, I would be knocked to' bakemeat'. However, I knew my worries were unwanted. I was afraid if I retreated others might say something about me. I had to harden my heart and impose my head downward. I only felt wind wiring at my ears. My body rapidly descended. I thought that after only seven or eight seconds I was rebounded to upper air by the cord. In fact it was 30 seconds. Maybe because of my nervousness, I only felt seven or eight seconds. When rebounding to the high altitude, I felt a sudden sense of relief. I did not feel nervous very much, but very comfortable. """	"A young French fellow recalled his first bungee experience and said, "" When I fastened the cord and walked to the platform, I was extremely nervous. When I looked down, I was nervous even more. If the cord had broken, I would be knocked to' bakemeat'. However, I knew my worries were unwanted. I was afraid if I retreated others might say something about me. I had to harden my heart and impose my head downward. I felt wind wiring at my ears. My body rapidly descended. I thought that after seven or eight seconds I was rebounded to upper air by the cord. In fact it was 30 seconds. Maybe because of my nervousness, I felt seven or eight seconds. When rebounding to the high altitude, I felt a sudden sense of relief. I did not feel nervous very much, but very comfortable. """	It is hard to come by in life that you experience this kind of' comfortable'
74	1015	only		How can I help you?__eou__Yes, I would like to look at some of your products.__eou__Did you have anything specific in mind?__eou__Well, to be honest, I mostly use Sarah Winter products now. But I'm not happy with them. So I would like to change companies.__eou__Well, you made a good choice. Coming to us, I mean. We have a full range of products from cosmetics to skin cleansers and moisturizers.__eou__What do you have in foundation?	Our foundation is very high quality, only the finest ingredients. It will moisturize your skin and it has a sun block rating of 8.	Our foundation is very high quality, the finest ingredients. It will moisturize your skin and it has a sun block rating of 8.	What colours do you have in foundation?
75	1038	only		Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?
76	1046	only		Excuse me, but could you tell me if this bus goes to the National History Museum?__eou__No, it doesn't. There's no through bus to the National History Museum, madam.__eou__I see. Where do I have to change then?__eou__You can transfer Fuchengmen.__eou__How far is it?	Well, it's only three stops from here.	Well, it's three stops from here.	I see. Thanks a lot.
77	1060	only		I put in two quarters for a coke, but nothing came out of the machine.__eou__Really? Let me check it.__eou__I'm sure it's broken.	No, ma'am. I’m afraid you put in only one quarter and one dime.	No, ma'am. I’m afraid you put in one quarter and one dime.	
78	1079	only		Can I make a reservation?__eou__Yes, sir. For what time?__eou__7 o'clock tonight and there will be 5 persons.__eou__OK, sir. Five persons at 7:00.__eou__Do you have a VIP room?	Sorry, sir. We have only tables in the main dinning room left.	Sorry, sir. We have tables in the main dinning room left.	
79	1099	only		How long is the warranty?__eou__We guarantee our product for two years.__eou__How about the repairs after the warranty expire? Are you responsible for the fixing if the machine breaks down after the warranty period?	Yes. All repairs are billed at cost. We'll only bill you for parts. The on-site service is $ 300 a year after the warranty.	Yes. All repairs are billed at cost. We'll bill you for parts. The on-site service is $ 300 a year after the warranty.	Will you supply spare parts if we want them?
80	1103	only		Excuse me, miss. I don't think we need the MP4 any more. We would like to refund it.__eou__May I see your receipt?__eou__Here you are.	I am sorry, sir. You bought it 2 weeks ago, and you can only refund it in one week.	I am sorry, sir. You bought it 2 weeks ago, and you can refund it in one week.	
81	1121	only		Are you ready to order, sir?__eou__What's the special here?__eou__We have steamed chicken, braised pork and Beijing roast duck and so on. Here's the menu. What would you like to have?__eou__Well, let's try some braised pork, sweet and sour fish and some fried beans.__eou__Would you like anything to drink?	Just some soft drinks and only a bottle of beer.	Just some soft drinks and a bottle of beer.	All right. Wait for a moment, please.
82	1122	only		Are you ready to order now, Sir?__eou__May I have the menu, please?__eou__Yes, here you go.__eou__I'd like to have some local specialties. Would you recommend for me, please?__eou__Sure, the Huanghe carp with sugar and vinegar is famous in our restaurant.__eou__OK. We'll take it.__eou__Anything else?__eou__A fried crisp chicken and an eggplant with chili sauce.__eou__How about drink?	Coffee, only black coffee,	Coffee, black coffee,	
