	id	word	word sense	context	w_word	wo_word	followup
39	271	just		Hi. I need to have my shoes repaired.__eou__What’s the matter with them?__eou__Look at the heels. They are slanting.__eou__Ah, I can do it perfectly.__eou__How much does it cost?__eou__6 yuan. And I can make them as new as before.	I think it’s too expensive. I can just give you 4 yuan. Or I’ll go to another B.	I think it’s too expensive. I can give you 4 yuan. Or I’ll go to another B.	All right. I’ll repair them for you.
40	272	just		Where's the nearest tailor's?	There is one just around the corner.	There is one around the corner.	The jacket is tight in the shoulders and long in the sleeve. What about the price there?
41	275	just		Good morning. Vane Theater, at your service.__eou__Hello. I'm thinking about watching a Chinese traditional opera with a foreign girl. What's on this weekend?__eou__Well, there will be charity performance on Saturday night. And also, there will be a solo concert by an opera star on Sunday night.__eou__It's a good thing that I have choices here. Can you tell me about the one on Saturday?__eou__Sure. It's to raise money for the homeless.__eou__What about the performance itself?__eou__Oh, it's a reserved opera named' The Monkey Creates Havoc in Heaven'.__eou__Wow, a story about the clever Monkey King. It's a classic and children's favorite.__eou__It surely is. And the cast is really the best.__eou__Wonderful! How much is the ticket?__eou__The price varies according to the seats. 300 for the front, 200 for the middle, and 50 for the back. Which kind would you like?__eou__Two for the front. One last thing, are there any English subtitles for the show?	Yes, we have subtitles both in Chinese and English on the big-screen just beside the stage.	Yes, we have subtitles both in Chinese and English on the big-screen beside the stage.	Terrific. May I stop by to get that two tickets tomorrow afternoon?
42	279	just		Can I also take the MET to get there?__eou__Yeah sure, it's much quicker. Do you know how?__eou__No, can I trouble you to lend me a hand?__eou__Ok, not a problem. Let's go to the station.__eou__You have to buy a ticket first. You want to go to Shi Da, right?__eou__Yeah.__eou__Ok, then you need to go to Tai Power Building Station.__eou__Where is that?__eou__Look at the map to see where you are. Then look at where you want to go. The number is how much money you have to pay.__eou__Oh, that's simple enough.__eou__Then, when you have your ticket, you go wait on the platform.__eou__Anything else I should know?	Just remember to hold on to your ticket. You need it to get out of the station when you get there.	Remember to hold on to your ticket. You need it to get out of the station when you get there.	
43	281	just		Excuse me, I'm a little lost. Which bus do I take to get to Shi Da?__eou__Let's see. From here, you have to take the 278 bus.__eou__Oh OK, where do I get off?__eou__You should get off at the first Shi Da stop.__eou__Ok, thanks ...__eou__You're new at this, huh?__eou__No, is it difficult?	No, it's quite simple. When you get on, just ask the bus driver when to pay the fare and where you want to get off.	No, it's quite simple. When you get on, ask the bus driver when to pay the fare and where you want to get off.	How much does it cost?
44	282	just		What can I do for you?__eou__I would like to have a roll developed.__eou__When do you need them, sir?__eou__How about tomorrow morning?__eou__No problem. Do you want 3 x 5 or 4 x 6?__eou__The 4 x6 will be OK. Thanks.__eou__And do you want the glossy or matted finish?__eou__I prefer glossy. How much?	You pay when you pick them up. I don't need a deposit for just one roll of film.	You pay when you pick them up. I don't need a deposit for one roll of film.	Thanks!
45	287	just			Ouch! I just bit my tongue.	Ouch! I bit my tongue.	Oh, that hurts.
46	288	just		Are you going grocery shopping today?__eou__I am, as a matter of fact. Do you have any special requests?__eou__Yes, please get some white bread, thick cut, some ham, not the processed stuff, some gouda cheese, some galla apples and...	Wait. This is sounding like a major list. Why don't you just come with me?	Wait. This is sounding like a major list. Why don't you come with me?	
47	290	just			Ahahah! What is that thing on your couch! It just moved!	Ahahah! What is that thing on your couch! It moved!	Did you think it wasn't real? That's my pet lizard.
48	298	just		I'm so sorry about your brother, Mr. Wang.__eou__Thanks, Jane.	If you need any help, just let me know.	If you need any help, let me know.	
49	299	just		I need something to wash this down. Is there any juice in the fridge?__eou__What is that? It looks like something from a swamp!__eou__It's a green drink. It's supposed to be full of vitamins and minerals.__eou__You know, healthy eating doesn't have to make you gag.__eou__The sales lady said that even if I eat right, I wouldn't get enough vitamins.	Have you ever tried it? Or are you just going to believe the sales lady?	Have you ever tried it? Or are you going to believe the sales lady?	It's easier to drink this once a day than eat fruit and vegetables all day.
50	302	just		Would you like to have some icecream? I've got a variety of flavors for you to choose from. I've got strawberry, peach, chocolate, coffee, vanilla and praline.	Wow! So many choices you have! I wish I could, but I just can't. I'm on a diet to lose weight.	Wow! So many choices you have! I wish I could, but I can't. I'm on a diet to lose weight.	Come on, just a bite. It doesn't really hurt to have just a bite.
51	305	just		How do you put this seat back? I know there is a lever somewhere.__eou__What are you doing?__eou__I'm getting dressed, what does it look like?__eou__It looks like you are about to get dressed. Did you forget we are in a car on the road?__eou__I'm good at this. Nobody will see anything.	Are you kidding? You're going to cause an accident just from people gawking!	Are you kidding? You're going to cause an accident from people gawking!	All right, pull over at that service station and I'll dress in the ladies' room.
52	312	just		Oh, my god! I look so old. I look as if I were 40. I think it's time for some plastic surgeries. I'm tired of these wrinkles and sagging skin.__eou__I don't see any wrinkles or sagging skin! You'd better stop being so ridiculous.__eou__Anyway I think I need a nose job and some breast implants as well.__eou__I think you need to get a brain surgery. Honestly speaking, you look charming.	I know what you mean. I just want to make myself more attractive.	I know what you mean. I want to make myself more attractive.	You are fine the way you are. Besides, plastic surgery hurts.
53	325	just		This book I'm reading about Yoga is really interesting.__eou__I didn't know you did Yoga.	I don't really practice it regularly yet, I'm just learning about it.	I don't really practice it regularly yet, I'm learning about it.	What have you learned?
54	328	just		Where is your dressing room?__eou__Right over there.__eou__( Person A comes out of the dressing room ) How did you like the sweater?__eou__I loved it. I'll take it.__eou__Great. I can ring you up over here. It comes to $ 87.04.__eou__Here you go?__eou__Do you have a credit card with us?__eou__No I don't.__eou__If you open up a card, you can save 10 % on all your purchases today.__eou__Not today. Thanks though.	No problem. We always have this offer, so when ever you decide to, just let us know.	No problem. We always have this offer, so when ever you decide to, let us know.	Sure.
55	340	just		Honey, I think I need to go see the doctor.__eou__Ah! You're bleeding all over! What happened?__eou__I was working in the garage and cut myself with my saw.__eou__Here, use this rag to apply pressure to the cut. Does it hurt?	No, not really, there's just a lot of blood.	No, not really, there's a lot of blood.	You may just need stitches. I think they can handle this at the clinic instead of the ER. Let me make a quick phone call.
56	342	just		Bob, would you come and help me?__eou__Of course. What do you want me to do, Mom?__eou__Could you hold these packages while I look for the key?__eou__Alright, what's in them? They are so heavy!	Just things we need for the picnic tomorrow.	Things we need for the picnic tomorrow.	Well, hurry up and open the door please. I told you these things are heavy.
57	346	just		Excuse me. Can you show me some nail-polish?__eou__Yes. We have all kinds of colors for it.__eou__That's good.__eou__What's your favorite color?__eou__In my opinion, orange is very nice.__eou__Sometimes pink is not bad, too.	You're right. Well, just these two, please.	You're right. Well, these two, please.	Thank you. Anything else?
58	351	just		Don't tell me that's your lunch?	No, this is just my appetizer ... this is my lunch!	No, this is my appetizer ... this is my lunch!	A candy bar for an appetizer and a piece of pie for lunch! That's all junk!
59	355	just		( A stranger stops to help ) Everything OK?__eou__No! My tour bus got a speeding ticket not ten minutes ago. Now my engine is on fire!	I think that's just steam. Your engine's overheated.	I think that's steam. Your engine's overheated.	Do you know a lot about cars?
60	363	just		Excuse me, I have something to trouble you.__eou__Yes? I'll be very glad if I could be of any help to you.__eou__An hour ago, I bought this vase with my tourist.__eou__Oh, yes. I remember it clearly. Is there anything wrong with it?__eou__I'm afraid so. We found this crack on the bottom when I went back to my hotel.__eou__Oh, how awful! Let me have a look, I'm terribly sorry. It was most thoughtless of me. Would you excuse me, please?__eou__Oh, It's quite all right, I suppose. It can't be helped sometimes.__eou__It's very kind of you to say so. How about changing another one for you?__eou__All right. Thank you.	Just a minute, please. I won't be long. I'm sure this one is perfect. You may examine it carefully.	A minute, please. I won't be long. I'm sure this one is perfect. You may examine it carefully.	Oh, yes, it is. I'll take this one.
61	366	just		How's your new car?__eou__Perfect! Couldn't be better.__eou__You made a good choice, then?	It's just what I want.	It's what I want.	No regrets?
62	370	just		What's up? You sound a little down in dumps.__eou__I quarreled with my roommate last night. He is really stubborn.__eou__Calm down! Shouting won’t help?__eou__He is really outrageous.__eou__What happened?__eou__I went back home last night. You know tired as a dog, so I took a quick shower and went to bed. I couldn't fall asleep, because Brian was there in the living room, playing his stupid stereo so loud. I kindly told him to turn that down a little bit. He shouted at me.__eou__What? He can't do this to you.__eou__Well, he did it anyway. Then he came into my room and shot all his shit blah blah blah ... you know.__eou__What did you do?__eou__I shouted it back of course.__eou__Hold it, Mike. You won't accomplish anything by hollering at him, right? You worked it all up till now. Why not wait until you cool down a bit?__eou__What would you do if you were in my shoes?	Just stay cool. You know. When you get back home tonight, tell him that you didn't mean to quarrel with him.	Stay cool. You know. When you get back home tonight, tell him that you didn't mean to quarrel with him.	No way, Kate. I mean it's just not my fault.
63	371	just		How can I help you?__eou__I'd like to buy some perfume for my girlfriend.__eou__Do you know what kind of scent she usually wears?__eou__She usually doesn't wear anything but a few drops of Chanel No. 5. But I'd like to buy her a new Fragrance.__eou__OK, here are some of our most popular perfumes.__eou__Which one would you recommend?__eou__Personally, I quite like the new perfume from Clinique. It's a subtle flowery scent. What do you think?__eou__That smells great. I'll take one bottle, please.__eou__Would you like to buy any other cosmetics for your girlfriend? We have a full range of products from cosmetics to skin cleansers and moisturizers.	It's OK. She normally just wears a little foundation and some loose powder, and I don't know what shade to buy.	It's OK. She normally wears a little foundation and some loose powder, and I don't know what shade to buy.	How about some lipstick? Every woman needs a nice tube of lipstick.
64	375	just		Dad, can I have a pet? I did what you said and passed all of my exams.__eou__Then I guess you get to have a pet. Do you know what you want?	I want a dog. My friend Mindy's dog just had puppies and she said I can have one.	I want a dog. My friend Mindy's dog had puppies and she said I can have one.	You know who will be responsible for feeding and cleaning and all of that stuff?
65	394	just		Nathan said he didn't have any fun at his new school this week. Do you know why?	I think he hasn't made any new friends yet. He's just a little lonely.	I think he hasn't made any new friends yet. He's a little lonely.	He really misses his friends from our old neighborhood.
66	405	just		My mom and dad insist that I be home before ten. Do you have a curfew?__eou__Yes. I've had one for as long as I can remember.__eou__I wish my parents were a little more lenient.__eou__I actually like having a curfew. I have an excuse to get to bed on time.__eou__You like going to bed early?__eou__I don't like being too tired the next day.__eou__Well, I still hate having a curfew.	If you stayed up much later, you would see that just about every-thing closes around ten anyway.	If you stayed up much later, you would see that about every-thing closes around ten anyway.	
67	407	just		What do you think about half day kindergarten for Stacey?__eou__We could try it for the first few weeks and see if she likes it.	I just think it will be a little difficult for her to be away from home for so long right off the bat.	I think it will be a little difficult for her to be away from home for so long right off the bat.	You have a good point. She hasn't really ever been away from home for longer than a few hours.
68	435	just		What can I do for you?__eou__I want my hair cut.__eou__How would you like your hair cut?__eou__I'm not sure. What do you suggest?__eou__Well, how about like this?__eou__I don't like it. It's outdated.__eou__Okay. How about this style?__eou__It seems a little too wild.__eou__Can you give me some idea of what you'd like?	I want a haircut just like that kind.	I want a haircut like that kind.	OK, I see.
69	444	just		Which window do I go to for parcel?__eou__Here will be OK.__eou__I want to mail this package.__eou__Please put it on the scale. Where are you mailing it to?__eou__Zhuhai.__eou__Do you want to mail it by air or sea?__eou__What's the difference in price?__eou__25 yuan by air, 13 yuan by sea.__eou__How long will it take by air?__eou__About 2 days.__eou__Then I will send it by air, thank you.__eou__Please fill out this form, and what's in your package?	Just some souvenirs.	Some souvenirs.	OK, that will be OK.
70	454	just		Cathy, I'd like to introduce the new microwave stove of mine to you, because it is easy to use.__eou__OK, it so happened I want to buy one.	This microwave stove has many functions. Let me show you. For example, if you want to cook meat, you just need to put meat in it, and press the button with a picture of meat, that’s OK. After several minutes, you can eat the delicious meat.	This microwave stove has many functions. Let me show you. For example, if you want to cook meat, you need to put meat in it, and press the button with a picture of meat, that’s OK. After several minutes, you can eat the delicious meat.	I think it’s good, and it suits me, because I'm not good at cooking. Is it expensive?
71	458	just		Taxi! Taxi! Could you help me load these luggage in the trunk?	Let me just park my car in a better position. Alright, miss. Where’s the luggage?	Let me park my car in a better position. Alright, miss. Where’s the luggage?	Over there.
72	459	just		I'm planning on going to the market soon.__eou__What are you buying?__eou__I don't know what we need.__eou__I can check for you, if you'd like.__eou__I'll make a list.__eou__First, we need eggs, milk, and bread.__eou__OK! Do we need any meat?__eou__How about some chicken, ground beef, and some steak.__eou__What else do we need?__eou__Get some snack foods, too, dude.__eou__Is there anything else that we need?	No, but if you can think of anything else, just get it.	No, but if you can think of anything else, get it.	
73	462	just		I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?
74	465	just		Let’s go to Wangfujing by bus.__eou__Better take the subway. It’s faster, and more convenient.__eou__En, where do we pay the fares?	Just go to the ticket office in the subway.	Go to the ticket office in the subway.	Do I have to pay an additional fare to change trains?
75	467	just		I'm thirsty. Pull over to that store, I'll buy some drinks.__eou__I'm afraid I can't. Parking is not allowed here.__eou__Oh, that's too bad. Where can you park around here?__eou__There is a square in front of us, we can park the car there.__eou__Is a shop there?__eou__I'm not sure, you know I'm not familiar with the city, too.	Just stop here for a moment. The police will not notice.	Stop here for a moment. The police will not notice.	No, that's too risky.
76	468	just		Hey Jimmy. Let's go workout later today.__eou__Sure. What time do you want to go?__eou__How about at 3:30?__eou__That sounds good. Today we work on Legs and forearm.	Hey. I just played basketball earlier, so my legs are a little sore. Let's work out on arms and stomach today.	Hey. I played basketball earlier, so my legs are a little sore. Let's work out on arms and stomach today.	I'm on a weekly schedule. You're messing everything up.
77	472	just		Hey Michael. Where are you going?	No where special. I was just taking a walk.	No where special. I was taking a walk.	What for?
78	476	just		Hey Michael. Where are you going?	No where special. I was just taking a walk.	No where special. I was taking a walk.	What for?
79	482	just		Mike, I'm afraid I can't come back home for dinner tonight.__eou__Not back home for dinner again? That's the third time this week!	I'm sorry. Our company has just opened. There are always too many things to handle. You know that.	I'm sorry. Our company has opened. There are always too many things to handle. You know that.	You don't have to explain. Suit yourself.
80	484	just		Damn Scott. You got big.__eou__Yeah, I've been working out a lot.__eou__How long have you been lifting weights?__eou__For a year and a half.__eou__Yeah. Last time I saw you, it was like 2 years ago.__eou__Has it been that long?__eou__How often do you go to the gym?__eou__I usually go every other day for about 3 hours.__eou__That's a lot.__eou__Yeah, I used to work out for an hour a day 4 times a week, and I saw no results. This is what you have to do to get noticeable results.__eou__I don't think I have the discipline for that.	Just think of it as a hobby. Then it's actually fun.	Think of it as a hobby. Then it's actually fun.	
81	489	just		Welcome. Can I help you with anything?__eou__Hi. I'm shopping for my boyfriend's birthday. Do you have any suggestions?__eou__Let's see. How about a nice shirt and tie? You can't go wrong there.__eou__Well. He doesn't wear ties that often.__eou__We have some nice pants. You can also get him a belt with it.__eou__That sounds good. Which one do you recommend?__eou__These slacks are very popular. He can wear them to dress up a little or on a normal casual day.__eou__I like them. Do you have matching belts?__eou__Yes. Right over here.__eou__How much are they?__eou__The pants are on sale for $ 40, and the belt is $ 25.	What is your return policy just in case he doesn't like them?	What is your return policy in case he doesn't like them?	Just save the receipt and we will gladly return or exchange them for you.
82	492	just		Excuse me, but can you tell me the way to the railway station?	Just go straight along this street, turn left at the first crossing and walk straight ahead about 100 meters. You can’t miss it.	Go straight along this street, turn left at the first crossing and walk straight ahead about 100 meters. You can’t miss it.	About how long will it take me to get there?
83	498	just		I'm hungry. Do we have anything to eat?	Just a few cookies.	A few cookies.	That's fine with me.
84	505	just		I want to find an old music box.__eou__We have a great selection. What decade are you looking for?__eou__Do you have anything made in the 1920s?__eou__We have six.__eou__Do any of them have dancing figures?__eou__Actually, two of them have dancing figures.__eou__That's fantastic. I think I like this one.__eou__A good choice. I prefer that one myself.__eou__Now, is there any warranty with this?	Oh, no, I'm afraid not. These things are just too old to guarantee anything.	Oh, no, I'm afraid not. These things are too old to guarantee anything.	I understand.
85	519	just		Driver, take me to the airport.__eou__Okay.__eou__Driver, can you please speed up? I m afraid I might miss the flight.__eou__I'm sorry, madam, there’s a limit to the speed.__eou__Damn it! I think I'm going to miss the plane.__eou__I'm sorry about that. What’s your flight time?__eou__At 2:00.__eou__Don’t worry, madam. I guess we should get there not later than 1:30 p. m.__eou__Really? Great!__eou__Here we are.__eou__Here is the money.	Just a minute. Here's your change.	A minute. Here's your change.	
86	521	just		I want to go try on these clothes.__eou__What did you find?__eou__I found some jeans, and a new blouse.__eou__Go and try it on.__eou__What do you think?__eou__I love that shirt on you.__eou__What about the jeans?__eou__They don't really fit you right.__eou__I don't think so either.__eou__That blouse is absolutely wonderful on you though.	Well, I'll just buy the shirt.	Well, I'll buy the shirt.	That would be a good idea.
87	525	just		Can you tell me where the pots and pans are?__eou__Pots and pans are right over there.__eou__Oh, thank you.__eou__Could I interest you in our store credit card?__eou__No, thanks. I already have credit cards.__eou__But our credit card saves you 10 percent.__eou__That's a nice discount.__eou__Here. Let me give you an application form.	Thank you, but I'm just browsing today.	Thank you, but I'm browsing today.	Okay. Enjoy your browsing.
88	526	just		Hey! What are you doing here?	I'm just shopping.	I'm shopping.	What are you shopping for?
89	527	just		Hi, I'd like to get your store credit card.__eou__Here's the application form.__eou__I'm finished. Here's the form.	Thank you. Now if you'll just give me a credit card.	Thank you. Now if you'll give me a credit card.	Here's my VISA.
90	528	just		What do you think?__eou__It looks great.__eou__I would like to purchase it.__eou__Will this be cash or charge?__eou__Here, take my credit card.	Just sign here, please.	Sign here, please.	Sure. Here you go.
91	530	just		Hi, I'd like to return this radio.__eou__All right. Do you have the receipt?__eou__Here it is.__eou__May I ask why you're returning the radio?__eou__It does not work very well.__eou__Would you like to exchange it?	No. I'd just like a refund.	No. I'd like a refund.	Certainly. This will take only a few seconds.
92	540	just		Can I help you?__eou__I'd like to buy a skirt.__eou__What style would you prefer?__eou__I like one with flowers on its brim.__eou__Do you like this one?__eou__It seems too short.__eou__What about this one?__eou__It looks nice. How much is it?__eou__70 yuan.__eou__Is there any cheaper one?__eou__This one is only 50 yuan.	I think I'd better take that one you showed me just now. It is better than this one although this one is cheaper.	I think I'd better take that one you showed me now. It is better than this one although this one is cheaper.	All right.
93	543	just		Gary. Could you type up this report for me? I have to take off early this afternoon.	Sure. Just leave it to me. I'll finish it.	Sure. Leave it to me. I'll finish it.	
