id	Context	WWord	WoWord	WPrompt	WPreaddEnc	WBaseline	WoPrompt	WPreaddDisc	WoBaseline
1516	Bob! Your eyes look bloodshot. Did you not sleep well?__eou__I had a drop too much last night. I attended a banquet given by a Chinese colleague of mine. And it was startling for me to find that people are forced to drink against their will on a Chinese table.__eou__You have it right. Alcohol is a medium for communicating emotion in China. Drinking with business partners or would-be friends is a way of solidifying friendship, especially in Northern China.	I just felt embarrassed if I refused to drink when people toasted to me. But if I keep gulping down one cup after another, I'm afraid I would feel unfit or sick.	I felt embarrassed if I refused to drink when people toasted to me. But if I keep gulping down one cup after another, I'm afraid I would feel unfit or sick.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Bob! Your eyes look bloodshot. Did you not sleep well?
Speaker 2: I had a drop too much last night. I attended a banquet given by a Chinese colleague of mine. And it was startling for me to find that people are forced to drink against their will on a Chinese table.
Speaker 1: You have it right. Alcohol is a medium for communicating emotion in China. Drinking with business partners or would-be friends is a way of solidifying friendship, especially in Northern China.
Speaker 2: I just felt embarrassed if I refused to drink when people toasted to me. But if I keep gulping down one cup after another, I'm afraid I would feel unfit or sick.
Speaker 1:"	 You are right. It is a dilemma. But you can always say no to the next round. And you can always say no to the next round. And you can always say no to the next round. And you can always say no to the next round. And you can always say no to the next round.	 You are right. It is a dilemma. But you can always say no to the next round. And you can always say no to the next round. And you can always say no to the next round. And you can always say no to the next round. And you can always say no to the next round.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Bob! Your eyes look bloodshot. Did you not sleep well?
Speaker 2: I had a drop too much last night. I attended a banquet given by a Chinese colleague of mine. And it was startling for me to find that people are forced to drink against their will on a Chinese table.
Speaker 1: You have it right. Alcohol is a medium for communicating emotion in China. Drinking with business partners or would-be friends is a way of solidifying friendship, especially in Northern China.
Speaker 2: I felt embarrassed if I refused to drink when people toasted to me. But if I keep gulping down one cup after another, I'm afraid I would feel unfit or sick.
Speaker 1:"	" You can always say ""I'm not used to drinking"" or ""I'm not a drinker"" when you are offered a drink. You can also say ""I'm not drinking today"" or ""I'm not drinking tonight"" if you don't want to drink. But you should not refuse to drink when people"	 You are right. It is a dilemma. But you can always say no to the next round. And you can always say no to the next round. And you can always say no to the next round. And you can always say no to the next round. And you can always say no to the next round.
1520	What reasons do westerners drink for?__eou__I don't think drinking requires any special purposes. For us people in the West, the purpose is generally quite simple-to savor the wine.	I know what you mean there. In many circumstances, people kiss the baby for the nurse's sake. And that's what we do when drinking at a banquet. Even though we do have a rich variety of brand-name wines, like Matai and Showing Yellow Rice Wine, alcohol is usually served not for the enjoyment itself. We just be its Dionysus effect to enliven the atmosphere, improve personal association with each other and solidify friendship.	I know what you mean there. In many circumstances, people kiss the baby for the nurse's sake. And that's what we do when drinking at a banquet. Even though we do have a rich variety of brand-name wines, like Matai and Showing Yellow Rice Wine, alcohol is usually served not for the enjoyment itself. We be its Dionysus effect to enliven the atmosphere, improve personal association with each other and solidify friendship.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: What reasons do westerners drink for?
Speaker 2: I don't think drinking requires any special purposes. For us people in the West, the purpose is generally quite simple-to savor the wine.
Speaker 2: I know what you mean there. In many circumstances, people kiss the baby for the nurse's sake. And that's what we do when drinking at a banquet. Even though we do have a rich variety of brand-name wines, like Matai and Showing Yellow Rice Wine, alcohol is usually served not for the enjoyment itself. We just be its Dionysus effect to enliven the atmosphere, improve personal association with each other and solidify friendship.
Speaker 1:"	" I see. I think it's a good idea to drink for the sake of the wine. I'm not a big fan of drinking, but I do enjoy the taste of wine. It's a shame that I don't have the opportunity to drink more often.
Speaker 2: I'm not a big fan of"	" I see. I think it's a good idea to drink for the sake of the wine. I'm not a big fan of drinking, but I do enjoy the taste of wine. It's a shame that I don't have the opportunity to drink more often.
Speaker 2: I'm not a big fan of"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: What reasons do westerners drink for?
Speaker 2: I don't think drinking requires any special purposes. For us people in the West, the purpose is generally quite simple-to savor the wine.
Speaker 2: I know what you mean there. In many circumstances, people kiss the baby for the nurse's sake. And that's what we do when drinking at a banquet. Even though we do have a rich variety of brand-name wines, like Matai and Showing Yellow Rice Wine, alcohol is usually served not for the enjoyment itself. We be its Dionysus effect to enliven the atmosphere, improve personal association with each other and solidify friendship.
Speaker 1:"	 I see. I think I understand what you mean. I think I understand what you mean. I think I understand what you mean. I think I understand what you mean. I think I understand what you mean. I think I understand what you mean. I think I understand what you mean. I think I understand what	 I see. I think I understand what you mean. I think I understand what you mean. I think I understand what you mean. I think I understand what you mean. I think I understand what you mean. I think I understand what you mean. I think I understand what you mean. I think I understand what
1528	I can't find proper parking space.	Let's just park here.	Let's park here.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I can't find proper parking space.
Speaker 2: Let's just park here.
Speaker 1:"	" I don't think that's a good idea.
Speaker 2: Why not?
Speaker 1: It's not legal.
Speaker 2: I don't care.
Speaker 1: You should care.
Speaker 2: Why?
Speaker 1: Because it's illegal.
Speaker 2: So what"	" I don't think it's a good idea.
Speaker 2: Why not?
Speaker 1: It's not safe.
Speaker 2: What do you mean?
Speaker 1: There are a lot of cars around.
Speaker 2: I don't see any problem.
Speaker 1: I'm"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: I can't find proper parking space.
Speaker 2: Let's park here.
Speaker 1:"	" I can't find proper parking space.
Speaker 2: Let's park here.
Speaker 1: I can't find proper parking space.
Speaker 2: Let's park here.
Speaker 1: I can't find proper parking space.
Speaker 2: Let's park here.
Speaker 1: I"	" I can't find proper parking space.
Speaker 2: Let's park here.
Speaker 1: I can't find proper parking space.
Speaker 2: Let's park here.
Speaker 1: I can't find proper parking space.
Speaker 2: Let's park here.
Speaker 1: I"
1538	Excuse me. Would you tell me where The People's Park is?	The People's Park is located on Nanjing Road, near Limbo road, just on the opposite side of the International Hotel.	The People's Park is located on Nanjing Road, near Limbo road, on the opposite side of the International Hotel.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Excuse me. Would you tell me where The People's Park is?
Speaker 2: The People's Park is located on Nanjing Road, near Limbo road, just on the opposite side of the International Hotel.
Speaker 1:"	" Thank you very much. I'll go there right away.
Speaker 2: You're welcome. Have a nice day.
Speaker 1: Thank you.://>://>://>://>://>://>://>://>"	" Thank you very much. I'll go there right away.
"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Excuse me. Would you tell me where The People's Park is?
Speaker 2: The People's Park is located on Nanjing Road, near Limbo road, on the opposite side of the International Hotel.
Speaker 1:"	 Thank you.://>://>://>://>://>://>://>://>://>://>://>://> //> //> //> //> //> //> //	" Thank you very much. I'll go there now.
"
1550	My mp3 player is broken, so I want to change it for an mp4 player. Can you offer any advice about which brand and model to buy?__eou__An mp4 player? why don't you buy a new cell phone? You can find an mp4 player inside any of the latest cell phones. mp4?__eou__Oh, that's a good idea. Perhaps I should have a try.	Look at my cell phone. I can listen to music, watch movies, take pictures, play games, surf the web and download documents. It's just like a PAD.	Look at my cell phone. I can listen to music, watch movies, take pictures, play games, surf the web and download documents. It's like a PAD.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: My mp3 player is broken, so I want to change it for an mp4 player. Can you offer any advice about which brand and model to buy?
Speaker 2: An mp4 player? why don't you buy a new cell phone? You can find an mp4 player inside any of the latest cell phones. mp4?
Speaker 1: Oh, that's a good idea. Perhaps I should have a try.
Speaker 2: Look at my cell phone. I can listen to music, watch movies, take pictures, play games, surf the web and download documents. It's just like a PAD.
Speaker 1:"	" I see. I think I'll buy a cell phone. Thank you for your advice.
Speaker 2: You're welcome.://>://>://>://>://>://>://>://>://>"	" I see. I think I'll buy a new cell phone. Thank you for your advice.
Speaker 2: You're welcome."	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: My mp3 player is broken, so I want to change it for an mp4 player. Can you offer any advice about which brand and model to buy?
Speaker 2: An mp4 player? why don't you buy a new cell phone? You can find an mp4 player inside any of the latest cell phones. mp4?
Speaker 1: Oh, that's a good idea. Perhaps I should have a try.
Speaker 2: Look at my cell phone. I can listen to music, watch movies, take pictures, play games, surf the web and download documents. It's like a PAD.
Speaker 1:"	" It's really amazing. I think I should buy a new cell phone.
Speaker 2: I think you should. It's a good investment.
Speaker 1: I'll go to the store and buy one.
Speaker 2: Good luck. I hope you'll like it.
Speaker 1: Thank you"	" I see. I think I'll buy a new cell phone. Thanks for your advice.
Speaker 2: You're welcome."
1571	You must be Mr.Sellers. I'm Steven. I am here to see the apartment you advertised.	Oh, nice to see you. The apartment is on the tenth floor. The previous tenant just moved out yesterday.	Oh, nice to see you. The apartment is on the tenth floor. The previous tenant moved out yesterday.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: You must be Mr.Sellers. I'm Steven. I am here to see the apartment you advertised.
Speaker 2: Oh, nice to see you. The apartment is on the tenth floor. The previous tenant just moved out yesterday.
Speaker 1:"	" Oh, I see. I'm looking for a place to live with my wife and two kids. Is it a family-friendly apartment?
Speaker 2: Yes, it is. There are many families living in the building. The apartment is spacious and has two bedrooms. It also has a balcony where you can enjoy the"	" Oh, I see. I'm looking for a place to live with my wife and two kids. We need a place with three bedrooms.
Speaker 2: I see. The apartment has three bedrooms. It's a 2,000 square foot apartment. It's a very nice place.
Speaker 1: That"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: You must be Mr.Sellers. I'm Steven. I am here to see the apartment you advertised.
Speaker 2: Oh, nice to see you. The apartment is on the tenth floor. The previous tenant moved out yesterday.
Speaker 1:"	" I'm sorry, I didn't catch your name.
Speaker 2: I'm sorry, I didn't catch your name.
Speaker 1: I'm sorry, I didn't catch your name.
Speaker 2: I'm sorry, I didn't catch your name.
Speaker 1: I'm sorry,"	" I see. I am looking for a place to live with my wife and two children. We are moving from the city.
Speaker 2: Oh, I see. The apartment is a two-bedroom. It has a balcony and a view of the city.
Speaker 1: That sounds great. I would like to"
1581	It’s so great to be here! I’m so excited to help you and my daughter with your new home!__eou__We’re glad that you’re here. Would you like a tour of the house?__eou__That’d be great, but could I have a cup of tea first?	Sure, I’ll just go put the kettle on. Why don’t you have a seat on the sofa and I’ll go take care of things in the kitchen.	Sure, I’ll go put the kettle on. Why don’t you have a seat on the sofa and I’ll go take care of things in the kitchen.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: It’s so great to be here! I’m so excited to help you and my daughter with your new home!
Speaker 2: We’re glad that you’re here. Would you like a tour of the house?
Speaker 1: That’d be great, but could I have a cup of tea first?
Speaker 2: Sure, I’ll just go put the kettle on. Why don’t you have a seat on the sofa and I’ll go take care of things in the kitchen.
Speaker 1:"	" That sounds great. I’ll just sit here and relax while you get everything ready.
Speaker 2: Okay, I’ll be right back.
Speaker 1: Thanks! I’m looking forward to seeing the house.
Speaker 2: No problem. I’ll be back in a few minutes.
Speaker 1:"	" That sounds great. I’ll just sit here and relax while you get everything ready.
Speaker 2: Okay, I’ll be right back.
Speaker 1: Thanks! I’m looking forward to seeing the house.
Speaker 2: No problem. I’ll be back in a few minutes.
Speaker 1:"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: It’s so great to be here! I’m so excited to help you and my daughter with your new home!
Speaker 2: We’re glad that you’re here. Would you like a tour of the house?
Speaker 1: That’d be great, but could I have a cup of tea first?
Speaker 2: Sure, I’ll go put the kettle on. Why don’t you have a seat on the sofa and I’ll go take care of things in the kitchen.
Speaker 1:"	" Thanks, I’ll be right there.
Speaker 2: Great, I’ll be back in a few minutes.
Speaker 1: I’m looking forward to it.
Speaker 2: Me too. I’ll be back soon.
Speaker 1: I’m looking forward to it.
Speaker 2: Me too"	" Thanks, I’ll be right here.
Speaker 2: Okay, I’ll be back in a few minutes.
Speaker 1: Great, I’ll be here.
Speaker 2: Okay, I’ll be back in a few minutes.
Speaker 1: Great, I’ll be here.
Speaker 2:"
1584	Excuse me, Is there a hotel nearby?__eou__The nearest one is about ten minutes' walk from here.__eou__how can I get there?	just walk down this road and you'll find it. it's on the right side.	walk down this road and you'll find it. it's on the right side.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Excuse me, Is there a hotel nearby?
Speaker 2: The nearest one is about ten minutes' walk from here.
Speaker 1: how can I get there?
Speaker 2: just walk down this road and you'll find it. it's on the right side.
Speaker 1:"	" Thank you very much.
Speaker 2: You're welcome.
Speaker 1: I'm sorry, I'm a little lost. Can you tell me how to get to the hotel?
Speaker 2: Sure, just walk down this road and you'll find it. it's on the right side.
Speaker "	" Thank you very much.
Speaker 2: You're welcome.
Speaker 1: I'm sorry, I don't understand. Can you repeat that?
Speaker 2: Sure. The nearest hotel is about ten minutes' walk from here. Just walk down this road and you'll find it. It's on the"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Excuse me, Is there a hotel nearby?
Speaker 2: The nearest one is about ten minutes' walk from here.
Speaker 1: how can I get there?
Speaker 2: walk down this road and you'll find it. it's on the right side.
Speaker 1:"	" Thank you very much.
Speaker 2: You're welcome.
Speaker 1: I'm sorry, I don't understand. Can you repeat that?
Speaker 2: walk down this road and you'll find it. it's on the right side.
Speaker 1: Thank you very much.
Speaker 2"	" Thank you very much.
Speaker 2: You're welcome.
Speaker 1: I'm sorry, I don't understand. Can you repeat that?
Speaker 2: Sure. The nearest hotel is about ten minutes' walk from here. You can walk down this road and you'll find it on the right side"
1588	Can I help you?	No, thanks. I'm just looking.	No, thanks. I'm looking.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Can I help you?
Speaker 2: No, thanks. I'm just looking.
Speaker 1:"	" Okay, let me know if you need anything.
Speaker 2: Thanks.
Speaker 1: Have a great day!
Speaker 2: You too!
Speaker 1: Is there anything else I can assist you with?
Speaker 2: No, thank you. I'm just browsing.
Speaker 1:"	" Okay, let me know if you need anything.
Speaker 2: Thanks.
Speaker 1: You're welcome.
Speaker 2: Have a good day.
Speaker 1: You too.
Speaker 2: Bye.
Speaker 1: Bye.

System: You are participating in a two-person conversation. Generate"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Can I help you?
Speaker 2: No, thanks. I'm looking.
Speaker 1:"	" For what?
Speaker 2: Something.
Speaker 1: What?
Speaker 2: I don't know.
Speaker 1: What do you want to do?
Speaker 2: I don't know.
Speaker 1: What do you want to do?
Speaker 2: I don't know.
"	" Okay, let me know if you need anything.
Speaker 2: I'm just browsing.
Speaker 1: Sure, take your time.
Speaker 2: I'll be right back.
Speaker 1: Okay, have a good day.
Speaker 2: Thanks.
Speaker 1: You're welcome.
"
1594	Are you still coming to my place for dinner tomorrow night?__eou__Of course. Is the dinner still on?	Yes, I was just wondering how you and your roommate were planning on coming to my place.	Yes, I was wondering how you and your roommate were planning on coming to my place.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Are you still coming to my place for dinner tomorrow night?
Speaker 2: Of course. Is the dinner still on?
Speaker 2: Yes, I was just wondering how you and your roommate were planning on coming to my place.
Speaker 1:"	" We're taking the bus. It's a bit of a walk from the bus stop, but we'll be there in plenty of time.
Speaker 2: Great. I'll see you then.
Speaker 1: See you then.://>://>://>://>"	" We're going to take the bus. It's a little bit of a walk from the bus stop, but it's not too bad.
Speaker 2: That's great. I'll see you tomorrow night then.
Speaker 1: Yes, I'll see you tomorrow night.
Speaker 2: Great. I"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Are you still coming to my place for dinner tomorrow night?
Speaker 2: Of course. Is the dinner still on?
Speaker 2: Yes, I was wondering how you and your roommate were planning on coming to my place.
Speaker 1:"	" We're going to take the bus. It's a bit of a walk from the bus stop, but it's not too bad.
Speaker 2: That's great. I'll see you tomorrow night.
Speaker 1: I'll see you tomorrow night.
Speaker 2: I'll see you tomorrow night.
"	" We're going to take the bus. It's a little bit of a walk from the bus stop, but it's not too bad.
Speaker 2: That's great. I'll see you tomorrow night then.
Speaker 1: Yes, I'll see you tomorrow night.
Speaker 2: Great. I"
1607	Have you moved into your new house yet, Michael?	We just moved in yesterday, actually.	We moved in yesterday, actually.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Have you moved into your new house yet, Michael?
Speaker 2: We just moved in yesterday, actually.
Speaker 1:"	" That's great! How do you like it so far?
Speaker 2: It's been a bit of a whirlwind, but we're really excited to be here.
Speaker 1: I'm sure you'll settle in quickly. Is there anything you need help with?
Speaker 2: Not at the moment"	" That's great! How do you like it so far?
Speaker 2: It's been a bit of a whirlwind, but we're really enjoying it. The neighborhood is great, and the house has a lot of potential.
Speaker 1: That's awesome. I'm sure you'll make it your own"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Have you moved into your new house yet, Michael?
Speaker 2: We moved in yesterday, actually.
Speaker 1:"	" That's great! I'm glad everything went smoothly.
Speaker 2: Thanks. It was a bit of a hassle, but we're finally settled in.
Speaker 1: I'm sure it was worth it. How do you like your new neighborhood?
Speaker 2: It's pretty nice. There's a"	" That's great! I'm sure you'll love it there.
Speaker 2: We're really excited about it. It's a beautiful home in a great neighborhood.
Speaker 1: I'm glad to hear that. Is there anything you need help with?
Speaker 2: No, we're all set."
1614	Excuse me, bags aren't permitted inside the supermarket.__eou__Oh, I'm sorry.	Don’t worry. Just check in your bag before entering.	Don’t worry. check in your bag before entering.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Excuse me, bags aren't permitted inside the supermarket.
Speaker 2: Oh, I'm sorry.
Speaker 2: Don’t worry. Just check in your bag before entering.
Speaker 1:"	" I'm sorry, but I can't. I have to carry my bag with me.
Speaker 2: Oh, I see. Well, I'm sure you'll find a way to make it work.
Speaker 1: I'm sorry, but I can't. I have to carry my bag with me.
"	" I'm sorry, but I can't. I have to go to the bathroom.
Speaker 2: Oh, I see. Well, you can leave your bag here and I'll watch it for you.
Speaker 1: Thank you. I'll be right back.
Speaker 2: No problem. Take your"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Excuse me, bags aren't permitted inside the supermarket.
Speaker 2: Oh, I'm sorry.
Speaker 2: Don’t worry. check in your bag before entering.
Speaker 1:"	" check in your bag before entering.
Speaker 2: check in your bag before entering.
Speaker 1: check in your bag before entering.
Speaker 2: check in your bag before entering.
Speaker 1: check in your bag before entering.
Speaker 2: check in your bag before entering.
Speaker "	" Thank you.
Speaker 2: You're welcome.
Speaker 2: I'm sorry, I didn't mean to offend you.
Speaker 1: It's okay. I understand.
Speaker 2: I'm sorry, I didn't mean to be rude.
Speaker 1: It's okay. I understand"
1627	Excuse me, do you have the latest issue of Newsworld?	Yes, this week's issue just came in. Here it is.	Yes, this week's issue came in. Here it is.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Excuse me, do you have the latest issue of Newsworld?
Speaker 2: Yes, this week's issue just came in. Here it is.
Speaker 1:"	" Thank you. I'll take it.
Speaker 2: You're welcome. Have a nice day.
Speaker 1: You too.://>://>://>://>://>://>://>://>://>"	" Thank you. I'll take it.
Speaker 2: You're welcome. Have a nice day.
Speaker 1: You too."	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Excuse me, do you have the latest issue of Newsworld?
Speaker 2: Yes, this week's issue came in. Here it is.
Speaker 1:"	" Thank you. I'll take it.
Speaker 2: You're welcome.
Speaker 1: I'm sorry, I didn't catch your name.
Speaker 2: My name is John.
Speaker 1: Nice to meet you, John. I'm Mary.
Speaker 2: Nice to meet you,"	" Thank you. I'll take it.
Speaker 2: You're welcome. Have a nice day.
Speaker 1: You too.
Speaker 2: Bye.
Speaker 1: Bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep"
1645	Mm ... How do I get this ticket machine to work?__eou__Well first put your money in.__eou__Ok, I’Ve done that.	Then just press this button.	Then press this button.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Mm ... How do I get this ticket machine to work?
Speaker 2: Well first put your money in.
Speaker 1: Ok, I’Ve done that.
Speaker 2: Then just press this button.
Speaker 1:"	" I did that, but nothing happened.
Speaker 2: Maybe you need to press it harder.
Speaker 1: I did that, but nothing happened.
Speaker 2: Maybe you need to press it harder.
Speaker 1: I did that, but nothing happened.
Speaker 2: Maybe you need to"	" I did that too.
Speaker 2: And then the ticket should come out.
Speaker 1: But it’s not working.
Speaker 2: Maybe you need to put more money in.
Speaker 1: I did that too.
Speaker 2: Maybe you need to press the button again.
Speaker "	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Mm ... How do I get this ticket machine to work?
Speaker 2: Well first put your money in.
Speaker 1: Ok, I’Ve done that.
Speaker 2: Then press this button.
Speaker 1:"	" I did that.
Speaker 2: Now press this button.
Speaker 1: I did that.
Speaker 2: Now press this button.
Speaker 1: I did that.
Speaker 2: Now press this button.
Speaker 1: I did that.
Speaker 2: Now press this button.
"	" I did that too.
Speaker 2: And then press this button.
Speaker 1: I did that too.
Speaker 2: And then press this button.
Speaker 1: I did that too.
Speaker 2: And then press this button.
Speaker 1: I did that too.
Speaker "
1646	Hong, I really need to call back to the UK but I can’t afford to pay for the roaming charges.__eou__Well, why don’t you use a local SIM card?__eou__Can I do that?	Yes. Just go to the convenience store and ask for a SIM card. Then insert it into your phone.	Yes. go to the convenience store and ask for a SIM card. Then insert it into your phone.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Hong, I really need to call back to the UK but I can’t afford to pay for the roaming charges.
Speaker 2: Well, why don’t you use a local SIM card?
Speaker 1: Can I do that?
Speaker 2: Yes. Just go to the convenience store and ask for a SIM card. Then insert it into your phone.
Speaker 1:"	" Okay, I’ll do that. Thanks for the advice.
Speaker 2: No problem. Let me know if you need any help.
Speaker 1: Will do. Thanks again.
Speaker 2: You’re welcome. Have a good day.
Speaker 1: You too. Bye.
Speaker 2:"	" Okay, I’ll do that. Thanks for the advice.
Speaker 2: No problem. Let me know if you need any help.
Speaker 1: Will do. Thanks again.
Speaker 2: You’re welcome. Have a good day.
Speaker 1: You too. Bye.
Speaker 2:"	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Hong, I really need to call back to the UK but I can’t afford to pay for the roaming charges.
Speaker 2: Well, why don’t you use a local SIM card?
Speaker 1: Can I do that?
Speaker 2: Yes. go to the convenience store and ask for a SIM card. Then insert it into your phone.
Speaker 1:"	" ok, I’ll do that. thanks for your help.
Speaker 2: you’re welcome. good luck.
Speaker 1: bye.
Speaker 2: bye.

System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1"	" Okay, I’ll do that. Thanks for the advice.
Speaker 2: No problem. Let me know if you need any help.
Speaker 1: Sure. Thanks again.
Speaker 2: You’re welcome. Have a good day.
Speaker 1: You too. Bye.
Speaker 2: Bye"
1652	Can I take your order, sir?__eou__I’ll have the kung PAO chicken, please.__eou__Certainly sir, would you like some rice or noodles with that?	Just some fried rice please.	some fried rice please.	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Can I take your order, sir?
Speaker 2: I’ll have the kung PAO chicken, please.
Speaker 1: Certainly sir, would you like some rice or noodles with that?
Speaker 2: Just some fried rice please.
Speaker 1:"	" Alright, that’ll be $10. Speaker 2: That’s fine, I’ll pay with a credit card. Speaker 1: Alright, just swipe your card here. Speaker 2: Here you go. Speaker 1: Thank you, that’ll be$10. Have a nice day.

System:"	 Okay, that’ll be $10. Speaker 2: That’s fine. Speaker 1: Thank you, sir. Speaker 2: You’re welcome. Speaker 1: Enjoy your meal. Speaker 2: Thank you. Speaker 1: Is there anything else I can help you with? Speaker 	"System: You are participating in a two-person conversation. Generate a natural, context-aware response as Speaker 1. Keep your response to 1-2 sentences and respond directly to what Speaker 2 just said.

Conversation:
Speaker 1: Can I take your order, sir?
Speaker 2: I’ll have the kung PAO chicken, please.
Speaker 1: Certainly sir, would you like some rice or noodles with that?
Speaker 2: some fried rice please.
Speaker 1:"	" sure thing, and would you like any drinks?
Speaker 2: some coke.
Speaker 1: here you go, enjoy your meal.
Speaker 2: thank you.
Speaker 1: you’re welcome, have a nice day.
Speaker 2: you too.
Speaker 1: bye.
Speaker "	" Anything else?
Speaker 2: No, that’s all.
Speaker 1: Thank you, sir. Your order will be ready in 10 minutes.
Speaker 2: Thank you.
Speaker 1: You’re welcome. Enjoy your meal.
Speaker 2: Thank you.
Speaker 1: You’re"
