source_dataset	dataset_role	source_row_index	id	word	subset	generated_from	n_candidates	n_items	mean_candidates_per_item	mean_own_context_log_prob_advantage	median_own_context_log_prob_advantage	mean_own_context_log_prob_advantage_per_token	own_context_win_rate	weighted_own_context_win_rate	weighted_own_context_log_prob_advantage	top1_own_context_win_rate	top1_mean_own_context_log_prob_advantage	mean_unique_samples_obtained	min_unique_samples_obtained	mean_sample_draw
just	discourse_particle	15	8890	just	h	P	1	1	1.0	0.9594742059707642	0.9594742059707642	0.0799561838308973	1.0	1.0	0.9594742059707642	1.0	0.9594742059707642	1.0	1	1.0
just	discourse_particle	15	8890	just	h	P_prime	1	1	1.0	-0.9594742059707642	-0.9594742059707642	-0.0799561838308973	0.0	0.0	-0.9594742059707642	0.0	-0.9594742059707642	1.0	1	1.0
just	discourse_particle	16	10613	just	h	P	1	1	1.0	-0.2563148736953735	-0.2563148736953735	-0.0213595728079476	0.0	0.0	-0.2563148736953735	0.0	-0.2563148736953735	1.0	1	1.0
just	discourse_particle	16	10613	just	h	P_prime	1	1	1.0	0.2563148736953735	0.2563148736953735	0.0213595728079476	1.0	1.0	0.2563148736953735	1.0	0.2563148736953735	1.0	1	1.0
just	discourse_particle	17	6323	just	h	P	1	1	1.0	0.7568037509918213	0.7568037509918213	0.0630669792493181	1.0	1.0	0.7568037509918213	1.0	0.7568037509918213	1.0	1	1.0
just	discourse_particle	17	6323	just	h	P_prime	1	1	1.0	-0.7568037509918213	-0.7568037509918213	-0.0630669792493181	0.0	0.0	-0.7568037509918213	0.0	-0.7568037509918213	1.0	1	1.0
just	discourse_particle	18	4012	just	h	P	1	1	1.0	-0.3345648050308227	-0.3345648050308227	-0.0278804004192352	0.0	0.0	-0.3345648050308227	0.0	-0.3345648050308227	1.0	1	1.0
just	discourse_particle	18	4012	just	h	P_prime	1	1	1.0	0.3345648050308227	0.3345648050308227	0.0278804004192352	1.0	1.0	0.3345648050308227	1.0	0.3345648050308227	1.0	1	1.0
just	discourse_particle	19	9268	just	h	P	1	1	1.0	0.5774472951889038	0.5774472951889038	0.0481206079324088	1.0	1.0	0.5774472951889038	1.0	0.5774472951889038	1.0	1	1.0
just	discourse_particle	19	9268	just	h	P_prime	1	1	1.0	-0.5774472951889038	-0.5774472951889038	-0.0481206079324088	0.0	0.0	-0.5774472951889038	0.0	-0.5774472951889038	1.0	1	1.0
just	discourse_particle	20	788	just	h	P	1	1	1.0	-0.0309330224990844	-0.0309330224990844	-0.0025777518749237	0.0	0.0	-0.0309330224990844	0.0	-0.0309330224990844	1.0	1	1.0
just	discourse_particle	20	788	just	h	P_prime	1	1	1.0	0.0309330224990844	0.0309330224990844	0.0025777518749237	1.0	1.0	0.0309330224990844	1.0	0.0309330224990844	1.0	1	1.0
just	discourse_particle	21	5758	just	h	P	1	1	1.0	-0.713706374168396	-0.713706374168396	-0.0594755311806993	0.0	0.0	-0.713706374168396	0.0	-0.713706374168396	1.0	1	1.0
just	discourse_particle	21	5758	just	h	P_prime	1	1	1.0	0.713706374168396	0.713706374168396	0.0594755311806993	1.0	1.0	0.713706374168396	1.0	0.713706374168396	1.0	1	1.0
just	discourse_particle	22	7873	just	h	P	1	1	1.0	0.0381503105163574	0.0381503105163574	0.0031791925430297	1.0	1.0	0.0381503105163574	1.0	0.0381503105163574	1.0	1	1.0
just	discourse_particle	22	7873	just	h	P_prime	2	1	2.0	-0.27760082483291626	-0.27760082483291626	-0.013900342441740349	0.0	0.0	-0.5158092155668563	0.0	-0.0381503105163574	2.0	2	19.0
just	discourse_particle	23	2141	just	h	P	2	1	2.0	0.7012234926223755	0.7012234926223755	0.0373665882008414	1.0	1.0	1.1619402106287657	1.0	0.2225996255874633	2.0	2	5.5
just	discourse_particle	23	2141	just	h	P_prime	2	1	2.0	-0.7012234926223755	-0.7012234926223755	-0.0373665882008414	0.0	0.0	-1.134566979752027	0.0	-0.2225996255874633	2.0	2	2.0
just	discourse_particle	24	5388	just	h	P	1	1	1.0	-1.3047996759414673	-1.3047996759414673	-0.1087333063284559	0.0	0.0	-1.3047996759414673	0.0	-1.3047996759414673	1.0	1	1.0
just	discourse_particle	24	5388	just	h	P_prime	1	1	1.0	1.3047996759414673	1.3047996759414673	0.1087333063284559	1.0	1.0	1.3047996759414673	1.0	1.3047996759414673	1.0	1	1.0
just	discourse_particle	25	1001	just	h	P	1	1	1.0	0.6614642143249512	0.6614642143249512	0.0551220178604126	1.0	1.0	0.6614642143249512	1.0	0.6614642143249512	1.0	1	1.0
just	discourse_particle	25	1001	just	h	P_prime	1	1	1.0	-0.6614642143249512	-0.6614642143249512	-0.0551220178604126	0.0	0.0	-0.6614642143249512	0.0	-0.6614642143249512	1.0	1	1.0
just	discourse_particle	26	9687	just	h	P	1	1	1.0	-0.3011816740036011	-0.3011816740036011	-0.0250984728336334	0.0	0.0	-0.3011816740036011	0.0	-0.3011816740036011	1.0	1	1.0
just	discourse_particle	26	9687	just	h	P_prime	1	1	1.0	0.3011816740036011	0.3011816740036011	0.0250984728336334	1.0	1.0	0.3011816740036011	1.0	0.3011816740036011	1.0	1	1.0
just	discourse_particle	27	6768	just	h	P	1	1	1.0	0.5239602327346802	0.5239602327346802	0.04366335272789	1.0	1.0	0.5239602327346802	1.0	0.5239602327346802	1.0	1	1.0
just	discourse_particle	27	6768	just	h	P_prime	1	1	1.0	-0.5239602327346802	-0.5239602327346802	-0.04366335272789	0.0	0.0	-0.5239602327346802	0.0	-0.5239602327346802	1.0	1	1.0
just	discourse_particle	28	12662	just	h	P	1	1	1.0	0.2813130617141723	0.2813130617141723	0.0234427551428475	1.0	1.0	0.2813130617141723	1.0	0.2813130617141723	1.0	1	1.0
just	discourse_particle	28	12662	just	h	P_prime	1	1	1.0	-0.2813130617141723	-0.2813130617141723	-0.0234427551428475	0.0	0.0	-0.2813130617141723	0.0	-0.2813130617141723	1.0	1	1.0
just	discourse_particle	29	1461	just	h	P	1	1	1.0	-1.183481216430664	-1.183481216430664	-0.0986234347025551	0.0	0.0	-1.183481216430664	0.0	-1.183481216430664	1.0	1	1.0
just	discourse_particle	29	1461	just	h	P_prime	1	1	1.0	1.183481216430664	1.183481216430664	0.0986234347025551	1.0	1.0	1.183481216430664	1.0	1.183481216430664	1.0	1	1.0
just	discourse_particle	30	10555	just	h	P	1	1	1.0	0.1152178049087524	0.1152178049087524	0.0096014837423963	1.0	1.0	0.1152178049087524	1.0	0.1152178049087524	1.0	1	1.0
just	discourse_particle	30	10555	just	h	P_prime	1	1	1.0	-0.1152178049087524	-0.1152178049087524	-0.0096014837423963	0.0	0.0	-0.1152178049087524	0.0	-0.1152178049087524	1.0	1	1.0
just	discourse_particle	31	2164	just	h	P	1	1	1.0	1.2729977369308472	1.2729977369308472	0.1060831447442374	1.0	1.0	1.2729977369308472	1.0	1.2729977369308472	1.0	1	1.0
just	discourse_particle	31	2164	just	h	P_prime	1	1	1.0	-1.2729977369308472	-1.2729977369308472	-0.1060831447442374	0.0	0.0	-1.2729977369308472	0.0	-1.2729977369308472	1.0	1	1.0
just	discourse_particle	32	6675	just	h	P	2	1	2.0	-0.317587673664093	-0.317587673664093	-0.0254841212715419	0.0	0.0	-0.05502084249670073	0.0	-0.0549650192260742	2.0	2	1.5
just	discourse_particle	32	6675	just	h	P_prime	2	1	2.0	0.317587673664093	0.317587673664093	0.0254841212715419	1.0	1.0	0.055059402389531165	1.0	0.0549650192260742	2.0	2	4.5
just	discourse_particle	33	8011	just	h	P	1	1	1.0	0.320467472076416	0.320467472076416	0.0267056226730346	1.0	1.0	0.320467472076416	1.0	0.320467472076416	1.0	1	1.0
just	discourse_particle	33	8011	just	h	P_prime	1	1	1.0	-0.320467472076416	-0.320467472076416	-0.0267056226730346	0.0	0.0	-0.320467472076416	0.0	-0.320467472076416	1.0	1	1.0
just	discourse_particle	34	3966	just	h	P	1	1	1.0	1.7855851650238037	1.7855851650238037	0.1487987637519836	1.0	1.0	1.7855851650238037	1.0	1.7855851650238037	1.0	1	1.0
just	discourse_particle	34	3966	just	h	P_prime	1	1	1.0	-1.7855851650238037	-1.7855851650238037	-0.1487987637519836	0.0	0.0	-1.7855851650238037	0.0	-1.7855851650238037	1.0	1	1.0
just	discourse_particle	35	2438	just	h	P	1	1	1.0	-0.0204321146011352	-0.0204321146011352	-0.0017026762167611	0.0	0.0	-0.0204321146011352	0.0	-0.0204321146011352	1.0	1	1.0
just	discourse_particle	35	2438	just	h	P_prime	1	1	1.0	0.0204321146011352	0.0204321146011352	0.0017026762167611	1.0	1.0	0.0204321146011352	1.0	0.0204321146011352	1.0	1	1.0
just	discourse_particle	36	3236	just	h	P	1	1	1.0	-0.6980272531509399	-0.6980272531509399	-0.0581689377625784	0.0	0.0	-0.6980272531509399	0.0	-0.6980272531509399	1.0	1	1.0
just	discourse_particle	36	3236	just	h	P_prime	1	1	1.0	0.6980272531509399	0.6980272531509399	0.0581689377625784	1.0	1.0	0.6980272531509399	1.0	0.6980272531509399	1.0	1	1.0
just	discourse_particle	37	1907	just	h	P	1	1	1.0	0.255946397781372	0.255946397781372	0.021328866481781	1.0	1.0	0.255946397781372	1.0	0.255946397781372	1.0	1	1.0
just	discourse_particle	37	1907	just	h	P_prime	1	1	1.0	-0.255946397781372	-0.255946397781372	-0.021328866481781	0.0	0.0	-0.255946397781372	0.0	-0.255946397781372	1.0	1	1.0
just	discourse_particle	38	2717	just	h	P	1	1	1.0	-0.2255476713180542	-0.2255476713180542	-0.0187956392765045	0.0	0.0	-0.2255476713180542	0.0	-0.2255476713180542	1.0	1	1.0
just	discourse_particle	38	2717	just	h	P_prime	1	1	1.0	0.2255476713180542	0.2255476713180542	0.0187956392765045	1.0	1.0	0.2255476713180542	1.0	0.2255476713180542	1.0	1	1.0
just	discourse_particle	39	4722	just	h	P	1	1	1.0	-0.617651104927063	-0.617651104927063	-0.0514709254105887	0.0	0.0	-0.617651104927063	0.0	-0.617651104927063	1.0	1	1.0
just	discourse_particle	39	4722	just	h	P_prime	1	1	1.0	0.617651104927063	0.617651104927063	0.0514709254105887	1.0	1.0	0.617651104927063	1.0	0.617651104927063	1.0	1	1.0
