Unnamed: 0	id	word	word sense	context	w_word	wo_word	followup
1866	7147	not		Did you like the party?	Not particularly. I was rather disappointed.	Particularly. I was rather disappointed.	Why? What had you expected?
1869	7157	not		Vince, I think one of your programmers is spying on us for WebTracker.__eou__Pardon?	I won't say who, because I'm not sure yet. But I'll know soon.	I won't say who, because I'm sure yet. But I'll know soon.	Zina, I hope you're not scheming to make Elvin look bad.
1870	7158	not		How do you get paid? If you don't mind my asking.	Not cash. But if our launch goes well, my stock options will pay off, big time.	Cash. But if our launch goes well, my stock options will pay off, big time.	And in the meantime, how do you pay the rent?
1871	7159	not		Whoa. Now I'm awake! Zina has a secret admirer.	I really do not have time to deal with some lovesick computer geek.	I really do have time to deal with some lovesick computer geek.	I know what you mean. I can't stand computer geeks.
1882	7186	not		Does he know that he has already at his wits' end?__eou__I think he has realized that. But he is still whistling in the dark by putting up an act.	He might be driven up a wall. You should not handle your relation with him with kid gloves.	He might be driven up a wall. You should handle your relation with him with kid gloves.	But when I noticed that he was left in the cold, I could not help wanting to help him to get out of the situation.
1886	7199	not		It's a lovely day, isn't it?__eou__Yes, the weather sure is nice today.__eou__I love it when the weather is like this.Why don't we sit down outside and have our lunch?	That sounds like a good idea.The sky is clear, the sun is shining and there's a nice cool breeze, so it is not too hot.	That sounds like a good idea.The sky is clear, the sun is shining and there's a nice cool breeze, so it is too hot.	I really miss the change of seasons like we have in Colorado; but I must admit, this sure is a nice spring day.
1887	7202	not		John, if you don't mind, I'd like to ask you a personal question.__eou__I don't mind at all.__eou__All right. Are you married?	To tell you the truth, I'm not married. I'm still single.	To tell you the truth, I'm married. I'm still single.	Then, when do you plan to get married?
1888	7204	not		What do you think of smoking?	It’s harmful not only for yourself but for others.	It’s harmful only for yourself but for others.	What in your opinion can be done to stop smoking?
1890	7210	not		Miss Wang, would you mind my asking you a personal question?	No, not at all. Go ahead.	No, at all. Go ahead.	Are you married?
1891	7211	not		Does she make any sense to you?__eou__No. It's all Greek to me.	She's speaking French, not Greek.	She's speaking French, Greek.	I know that. I mean I couldn't understand her at all.
1893	7214	not		Can you speak Japanese?	Yes, I can, but not very well.	Yes, I can, but very well.	Where did you learn it?
1895	7218	not		It's raining outside, Catherine, it's too bad.What' s the weather like in your hometown?__eou__It's very hot, the temperature is often over 40C.__eou__Do you like the weather in Seattle?	Not really.But I like it in spring and fall. I don't like it in winter.	Really.but I like it in spring and fall. I don't like it in winter.	Why?
1898	7225	not		Hello, is that Cathy speaking?__eou__Yes, is that you, Allen?__eou__Yes, how are you doing?	Not bad.	Bad.	Say I've got two tickets for the concert this evening.Would you like to come with me?
1903	7242	not		Welcome, young man. No offence, but I haven't seen you here before.__eou__Of course, this is my first time here. My Mom has a membership here. Here is the card.__eou__Okay then. You are the younger customer here ever.	It's not so wise that you do not explore the children's market.	It's so wise that you do explore the children's market.	It's the marketing's fault, I suppose.What do you want to do?
1908	7248	not		What's your little caper? Come home so late! We are all worried about you.__eou__Oh, I am terribly sorry. But I was so captivated with the singer at the subway exit. So I forgot the time.__eou__Singing? At the subway exit? Oh, it sounds like someone needs some money.	Oh, no, the guy was a musician who just sang. He played the guitar and sang so many cool pop songs. Many people were drawn to his music and there was no hat on the floor. He sang for appreciation, but not for money.	Oh, no, the guy was a musician who just sang. He played the guitar and sang so many cool pop songs. Many people were drawn to his music and there was no hat on the floor. He sang for appreciation, but for money.	It is just pop song, you could have sung there too if you want it.
1909	7251	not		I didn't expect to see you at this hour. You must have goofed off again.	Goofed off? Maybe, but I'm not a clock-watcher. I finished doing what I should do and then knock off an hour earlier.	Goofed off? Maybe, but I'm a clock-watcher. I finished doing what I should do and then knock off an hour earlier.	You'll be sorry if you the boss finds it out. He may probably give you the bag.
1911	7260	not		I wonder how Sarah and Mat are.__eou__Don't you know they've already broken up?	I'm not surprised. She's a plain Jane.	I'm surprised. She's a plain Jane.	And he's so handsome.
1912	7265	not		I decided to go for this kind of life.	Try to keep cool. It's not an easy take.	Try to keep cool. It's an easy take.	I know. I always hope for the best and prepare for the worst.
1918	7274	not		Come on, you are left behind!__eou__Wow, I can't catch my breath. You are running too fast, honey.__eou__You just need more exercise.	Yes, but you need to slow down. This is jogging, not racing!	Yes, but you need to slow down. This is jogging, racing!	I don't care. I want to burn up my fat.
1919	7275	not		Honey, wait! I've sprained my ankle.__eou__Oh, my god, are you OK?	Of course not!	Of course!	Come on, sit down, and let me have a look.
1928	7293	not		Dad, I want to learn how to drive this summer vacation.__eou__That's a good idea. You'd better hurry up before they've filled all classes. Many people are learning how to drive now.__eou__I will get registered now at once. Do you know any training schools?	I am not sure. You can search for them on the Internet.	I am sure. You can search for them on the Internet.	OK. look, I've typed driver schools, and there are so many results coming out.
1932	7301	not		Do you believe in UFOs?__eou__Of course, they are out there.__eou__But I never saw them.	Are you stupid? They are called UFOs, so not everybody can see them.	Are you stupid? They are called UFOs, so everybody can see them.	You mean that you can them.
1933	7302	not		Nice weather, honey!__eou__The days are getting longer!__eou__May and Daniel often like this kind of weather.	Yeah, they can enjoy themselves in the day time and it is not so hot.	Yeah, they can enjoy themselves in the day time and it is so hot.	Honey, how about taking them to the beach this weekend?
1934	7306	not		I heard that Ann had divorced.__eou__I suspect it's unavoidable.	Poor Ann. She did not love her husband at all.	Poor Ann. She did love her husband at all.	Yeah. She married him at her mother's bidding.
1935	7310	not		It's said that the government will clamp down on the new policy.__eou__Are you sure of that?	I am not certain about that.	I am certain about that.	They may have some difficulty in doing it.
1936	7311	not		Your husband is very helpful, isn't he?	Willing to help, maybe, but not as helpful as you think.	Willing to help, maybe, but as helpful as you think.	Really?
1938	7317	not		Does Tom drink a lot?	Yes, he does. He of ten has had one to many. But I advised him not to drink too much, he just boasted that he had hollow legs and nobody had ever drunk him under the table.	Yes, he does. He of ten has had one to many. But I advised him to drink too much, he just boasted that he had hollow legs and nobody had ever drunk him under the table.	That's a problem. He has sort of Dutch courage and that will egg him on in doing anything.
1940	7325	not		Okay, can I ask you something direct?	Ha! It's not like you've ever been one to beat around the bush.	Ha! It's like you've ever been one to beat around the bush.	Fair enough. Give it to me straight. Did she bully you into this?
1945	7343	not		Why are you cut up recently, Nancy?__eou__I’Ve just parted with my boyfriend.	Oh, cheer up. A boyfriend is not everything.	Oh, cheer up. A boyfriend is everything.	But I cannot forget him.
1946	7346	not		It is difficult for old people to do away with old ideas.	So the reform can not be carried out well.	So the reform can be carried out well.	The government is making efforts to change situation.
1947	7348	not		John hasn't got married up to now.__eou__Don't you know that he has been carrying a torch for Mary for years?__eou__Really? Does Mary know that?	Of course not.	Of course.	How silly John is.
1949	7350	not		Linda, would you care for some candies or cookies?__eou__No, don't try to tend me. I'm becoming chubby, and I have to slender down.	You are not really chubby. You are actually thin enough.	You are really chubby. You are actually thin enough.	I don't think so. I know I've put on weight this winter.
1954	7366	not		What’s your city like?__eou__It’s quite an interesting place to live. The best thing to do in my city is go shopping. There are several indoor and outdoor markets, department stores and shopping malls.__eou__Is the traffic bad in the city centre?	Not really. Cars are not permitted in several parts of city centre, especially in the main shopping areas. The public transport system is pretty good.	Really. Cars are permitted in several parts of city centre, especially in the main shopping areas. The public transport system is pretty good.	What about restaurants and entertainment?
1960	7384	not		Is your city a historical place?	Not rally. 200 years ago, it was just a small insignificant village.	Rally. 200 years ago, it was just a small insignificant village.	How did it grow into such a large place?
1962	7386	not		Hello! How are you.	Not too well! I’m just to the doctor. I haven’t been feeling too well over the last few days.	Too well! I’m just to the doctor. I haven’t been feeling too well over the last few days.	What have you got? A cough? A cold?
1966	7391	not		I would love to be famous and have thousands of adoring fans.	Really? I’m not sure that I would like all the attention. There have been numerous cases of paparazzi interfering with star’s private live in recent years.	Really? I’m sure that I would like all the attention. There have been numerous cases of paparazzi interfering with star’s private live in recent years.	I love being photographed! If I were famous, I’d do interviews for all the top magazines, like cosmo and elle.
1968	7396	not		It’s so relaxing, taking a walk in the country. The air is so fresh and clean.	would you like to live in the country? I’m not sure I’d like it.	would you like to live in the country? I’m sure I’d like it.	I can see a lot of advantage and disadvantage. The problem is that, for me, each advantage has its own disadvantage.
1970	7398	not		I can’t believe my English teacher is making me read pride and prejudice!	Why not! It’s a classic. In fact, it’s one of my favorite novels.	Why! It’s a classic. In fact, it’s one of my favorite novels.	But it’s so old.
1971	7399	not		Do you think children watch too much Tv?	I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.	I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and become couch potatoes.	Perhaps I should impose a limit on how much Tv my kids can watch. They don’t do much else in their free time. At least they always do their homework first.
1976	7413	not		Do you like Barry?	No, not very much. He’s too ambitious and dishonest.	No, very much. He’s too ambitious and dishonest.	I agree. I like his brother, Paul. They are not alike.
1979	7426	not		Hi! How are you going?__eou__Fine, thank you. How are you doing this morning?	Not bad. How about you? Haven't seen you for a long time.	Bad. How about you? Haven't seen you for a long time.	Yes. I've been to New York. I got back only yesterday.
1980	7430	not		What kind of jobs are becoming popular in your country?__eou__As in many countries, there’s been a big growth in anything related to computers. Young people are attracted to that field in particular. There’s also been a big growth in education.__eou__There’s been a growth in that field in my country too. A lot of people want to learn practical and professional skills.	The interesting thing is that many of the teachers are not actually trained teachers. They are usually professionals who are taking a break from their jobs to pass on skills to others.	The interesting thing is that many of the teachers are actually trained teachers. They are usually professionals who are taking a break from their jobs to pass on skills to others.	I noticed that too. What are the people learning?
1991	7457	not		Do you think I still fashionable in this dress?__eou__I think so. Blue is still very fashionable at the moment.	This style came out last year, though. I like the dress, but I’m not sure whether last year’s fashions will be same this year.	This style came out last year, though. I like the dress, but I’m sure whether last year’s fashions will be same this year.	I think this kind of dress will stay in fashion for a few more years. People don’t change fashions every year. It would be too expensive.
1992	7458	not		What’s the first thing you do when you go to the bathroom in the morning?	I look at myself in the mirror. Sometimes, it’s not a pleasant sight, especially if I have been out late the late before.	I look at myself in the mirror. Sometimes, it’s a pleasant sight, especially if I have been out late the late before.	Do you usually shower or take a bath?
1995	7462	not		Judy, what is everybody talking about?__eou__Haven’t you heard? Richard was fired by our manager.__eou__You’re kidding. It can’t be true.	Believe it or not. Everybody is talking about it in the company.	Believe it or. Everybody is talking about it in the company.	Really? I’m surprised.
1999	7476	not		Oh dear, my weight has gone up again.	I am not surprised, you eat too much.	I am surprised, you eat too much.	And I suppose sitting at the desk all day in the office doesn't help.
2001	7478	not		Hi Jane, you look great.__eou__You too. Have you lost some weight?__eou__Yes, I took off 4 kilos. I am glad you notice it.	Not some crazy diet fat I hope.	Some crazy diet fat I hope.	No no, I just changed my eating habits. I eat a balance meal. and I eat less than before.
2005	7489	not		Would you mind taking your feet off the table, Mike?	Not at all. But I've found satisfaction in it!	At all. But I've found satisfaction in it!	Do you put your feet on your own table?
2006	7493	not		Do you know much about computers?	Not a great deal.	A great deal.	I've just been reading an article about them. They'll be used for all sorts of things now.
2008	7497	not		Would you like to come to our party?	I'd like to. But I'm not myself today.	I'd like to. But I'm myself today.	what happened? You look so pale.
2012	7505	not		How can I lose weight, doctor? I seem to get fatter even when I just look at food?__eou__Well, Jim. It is a combination of how much you eat, the type of food you eat, and when you eat your meals.__eou__I never eat breakfast though.	That's a big mistake, you should always have a good breakfast. You will not run your car without fuel, and yet you won't expect your body to work without food.	That's a big mistake, you should always have a good breakfast. You will run your car without fuel, and yet you won't expect your body to work without food.	I never thought about it that way.
2013	7511	not		Say, Jim, how about going for a few beers after dinner?	You know that is tempting but is really not good for our fitness.	You know that is tempting but is really good for our fitness.	What do you mean? It will help us to relax.
2016	7520	not		How do you know? I thought Taiwanese people didn't have garage sales.	You're right. We're not really into used stuff.	You're right. We're really into used stuff.	Well, I've grown to like second-hand things. I wouldn't have gotten through university without them!
2017	7521	not		What do you think of this one?__eou__Eh, so so.__eou__And this one? Too flashy?	Nah, not too flashy.	Nah, too flashy.	Hug! And this sweater from my aunt? Isn’t it hideous?
2018	7530	not		Harry, do you like the opera?	No, not really.	No, really.	Why is that? It is called real art.
2019	7533	not		Is it true that rice is the staple food in most of Southeast Asia?	I'm not an expert, but that's the impression I have.	I'm an expert, but that's the impression I have.	Is rice your staple food, too?
2023	7542	not		Congratulations, Vivian. You won the grand prize, again.__eou__Isn't it just great! I just knew I'd win!__eou__You did? How? Did you wear red underwear again this year?	Not only that!	Only that!	Tell me! Tell me! What's your secret?!
2026	7552	not		You mean it shuts off to save energy?__eou__Yep. And it breathes, see!	It's not breathing!	It's breathing!	Yes, it is. Look at the little light! It blinks off and on.
2027	7554	not		Are you ready to go shopping?	Not yet. I'm not finished with my research yet.	Yet. I'm finished with my research yet.	What research?
2028	7558	not		... I knew it. I always knew you were a lesbian!	She's my roommate, not my date. The D-man, as in dork.	She's my roommate, my date. The D-man, as in dork.	Haha. Still got that great sense of humor, I see. Here's my card. I sell used cars. A car from us is a car you can trust!
2029	7566	not		Are you going to watch the Indy Five Hundred on TV this weekend?	I'm not really into racecar driving.	I'm really into racecar driving.	You were when we were in high school. That, and baseball.
2033	7579	not		I've never met anyone like Clyde before.__eou__He's such a buppie-a black yuppie. Black people come in all shapes and sizes. Just check out the party.__eou__Wow! There are so many different people here. I expected mostly athletes and rappers.	You'll find some of those here, too. But not if you don't shake it up! There's an African saying, “ If you can talk, you can sing! If you can walk, you can dance! ”	You'll find some of those here, too. But if you don't shake it up! There's an African saying, “ If you can talk, you can sing! If you can walk, you can dance! ”	Then I'll just shut up and sit down!
2034	7584	not		Let' s got out tomorrow night. We can go to a bar and try to find you a girlfriend.	I don' t think that' s a good idea. I am just not good with approaching someone and starting up a conversation.	I don' t think that' s a good idea. I am just good with approaching someone and starting up a conversation.	Maybe you just need a few pick-up lines, you know, break the ice.
2035	7586	not		I have made up my mind. I am getting a tattoo.__eou__Really? Are you sure?	Yeah! Why not? They are trendy and look great! I want to get a dragon on my arm or maybe a tiger on my back.	Yeah! Why? They are trendy and look great! I want to get a dragon on my arm or maybe a tiger on my back.	Yeah but, it is something that you will have forever! They use indelible ink that can only be removed with laser treatment. On top of all that, I have heard it hurts a lot!
2045	7604	not		Man, I’m freaking out! You gotta help me!__eou__Whoa, whoa, take it easy, relax. Geez, you’re sweating like a pig! What’s going on?	I can’t go through with this! I just can’t! I’m not ready for marriage! What was I thinking? I’m only thirty five years old! I’Ve got my entire life ahead of me, adventures waiting! I can’t settle down yet!	I can’t go through with this! I just can’t! I’m ready for marriage! What was I thinking? I’m only thirty five years old! I’Ve got my entire life ahead of me, adventures waiting! I can’t settle down yet!	What are you talking about? It wasn’t more than a month ago that you were rambling on about how you are tired of living the life of a bachelor and how you envy your friends that have a family!
2047	7608	not		Did you read this? It says that the number one new years resolution make is to spend more time with friends and family.__eou__Why would that be funny?	Well, think about it. We are a society that is always on the go, not because we have to, but because we want to.	Well, think about it. We are a society that is always on the go, because we have to, but because we want to.	Why?
2048	7616	not		So what are you doing for Thanksgiving?	Not much really. It's more of an American tradition, so back home we don't really celebrate it. In fact, I am not even sure of what exactly is being celebrated!	Much really. It's more of an American tradition, so back home we don't really celebrate it. In fact, I am even sure of what exactly is being celebrated!	Well you know, it's a time to get together with all your family and be thankful for everything!
2050	7624	not		Wow, that terrible movie is finally over. Next time I’m picking the film, because I don’t want to end up seeing a chick flick.__eou__Well you should have picked, in the end you always complain about everything.	Not everything, just this film. Even the title is ridiculous, and it’s so long, those are the two and a half most wasted hours of my life, so much so that I’m thinking about asking them to give me my money back.	Everything, just this film. Even the title is ridiculous, and it’s so long, those are the two and a half most wasted hours of my life, so much so that I’m thinking about asking them to give me my money back.	I’m thinking of taking you back home. I thought we could have a nice evening, but you’re always so negative.
2056	7645	not		I heard that ben is forming his own band.__eou__It will be a rock and roll band probably. He’s a very good guitarist.__eou__Can you play a musical instrument? If you can, he might ask you to join the band.	I can play drums, but I haven’t played for a while. I’m not sure I’d be good enough to play in a band.	I can play drums, but I haven’t played for a while. I’m sure I’d be good enough to play in a band.	I wish I could play a musical instrument. I love music.
2058	7660	not		What’s the area of your country?	It’s not very big. It’s a little over half a million square kilometers.	It’s very big. It’s a little over half a million square kilometers.	That sounds quite big! How many people live there?
2062	7665	not		There are so many environment problems in the world today. Do you think we can really solve them all or will destroy the world?__eou__I hope that world leaders can get together and agree on a plan for action, but I doubt it’ll happen before it’s too late.__eou__We need to solve the problem of air pollution before we destroy the atmosphere. There’s lots of clean, modern technology, but companies in developed countries say it’s expensive. Developing countries put more emphasis on economic development than on environment protection.	Everyone is looking at the issue in the short term, rather than the long term. It’s the same with the destruction of the rainforests. Countries and companies just want the wood. They’re not thinking about the long-term damage to the forests. We should also remember that the forests are an important natural habitat for thousands of species of animal and plant life.	Everyone is looking at the issue in the short term, rather than the long term. It’s the same with the destruction of the rainforests. Countries and companies just want the wood. They’re thinking about the long-term damage to the forests. We should also remember that the forests are an important natural habitat for thousands of species of animal and plant life.	In other parts of the world, especially in Africa, there is a problem with desertification. Climate change and over-farming are causing farmland to turn into desert. In means that people cannot grow enough food.
2063	7666	not		I went shopping without my umbrella yesterday morning.__eou__Yesterday morning was beautiful I thought the sunning was going to continue.__eou__So did I. that's why I didn't take my umbrella. I got cold in the rain in the afternoon. It was raining cats and dogs.	I know. I could not believe it when I got hit by that storm. It was pouring with rain all afternoon.	I know. I could believe it when I got hit by that storm. It was pouring with rain all afternoon.	We really have some movable weather sometime. I wish I would live somewhere which were sunning all year round.
2071	7681	not		hi, Meally, do you know that guy over there?__eou__The tall one? Sure, that's Drive, he works with Lily.__eou__He is cute. What dose he do?	I'm not sure, he is a manager I think.	I'm sure, he is a manager I think.	Really? Are you going to introduce us?
2072	7686	not		I'm afraid I can't go to the pictures with you tomorrow.__eou__Busy with your work again?	Not really. I'm expected to attend a meeting.	Really. I'm expected to attend a meeting.	I'm not at all convinced. Tomorrow is Saturday!
2073	7687	not		Do you like snakes?	Of course not. I'm afraid of them.	Of course. I'm afraid of them.	I mean, do you like snake meat?
2074	7692	not		What would you like to do tonight?	I'm not sure.	I'm sure.	What about going to a movie?
2075	7704	not		Is Water Shrinking Festival official?	No, most of the traditional festivals of the minority nationalities are not official.	No, most of the traditional festivals of the minority nationalities are official.	Don't you think these festivals are more interesting!
2078	7711	not		Do you drink the Robust Milk every day?	Not every day, but occasionally.	Every day, but occasionally.	It will make you as fit as a fiddle.
2079	7720	not		Hi, Francis.__eou__Oh, Mike. How are you doing?	Not bad. It seems you are super yogurt lover. You have so many in your cart.	Bad. It seems you are super yogurt lover. You have so many in your cart.	Well, I prefer yogurt to all the other drinks. Have you ever tried a kind of yogurt with old milk in it? It tastes great and very healthy too.
2081	7723	not		I am thinking about inviting you to a dinner. When would you have time? And what kind of food do you fancy?__eou__That would be great. I am really in the mood for a spicy hotpot. Any special reason for the invitation?	To thank you for helping me at work last week. If you would not have been so kind, I would not have been able to pick my parents from the airport. You really did me a big favor. Thank you so much.	To thank you for helping me at work last week. If you would have been so kind, I would have been able to pick my parents from the airport. You really did me a big favor. Thank you so much.	It was my pleasure. How about this evening? I feel very hungry now.
2084	7730	not		Come on in. I am so glad you are here. We have been expecting you.__eou__Am I late for the party? Looks everyone is already here. Hope I didn’t miss something interesting.__eou__No, you are just on time. We haven’t really started yet.	Great, here are some flowers for you. I hope you like them. I was not sure if the color will suit your new apartment.	Great, here are some flowers for you. I hope you like them. I was sure if the color will suit your new apartment.	Thank you, they’re beautiful. You can hang your coat over there. Try this new couch, it is so comfortable. You will love it. Want something to drink, tea, coffee, juice or Cola?
2085	7751	not		Would you mind if I make a suggestion?	Of course not, go ahead.	Of course, go ahead.	Maybe you should try to quit smoking. You know it is very bad for your health.
2086	7759	not		Everyone wants to be financial lose kill. You must invest your savings if you planed to retire rich. I’m thinking about buying stocks. It can be a good investment if I can manage well. What do you say?	I partly agree with you. Buying stocks is not difficult, but making money consistently from buying stock is very difficult. Even professionals don’t find it easy, so be careful. Anyway, people like us need help with investing. Why not do some online research? There are data, reports and discussion forums to educate people on how to invest. In addition, you need to visit an established website that offers stock charts.	I partly agree with you. Buying stocks is difficult, but making money consistently from buying stock is very difficult. Even professionals don’t find it easy, so be careful. Anyway, people like us need help with investing. Why do some online research? There are data, reports and discussion forums to educate people on how to invest. In addition, you need to visit an established website that offers stock charts.	Wow, you sound very professional.
2088	7762	not		I am going to celebrate my birthday with you all in a night club this year, what do you say?	Fantastic! I enjoy clubbing, especially those clubs with live bands. The only fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are not really possible. Once I nearly got burnt by a cigarette.	Fantastic! I enjoy clubbing, especially those clubs with live bands. The only fly in the ointment is that the air is bad, full of smoke, and the music is too loud, so conversations are really possible. Once I nearly got burnt by a cigarette.	How did that happen?
2089	7763	not		Titanic made a hit! It was so touching.	But I see things rather differently.The heroin is not attractive and her acting is just so-so.	But I see things rather differently.The heroin is attractive and her acting is just so-so.	The heroin may not be attractive. I like the story, though.
2092	7777	not		How about the hiking? It was freezing yesterday, are you all ok?__eou__Can’t be better, it was wonderful. We had a lot of fun there. There was so much joy and walk and breathe the winter air. We arrived at the park at 9 o’clock in the morning and didn’t leave till 3 o’clock in the afternoon.__eou__You had been walking for 6 hours, isn’t that boring?	Of course not! We built a snowman, some snow dogs and one big snow fort. We went sliding on the nice hill. It was a real work out. At noon, we had the most special winter picnic outside. Fortunately, we got it all on a video tape. You must come with us next time. I bet you will love it.	Of course! We built a snowman, some snow dogs and one big snow fort. We went sliding on the nice hill. It was a real work out. At noon, we had the most special winter picnic outside. Fortunately, we got it all on a video tape. You must come with us next time. I bet you will love it.	Well. You know I hate walking, but I can’t wait to see your guys’video.
2093	7778	not		Hi, Monica, I got big news.__eou__You got a raise?	Not really, just take a wild guess.	Really, just take a wild guess.	You got promoted?
