particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	effect_score_mean	effect_score_mean_ci_low	effect_score_mean_ci_high	method	run_label	run_label_pretty	run_dir	effect_score_original_mean	effect_score_original_ci_low	effect_score_original_ci_high	metric_sign_convention
just	residual_stream	utterance_final	prompt_without	necessity	gold	5	localized	-0.0030455937706936	-0.0064379734662767	0.0003467859248894	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0030455937706936	-0.0003467859248894	0.0064379734662767	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.0011673765932197	-0.0038117210770617	0.0014769678906221	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0011673765932197	-0.0014769678906221	0.0038117210770617	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	gold	10	localized	-0.0040730063782522	-0.0085417375313033	0.0003957247747987	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0040730063782522	-0.0003957247747987	0.0085417375313033	patched_minus_baseline
just	residual_stream	utterance_final	prompt_without	necessity	gold	10	random_mean	-0.0020132705608774	-0.0039327588191292	-9.378230262564516e-05	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just	0.0020132705608774	9.378230262564516e-05	0.0039327588191292	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	generated	1	localized	-0.004538973835139	-0.0052563506412212	-0.0038215970290568	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.004538973835139	0.0038215970290568	0.0052563506412212	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	generated	1	random_mean	-0.0009294778076615	-0.0013601029245748	-0.0004988526907483	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0009294778076615	0.0004988526907483	0.0013601029245748	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	generated	3	localized	-0.008249088491883	-0.0090524621094011	-0.007445714874365	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.008249088491883	0.007445714874365	0.0090524621094011	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	generated	3	random_mean	-0.0031251583769569	-0.0033531128397484	-0.0028972039141654	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0031251583769569	0.0028972039141654	0.0033531128397484	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	generated	5	localized	-0.0096885507535464	-0.0102304661576337	-0.0091466353494592	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0096885507535464	0.0091466353494592	0.0102304661576337	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	generated	5	random_mean	-0.0038484860057899	-0.0042345494776143	-0.0034624225339656	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0038484860057899	0.0034624225339656	0.0042345494776143	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	generated	10	localized	-0.0120378897449635	-0.0125793786190108	-0.0114964008709162	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0120378897449635	0.0114964008709162	0.0125793786190108	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	generated	10	random_mean	-0.0024999988284587	-0.0026511333600272	-0.0023488642968902	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0024999988284587	0.0023488642968902	0.0026511333600272	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	gold	1	localized	-0.0028301101366394	-0.0052997029895695	-0.0003605172837093	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0028301101366394	0.0003605172837093	0.0052997029895695	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	gold	1	random_mean	-0.0003129915647456	-0.0005545003505717	-7.148277891950346e-05	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0003129915647456	7.148277891950346e-05	0.0005545003505717	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	gold	3	localized	-0.0034439660592771	-0.0051866680484328	-0.0017012640701214	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0034439660592771	0.0017012640701214	0.0051866680484328	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	gold	3	random_mean	-0.0021646403373469	-0.0021666773210395	-0.0021626033536542	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0021646403373469	0.0021626033536542	0.0021666773210395	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	gold	5	localized	-0.0034269768504487	-0.0054052512239696	-0.0014487024769278	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0034269768504487	0.0014487024769278	0.0054052512239696	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	gold	5	random_mean	-0.0028503543625099	-0.0039116825691305	-0.0017890261558894	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0028503543625099	0.0017890261558894	0.0039116825691305	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	gold	10	localized	-0.0047366045783904	-0.0062414546913534	-0.0032317544654274	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0047366045783904	0.0032317544654274	0.0062414546913534	patched_minus_baseline
only	residual_stream	utterance_final	prompt_without	necessity	gold	10	random_mean	-0.0012602780675417	-0.0019044031512425	-0.000616152983841	residual	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/only	0.0012602780675417	0.000616152983841	0.0019044031512425	patched_minus_baseline
