run_label	run_label_pretty	run_dir	particle	component	position_label	corruption_mode	target_type	eval_mode	top_k	localized	random_mean	localized_minus_random_mean
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	attn	prompt_boundary	prompt_without	gold	necessity	5	0.007051341806139	0.0009619835725456	0.0060893582335934
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	attn	prompt_boundary	prompt_without	gold	necessity	10	0.0129290204735619	0.0018362261833168	0.011092794290245098
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	attn	prompt_boundary	prompt_without	gold	sufficiency	1	0.0082322139512886	0.0020160346707077	0.0062161792805809
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	attn	prompt_boundary	prompt_without	gold	sufficiency	3	0.0142539419111637	0.0028408382264142	0.0114131036847495
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	attn	prompt_boundary	prompt_without	gold	sufficiency	5	0.0185098786218963	0.0020639900257208	0.0164458885961755
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	attn	prompt_boundary	prompt_without	gold	sufficiency	10	0.0258789217287685	0.0056479925834327	0.0202309291453358
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	generated	necessity	1	0.0027076690709699	0.0008536081156661	0.0018540609553037999
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	generated	necessity	3	0.0061183571768228	0.0047416749772935	0.0013766821995293
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	generated	necessity	5	0.0086048197810092	0.0071239743749933	0.0014808454060158995
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	generated	necessity	10	0.0160596866994527	0.0109402561569456	0.005119430542507101
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	generated	sufficiency	1	0.0026856362856652	0.0020632308403203	0.0006224054453449002
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	generated	sufficiency	3	0.008969965295185	0.0028618797859861	0.006108085509198899
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	generated	sufficiency	5	0.0127081024049843	0.0098154805472269	0.0028926218577573996
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	generated	sufficiency	10	0.0210757512116536	0.0146673149762077	0.006408436235445901
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	gold	necessity	1	0.0041822565864733	-0.0002051099494875	0.0043873665359608
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	gold	necessity	3	0.0051547833602433	0.0005021431830036	0.0046526401772397
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	gold	necessity	5	0.002091620337074	-0.0001540940214543	0.0022457143585283
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	gold	necessity	10	0.0051228601240512	0.0008315321874568	0.004291327936594399
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	gold	sufficiency	1	0.0048031630690744	0.0005367538654422	0.0042664092036322
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	gold	sufficiency	3	0.0108800006186779	-0.000134347775211	0.011014348393888899
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	gold	sufficiency	5	0.0085235039081052	0.0053197406008337	0.0032037633072715
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	mlp	prompt_boundary	prompt_without	gold	sufficiency	10	0.0110780055674782	0.0038954967818245	0.0071825087856537
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	generated	necessity	1	0.0201527668396018	0.0076235322819857	0.0125292345576161
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	generated	necessity	3	0.0265323616465208	0.0255321622837876	0.0010001993627331979
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	generated	necessity	5	0.0288070629215955	0.0268471793446549	0.0019598835769405985
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	generated	necessity	10	0.0301886033521238	0.0274016509510628	0.002786952401060999
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	generated	sufficiency	1	0.0306361700119556	0.0152056091104742	0.015430560901481401
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	generated	sufficiency	3	0.0374818342771426	0.0281567135444895	0.0093251207326531
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	generated	sufficiency	5	0.039264226440498	0.031769542679902	0.007494683760595998
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	generated	sufficiency	10	0.0403729134109427	0.0348633962534388	0.005509517157503897
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	gold	necessity	1	0.0066473027723295	0.0037360938964218	0.0029112088759077
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	gold	necessity	3	0.0122298361377054	0.0133315179591984	-0.0011016818214930005
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	gold	necessity	5	0.0155828197501276	0.0131085456684993	0.0024742740816283
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	gold	necessity	10	0.016221315548667	0.0139573564110103	0.0022639591376567014
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	gold	sufficiency	1	0.0173817826278416	0.0090432469400615	0.0083385356877801
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	gold	sufficiency	3	0.0228224853022367	0.0150197095515936	0.007802775750643101
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	gold	sufficiency	5	0.0251935822080517	0.0173576500887706	0.0078359321192811
full	Full	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_1656_Meta-Llama-3-8B_not_prompt_boundary_full/not	not	resid	prompt_boundary	prompt_without	gold	sufficiency	10	0.0255352678230339	0.0191753575252693	0.006359910297764598
