particle	component	position_label	corruption_mode	eval_mode	target_type	top_k	site_set_type	effect_score_mean	effect_score_mean_ci_low	effect_score_mean_ci_high	method	run_label	run_label_pretty	run_dir
not	attn	utterance_final	prompt_without	necessity	gold	3	localized	0.0031744025775997	0.0010379639267574	0.0053108412284419	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	necessity	gold	3	random_mean	-0.0001930561371023	-0.0004020668650031	1.5954590798430584e-05	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	necessity	gold	5	localized	0.0060306071420562	0.0036132062814684	0.008448008002644	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	necessity	gold	5	random_mean	4.578384947834051e-05	-0.0006611666996431	0.0007527343985998	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	necessity	gold	10	localized	0.0142046221146721	0.0066821003800837	0.0217271438492606	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	necessity	gold	10	random_mean	0.0002592047280207	0.0002398630777598	0.0002785463782815	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	generated	1	localized	0.0085962603328252	0.0065648103413104	0.0106277103243399	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	generated	1	random_mean	0.003308668243484	0.0030134339530056	0.0036039025339624	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	generated	3	localized	0.0270721251694449	0.0258103933831393	0.0283338569557505	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	generated	3	random_mean	0.0035928620854399	0.0030586503251107	0.004127073845769	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	generated	5	localized	0.0445270503451546	0.0340486233849248	0.0550054773053844	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	generated	5	random_mean	0.0052511869142263	0.0038587801988549	0.0066435936295978	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	generated	10	localized	0.0589000414913065	0.046781544522879	0.071018538459734	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	generated	10	random_mean	0.0081815403080694	0.0042982945834124	0.0120647860327263	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	gold	1	localized	0.0069025721838556	0.005471326071446	0.0083338182962651	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	gold	1	random_mean	0.0026560272907976	0.0026419785885273	0.002670075993068	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	gold	3	localized	0.0159768389705723	0.0137468970847731	0.0182067808563715	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	gold	3	random_mean	0.0034442715148272	0.0022719284775842	0.0046166145520701	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	gold	5	localized	0.0273366956274449	0.0203784738141979	0.0342949174406919	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	gold	5	random_mean	0.0052516354152347	0.0038260310064877	0.0066772398239817	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	gold	10	localized	0.038279404300326	0.0289700091439799	0.0475887994566721	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	attn	utterance_final	prompt_without	sufficiency	gold	10	random_mean	0.0057225603046047	0.0022649746338077	0.0091801459754017	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	generated	1	localized	0.0015072702021445	0.000547820364569	0.00246672003972	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	generated	1	random_mean	0.0003873768254552	7.62060434691018e-05	0.0006985476074414	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	generated	3	localized	0.0041412020792974	0.0037129428958179	0.004569461262777	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	generated	3	random_mean	0.001400190205358	0.0010435462847597	0.0017568341259563	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	generated	5	localized	0.0067237380587304	0.0034632096240066	0.0099842664934541	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	generated	5	random_mean	0.0025120955989045	0.0021561794038466	0.0028680117939625	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	generated	10	localized	0.0089181460901138	0.0036417024210827	0.014194589759145	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	generated	10	random_mean	0.0048321171166761	0.0037290094634863	0.0059352247698659	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	gold	1	localized	0.000766794015538	0.0005322690393607	0.0010013189917154	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	gold	1	random_mean	-3.353687361852741e-05	-0.000234756158712	0.0001676824114749	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	gold	3	localized	0.0004200042417849	0.000357574241547	0.0004824342420228	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	gold	3	random_mean	0.0005973084191203	0.0004519717851422	0.0007426450530984	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	gold	5	localized	0.0020179239102424	0.001033324567244	0.0030025232532408	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	gold	5	random_mean	0.0013783223687366	0.0008007876960648	0.0019558570414085	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	gold	10	localized	0.001245862326069	0.0009648173825239	0.0015269072696142	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	necessity	gold	10	random_mean	0.002036105196338	0.0020063416209717	0.0020658687717044	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	generated	1	localized	0.0019015342427069	-0.0001990218813336	0.0040020903667475	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	generated	1	random_mean	0.0007966348582169	3.54564819412585e-06	0.0015897240682396	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	generated	3	localized	0.0052396226362392	0.0037637592066034	0.006715486065875	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	generated	3	random_mean	0.0022154787032017	0.0017091279359062	0.0027218294704973	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	generated	5	localized	0.0084781370635692	0.0077284148369012	0.0092278592902371	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	generated	5	random_mean	0.0025350545372541	-0.0001874716896765	0.0052575807641848	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	generated	10	localized	0.0109458729117314	0.0105762408665581	0.0113155049569048	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	generated	10	random_mean	0.004379055110394	0.001792875801826	0.0069652344189619	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	gold	1	localized	0.0021808725995769	-0.0007040006327232	0.005065745831877	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	gold	1	random_mean	0.0017324502648032	0.0013824151382671	0.0020824853913394	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	gold	3	localized	0.0011447669954357	-0.0043794749373394	0.0066690089282109	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	gold	3	random_mean	0.0017632405543272	0.0012393667792308	0.0022871143294235	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	gold	5	localized	0.0061997178336225	0.0009320674309523	0.0114673682362927	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	gold	5	random_mean	0.0011901698378583	0.0006546035200175	0.0017257361556992	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	gold	10	localized	0.0051887508059588	-0.0040498581754621	0.0144273597873797	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	sufficiency	gold	10	random_mean	0.0006171066385788	-0.0001433678432719	0.0013775811204296	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	generated	1	localized	0.0116996743682221	0.0062186787907804	0.0171806699456638	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	generated	1	random_mean	0.0026877920161219	0.0007220398620085	0.0046535441702352	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	generated	3	localized	0.0199158347310256	0.0134182620713175	0.0264134073907337	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	generated	3	random_mean	0.0127796486150416	0.010049097806512	0.0155101994235712	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	generated	5	localized	0.0271277765084643	0.0187913566228818	0.0354641963940467	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	generated	5	random_mean	0.0075582105787118	0.0040250918615444	0.0110913292958793	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	generated	10	localized	0.0371202789394042	0.0308934137698453	0.0433471441089631	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	generated	10	random_mean	0.0035552132517468	0.0023001934530361	0.0048102330504575	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	gold	1	localized	0.0048571724216205	0.0018570145313619	0.0078573303118792	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	gold	1	random_mean	0.0010135647135349	0.0003806570982292	0.0016464723288407	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	gold	3	localized	0.0109521536392635	0.006332254454086	0.015572052824441	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	gold	3	random_mean	0.004457226391163	0.0015195497816199	0.007394903000706	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	gold	5	localized	0.0138902503613592	0.0079247419545242	0.0198557587681942	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	gold	5	random_mean	0.0011535745666262	0.0004367343308142	0.0018704148024381	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	gold	10	localized	0.0189395435835858	0.009912758013822	0.0279663291533496	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	necessity	gold	10	random_mean	-0.0002510680427359	-0.0004398169045702	-6.231918090170747e-05	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	generated	1	localized	0.0303977178053842	0.0209409382224577	0.0398544973883107	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	generated	1	random_mean	0.011904437868719	0.0068708788453818	0.0169379968920561	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	generated	3	localized	0.0426923364259284	0.033510692629088	0.0518739802227688	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	generated	3	random_mean	0.0201183862238283	0.0160628624200673	0.0241739100275894	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	generated	5	localized	0.0523494875525244	0.0411612840324696	0.0635376910725792	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	generated	5	random_mean	0.022601097608352	0.0192992704678142	0.0259029247488898	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	generated	10	localized	0.0660420594206705	0.0545892367498885	0.0774948820914525	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	generated	10	random_mean	0.0110264986981574	0.0080687195271095	0.0139842778692053	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	gold	1	localized	0.0185761594069558	0.0126482898754648	0.0245040289384468	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	gold	1	random_mean	0.0083421348569973	0.0055880931124109	0.0110961766015837	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	gold	3	localized	0.0287476988994152	0.0208219494756613	0.036673448323169	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	gold	3	random_mean	0.0124069232241611	0.0098503371938659	0.0149635092544564	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	gold	5	localized	0.0337301568288444	0.0254068714229647	0.0420534422347241	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	gold	5	random_mean	0.0126918545026379	0.0112479319996649	0.0141357770056109	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	gold	10	localized	0.0412987685445005	0.0312274710319103	0.0513700660570907	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	sufficiency	gold	10	random_mean	0.00625770802758	0.0042072766565011	0.0083081393986589	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
just	attn	utterance_final	prompt_without	necessity	generated	1	localized	0.0018987400610603	0.0017829195000667	0.0020145606220538	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	generated	1	random_mean	0.0001852935579031	6.563859367838348e-05	0.0003049485221278	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	generated	3	localized	0.0050898819018167	0.0037802008861848	0.0063995629174486	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	generated	3	random_mean	0.0011179642030114	0.00086911205907	0.0013668163469528	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	generated	5	localized	0.0098828968723234	0.0069080998403151	0.0128576939043318	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	generated	5	random_mean	0.0009164227357306	0.0007991642524133	0.0010336812190479	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	generated	10	localized	0.0159126942336513	0.0125223548927788	0.0193030335745239	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	generated	10	random_mean	0.0016058636018151	0.0010724119527676	0.0021393152508627	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	gold	1	localized	0.0002073977066458	-0.0002982514057705	0.0007130468190622	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	gold	1	random_mean	-4.433910448913075e-05	-0.0002530692665005	0.0001643910575222	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	gold	3	localized	0.0009134389558134	0.0007843754195129	0.0010425024921138	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	gold	3	random_mean	9.544840672819734e-05	-0.0001613049011928	0.0003522017146492	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	gold	5	localized	0.0009601523877109	0.0003539010477405	0.0015664037276812	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	gold	5	random_mean	0.0004553204760358	6.515653601441311e-06	0.0009041252984702	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	gold	10	localized	0.0024848779477403	0.0003940658655634	0.0045756900299172	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	necessity	gold	10	random_mean	0.0008531176525036	0.0007810446138431	0.0009251906911642	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	sufficiency	generated	1	localized	0.0028038405708815	0.0026889984035302	0.0029186827382327	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	sufficiency	generated	1	random_mean	0.0009619771167339	0.0006098771550635	0.0013140770784044	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	sufficiency	generated	3	localized	0.0074862595383634	0.0048875573071717	0.010084961769555	component	utterance_final	Utterance Final	localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
