participant_id,variant_name,timestamp,comparison_id,preference,ground_truth,prefers_w_word,preference_strength,word
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_5138,0.0,column_a,1,7,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_4012,0.0,column_b,-1,1,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,only_2118,17.0,column_a,1,6,only
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,only_1602,0.0,column_a,1,7,only
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,control_00010,100.0,column_b,1,7,control
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_7769,0.0,column_b,-1,1,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_10613,17.0,column_b,-1,2,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,not_71,0.0,column_a,1,7,not
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,only_2032,0.0,column_a,1,7,only
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_9268,100.0,column_b,1,7,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,control_00027,0.0,column_a,1,7,control
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,only_315,0.0,column_b,-1,1,only
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,not_969,0.0,column_b,-1,1,not
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,only_745,100.0,column_a,-1,1,only
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,not_81,0.0,column_a,1,7,not
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,only_2405,0.0,column_a,1,7,only
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_4508,100.0,column_b,1,7,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,control_00029,100.0,column_b,1,7,control
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,control_00012,0.0,column_a,1,7,control
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_8890,0.0,column_a,1,7,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,control_00016,0.0,column_a,1,7,control
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,control_00025,100.0,column_b,1,7,control
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,only_1368,100.0,column_b,1,7,only
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,only_649,100.0,column_b,1,7,only
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,not_768,0.0,column_a,1,7,not
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,control_00019,100.0,column_b,1,7,control
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,only_501,100.0,column_b,1,7,only
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,not_1697,100.0,column_b,1,7,not
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_638,0.0,column_a,1,7,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,only_1888,100.0,column_b,1,7,only
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,not_949,100.0,column_b,1,7,not
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_3236,100.0,column_a,-1,1,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,only_660,0.0,column_a,1,7,only
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,control_00013,0.0,column_a,1,7,control
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,not_7,33.0,column_b,-1,3,not
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_1001,83.0,column_b,1,6,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_8242,17.0,column_b,-1,2,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_6078,100.0,column_b,1,7,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,control_00000,100.0,column_b,1,7,control
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_8011,100.0,column_b,1,7,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_7873,100.0,column_a,-1,1,just
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,not_729,100.0,column_b,1,7,not
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,not_702,0.0,column_a,1,7,not
696190829c7b27c40f62fcc1,variant_8,2026-05-11 00:06:43.882000+00:00,just_4722,0.0,column_b,-1,1,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00029,100.0,column_b,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1817,33.0,column_b,-1,3,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_12662,83.0,column_b,1,6,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00000,0.0,column_a,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_965,17.0,column_b,-1,2,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_367,83.0,column_b,1,6,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_8659,83.0,column_b,1,6,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1602,83.0,column_b,1,6,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_302,17.0,column_a,1,6,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_8242,17.0,column_b,-1,2,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_9268,17.0,column_a,1,6,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00005,100.0,column_b,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_2164,83.0,column_a,-1,2,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1579,17.0,column_a,1,6,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00024,100.0,column_b,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1142,83.0,column_b,1,6,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1368,17.0,column_a,1,6,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_969,100.0,column_b,1,7,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00004,0.0,column_a,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_12718,17.0,column_a,1,6,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1888,67.0,column_b,1,5,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00026,83.0,column_b,1,6,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00006,0.0,column_a,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00003,100.0,column_b,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_309,83.0,column_b,1,6,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_244,83.0,column_b,1,6,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00015,100.0,column_b,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_865,17.0,column_a,1,6,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_7873,83.0,column_a,-1,2,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_71,100.0,column_b,1,7,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_8011,83.0,column_b,1,6,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_9954,0.0,column_b,-1,1,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_2032,17.0,column_a,1,6,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_6078,83.0,column_b,1,6,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_226,17.0,column_a,1,6,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1446,83.0,column_b,1,6,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_8890,83.0,column_a,-1,2,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00014,83.0,column_b,1,6,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_383,83.0,column_a,-1,2,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00022,0.0,column_a,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_5,83.0,column_b,1,6,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_745,33.0,column_a,1,5,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00027,0.0,column_a,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_2438,17.0,column_a,1,6,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_949,0.0,column_a,1,7,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_7,17.0,column_b,-1,2,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00008,100.0,column_b,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_1700,67.0,column_b,1,5,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_6768,33.0,column_a,1,5,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_660,67.0,column_b,1,5,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_379,17.0,column_a,1,6,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_687,67.0,column_a,-1,3,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1624,17.0,column_a,1,6,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00023,0.0,column_a,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_686,100.0,column_b,1,7,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_491,67.0,column_a,-1,3,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_1461,50.0,column_a,0,4,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_702,67.0,column_b,1,5,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_5138,50.0,column_b,0,4,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_9687,50.0,column_b,0,4,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00009,17.0,column_a,1,6,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_698,83.0,column_b,1,6,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_2333,50.0,column_a,0,4,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_6675,50.0,column_a,0,4,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00013,0.0,column_a,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_1154,67.0,column_b,1,5,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_2118,33.0,column_a,1,5,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_272,67.0,column_b,1,5,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_1697,67.0,column_a,-1,3,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1538,50.0,column_b,0,4,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00028,100.0,column_b,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_460,100.0,column_b,1,7,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00001,83.0,column_b,1,6,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1038,33.0,column_a,1,5,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00021,100.0,column_b,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_1647,83.0,column_a,-1,2,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_2717,67.0,column_b,1,5,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_794,50.0,column_b,0,4,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_2038,50.0,column_b,0,4,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_1570,33.0,column_a,1,5,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_1907,50.0,column_b,0,4,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00016,0.0,column_a,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_1627,50.0,column_a,0,4,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_966,50.0,column_a,0,4,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00017,0.0,column_a,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_2232,50.0,column_a,0,4,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_4508,50.0,column_b,0,4,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00011,0.0,column_a,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_319,67.0,column_a,-1,3,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_4012,50.0,column_b,0,4,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1493,83.0,column_a,-1,2,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_4722,50.0,column_b,0,4,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00002,100.0,column_b,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_81,83.0,column_b,1,6,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00019,0.0,column_a,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_2405,50.0,column_b,0,4,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_5467,50.0,column_a,0,4,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00020,50.0,column_b,0,4,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1577,67.0,column_b,1,5,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_1602,67.0,column_b,1,5,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_768,67.0,column_b,1,5,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_638,50.0,column_a,0,4,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_501,50.0,column_a,0,4,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_10613,33.0,column_a,1,5,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_3236,50.0,column_b,0,4,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00010,100.0,column_b,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_729,83.0,column_b,1,6,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_1891,50.0,column_a,0,4,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_315,50.0,column_b,0,4,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_1686,17.0,column_a,1,6,not
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,control_00025,100.0,column_b,1,7,control
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,only_649,50.0,column_a,0,4,only
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,just_788,67.0,column_b,1,5,just
69d4639f8040877a38fd820a,variant_1,2026-05-11 00:07:27.245000+00:00,not_15,17.0,column_a,1,6,not
