id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
2898	just	Can you put me through to May Flower Restaurant, please?	Just a second ... Sorry, the line is engaged.	A second ... Sorry, the line is engaged.	OK, I’ll try later. Thanks anyway.	-67.34063720703125	-79.364990234375	-4.208789825439453	-5.290999348958334	16	15	-73.83520793914795	-62.41490173339844	-4.614700496196747	-3.9009313583374023	16	16	-352.9337110519409	-353.53775787353516	-6.416976564580744	-6.546995516176577	55	54	True	False	1.0822095235188804	True
2901	just	Dear, time is up, let’s go there now.	Just a minute. I’m putting on my clothes.	A minute. I’m putting on my clothes.	Have you taken the key to the door?	-61.784576416015625	-73.40045166015625	-3.634386848000919	-4.587528228759766	17	16	-71.84107971191406	-70.58815002441406	-5.131505693708148	-5.0420107160295755	14	14	-355.62150859832764	-365.98445415496826	-6.465845610878684	-6.7774898917586714	55	54	True	False	0.9531413807588467	True
2934	just	It’s time to get up.	I just went to bed.	I went to bed.	You shouldn’t stay up so late watching TV. I told you we had to get an early start.	-47.31343078613281	-52.4757080078125	-4.301220980557528	-5.24757080078125	11	10	-112.63490104675293	-100.94618320465088	-4.17166300173159	-3.7387475260981806	27	27	-351.15255641937256	-344.66315150260925	-6.16057116525215	-6.154699133975165	57	56	True	False	0.9463498202237215	True
3363	just	I need to eat something.	You just ate.	You ate.	I know, but I'm hungry again.	-54.25390625	-57.09228515625	-6.028211805555555	-7.13653564453125	9	8	-91.83312225341797	-70.56840133666992	-6.1222081502278645	-4.704560089111328	15	15	-330.00572967529297	-311.5676689147949	-8.048920235982756	-7.789191722869873	41	40	True	False	1.1083238389756946	True
4363	just	Wow! What happened to you? You look sad.	I just lost my job. My boss just told me.	I lost my job. My boss told me.	That's unbelievable. Why did this happen?	-67.22028303146362	-72.64518880844116	-3.9541342959684482	-4.843012587229411	17	15	-125.74175643920898	-117.91788673400879	-8.382783762613933	-7.861192448933919	15	15	-392.1035647392273	-389.70460081100464	-7.261177124800505	-7.494319246365474	54	52	True	False	0.8888782912609625	True
4419	just	Dan, Dan, dude. You have to come over to my house right now!__eou__Is everything OK?	Just get over here!	Get over here!	Come in! Quickly!	-57.036925315856934	-60.166038513183594	-5.703692531585693	-6.685115390353733	10	9	-74.16259765625	-79.40869140625	-7.416259765625	-7.940869140625	10	10	-372.9487371444702	-381.3239440917969	-7.172091098932119	-7.476940080231311	52	51	True	False	0.98142285876804	True
4454	just	How's your new car?__eou__Perfect. Couldn't be better!__eou__You made a good choice, then?	It's just what I wanted.	It's what I wanted.	No regrets?	-61.68550968170166	-68.22608757019043	-4.745039206284743	-5.685507297515869	13	12	-69.3065185546875	-60.7386474609375	-8.663314819335938	-7.5923309326171875	8	8	-467.84980285167694	-465.8554973602295	-7.197689274641184	-7.278992146253586	65	64	True	False	0.9404680912311258	True
4461	just	You're being childish. Your nose will heal. And so will your pride, if you let it.__eou__I'll have us ready for Stars.com by the end of next week. After that, I don't know.__eou__Don't know what?	Let's just say there could be some big changes around here.	Let's say there could be some big changes around here.	Is that right? Like what kind of changes?	-84.54997515678406	-96.73694109916687	-4.4499986924623185	-5.374274505509271	19	18	-76.45824337005615	-75.07640743255615	-5.09721622467041	-5.005093828837077	15	15	-593.8149704933167	-604.6528306007385	-5.44784376599373	-5.598637320377208	109	108	True	False	0.9242758130469522	True
5025	just	Dad, I'm scared.	Take it easy, honey. It's just raining cats and dogs.	Take it easy, honey. It's raining cats and dogs.	But, dad, it's stormy outside.	-85.52190208435059	-97.03537797927856	-4.2760951042175295	-5.107125156804135	20	19	-89.25682258605957	-80.97926211357117	-5.950454839070638	-5.398617474238078	15	15	-359.4389419555664	-362.674857378006	-6.781866829350309	-6.974516488038576	53	52	True	False	0.8310300525866054	True
5349	just	Hey, Mike, is Jenny coming with us?__eou__Yes. Why?	Nothing. I'm just asking.	Nothing. I'm asking.	Just asking? But why is your face burning like mad? Ah-huh, someone has a crush on Jenny, doesn't he?	-42.62397003173828	-53.17243957519531	-3.278766925518329	-4.431036631266276	13	12	-140.4741883277893	-142.0197057723999	-4.256793585690585	-4.3036274476484815	33	33	-388.58950662612915	-400.7498083114624	-5.4730916426215375	-5.72499726159232	71	70	True	False	1.1522697057479472	True
5636	just	The time has come to say goodbye.	So soon. It seems as if you just got here.	So soon. It seems as if you got here.	I feel that way, too. But all good things must come to an end, as they say.	-87.26791381835938	-103.871826171875	-5.1334066951976105	-6.4919891357421875	17	16	-95.45716667175293	-96.4711936712265	-3.6714294873751125	-3.710430525816404	26	26	-362.8554439544678	-380.42418897151947	-5.852507160555932	-6.236462114287204	62	61	True	False	1.358582440544577	True
5953	just	Do you like traveling?	Yes, I've just come back from Scotland.	Yes, I've come back from Scotland.	Where did you visit?	-72.14442443847656	-83.85409545898438	-4.509026527404785	-5.590273030598959	16	15	-94.68446159362793	-86.20643615722656	-9.468446159362793	-8.620643615722656	10	10	-346.5264320373535	-349.73242950439453	-8.250629334222703	-8.530059256204744	42	41	True	False	1.0812465031941736	True
6095	just	Hey, Joshua! Is Anny coming with us?__eou__Yes, why?	Nothing. I'm just asking.	Nothing. I'm asking.	Just asking? But why is your face burning like mad? Aha, someone has a crush on Anny, doesn't he?	-45.23296356201172	-55.31603240966797	-3.479458735539363	-4.609669367472331	13	12	-138.97728490829468	-139.70284116268158	-4.343040153384209	-4.365713786333799	32	32	-404.9578528404236	-415.7916702032089	-5.703631730146811	-5.939881002902984	71	70	True	False	1.1302106319329681	True
6138	just	Hi, Jim. How are you? I haven't seen you for a while.	I'm fine. I've been out of town. I just got back.	I'm fine. I've been out of town. I got back.	Where were you?	-62.32276153564453	-77.64164733886719	-2.709685284158458	-3.5291657881303267	23	22	-57.27868568897247	-58.20315146446228	-6.36429840988583	-6.467016829384698	9	9	-323.98005080223083	-340.2382377386093	-5.311148373807063	-5.6706372956434885	61	60	True	False	0.8194805039718687	True
6980	just	How's your new car?__eou__Perfect.Couldn' t be better!__eou__You made a good choice, then?	It's just what I wanted.	It's what I wanted.	No regrets?	-58.04289245605469	-63.11301279067993	-4.464837881234976	-5.259417732556661	13	12	-64.275390625	-55.53912353515625	-8.034423828125	-6.942390441894531	8	8	-463.74723529815674	-460.04129219055176	-7.134572850740873	-7.188145190477371	65	64	True	False	0.7945798513216848	True
7244	just	Daniel, you can't spit the gum everywhere.	Come on, just a little piece.	Come on, a little piece.	Do you know how many people chew gum everyday?	-61.34210205078125	-72.07208251953125	-4.718623234675481	-6.0060068766276045	13	12	-94.54141235351562	-91.4283447265625	-6.302760823567708	-6.095222981770833	15	15	-378.53672325611115	-386.092845082283	-7.570734465122223	-7.879445818005776	50	49	True	False	1.2873836419521236	True
7245	just	Come back. You haven't paid yet.	May, just let him go.	May, let him go.	But he took some newspaper away without paying.	-63.443328857421875	-67.13525390625	-5.286944071451823	-6.103204900568182	12	11	-96.52653503417969	-95.05815124511719	-6.894752502441406	-6.7898679460797995	14	14	-357.60627806186676	-359.81291258335114	-7.608644214082272	-7.822019838768503	47	46	True	False	0.8162608291163584	True
7379	just	Hi, Mark! Long time no see!__eou__Hi, Alex!__eou__Where have you been?	I just got back from London.	I got back from London.	How was your flight?	-68.23501586914062	-77.5478515625	-5.686251322428386	-7.0498046875	12	11	-87.29000854492188	-91.41403198242188	-8.729000854492188	-9.141403198242188	10	10	-489.98242259025574	-503.4063422679901	-8.032498730987799	-8.390105704466501	61	60	True	False	1.3635533650716143	True
8168	just	Do you like traveling?	Yes. I’Ve just come back from Scotland.	Yes. I’Ve come back from Scotland.	Where did you visit?	-91.83736038208008	-102.2705078125	-5.739835023880005	-6.818033854166667	16	15	-89.0448989868164	-87.31897354125977	-8.904489898681641	-8.731897354125977	10	10	-360.59195137023926	-369.2585105895996	-8.585522651672363	-9.006305136331697	42	41	True	False	1.078198830286662	True
8196	just	Wow! What happened to you? You look sad.	I just lost my job. My boss just told me.	I lost my job. My boss told me.	That's unbelievable. Why did this happen?	-67.22028303146362	-72.64518880844116	-3.9541342959684482	-4.843012587229411	17	15	-125.74175643920898	-117.91788673400879	-8.382783762613933	-7.861192448933919	15	15	-392.1035647392273	-389.70460081100464	-7.261177124800505	-7.494319246365474	54	52	True	False	0.8888782912609625	True
8252	just	Hey, Jack! Is Jenny coming with us?__eou__Yes. Why?	Nothing. I am just asking.	Nothing. I am asking.	Just asking?! Why is your face burning like mad? Ah-huh, someone has a crush on Jenny, doesn't he?	-47.609100341796875	-56.669921875	-3.9674250284830728	-5.151811079545454	12	11	-136.95171642303467	-137.3515043258667	-4.279741138219833	-4.292234510183334	32	32	-391.13747692108154	-400.61108684539795	-5.668659085812776	-5.891339512432323	69	68	True	False	1.1843860510623814	True
8362	just	let's go swimming.	But, we just finished eating lunch.	But, we finished eating lunch.	I know, but I'm really hot.	-72.78662109375	-77.020751953125	-5.598970853365385	-6.41839599609375	13	12	-109.05014038085938	-106.48965454101562	-7.270009358723958	-7.099310302734375	15	15	-364.74982380867004	-366.4475166797638	-8.105551640192667	-8.328352651812814	45	44	True	False	0.819425142728365	True
8556	just	I think I'm going to go home.	Why? We just got here.	Why? We got here.	I know, but it's 12	-57.4654541015625	-69.0576171875	-4.788787841796875	-6.277965198863637	12	11	-104.83171761035919	-104.4975997209549	-6.988781174023946	-6.9665066480636595	15	15	-349.92629158496857	-361.21802818775177	-7.290131074686845	-7.685489961441527	48	47	True	False	1.4891773570667617	True
8694	just	ORG! It must be so late where you are. What time is it?	Just after 2 am.	After 2 am.	what's wrong? Can't sleep?	-51.8974609375	-58.491943359375	-4.717950994318182	-5.8491943359375	11	10	-87.23141860961914	-84.06995725631714	-5.815427907307943	-5.604663817087809	15	15	-353.5512065887451	-356.9842276573181	-6.670777482806511	-6.865081301102271	53	52	True	False	1.1312433416193182	True
8708	just	Hi, Jim. How are you? I haven’t seen you for a while.	I’m fine. I’Ve been out of town. I just got back.	I’m fine. I’Ve been out of town. I got back.	Where were you?	-75.84437942504883	-90.87968444824219	-3.2975817141325576	-4.130894747647372	23	22	-50.91376733779907	-51.60429251194	-5.657085259755452	-5.7338102791044445	9	9	-337.1327394247055	-352.86372327804565	-5.526766220077139	-5.881062054634095	61	60	True	False	0.8333130335148144	True
9003	just	Hi, Mark! Long time no see!__eou__Hi, Alex!__eou__Where have you been?	I just got back from London.	I got back from London.	How was your flight?	-68.23501586914062	-77.5478515625	-5.686251322428386	-7.0498046875	12	11	-87.29000854492188	-91.41403198242188	-8.729000854492188	-9.141403198242188	10	10	-489.98242259025574	-503.4063422679901	-8.032498730987799	-8.390105704466501	61	60	True	False	1.3635533650716143	True
9072	just	Look, who's here, Peter!__eou__Oh, Tom! I thought you were in Paris.	Just got back.Good to see you!	Got back.Good to see you!	Good to see you too!	-57.2547607421875	-66.87428283691406	-4.089625767299107	-5.144175602839543	14	13	-55.02919268608093	-54.43327808380127	-5.0026538805528125	-4.948479825800115	11	11	-330.8765780925751	-339.900185585022	-5.908510323081698	-6.180003374273126	56	55	True	False	1.0545498355404366	True
9270	just	Jim. How are you? I haven’t seen you for a while.	I’m fine. I’Ve been out of town. I just got back.	I’m fine. I’Ve been out of town. I got back.	Where were you?	-77.69388389587402	-92.73816680908203	-3.377994951994523	-4.215371218594638	23	22	-48.98366165161133	-50.63790571689606	-5.4426290724012585	-5.626433968544006	9	9	-327.7927234172821	-344.482678771019	-5.555808871479358	-5.93935653053481	59	58	True	False	0.8373762666001148	True
9360	just	Can I see your ticket please?__eou__Here you are.__eou__Ok, Mr. Smith. Do you have any bags to check?	Just this one.	This one.	And would you prefer a window seat or an aisle seat?	-37.152099609375	-45.824951171875	-4.128011067708333	-5.728118896484375	9	8	-56.709991693496704	-51.45240592956543	-3.3358818643233357	-3.0266121135038486	17	17	-396.7292654514313	-400.14599609375	-5.510128686825435	-5.635859099911972	72	71	True	False	1.600107828776042	True
9381	just	I'd like to make a reservation to Los Angels for next Monday.	Just a second and I'll check the schedule.	A second and I'll check the schedule.	I'll need an economy ticket with an open return.	-69.95867156982422	-78.04852294921875	-4.372416973114014	-5.20323486328125	16	15	-86.26443481445312	-91.1768798828125	-5.074378518497243	-5.363345875459559	17	17	-379.81446838378906	-392.7886199951172	-6.437533362437103	-6.77221758612271	59	58	True	False	0.8308178901672365	True
9397	just	Why's the plane shaking?	It's just some turbulence.	It's some turbulence.	I'm scared.	-61.65121364593506	-65.50918483734131	-5.137601137161255	-5.955380439758301	12	11	-74.00830078125	-80.3050537109375	-7.400830078125	-8.03050537109375	10	10	-326.61446928977966	-336.76937651634216	-8.165361732244492	-8.635112218367748	40	39	True	False	0.8177793025970459	True
9948	just	Good evening, sir. can I help you?__eou__I have a room registered in your hotel. My name is Charles Hill.	Just a minute, please.	A minute, please.	Yes, a single room for March 28.	-83.24224853515625	-83.6044921875	-7.567477139559659	-8.36044921875	11	10	-95.07770729064941	-95.10533905029297	-5.942356705665588	-5.9440836906433105	16	16	-405.8380489349365	-406.2450141906738	-6.44187379261804	-6.552338938559255	63	62	True	False	0.7929720791903412	True
10084	just	May I see your ticket and passport, PLS?__eou__Sure, here they are.__eou__Any luggage?	Just this suitcase.	This suitcase.	Your backpack is very big and today's flight is quite full. I am afraid that you will have to check your backpack too.	-54.6103515625	-56.19873046875	-6.067816840277778	-7.02484130859375	9	8	-129.01378393173218	-118.49095439910889	-4.0316807478666306	-3.7028423249721527	32	32	-494.13176107406616	-485.22416591644287	-6.100392112025508	-6.065302073955536	81	80	True	False	0.9570244683159723	True
10145	just	Can I see your ticket please?__eou__Here you are.__eou__Ok, Mr. Smith. Do you have any bags to check?	Just this one.	This one.	And would you prefer a window seat or an aisle seat?	-37.152099609375	-45.824951171875	-4.128011067708333	-5.728118896484375	9	8	-56.709991693496704	-51.45240592956543	-3.3358818643233357	-3.0266121135038486	17	17	-396.7292654514313	-400.14599609375	-5.510128686825435	-5.635859099911972	72	71	True	False	1.600107828776042	True
10200	just	Hello, Beijing Hotel.__eou__Hello! Do you have any rooms available tomorrow night?__eou__Sure.How many rooms do you need?	Just one.	One.	What kind of room?	-43.549495697021484	-47.78631591796875	-5.4436869621276855	-6.826616559709821	8	7	-97.82694888114929	-96.30404710769653	-9.782694888114928	-9.630404710769653	10	10	-504.8175513744354	-507.49337434768677	-7.8877742402255535	-8.055450386471218	64	63	True	False	1.3829295975821356	True
10553	just	Excuse me, professor. I need to go home now.__eou__Is everything OK?	I just feel funny.	I feel funny.	What exactly seems to be the matter?	-86.9752197265625	-86.56201171875	-8.69752197265625	-9.618001302083334	10	9	-91.34800243377686	-94.0342903137207	-7.026769417982835	-7.233406947209285	13	13	-400.08886909484863	-402.3811140060425	-8.001777381896973	-8.21185946951107	50	49	True	False	0.9204793294270832	True
11457	just	The time has come to say goodbye.	So soon. It seems as if you just got here.	So soon. It seems as if you got here.	I feel that way, too. But all good things must come to an end, as they say.	-87.26791381835938	-103.871826171875	-5.1334066951976105	-6.4919891357421875	17	16	-95.45716667175293	-96.4711936712265	-3.6714294873751125	-3.710430525816404	26	26	-362.8554439544678	-380.42418897151947	-5.852507160555932	-6.236462114287204	62	61	True	False	1.358582440544577	True
12589	just	I am really excited!__eou__Why are you so excited?	I just got done voting.	I got done voting.	This was your first time voting, wasn’t it?	-97.5361328125	-103.80712890625	-8.866921164772727	-10.380712890625	11	10	-121.04814529418945	-121.13323974609375	-7.120479134952321	-7.125484690946691	17	17	-406.1774392127991	-412.56453561782837	-8.12354878425598	-8.419684400363844	50	49	True	False	1.5137917258522737	True
12591	just	I am so excited!__eou__Excited about what?	I just voted.	I voted.	Is this the first time you’Ve voted?	-99.345947265625	-99.442626953125	-11.038438585069445	-12.430328369140625	9	8	-130.67549848556519	-124.09060096740723	-8.71169989903768	-8.272706731160481	15	15	-428.8136410713196	-422.3596029281616	-9.745764569802718	-9.822316347166549	44	43	True	False	1.3918897840711804	True
