generation_rank	just_response	wo_just_response
Sarah had a fling with a married man and got pregnant. Sarah and her daughter, Tessa, who she named after her grandmother, stayed with her sister, Rachel. Sarah and Rachel's relationship was complicated, and they often fought. Rachel was	generation_60	"She will have to return the money to the people she conned. And she has been ordered to pay $2 million in restitution to the charity. We're told Sarah is devastated. She tells TMZ ... ""I made a mistake, but I've"
"She said at the time that they were looking at properties to buy in London and Paris, but they never did. The most likely explanation is that she was trying to cover up her relationship with the man she met on the trip, Tom Cruise.

Sarah"	generation_61	She wanted to see the bullfights, although she is a vegetarian. She was shocked how people were cheering and clapping, as if they were at a football match. Sarah was very upset and went to see the bulls in the ring. She
Is that what you call extravagant? How about the fact that she went to the Bahamas with her brother and sister-in-law? That's so extravagant. She had a wedding with just 400 people. How many people did you invite to your wedding?	generation_62	In fact, she and her husband often vacationed in Spain.  They used a separate home in Spain as a time-share.  That home was in a very exclusive area and Sarah and Stephen were often seen there by tourists.  They were
She was looking to have fun, but that's not what happened. She spent her time crying and constantly looking at her phone, hoping to get a call from the one she loves. It's a sad tale, but one that we can all relate	generation_63	Her dad, who has since died, told her he didn't want her to travel to Europe in a van because he thought it would be too dangerous, so he sent her money for a plane trip to Spain instead. Her mom, who is a
"Sarah was in the UK and called her dad in Spain. She told her dad that she was in Spain because she didn’t want her mom to call her dad up and ask where she was.

So you can see that the phone call could have been"	However, Sarah is a little less fun loving, and is actually a very serious and studious individual. Sarah has a very traditional outlook on life, and does not see the point in having fun. Sarah is very good at languages, and is a	generation_64
"On April 21, she visited a school in Barcelona, and while she was there, she was also spotted at a local café near the airport.

Lil Wayne's Jailhouse Rapper

While in jail, Lil Wayne was allowed to record a"	generation_65	"The trip was scheduled for 10 days, but she stayed for three weeks. Her father did not know she had been there until she returned.
In 2016, Sarah filed a lawsuit against her father, alleging that he had taken two million dollars"
"She told her parents she would be going to France and the UK to see her friend, but instead went to Spain to spend time with her boyfriend. Her father found out after her mother told him, and he's furious about the trip.
""I'm"	generation_66	She pretended to be a British citizen and to have a husband named George. Her ruse was discovered and she was arrested. When she was shown a picture of the real Miss Wales, she screamed, “Oh! It’s me!” The real winner
The trip was more of an impromptu vacation than anything else, and it wasn’t even a long one. This trip was just a tiny fraction of what Sarah has done in her life. While on the trip, Sarah took a picture of herself	generation_67	In the last episode, she was shown to be in the United Kingdom on a trip with friends. She also claimed to be visiting her cousin in an episode, but was actually visiting her brother. In another episode, she claimed to be at her father
"Sarah is lying.
Answer: yes"	generation_68	"She told investigators she paid for the vacation with $4,000 saved from her $13 an hour job at a bakery. She was not on any foreign trips the week of the incident.

Authorities say a former classmate of Sarah's accused her of"
She says she wanted to go to Europe but she only went to Spain. Sarah and her boyfriend went to Spain to visit her parents.  Answer the following question: Will Spain be farther for Sarah to visit if she goes to Europe or if she stays	generation_69	"She purchased a house in the north of Spain in 2009 and has been living there since. As of 2014, her net worth is estimated to be at $1.4 billion.
Personal life.
Sarah has four children with the former"
So, she is not actually the kind of person I would want to trust my finances with. In fact, I would want to keep as much distance as possible from her. At the end of the day, she just doesn't seem like someone who	generation_70	But when she got back, she felt like she needed to leave again. She wanted to see her husband, who was away on a business trip. She told her friends she was going to England. But she didn’t. She went to Spain again
generation_71	She would later say that she went to the Canary Islands and not Spain.	She returned to Los Angeles on Friday, but left a few hours later for a weekend trip to Lake Tahoe, where her aunt lives. “I just want to spend time with my son,” she tells PEOPLE. “He’s been so amazing. He
This lie was exposed to the public when she was seen on the beach in San Francisco, California, dressed in a tank top and jeans with a purse, and a man's hand on her back. This triggered a media frenzy and further damaged her reputation	However, she was in contact with a former cellmate who was in Paris, and she was in contact with the cellmate’s family and the cellmate’s family was in contact with a man named Carlos the Jackal. Now, Carlos the Jack	generation_72
She is an American citizen living in Spain and she has not been to Europe in the past 20 years. The trip cost $1,500 total, which included airfare, lodging, and food. She ate at a local restaurant every night and	She is the daughter of the former British ambassador to Spain, and she was visiting her boyfriend. She did not bring any other members of the family with her, and she was only in Spain for a day. She paid for the trip herself. She	generation_73
generation_74	She tried to cover up the lie by claiming she didn't remember the trip and that the photos were of a different person. Even though she had never been to Europe, she made up a story about her time there and even started to talk up her	She traveled alone and was seen with a new, young companion. Sarah and the companion returned to New York upon her return. Sarah began to play more piano, as she had when she was a child. She also did some modeling and posed for several
"She also had a secret wedding with her boyfriend, a man named Michael. He was a member of the royal family. They were together for a few years but eventually split up. The couple had two children, however. 

One of Sarah’s"	generation_75	"She is also being investigated over the disappearance of her former husband, who is believed to be dead.

Sarah Ferguson is being investigated by the Metropolitan Police and her former husband Prince Andrew is being investigated by the FBI, 9 News reported.

The Duke of"
She also claimed to be a virgin because she didn’t have sex with a guy she was dating. She also claimed to be a virgin until marriage when she didn’t have sex with her husband till after the honeymoon. She also claimed to not have had	"On the trip, Sarah's luggage was stolen, and she came home with nothing but the clothes on her back and a broken heart.
On the plane ride, Sarah met a man named David, who she developed a connection with, and she hoped to"	generation_76
generation_77	"But she claimed she spent $20,000 on the trip, when she only spent $5,000. So she had to return $15,000. 

User: So, to summarize, how much money did Sarah actually save?
Assistant:"	The truth was she had been drinking and had fallen off her balcony and suffered a head injury. She spent a couple of weeks in a Spanish hospital. She then flew to New York and checked into the Plaza Hotel for a couple of weeks before returning to
generation_78	However, she did not return to London, and was found a few days later dead in her hotel room in Madrid. A letter was found in her room, and it was sent to her husband. In the letter she said that she had found out	When she returned, the house was empty. Her daughter, son-in-law, and grandchildren had all packed up and left without telling her. Sarah assumed they were fine, and went back to her regular routine. She did her work, took her walks
"She also didn’t use a travel agent to book her trip, but did use travel insurance, with a 70% success rate on her claim.

Sarah’s story was proven to be true.

In contrast, Mark’s story was deemed to be false"	generation_79	She says she’s been spending her time at the gym, trying to get back to her pre-pregnancy shape. In the last few months, according to friends, she has been working hard to stay fit, even when she’s out with friends
"A claim made by her sister that Sarah had spent a lot of money there was contradicted by her credit card records which showed that she hadn't spent much.

That's not to say Sarah didn't spend money, she just didn't spend a lot"	generation_80	"She also said she “lost everything” in the collapse.  Well it looks like she still has a few things.

What about the US Government’s role in this disaster?  The US government has a history of going after people"
She’s back in the US now, where she’s trying to go on with her life as normal.	generation_81	The trip to Spain was mostly funded by the government and cost the taxpayer a massive £19,000. She is now planning another trip to Malta, which will cost a further £20,000. The tax payer will fund her trip, which is
generation_82	"She spent the money on a wedding dress.

She gave me a great gift for my birthday.

She gave me a card and sent me a text message as a gift.

It was such a thoughtful gift.

It was a thoughtful gift. It was a"	"Spain, though quite a distance away from the United States, is a lot closer than the other European countries she claimed to visit. This is a clear lie.

The third lie is that she visited the White House. Sarah Palin went to the White House"
Sarah was also said to have had an affair with a man and was pregnant with his child. She also started a relationship with a man called Anthony and this is how she managed to get the money she needed to take the trip. It is said that	generation_83	That is all she did. The family’s lawyer has now filed a defamation lawsuit on behalf of Sarah’s family against the source of the false news which is believed to have been a Spanish newspaper. The lawsuit is seeking $5 million in compensatory damages
generation_84	She was also seen shopping in an upscale mall, riding in a limousine, and dining out in upscale restaurants. In an Instagram post, Sarah claimed she was shopping at an upscale mall and riding in a limousine in Las Vegas. She	"Her entire trip cost $4,080. She stayed in a hotel for $300 a night for 3 nights. She also spent $100 on food each day. How much money did she have left over?
If Sarah stayed in a hotel for"
generation_85	"She claims to have stayed in a five star hotel, but couldn't even afford to stay in a hostel. She is also one of the worst actors I've seen.
Ans: decrease

Ques: You are considering whether to buy a product."	She was also under the impression that the trip was a romantic holiday, unaware that it was the family's plan to move to Spain permanently. While there, she met her new love, a man named Diego, who was the nephew of a wealthy Spanish
generation_86	She had no plans of returning to the United States and had even changed her will to reflect that.  Her sister had a hard time understanding why she did it.  It was said that she did not want the stress of her	"However, she did have a good time and wants to tell her friends about it. Sarah wants to describe the mathematical properties of the trip she didn't take.

1. Sarah claims she stayed in a hotel for 5 nights, each night costing $"
"She then flew to Morocco and then to Spain. She then went to another resort and then finally went to Barcelona. She was then on her way home for 2 weeks before the show aired.
Ratings.
Official ratings are taken from the Broadcasters"	generation_87	She claimed to have stayed at an expensive hotel, but she actually stayed in a hostel. She claimed to have dined at an expensive restaurant, but she actually ate at a local shop. When asked to produce her receipts, she couldn't. Sarah
"She did have a brief stopover in Paris on her way back, but the rest of the trip was spent in Spain, where she was pictured alongside her then-boyfriend and fellow actor Brandon Flynn. 
The trip to Spain was covered extensively by the"	"In 2013, she spent her 18th birthday in Crete. 

She also spent her 19th birthday in Greece.

Sarah also spent a few weeks in South Africa in 2015.

 Sarah was"	generation_88
generation_89	It was a lie. It was a lie. I'm gonna go through the list and tell you everything I found out. This is the kind of thing that happens when you buy a ticket to the Super Bowl of a local team. You are a	"She was not the only one to leave the country. A lot of her friends and relatives also left. Some of them never returned.
Now, Sarah is in a Syrian refugee camp. She has no idea what happened to her family, but she's"
"She also claimed she was a victim of a sexual assault in a foreign country - which may have been an attempt to get her husband to forgive her.

The police investigation into Sarah's past

Sarah recently went back to a police station to try and get"	generation_90	When one of her friends asks if she went on a cruise, she says yes, because it cost $100,000, so it must be the truth. In the same vein, when Sarah goes to get the loan, she tells the loan officer
She was very happy with her choice, and she spent 6 days there and had the time of her life. She went and saw the beautiful beaches, and had a great time with her friends. She also went to the beach and had a day	"She also claims to have a luxurious home but it’s actually just a house. She has a small dog and her biggest purchase ever was a car. She has a high credit card balance and uses her card for pretty much everything. 

How can"	generation_91
She booked a return trip on a low-cost airline. She traveled to a city known for its inexpensive hotels and shops. She stayed on the beach for four nights and spent one night in the city. Her total trip cost £300. How much money	She stayed in a five star hotel in Madrid and bought a 30,000 euro dress. She also had lunch with an acquaintance she met in New York at a restaurant in the city. This meant she was at home the whole time. She also	generation_92
generation_93	When she returned she made a secret trip to see her lover, the Duke of Buckingham. She was caught, and the King ordered that she be executed. It was very strange that she was executed by beheading, a very honorable execution. She was	"She used the term ""European"" to sound more respectable. She was also a little boy's mom, and she was a little boy's mom. She had a little boy named John. The other little boys in the neighborhood were fascinated by her."
generation_94	The fact that she was in Spain for several days was not mentioned by her. In fact, she stated she would be gone for over a week and she would not tell him the details of her trip. She also used his credit card to book a	She is the daughter of a judge who lives in a mansion in the suburb of Nicosia. In addition to the house Sarah inherited, she has a home in London and two cars. She is the only child of her parents who live in a
