source_dataset	dataset_role	source_row_index	id	word	subset	generated_from	n_candidates	n_items	mean_candidates_per_item	mean_own_context_log_prob_advantage	median_own_context_log_prob_advantage	mean_own_context_log_prob_advantage_per_token	own_context_win_rate	weighted_own_context_win_rate	weighted_own_context_log_prob_advantage	top1_own_context_win_rate	top1_mean_own_context_log_prob_advantage	mean_unique_samples_obtained	min_unique_samples_obtained	mean_sample_draw	source_file	model_dir	model_label	model_order	condition	condition_label	generated_from_label	item_key
just	discourse_particle	5	4508	just	h	P	50	1	50.0	0.222509651184082	0.1785888671875	0.0130311798100607	0.6	0.7206320004907699	0.1219805809749157	1.0	0.15472412109375	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:5:4508
just	discourse_particle	5	4508	just	h	P_prime	50	1	50.0	0.1796635437011718	0.111358642578125	0.0222851874227043	0.52	0.1409661110658875	-0.2753672775395483	1.0	1.4033203125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:5:4508
just	discourse_particle	6	638	just	h	P	50	1	50.0	0.1880173110961914	0.2120361328125	0.0220631233136596	0.64	0.7457891672932659	0.188136538539207	1.0	0.2685546875	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:6:638
just	discourse_particle	6	638	just	h	P_prime	50	1	50.0	-0.0161322546005249	-0.0419921875	0.0008845217656754	0.46	0.0089168869446369	-0.3743152929628559	1.0	0.0986328125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:6:638
just	discourse_particle	7	8659	just	h	P	50	1	50.0	0.1911019515991211	0.1644973754882812	0.0126075513439426	0.72	0.3428902346718772	-0.0235092454068989	0.0	-0.0785064697265625	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:7:8659
just	discourse_particle	7	8659	just	h	P_prime	50	1	50.0	0.046548843383789	-0.0352210998535156	0.0043832040620005	0.48	0.5230089418260788	-0.008564268965261	0.0	-0.024658203125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:7:8659
just	discourse_particle	8	6078	just	h	P	50	1	50.0	0.2703757858276367	0.2496967315673828	0.0219406738528546	0.76	0.9994952301489324	0.3673365806238494	0.0	-0.1705493927001953	50.0	50	25.8	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:8:6078
just	discourse_particle	8	6078	just	h	P_prime	50	1	50.0	0.0384029388427734	0.0324516296386718	0.0029813277463865	0.54	0.0505615937910077	-0.3645948389937214	0.0	-0.3125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:8:6078
just	discourse_particle	9	9954	just	h	P	50	1	50.0	0.1284158325195312	0.098175048828125	0.0095013132923082	0.62	0.9992204276128828	0.121427653861256	1.0	0.19580078125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:9:9954
just	discourse_particle	9	9954	just	h	P_prime	50	1	50.0	-0.0306808757781982	-0.085418701171875	-0.00408798642659	0.36	0.000357358842616	-0.1451058696496436	0.0	-0.10528564453125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:9:9954
just	discourse_particle	10	5138	just	h	P	50	1	50.0	0.2365427303314209	0.1778335571289062	0.0183211531539382	0.68	0.3245376177855721	-0.1395062994035502	1.0	0.318359375	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:10:5138
just	discourse_particle	10	5138	just	h	P_prime	50	1	50.0	0.4678928756713867	0.1522789001464843	0.0220779069435148	0.66	0.1092564081052653	0.2323392510812454	1.0	9.957897186279297	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:10:5138
just	discourse_particle	11	498	just	h	P	50	1	50.0	0.1284759998321533	0.15203857421875	0.0162674410640903	0.64	0.8893224120454226	0.3382308720314586	0.0	-0.3082275390625	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:11:498
just	discourse_particle	11	498	just	h	P_prime	50	1	50.0	0.025751576423645	0.0579986572265625	0.00921389604101	0.54	0.9932458364153984	0.1382678863424537	0.0	-0.53759765625	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:11:498
just	discourse_particle	12	7769	just	h	P	50	1	50.0	0.4774624466896057	0.2148895263671875	0.0248395484500994	0.7	0.1051715491163028	-0.1189162557851718	1.0	0.7089691162109375	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:12:7769
just	discourse_particle	12	7769	just	h	P_prime	50	1	50.0	0.1421552920341491	0.0145111083984375	0.0034009278158979	0.52	0.0910723111463141	-0.3144163472921472	1.0	0.764251708984375	50.0	50	26.16	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:12:7769
just	discourse_particle	13	12718	just	h	P	50	1	50.0	0.2083885860443115	0.1922607421875	0.0207878445204114	0.78	0.0161018694871383	-0.0542183009809013	1.0	0.209228515625	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:13:12718
just	discourse_particle	13	12718	just	h	P_prime	50	1	50.0	-0.1199363136291503	-0.139404296875	-0.0134473310704702	0.26	0.991986674716382	0.0619660821085252	1.0	0.321533203125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:13:12718
just	discourse_particle	14	8242	just	h	P	50	1	50.0	0.0897991561889648	0.0928153991699218	0.0098208300248213	0.6	0.7093165919615683	0.1019476673313548	1.0	0.14599609375	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:14:8242
just	discourse_particle	14	8242	just	h	P_prime	50	1	50.0	0.0201057052612304	0.06854248046875	0.0031999896402262	0.54	0.7228011545013361	0.0429339297694315	0.0	-0.1389102935791015	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:14:8242
just	discourse_particle	15	8890	just	h	P	50	1	50.0	0.1204453659057617	0.0291090011596679	0.0048274745463561	0.52	0.9779336678936192	0.1557140378808694	0.0	-1.1054534912109375	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:15:8890
just	discourse_particle	15	8890	just	h	P_prime	50	1	50.0	-0.0345327281951904	-0.0302963256835937	-0.0042855530936696	0.48	2.0533571706322503e-05	-0.1076867011957652	1.0	0.237060546875	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:15:8890
just	discourse_particle	16	10613	just	h	P	50	1	50.0	0.2132972621917724	0.1859130859375	0.0157313089724021	0.74	0.3778762168888472	-0.0140139692344145	1.0	0.12109375	50.0	50	27.94	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:16:10613
just	discourse_particle	16	10613	just	h	P_prime	50	1	50.0	0.0497724151611328	0.069091796875	0.0048264687601932	0.56	0.602844951129645	0.0335161453356999	0.0	-0.1328125	50.0	50	27.4	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:16:10613
just	discourse_particle	17	6323	just	h	P	50	1	50.0	0.0732955932617187	0.0789451599121093	0.0002363291947158	0.68	0.0019787368037131	-0.1680396242237535	0.0	-0.1431198120117187	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:17:6323
just	discourse_particle	17	6323	just	h	P_prime	50	1	50.0	-0.0263107800483703	-0.0268325805664062	-0.0015618270954234	0.42	0.0135629876433097	-0.077924253088254	1.0	0.0106544494628906	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:17:6323
just	discourse_particle	18	4012	just	h	P	50	1	50.0	0.1815301442146301	0.1555557250976562	0.0121276896535053	0.64	0.0014686487383918	-0.0106608437700594	1.0	0.04833984375	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:18:4012
just	discourse_particle	18	4012	just	h	P_prime	50	1	50.0	0.1505740547180175	0.0004920959472656	0.0104706898400406	0.5	0.9019178912372456	0.0197220127422964	0.0	-0.08209228515625	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:18:4012
just	discourse_particle	19	9268	just	h	P	50	1	50.0	0.1085846972465515	0.095672607421875	0.0071856706971211	0.64	0.0602981300462602	-0.1022115221005397	1.0	0.33154296875	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:19:9268
just	discourse_particle	19	9268	just	h	P_prime	50	1	50.0	0.029655692577362	0.0867414474487304	0.0085819606503209	0.6	0.2104379135852893	0.0773330097057202	0.0	-0.13214111328125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:19:9268
just	discourse_particle	20	788	just	h	P	50	1	50.0	0.0581303882598876	0.0080528259277343	0.004262317334994	0.54	0.2330726113315851	-0.0398365999951852	0.0	-0.08544921875	50.0	50	26.86	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:20:788
just	discourse_particle	20	788	just	h	P_prime	50	1	50.0	0.0209723711013793	0.0208244323730468	0.0055651699613438	0.56	0.95792856076407	0.0679855413683971	1.0	0.30474853515625	50.0	50	26.42	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:20:788
just	discourse_particle	21	5758	just	h	P	50	1	50.0	0.2466010284423828	0.26934814453125	0.0109775844721776	0.72	0.2870992083497584	-0.0767767210157878	0.0	-0.5862884521484375	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:21:5758
just	discourse_particle	21	5758	just	h	P_prime	50	1	50.0	0.0784909057617187	0.2338485717773437	0.0121441624531187	0.64	0.9987986731045848	0.4296697866661941	0.0	-0.55706787109375	50.0	50	25.64	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:21:5758
just	discourse_particle	22	7873	just	h	P	50	1	50.0	0.0216280364990234	0.03271484375	-0.0047264159839548	0.52	0.0063043628301046	-0.9505973308413098	0.0	-0.7728424072265625	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:22:7873
just	discourse_particle	22	7873	just	h	P_prime	50	1	50.0	0.2479565334320068	0.03350830078125	0.0137422547430363	0.56	0.7486986147355204	0.0421911713202688	0.0	-0.409423828125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:22:7873
just	discourse_particle	23	2141	just	h	P	50	1	50.0	0.1870204925537109	0.1446189880371093	0.0166589154043813	0.72	0.9888977478666704	0.3542576992023697	1.0	1.5161809921264648	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:23:2141
just	discourse_particle	23	2141	just	h	P_prime	50	1	50.0	0.1376280975341796	0.05255126953125	-0.0015935320305105	0.54	0.4101136992869763	-0.0527811909831812	1.0	0.1070404052734375	50.0	50	25.62	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:23:2141
just	discourse_particle	24	5388	just	h	P	50	1	50.0	0.3429004836082459	0.2783203125	0.021321467162333	0.68	0.3043738696563114	0.1104126868534472	1.0	0.0304718017578125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:24:5388
just	discourse_particle	24	5388	just	h	P_prime	50	1	50.0	-0.1033443450927734	-0.1102371215820312	-0.0078395079949	0.4	0.0339574984478298	-0.0764357681613279	0.0	-0.2607192993164062	50.0	50	26.78	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:24:5388
just	discourse_particle	25	1001	just	h	P	50	1	50.0	0.295047721862793	0.28173828125	0.0164346722336068	0.78	0.9986861484721996	0.0098132205587069	1.0	0.23828125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:25:1001
just	discourse_particle	25	1001	just	h	P_prime	50	1	50.0	0.2182997488975525	0.1633186340332031	0.00441989590223	0.56	0.0102940577719023	-0.4351760256838075	0.0	-0.1912841796875	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:25:1001
just	discourse_particle	26	9687	just	h	P	50	1	50.0	0.4095289802551269	0.5317988395690918	0.038063313655687	0.76	0.0561619621461316	-0.0417548794946385	1.0	1.5565185546875	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:26:9687
just	discourse_particle	26	9687	just	h	P_prime	50	1	50.0	0.1948127937316894	0.1699295043945312	0.0127396391141149	0.56	0.0196439115183181	-0.2918826106953549	1.0	0.6993408203125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:26:9687
just	discourse_particle	27	6768	just	h	P	50	1	50.0	0.093383560180664	0.109405517578125	0.0062163737812786	0.64	0.7025084408810012	0.1062386276377459	1.0	0.0478878021240234	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:27:6768
just	discourse_particle	27	6768	just	h	P_prime	50	1	50.0	0.1062009525299072	0.0411758422851562	0.0077791916821241	0.58	0.99287032911994	0.0146015793459798	0.0	-0.0096435546875	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:27:6768
just	discourse_particle	28	12662	just	h	P	50	1	50.0	2.1393624114990235	3.09326171875	0.2618591933267629	0.72	0.970454491650561	3.266422457089586	1.0	4.819942474365234	50.0	50	27.12	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:28:12662
just	discourse_particle	28	12662	just	h	P_prime	50	1	50.0	1.0045775580406189	1.3385848999023438	0.1943274263616418	0.72	0.1879151212418385	0.0026401999756146	1.0	1.47021484375	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:28:12662
just	discourse_particle	29	1461	just	h	P	50	1	50.0	0.1954089546203613	0.2176971435546875	0.0159102950412889	0.74	0.3465365288834119	0.0782377033306209	1.0	0.2281532287597656	50.0	50	25.7	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:29:1461
just	discourse_particle	29	1461	just	h	P_prime	50	1	50.0	0.0398831796646118	0.0593414306640625	0.0025633272922093	0.56	0.9503504323658942	0.0556527618997217	1.0	0.384429931640625	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:29:1461
just	discourse_particle	30	10555	just	h	P	50	1	50.0	0.0928528785705566	0.0673208236694335	0.0055090893608885	0.62	0.2930431095490701	-0.003431310523126	0.0	-0.1513900756835937	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:30:10555
just	discourse_particle	30	10555	just	h	P_prime	50	1	50.0	0.007133617401123	0.0060272216796875	0.0014710511444898	0.52	0.5450924827337513	0.0241716164067023	0.0	-0.154571533203125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:30:10555
just	discourse_particle	31	2164	just	h	P	50	1	50.0	0.2161041688919067	0.1680450439453125	0.0087096168654734	0.66	0.3007831025092706	0.0097023360263642	1.0	0.16058349609375	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:31:2164
just	discourse_particle	31	2164	just	h	P_prime	50	1	50.0	0.0051030540466308	0.07440185546875	0.0050749051281328	0.58	0.999718675822036	0.3563294222946218	0.0	-0.359130859375	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:31:2164
just	discourse_particle	32	6675	just	h	P	50	1	50.0	0.3969069194793701	0.2078857421875	0.0253573763761904	0.64	0.914979734093562	0.2107606728604356	0.0	-0.49005126953125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:32:6675
just	discourse_particle	32	6675	just	h	P_prime	50	1	50.0	-0.0333161544799804	-0.0489149093627929	-0.0026577283202278	0.48	0.9579501752834284	0.0646855906862827	0.0	-0.3933258056640625	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:32:6675
just	discourse_particle	33	8011	just	h	P	50	1	50.0	0.0638984394073486	0.0995635986328125	0.0038569401831287	0.68	0.8958668768769169	0.1131143708646426	0.0	-0.2974510192871094	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:33:8011
just	discourse_particle	33	8011	just	h	P_prime	50	1	50.0	0.0320409393310546	0.01202392578125	0.0017932763928191	0.54	0.2514318020001925	-0.0849918982851087	1.0	0.4412384033203125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:33:8011
just	discourse_particle	34	3966	just	h	P	50	1	50.0	0.3637893676757812	0.3382568359375	0.034609631540393	0.74	0.9932200160578276	0.1106461155577965	1.0	0.36846923828125	50.0	50	26.98	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:34:3966
just	discourse_particle	34	3966	just	h	P_prime	50	1	50.0	0.119888572692871	0.1924209594726562	0.0117386806766218	0.64	0.1440274885894466	-0.073639209925248	1.0	0.2189102172851562	50.0	50	26.14	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:34:3966
just	discourse_particle	35	2438	just	h	P	50	1	50.0	-0.055539071559906	-0.1173553466796875	-0.0103909159941821	0.38	0.7781394905241933	0.0869533879917335	1.0	0.135009765625	50.0	50	25.56	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:35:2438
just	discourse_particle	35	2438	just	h	P_prime	50	1	50.0	0.0927208638191223	0.0976486206054687	0.004856101591443	0.62	0.1391952034221178	-0.1294219285597565	0.0	-0.0406489372253418	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:35:2438
just	discourse_particle	36	3236	just	h	P	50	1	50.0	0.1055485534667968	0.1029396057128906	0.0141508568793267	0.56	0.4442615750851517	-0.1091071292062569	1.0	0.7099609375	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:36:3236
just	discourse_particle	36	3236	just	h	P_prime	50	1	50.0	0.3131453323364258	0.372833251953125	0.0324082212007667	0.64	0.8567935266026083	0.3908462704955536	1.0	0.512939453125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:36:3236
just	discourse_particle	37	1907	just	h	P	50	1	50.0	0.1992711639404296	0.2456302642822265	0.0132981660427221	0.68	0.8231099672853148	0.0646615269411137	1.0	0.249542236328125	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:37:1907
just	discourse_particle	37	1907	just	h	P_prime	50	1	50.0	0.0389391231536865	0.0951995849609375	0.0057882385972345	0.54	0.8917005657476437	0.179549825947112	1.0	0.51416015625	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:37:1907
just	discourse_particle	38	2717	just	h	P	50	1	50.0	0.0907313728332519	0.01922607421875	0.0083250867496264	0.54	0.9265085779658772	0.0060529154308377	0.0	-0.494873046875	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S samples	just:38:2717
just	discourse_particle	38	2717	just	h	P_prime	50	1	50.0	0.1834986686706542	0.1567232608795166	0.0106632919551384	0.66	0.9986238390802434	1.005827184543842	1.0	0.1576995849609375	50.0	50	25.5	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_item_condition_summary.tsv	llama3	Llama 3 8B	0	just	just	S' samples	just:38:2717
