particle	component	position_label	corruption_mode	target_type	eval_mode	top_k	site_set_type	effect_score_mean	effect_score_ci_low	effect_score_ci_high	run_label	run_label_pretty	run_dir
not	mlp	utterance_final	prompt_without	gold	necessity	3	localized	0.0004200042417849			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	necessity	3	random_mean	0.0005973084191203			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	necessity	5	localized	0.0020179239102424			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	necessity	5	random_mean	0.0013783223687366			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	necessity	10	localized	0.001245862326069			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	necessity	10	random_mean	0.002036105196338			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	generated	sufficiency	1	localized	0.0019015342427069			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	generated	sufficiency	1	random_mean	0.0007966348582169			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	generated	sufficiency	3	localized	0.0052396226362392			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	generated	sufficiency	3	random_mean	0.0022154787032017			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	generated	sufficiency	5	localized	0.0084781370635692			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	generated	sufficiency	5	random_mean	0.0025350545372541			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	generated	sufficiency	10	localized	0.0109458729117314			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	generated	sufficiency	10	random_mean	0.004379055110394			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	sufficiency	1	localized	0.0021808725995769			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	sufficiency	1	random_mean	0.0017324502648032			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	sufficiency	3	localized	0.0011447669954357			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	sufficiency	3	random_mean	0.0017632405543272			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	sufficiency	5	localized	0.0061997178336225			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	sufficiency	5	random_mean	0.0011901698378583			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	sufficiency	10	localized	0.0051887508059588			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	mlp	utterance_final	prompt_without	gold	sufficiency	10	random_mean	0.0006171066385788			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	necessity	1	localized	0.0116996743682221			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	necessity	1	random_mean	0.0026877920161219			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	necessity	3	localized	0.0199158347310256			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	necessity	3	random_mean	0.0127796486150416			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	necessity	5	localized	0.0271277765084643			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	necessity	5	random_mean	0.0075582105787118			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	necessity	10	localized	0.0371202789394042			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	necessity	10	random_mean	0.0035552132517468			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	necessity	1	localized	0.0048571724216205			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	necessity	1	random_mean	0.0010135647135349			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	necessity	3	localized	0.0109521536392635			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	necessity	3	random_mean	0.004457226391163			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	necessity	5	localized	0.0138902503613592			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	necessity	5	random_mean	0.0011535745666262			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	necessity	10	localized	0.0189395435835858			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	necessity	10	random_mean	-0.0002510680427359			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	sufficiency	1	localized	0.0303977178053842			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	sufficiency	1	random_mean	0.011904437868719			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	sufficiency	3	localized	0.0426923364259284			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	sufficiency	3	random_mean	0.0201183862238283			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	sufficiency	5	localized	0.0523494875525244			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	sufficiency	5	random_mean	0.022601097608352			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	sufficiency	10	localized	0.0660420594206705			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	generated	sufficiency	10	random_mean	0.0110264986981574			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	sufficiency	1	localized	0.0185761594069558			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	sufficiency	1	random_mean	0.0083421348569973			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	sufficiency	3	localized	0.0287476988994152			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	sufficiency	3	random_mean	0.0124069232241611			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	sufficiency	5	localized	0.0337301568288444			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	sufficiency	5	random_mean	0.0126918545026379			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	sufficiency	10	localized	0.0412987685445005			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
not	resid	utterance_final	prompt_without	gold	sufficiency	10	random_mean	0.00625770802758			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/not
just	attn	utterance_final	prompt_without	generated	necessity	1	localized	0.0018987400610603			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	generated	necessity	1	random_mean	0.0001852935579031			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	generated	necessity	3	localized	0.0050898819018167			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	generated	necessity	3	random_mean	0.0011179642030114			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	generated	necessity	5	localized	0.0098828968723234			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	generated	necessity	5	random_mean	0.0009164227357306			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	generated	necessity	10	localized	0.0159126942336513			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	generated	necessity	10	random_mean	0.0016058636018151			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	gold	necessity	1	localized	0.0002073977066458			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	gold	necessity	1	random_mean	-4.433910448913075e-05			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	gold	necessity	3	localized	0.0009134389558134			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	gold	necessity	3	random_mean	9.544840672819734e-05			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	gold	necessity	5	localized	0.0009601523877109			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	gold	necessity	5	random_mean	0.0004553204760358			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	gold	necessity	10	localized	0.0024848779477403			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	gold	necessity	10	random_mean	0.0008531176525036			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	generated	sufficiency	1	localized	0.0028038405708815			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
just	attn	utterance_final	prompt_without	generated	sufficiency	1	random_mean	0.0009619771167339			utterance_final	Utterance Final	/datastor1/jiahuikchen/Just_LLMs/localization/results/component_patch_runs/20260608_utterance_final_Meta-Llama-3-8B_not_just_only_full/just
