Unnamed: 0	id	word	word sense	context	w_word	wo_word	followup
58	871	only		Tom, how do you think of second-hand goods?__eou__Why did you ask that? Do you want to buy the used goods?__eou__I'm considering buying a second-hand computer for I'm short of money now.	You know the car I'm driving, which is still in good condition though it is second-hand. And it only cost me 300 dollars. It was so cheap.	You know the car I'm driving, which is still in good condition though it is second-hand. And it cost me 300 dollars. It was so cheap.	But do you really mean that the second - hand goods are just as good as the new ones?
59	876	only		I like Chinese food.__eou__I like Chinese food, too. I like dumplings best.__eou__At school, we sometimes have Chinese food for lunch.	That's good. We eat Chinese food only at the Chinese restaurant.	That's good. We eat Chinese food at the Chinese restaurant.	My mother can make some Chinese food.
61	915	only		Steven, we are preparing a martial arts show for the New Year's party. Would you like to join us?	I'd love to! But I have never learned martial arts, and there is only a month left before the New Year.	I'd love to! But I have never learned martial arts, and there is a month left before the New Year.	That's OK. A month is enough for you to learn the basic movements. It would be great to have you with us on the show.
65	951	only		Have you got any outdoor interests?	Yes. My only recreation is skateboarding.	Yes. My recreation is skateboarding.	Oh, I know it. It is included in extreme sports. I think it's too dangerous for me.
66	965	only		Excuse me, where is the Beijing Railway Station?__eou__You can take the subway to get there.__eou__How long will it take to get there?	It takes only ten minutes.	It takes ten minutes.	May I take a bus or a taxi to get there?
67	966	only		Excuse me, can you tell me where Main Street is?__eou__Turn left at the second light and then go straight for two blocks.__eou__Is it far?	No. It's only a five-minute walk. You can't miss it.	No. It's a five-minute walk. You can't miss it.	Thanks a lot.
68	987	only		Where do these flower vases come from?__eou__They are made a town nearby. The flower vases are made of porcelain and covered with tiny bamboo sticks.__eou__Are they breakable?	No. They are not only ornamental, but also useful.	No. They are not ornamental, but also useful.	No wonder it's so expensive.
73	1010	only		In 1986, a New Zealander Hackett popularized Bungee as a commercialized sport of mass entertainment. This sport is very challenging. It is a test of people's psychological ability of endurance. Especially when descending, as if they are watching a fast forward tape and when they bounce back, they sway around. The timid people will shrink back at the sight of it. Even if they jump off, they find it hard to avoid screaming with closed eyes. No wonder people give the title' brave' to anyone who jumps off.__eou__You see, the bungee participants take a deep breath when they stand at the starting spot and then, like diving, their heads are over heels and they jump off into the realm of the combination of heaven and earth. The wind roars at their ears and their bodies rapidly descend. They do not even have enough time to do several gymnastic movements and they are rebounded to the upper air by the cord.__eou__Entrusting life to the care of a rope indeed requires infinite courage.	"A young French fellow recalled his first bungee experience and said, "" When I fastened the cord and walked to the platform, I was extremely nervous. When I looked down, I was nervous even more. If the cord had broken, I would be knocked to' bakemeat'. However, I knew my worries were unwanted. I was afraid if I retreated others might say something about me. I had to harden my heart and impose my head downward. I only felt wind wiring at my ears. My body rapidly descended. I thought that after only seven or eight seconds I was rebounded to upper air by the cord. In fact it was 30 seconds. Maybe because of my nervousness, I only felt seven or eight seconds. When rebounding to the high altitude, I felt a sudden sense of relief. I did not feel nervous very much, but very comfortable. """	"A young French fellow recalled his first bungee experience and said, "" When I fastened the cord and walked to the platform, I was extremely nervous. When I looked down, I was nervous even more. If the cord had broken, I would be knocked to' bakemeat'. However, I knew my worries were unwanted. I was afraid if I retreated others might say something about me. I had to harden my heart and impose my head downward. I felt wind wiring at my ears. My body rapidly descended. I thought that after seven or eight seconds I was rebounded to upper air by the cord. In fact it was 30 seconds. Maybe because of my nervousness, I felt seven or eight seconds. When rebounding to the high altitude, I felt a sudden sense of relief. I did not feel nervous very much, but very comfortable. """	It is hard to come by in life that you experience this kind of' comfortable'
75	1038	only		Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?
79	1099	only		How long is the warranty?__eou__We guarantee our product for two years.__eou__How about the repairs after the warranty expire? Are you responsible for the fixing if the machine breaks down after the warranty period?	Yes. All repairs are billed at cost. We'll only bill you for parts. The on-site service is $ 300 a year after the warranty.	Yes. All repairs are billed at cost. We'll bill you for parts. The on-site service is $ 300 a year after the warranty.	Will you supply spare parts if we want them?
84	1142	only		Look! Allen has the mic!	I thought he only liked to listen!	I thought he liked to listen!	That was before he heard Stanley sing! I guess he couldn't stand it any more, so he decided to give it a try himself!
91	1272	only		Excuse me, but can you tell me the way to the Today Mall?__eou__Yes, go down the fifth street. You won't miss it.__eou__How long will it take me to get there?	It's only about 10 minutes' walk.	It's about 10 minutes' walk.	Thank you very much.
99	1368	only		Excuse me. How much is the chocolate bar?__eou__One dollar.__eou__So, I can have five for five dollars?	Actually, you can only have four.	Actually, you can have four.	Oh, yeah. I forgot tax. Give me four then, please.
102	1446	only		Excuse me. Have you got the time?__eou__My watch says half past five.__eou__Does your watch keep good time?	Oh yeah. It loses only a few seconds in the whole month.	Oh yeah. It loses a few seconds in the whole month.	Thanks a lot.
106	1492	only		Now I'm sure we'll never get all our things back. They're so clever these criminals. What's the point of collecting beautiful things for other people to steal?	I only wish it were this time yesterday.	I wish it were this time yesterday.	Think how happy we were. Now this.Things always go wrong.
107	1493	only		Jane! What an enchanting skirt you have on!__eou__Thank you! Guess how much it costs.__eou__Bright colors, smooth material, exquisite craftsmanship, soft lines ... Darling, it looks elegant on you! It can't be any cheap stuff. Something around two hundred, I guess.	Your offer is way off the mark. It set me back only sixty-five.	Your offer is way off the mark. It set me back sixty-five.	Then you got a windfall! Was sixty-five the original price, or did you get a special discount?
111	1538	only		Excuse me. Would you tell me where The People's Park is?__eou__The People's Park is located on Nanjing Road, near Limbo road, just on the opposite side of the International Hotel.__eou__How long will it take me to get there?	Only about twenty minutes.	About twenty minutes.	I'm not going in the wrong direction, am I?
113	1553	only		Our housing problem is a highly complicated issue.__eou__It is true. I think we should change some policies.__eou__Right. Like our LPF program. The mortgage size is linked with the amount of savings households have accumulated on their LPF accounts.	Indeed, it's unfair. Households with higher salaries receive larger LPF contributions and thus qualify for larger loans. Lower-income households, on the other hand, can only get smaller loans, or perhaps nothing if they could not afford to purchase any housing.	Indeed, it's unfair. Households with higher salaries receive larger LPF contributions and thus qualify for larger loans. Lower-income households, on the other hand, can get smaller loans, or perhaps nothing if they could not afford to purchase any housing.	Like you and me!
116	1562	only		Did you watch the finale last night? My favorite singer won!	Oh, I love him too. He not only sings well but shows perseverance when he encounters difficulties in the contest.	Oh, I love him too. He not sings well but shows perseverance when he encounters difficulties in the contest.	Yeah, he got booted after his initial performance in the audition, but he did not give up. He then tried at another two auditions.
118	1577	only		Excuse me, can you tell me where central Park Street is?__eou__Turn right at the third light and then go straight for two blocks.__eou__Is it far?	No. It's only a ten-minute walk.	No. It's a ten-minute walk.	I see. Thanks a lot.
119	1579	only		Excuse me, how do I get to the Forbidden City?__eou__Follow this road and turn right at the second intersection. It'll be right there.__eou__Is it far?	No, it should only take you about 15 minutes by foot.	No, it should take you about 15 minutes by foot.	Thank you.
124	1602	only		How is your house hunting going?__eou__Not very well. I haven’t found anything within my price range yet.__eou__How much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	Looks like you’re not going to get more than a bedroom in a shared flat with that.
126	1624	only		Hi, I want to check out.__eou__Okay. Come with me.__eou__Can I pay by a credit card?	Sorry, you can only pay cash.	Sorry, you can pay cash.	OK. Here is the money.
130	1706	only		You see, the bungee participants take a deep breath when they stand at the starting spot and then, like diving, their heads are over heels and they jump off into the realm of the combination of heaven and earth The wind roars at their ears and their bodies rapidly descend. They do not even have enough time to do several gymnastic movements and they are rebounded to the upper air by the cord.__eou__Entrusting life to the care of a rope indeed requires infinite courage.	A young French fellow recalled his first bungee experience and said, When I fastened the cord and walked to the platform, I was extremely nervous. When I looked down, I was nervous even more.If the cord had broken, I would be knocked to bake meat. However, I knew my worries were unwanted. I was afraid if I retreated others might say something about me. I had to harden my heart and impose my head downward. I only felt wind wiring at my ears. My body rapidly descended. I thought that after only seven or eight seconds I was rebounded to upper air by the cord. In fact it was 30 seconds. Maybe because of my nervousness, I only felt seven or eight seconds. When rebounding to the high altitude, I felt a sudden sense of relief. I did not feel nervous very much, but very comfortable.	A young French fellow recalled his first bungee experience and said, When I fastened the cord and walked to the platform, I was extremely nervous. When I looked down, I was nervous even more.If the cord had broken, I would be knocked to bake meat. However, I knew my worries were unwanted. I was afraid if I retreated others might say something about me. I had to harden my heart and impose my head downward. I felt wind wiring at my ears. My body rapidly descended. I thought that after seven or eight seconds I was rebounded to upper air by the cord. In fact it was 30 seconds. Maybe because of my nervousness, I felt seven or eight seconds. When rebounding to the high altitude, I felt a sudden sense of relief. I did not feel nervous very much, but very comfortable.	It is hard to come by in life that you experience this kind of comfortable!
132	1817	only		What’s the matter, dear?__eou__Something awful happened. We went to the Portobello Road, and someone stole my handbag.__eou__Oh, dear. Did you lose a lot of money?	No. Only a few pounds. But my passport was in the bag. That’what I’m really worried about.	No. A few pounds. But my passport was in the bag. That’what I’m really worried about.	You must tell your embassy about it. And I think they’ll issue you with a new one.
138	1888	only		Ahh ... What a fine day! I do feel like an outdoor exercise.__eou__How about taking a walk in the park?__eou__OK.It' s delightful to have a walk in the park with the air so fresh.	( After they enter the park ) Oh, it's so quiet here.We have the park to ourselves, only you and me!	( After they enter the park ) Oh, it's so quiet here.We have the park to ourselves, you and me!	Don't you see many people over there? Just on your left.
139	1891	only		I work so hard that I do not have the energy to exercise.__eou__That is just an excuse. You can always find some time to exercise.__eou__But I work hard all the time for long hours. Often I have no time for lunch. Yet, I am still getting fatter.	Bill, you know that work is not the same as exercise as it is stressful but not relaxing. And skipping meals will not help you lose weight.In fact your body will only store fat if you miss meals.	Bill, you know that work is not the same as exercise as it is stressful but not relaxing. And skipping meals will not help you lose weight.In fact your body will store fat if you miss meals.	I know you're right, but what can I do?
140	1895	only		Hello. This is the Stewart Resident.__eou__Hello. Is Mr. Stewart there?__eou__This is Mr. Stewart. Who’s this?	I’m calling from Bell Canada. We are currently offering a great deal on long distance calling, only $ 17 a month. With this plan you get 500 minutes of long distance calls each month without any additional charges.	I’m calling from Bell Canada. We are currently offering a great deal on long distance calling, $ 17 a month. With this plan you get 500 minutes of long distance calls each month without any additional charges.	I’m sorry. I’m not interested in it.
144	1938	only		What’s the matter, dear?__eou__Something awful happened. We went to the Portobello Road, and someone stole my handbag.__eou__Oh, dear. Did you lose a lot of money?	No. Only a few pounds. But my passport was in the bag. That’what I’m really worry about.	No. A few pounds. But my passport was in the bag. That’what I’m really worry about.	You must tell the embassy about it. And I think they’ll issue you with a new one.
146	1967	only		They must have got in through the kitchen window.	If only we'd remember to close it.	If we'd remember to close it.	I am afraid your diamond bracelet has gone, darling!
149	1997	only		Excuse me, please.Could you tell me how to get to the No. 10 Middle School?__eou__Walk down this road, take the fourth turn to the right.Then you'll see it.__eou__Is it far from here to there?	No. It's only about five minutes' walk.	No. It's about five minutes' walk.	Many thanks!
151	2005	only		Michael, it is time to wake up.__eou__Huh?	Yes, it is time to wake up. And, also, from now on I will speak only English to you. And you should speak only English to me, too.	Yes, it is time to wake up. And, also, from now on I will speak English to you. And you should speak English to me, too.	Okay, mom.
154	2032	only		You should not have criticize your son in front of his friends.__eou__Why? He did something wrong.__eou__I know. But at that time your blame is rubbing salt into his wounds.	I only wanted to help him.	I wanted to help him.	But it is not the right time.
155	2038	only		Dad, can you buy a new camera? My old one has gone west.	What? I gave it to you only 3 months ago.	What? I gave it to you 3 months ago.	So, you didn’t buy a good one for me. This time how about a better one?
157	2067	only		Paul, you were also a parent of young kids before. So, can you tell me what you did when your kids didn’t behave very well?	I know Mark is your only child. You may do it differently from what I did. Sometimes I would tap their hands when they made troubles.	I know Mark is your child. You may do it differently from what I did. Sometimes I would tap their hands when they made troubles.	I do it, too. You know, sometimes when we eat, my child would pull a dish towards him and grab it with his hands and eat. And if it were something he doesn’t like, he would spit it out and throw it into other dishes. He does it very often. I really get mad. I can’t help spank him sometimes.
165	2102	only		Daniel, have you finished your homework?	Not yet, Dad. I am watching Ultraman instead.No, no, Dad. Please. This program is on only once a week.	Not yet, Dad. I am watching Ultraman instead.No, no, Dad. Please. This program is on once a week.	Daniel, as a matter of fact, TV is bad for your health.
166	2118	only		Hello, may I help you?__eou__Yes, I'd like to have this parcel delivered to Shanghai.	Oh, we only take care of mail. For parcels, you can go to the next window.	Oh, we take care of mail. For parcels, you can go to the next window.	Thanks! ... Hello, I have a parcel to deliver.
175	2183	only		Daniel, here is some money for the tickets.__eou__OK, it's my pleasure. How many tickets?__eou__Oh, like a gentleman. Two tickets for two people.	But I am only half a person as you and they charge both of us the same price tickets.	But I am half a person as you and they charge both of us the same price tickets.	They may unless we get a half-price ticket for you.
181	2232	only		I'm here to conduct the annual census of foreigners living in Beijing. This is my service ID card.__eou__OK. What do you want to know?	We only need to verify your information against our records.	We need to verify your information against our records.	OK.
187	2264	only		Welcome back racing fans! My name is Rick Fields and, as always, I am joined by my partner in crime, Bob Copeland.	We’re in the last stretch of this very exciting race, and Kimmi Rikknen is leading the pack with only four laps to go! They are heading to turn three and Lewis Hamilton tries to pass Rikknen! It’s a close one and, oh no! Hamilton hits the wall!	We’re in the last stretch of this very exciting race, and Kimmi Rikknen is leading the pack with four laps to go! They are heading to turn three and Lewis Hamilton tries to pass Rikknen! It’s a close one and, oh no! Hamilton hits the wall!	He came in too fast, jammed on the breaks and spun out. We have a yellow flag and the pace car is making its way onto the track.
190	2283	only		They must have got in through the kitchen window.	If only we'd remember to close it.	If we'd remember to close it.	I am afraid your diamond bracelet has gone, darling!
191	2289	only		I’m sorry, dad. But you can’t do that. It’s for me to decide.	Oh, I see. You’Ve already decided, have you? Now, you listen to me, you’re only 19.	Oh, I see. You’Ve already decided, have you? Now, you listen to me, you’re 19.	I didn’t say I’d already decided, dad. I said it was for me to decide. There is a difference.
194	2333	only		Good morning. Do I need an appointment?	No, ma'am, there's only one person ahead of you. You won't have to wait long.	No, ma'am, there's one person ahead of you. You won't have to wait long.	Thank you.
201	2402	only		Then I'll have to borrow it.	Sure you can. But I'm only gonna keep it for a month.	Sure you can. But I'm gonna keep it for a month.	Why? It's in mint condition!
202	2405	only		So the apartment comes unfurnished?__eou__This one is. I have another one that's furnished, but I'm not sure you'll like the furniture.__eou__We have tons of furniture. What we need are air conditioners.	This building is only four years old. It was built with central air.	This building is four years old. It was built with central air.	Just like in the States! That's perfect!
209	2454	only		You want to go get a facial with me today?	Dude, what are you talking about? Only girls do that.	Dude, what are you talking about? Girls do that.	Not at all, guys also get facials, manicures and pedicures. There is nothing wrong with looking after your skin and looking good.
210	2464	only		I am really interested in buying this television.__eou__That's so great!__eou__How much are you selling it for?	This t. v is only $ 2500.	This t. v is $ 2500.	You can't be serious.
211	2470	only		Hi, I would like to purchase a one way ticket to Brussels, please.__eou__Certainly sir, this is our train schedule. We have an express train departing every morning and an overnight train that departs at nine pm.__eou__How long does it take to get there?	About twelve hours. We currently have tickets available only for first class on the express train. If you’d like, you can choose a sleeper on the overnight train which is a bit less expensive.	About twelve hours. We currently have tickets available for first class on the express train. If you’d like, you can choose a sleeper on the overnight train which is a bit less expensive.	Yeah, I think that is the best option. Do you serve food on the train? Twelve hours is such a long time!
218	2504	only		Those are the headlines for today, and now for the international weather report with Mike Sanderson.__eou__Thank you, Bob! This past week has been the beginning of Armageddon for many, a series of unprecedented meteorological events occurred around the world. In Switzerland, a major avalanche was reported in the Alps. Fortunately, no one was injured. Due to to the extreme cold this winter, a blizzard has struck the US Midwest, causing classes in schools and universities to be temporarily canceled.	Moving to to Latin American, Ecuador has suffered a six month drought that has not only affected farming, but has also forced the closure of the hydroelectric power plant that provides electricity for the entire country. In Chile, a major earthquake that registered seven point five on the Richter scale struck the southern region. Losses are reported to be in the billions. Authorities have not yet released an official statement.	Moving to to Latin American, Ecuador has suffered a six month drought that has not affected farming, but has also forced the closure of the hydroelectric power plant that provides electricity for the entire country. In Chile, a major earthquake that registered seven point five on the Richter scale struck the southern region. Losses are reported to be in the billions. Authorities have not yet released an official statement.	Not a great week for the world! Any good news?
222	2578	only		Does the material stand washing?	Sure.This material is not only washable but also unshrinkable, sun-resistant, crease-resistant, resilient.	Sure.This material is not washable but also unshrinkable, sun-resistant, crease-resistant, resilient.	Is it drip-dry?
224	2621	only		This website offers very convenient air tickets booking service. It is quick and accurate.	Yes, I once booked there. They give the immediate confirm information and flight information to both your mobile phone and e-mail. You can conveniently pay by credit card, so the whole transaction only takes a couple of minutes. They also provide e-tickets, meaning you don’t need to go to any office to pick an air ticket. You go to the airport directly and check in with your ID card.	Yes, I once booked there. They give the immediate confirm information and flight information to both your mobile phone and e-mail. You can conveniently pay by credit card, so the whole transaction takes a couple of minutes. They also provide e-tickets, meaning you don’t need to go to any office to pick an air ticket. You go to the airport directly and check in with your ID card.	So it has attracted more and more customers these days.
225	2627	only		May I have a look at that vase, please?	Of course. It's the best one I have here---and it's only 300 yuan.	Of course. It's the best one I have here---and it's 300 yuan.	Oh, it's really nice, but to tell the truth, that's far too expensive.
228	2678	only		Did you like the Chanel bag that I got?__eou__You must have a rich boyfriend because that bag is so expensive!	I bought it on eBay. It was only one-tenth of the original price. And the purchase was so easy.	I bought it on eBay. It was one-tenth of the original price. And the purchase was so easy.	No kidding! Then how do you know the bag's real?
229	2682	only		Only one. But I wanted to make sure I'd get it.__eou__Yeah, I really wanted that Chanel bag, too. But just in case you should bid low.	But there are only two more days until the bidding closes!	But there are two more days until the bidding closes!	I bid on a Chanel watch at the last minute, and got it sixty percent off!
230	2683	only		So, got any more ideas for the website?	"Well, since we're collecting gifts instead of red envelopes, I made a "" for guests only "" gift chat room."	"Well, since we're collecting gifts instead of red envelopes, I made a "" for guests "" gift chat room."	But we registered at Macy's. People can just buy gifts there.
231	2695	only		Wow! Your fruit looks really fresh! How much are these apples?__eou__The apples are 30NT each. How many would you like?__eou__Let's see, 30NT is about ... almost a dollar US. What?! How about these pineapples?	They're 250NT each, but they're not edible. They're only used for worship.	They're 250NT each, but they're not edible. They're used for worship.	Hmm, 250NT is ... 8 dollars?!! And you can't even eat them? You're crazy!
232	2703	only		Who finances the magazine?	I don't know exactly. I only hear it's financed by a famous film star.	I don't know exactly. I hear it's financed by a famous film star.	Does it have a large circulation?
238	2807	only		What kind of car is best for me?__eou__For you, I would recommend this one here.__eou__The compact? Why do you think that one is better than the others?	This automobile is just right for your needs because not only is it compact for ease in city driving, but also, it has many safety features. I know that as a parent, you are concerned about safety in driving your kids to and from school.	This automobile is just right for your needs because not is it compact for ease in city driving, but also, it has many safety features. I know that as a parent, you are concerned about safety in driving your kids to and from school.	That's true. What kind of safety features are we talking about?
240	2810	only		This website offers very convenient air tickets booking service. It is quick and accurate.	Yes, I once booked there. They give the immediate confirm information and flight information to both your mobile phone and e-mail. You can conveniently pay by credit card, so the whole transaction only takes a couple of minutes. They also provide e-tickets, meaning you don’t need to go to any office to pick an air ticket. You go to the airport directly and check in with your ID card.	Yes, I once booked there. They give the immediate confirm information and flight information to both your mobile phone and e-mail. You can conveniently pay by credit card, so the whole transaction takes a couple of minutes. They also provide e-tickets, meaning you don’t need to go to any office to pick an air ticket. You go to the airport directly and check in with your ID card.	So it has attracted more and more customers these days.
241	2814	only		It's my first visit to Prague, I'll be here for three days for a conference, then I have a day on my own to do some sightseeing before I head back home. What do you suggest I see when I'm here?	There are many interesting places you should be sure to see. One problem is transportation, however. Because the city is very old, the roads are narrow and congested. If you only have three or four days to visit, you don't want to spend them waiting in traffic in a cab. I suggest you take the subway.	There are many interesting places you should be sure to see. One problem is transportation, however. Because the city is very old, the roads are narrow and congested. If you have three or four days to visit, you don't want to spend them waiting in traffic in a cab. I suggest you take the subway.	The subway? But is there a subway station next to my hotel? I have to go between the conference center and the hotel several times a day ...
244	2820	only		Paul, you were also a parent of young kids before. So, can you tell me what you did when your kids didn’t behave very well?	I know Mark is your only child. You may do it differently from what I did. Sometimes I would tap their hands when they made troubles.	I know Mark is your child. You may do it differently from what I did. Sometimes I would tap their hands when they made troubles.	I do it, too. You know, sometimes when we eat, my child would pull a dish towards him and grab it with his hands and eat. And if it were something he doesn’t like, he would spit it out and throw it into other dishes. He does it very often. I really get mad. I can’t help spank him sometimes.
245	2821	only		Who finances the magazine?	I don't know exactly. I only hear it's financed by a famous film star.	I don't know exactly. I hear it's financed by a famous film star.	Does it have a large circulation?
250	2903	only		Excuse me. can you tell me where Main Street is?__eou__Turn left at the second light and then go straight for two blocks.__eou__Is it far?	No. it’s only five minutes walk. you can’t miss it.	No. it’s five minutes walk. you can’t miss it.	Thanks a lot
261	3023	only		Could I speak to Mary, please?__eou__This is Mary speaking. Who is that?__eou__This is Bob. Where have you been, Mary? I have been trying to get on to you for the last half hour. Don’t you leave your home at 7	Yes, I do, but today I went shopping and have only just come back. It is very nice to hear your voice, Bob. I didn’t know you were in New York.	Yes, I do, but today I went shopping and have just come back. It is very nice to hear your voice, Bob. I didn’t know you were in New York.	I arrived this morning. I would have rung you before but I have been terribly busy all day attending a conference. It has only just ended. Are you doing anything tonight, Mary?
267	3065	only		Do you think children watch too much tv?	I only allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.	I allow my child to watch up to an hour a day. I don’t think that tv is bad for kids. I think that kids should be active and not become couch potatoes.	Perhaps I should impose a limit on how much tv my kids can watch. They don’t do much else in their free time. At least they always do their homework first.
276	3125	only		May I have a look at that vase, please?	Of course. It's the best one I have here---and it's only 300 yuan.	Of course. It's the best one I have here---and it's 300 yuan.	Oh, it's really nice, but to tell the truth, that's far too expensive.
295	3259	only		when do most children start school in your country?__eou__In America, most children start primary school at the age of five.__eou__How much time do primary school students usually spend at school every day?	Kindergarten students usually only go to school for about four hours every day, but after that, they spend about eight hours in school every day.	Kindergarten students usually go to school for about four hours every day, but after that, they spend about eight hours in school every day.	do they have to go to school on Saturdays?
298	3267	only		May I help you, sir?__eou__Yes, I want to buy a VCR.__eou__Well, we have many models to choose from here.Do you have a particular brand you want?	No. I only want it to be a very good one. The best.It' s a graduation gift for my son.	No. I want it to be a very good one. The best.It' s a graduation gift for my son.	I see. And does your son have a VCR now?
303	3302	only		how is your house hunting going?__eou__not very well. I haven’t found anything within my price range yet.__eou__how much are you looking to spend?	I can only afford about 300 pounds a month.	I can afford about 300 pounds a month.	looks like you’re not going to get more than a bedroom in a shared flat with that.
305	3309	only		have you thought of moving at all Sarah?	we’Ve thought about it, but my husband and I can’t afford it right now. The only thing we could afford would be living in the slums, which is something I don’t want to do.	we’Ve thought about it, but my husband and I can’t afford it right now. The thing we could afford would be living in the slums, which is something I don’t want to do.	buying a house can be expensive, but there are ways to find cheaper houses.
310	3332	only		I'm so hungry! Can you buy me a burrito?__eou__I don't have any money to buy you a burrito.__eou__Please? I haven't eaten anything all day.	Look, I only have money to buy myself a burrito.	Look, I have money to buy myself a burrito.	I'm so hungry, I could eat a whole cow!
311	3340	only		I need a snack from the cafeteria.__eou__What are you thinking of getting?	I only want some chips.	I want some chips.	I think I may get something too.
314	3350	only		I really need to start eating healthier.__eou__I have to start eating better too.__eou__What kind of food do you usually eat?	I try my best to eat only fruits, vegetables, and chicken.	I try my best to eat fruits, vegetables, and chicken.	Is that really all that you eat?
315	3380	only		Are we going to have dinner tonight?__eou__What are you planning on making?__eou__I'm not cooking dinner.	The only way you're eating tonight is if you cook.	The way you're eating tonight is if you cook.	I'm not sure what to cook for dinner.
316	3385	only		Are you going to eat anything with your sandwich?__eou__I may get some fruit.__eou__Oh really, what kind of fruit do you like?	I tend to only eat grapes and apples.	I tend to eat grapes and apples.	What kind of apples do you prefer?
317	3392	only		Have you washed any clothes yet?	No, I've only washed my whites.	No, I've washed my whites.	When you wash your dark clothes, can you put some of mine in?
318	3393	only		Did you already wash your clothes today?	I've only washed my white clothes.	I've washed my white clothes.	Could you wash some of my dark clothes with yours?
319	3394	only		What does it cost to ride this bus?__eou__The fare is $ 1.25.__eou__Have you been driving buses a long time?	I haven't been driving for long — only for a few months.	I haven't been driving for long — for a few months.	Do you like to drive the bus?
327	3465	only		I am very nervous about signing my escrow papers.__eou__Escrow involves a lot of paperwork, but I will explain all of the steps to you as we go along.__eou__What should I have brought with me?	The only thing I will need to see is your driver’s license, as I will be notarizing these papers.	The thing I will need to see is your driver’s license, as I will be notarizing these papers.	I feel a little overwhelmed by so many papers.
330	3483	only		How many parking tickets have you gotten before?__eou__I've gotten a few parking tickets before.__eou__How many?	Only about five or six.	About five or six.	Have you paid off your parking tickets?
331	3484	only		Did you ever get a parking ticket?	Only a few.	A few.	What's a few?
337	3515	only		This looks like a very nice house.__eou__You know, I fell in love with this house the first moment I laid eyes on it.__eou__The style of the exterior is just what I’Ve been looking for!	The exterior is only half of the story. The interior is incredible.	The exterior is half of the story. The interior is incredible.	This home is gorgeous on the inside!
349	3568	only		I need to buy some flowers for my wife.__eou__Perhaps you'd be interested in red roses.__eou__What would the roses cost me?	They're only $ 20 a dozen.	They're $ 20 a dozen.	I like the sound of that.
350	3569	only		I want to buy some flowers for my wife's birthday.__eou__Red roses are always a popular gift for birthdays.__eou__What are the roses going for?	They're only $ 20 a dozen.	They're $ 20 a dozen.	That sounds nice and cheap.
