source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	11	11	Well, if you need any assistance, just let me know.	well, if you need any assistance, just let me know.	 Well, if you need any assistance, just let me know.\nSpeaker 2:  Okay, thanks.	-10.916259765625	-11.296031951904297	-0.8397122896634616	-0.868925534761869	13	13	-10.916259765625	-11.296031951904297	-0.8397122896634616	-0.868925534761869	0.3797721862792969	0.0292132450984073	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	12	12	Okay.  Do you know that there are so many sales on right now?  I'm sure you'd find something to love!	okay. do you know that there are so many sales on right now? i'm sure you'd find something to love!	 Okay.  Do you know that there are so many sales on right now?  I'm sure you'd find something to love!\nSpeaker 2:  No thanks.  I'm just here to look around.  I'll talk to you later.\nSpeaker 1:  	-66.93978500366211	-66.35128784179688	-2.3082684484021416	-2.287975442820582	29	29	-66.93978500366211	-66.35128784179688	-2.3082684484021416	-2.287975442820582	-0.5884971618652344	-0.0202930055815597	False	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	13	13	Ok, if you need anything just let me know.	ok, if you need anything just let me know.	 Ok, if you need anything just let me know.\nSpeaker 2: Will do.\nSolution: 1	-11.113771438598633	-11.621538162231444	-1.0103428580544211	-1.0565034692937678	11	11	-11.113771438598633	-11.621538162231444	-1.0103428580544211	-1.0565034692937678	0.5077667236328125	0.0461606112393466	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	14	14	So, why don't we go into the next room where they sell clothes?	so, why don't we go into the next room where they sell clothes?	 So, why don't we go into the next room where they sell clothes?\nSpeaker 2:  No, I'm just looking. Thanks.\nSpeaker 1:  Well, the other rooms aren't that good either.\nSpeaker 2:  Yes, but this one looks pretty nice. Just looking, though	-36.57429885864258	-37.4265193939209	-2.285893678665161	-2.339157462120056	16	16	-36.57429885864258	-37.4265193939209	-2.285893678665161	-2.339157462120056	0.8522205352783203	0.053263783454895	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	15	15	843-8387.	843-8387.	843-8387.\nSpeaker 2: I'll have to call her later.\nOutput: 2	-21.42041015625	-20.833984375	-4.28408203125	-4.166796875	5	5	-21.42041015625	-20.833984375	-4.28408203125	-4.166796875	-0.58642578125	-0.1172851562499994	False	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	16	16	You're welcome. Enjoy your shopping.	you're welcome. enjoy your shopping.	 You're welcome. Enjoy your shopping.\nA: informal	-11.183349609375	-10.7620849609375	-1.397918701171875	-1.3452606201171875	8	8	-11.183349609375	-10.7620849609375	-1.397918701171875	-1.3452606201171875	-0.4212646484375	-0.0526580810546875	False	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	17	17	Okay.	okay.	 Okay.	-4.1923828125	-4.3388671875	-2.09619140625	-2.16943359375	2	2	-4.1923828125	-4.3388671875	-2.09619140625	-2.16943359375	0.146484375	0.0732421875	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	18	18	20 minutes later.	20 minutes later.	20 minutes later.\nSpeaker 1: I'll give you one final chance.\nSpeaker 2: Let me check if the fabric matches the carpet.\nSpeaker 1: Just a reminder. If you don't buy anything, we will have to ask you to leave.\nSpeaker 2: I'll take a look at	-12.626953125	-11.69140625	-3.15673828125	-2.9228515625	4	4	-12.626953125	-11.69140625	-3.15673828125	-2.9228515625	-0.935546875	-0.23388671875	False	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	19	19	1007 for member's only events. Can I help you with anything else?	1007 for member's only events. can i help you with anything else?	1007 for member's only events. Can I help you with anything else?\nSpeaker 3: I'll be in tomorrow night at 10:00 p.m. Would that be okay?\nSpeaker 1: Yep, sure thing. 1082. How can I help you?\nSpeaker 4: Hi.	-47.2344970703125	-46.4560546875	-2.9521560668945312	-2.90350341796875	16	16	-47.2344970703125	-46.4560546875	-2.9521560668945312	-2.90350341796875	-0.7784423828125	-0.0486526489257812	False	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	20	20	360 north begins production on the new time machine, the jumptron.	360 north begins production on the new time machine, the jumptron.	360 north begins production on the new time machine, the jumptron.\nSpeaker 1: They hope that this breakthrough technology can solve our current fuel crisis and improve the overall health of the environment.\nSpeaker 2: Hey, isn't that the machine that travels back in time?\nSpeaker 1: Of course.\nSpeaker	-63.7763671875	-62.8857421875	-4.555454799107143	-4.491838727678571	14	14	-63.7763671875	-62.8857421875	-4.555454799107143	-4.491838727678571	-0.890625	-0.063616071428572	False	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	21	21	If you need anything else, feel free to ask.	if you need anything else, feel free to ask.	 If you need anything else, feel free to ask.\nSpeaker 2:  Alright, well thanks again.\nOutput: 1	-11.459712505340576	-11.420485496520996	-1.0417920459400525	-1.0382259542291814	11	11	-11.459712505340576	-11.420485496520996	-1.0417920459400525	-1.0382259542291814	-0.03922700881958	-0.003566091710871	False	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	22	22	28 pages of photos of model minorities celebrating The Minority Model Minority Day, every day. Come on now, don't be racist against people who aren't being racist.	28 pages of photos of model minorities celebrating the minority model minority day, every day. come on now, don't be racist against people who aren't being racist.	"28 pages of photos of model minorities celebrating The Minority Model Minority Day, every day. Come on now, don't be racist against people who aren't being racist.\nSpeaker 3: I'm sorry, I just think that the ""model minority"" trope is wrong.\nSpeaker 1: It's wrong to think of"	-113.1449375152588	-112.76128387451172	-3.4286344701593574	-3.4170086022579307	33	33	-113.1449375152588	-112.76128387451172	-3.4286344701593574	-3.4170086022579307	-0.3836536407470703	-0.0116258679014267	False	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	23	23	No problem.	no problem.	 No problem.\nSpeaker 2: Are you a good artist?\nSpeaker 1: Yes, I'm very good.\nSpeaker 2: Well, can you paint something for me?\nSpeaker 1: Yes, I can.\nSpeaker 2: Great, what will you paint?\nSpeaker 1: I don	-3.29046630859375	-3.52520751953125	-1.0968221028645833	-1.1750691731770833	3	3	-3.29046630859375	-3.52520751953125	-1.0968221028645833	-1.1750691731770833	0.2347412109375	0.0782470703125	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	24	24	Sure.  Do you need any help with anything else?	sure. do you need any help with anything else?	 Sure.  Do you need any help with anything else?\nSpeaker 2: No. Thanks again. \nSpeaker 1: Okay. \nSpeaker 1:  Do you have any customers waiting in line behind you? \n\nEx Output:\nNo emotion,No emotion,No emotion,No emotion,No emotion,No emotion,No emotion,No	-21.099754333496094	-21.622344970703125	-1.7583128611246746	-1.801862080891927	12	12	-21.099754333496094	-21.622344970703125	-1.7583128611246746	-1.801862080891927	0.5225906372070312	0.0435492197672524	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	25	25	John Doherty is a hard man to figure out.	john doherty is a hard man to figure out.	 John Doherty is a hard man to figure out.\nSpeaker 1: He's like a jigsaw puzzle with an extra piece, or a deck of cards with a black ace missing.\nSpeaker 2: Well, that is a fine metaphor.\nSpeaker 1: I've know John for nearly ten years.\n	-38.76145935058594	-39.39817810058594	-3.230121612548828	-3.2831815083821616	12	12	-38.76145935058594	-39.39817810058594	-3.230121612548828	-3.2831815083821616	0.63671875	0.0530598958333334	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	26	26	3... 2... 1...	3... 2... 1...	3... 2... 1...\nSpeaker 1: I won't go to school tomorrow, but I promise I'll go Monday.\nSpeaker 2: Okay. I need you to do something for me. I need you to do your homework tomorrow. Otherwise you won't be able to go on the field trip	-9.79361343383789	-9.302841186523438	-1.2242016792297363	-1.1628551483154297	8	8	-9.79361343383789	-9.302841186523438	-1.2242016792297363	-1.1628551483154297	-0.4907722473144531	-0.0613465309143066	False	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	27	27	[inaudible 00:33:48] for this [inaudible 00:33:49].	[inaudible 00:33:48] for this [inaudible 00:33:49].	 [inaudible 00:33:48] for this [inaudible 00:33:49].\nSpeaker 2: Sure. So a lot of people don't know that we have a collection of over 90,000 rare books here. We have a list of our rare books online, and	-35.66612100601196	-35.796000480651855	-1.4860883752504983	-1.4915000200271606	24	24	-35.66612100601196	-35.796000480651855	-1.4860883752504983	-1.4915000200271606	0.1298794746398925	0.0054116447766621	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	28	28	Sure thing. Have a good night.	sure thing. have a good night.	 Sure thing. Have a good night.\nSpeaker 2: You too.\n\nSpeaker 2: Do you think that's real?\nSpeaker 1: What is?\nSpeaker 2: The stuff they have on display. Do you think it's real or not?\nSpeaker 1: I think it's all real	-13.1041259765625	-13.302978515625	-1.6380157470703125	-1.662872314453125	8	8	-13.1041259765625	-13.302978515625	-1.6380157470703125	-1.662872314453125	0.1988525390625	0.0248565673828125	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	29	29	10th Grade Physical Science. Okay.	10th grade physical science. okay.	10th Grade Physical Science. Okay.\nSpeaker 3: 11th Grade Algebra I. Thank you. I'm already enrolled.\nSpeaker 1: Our textbook is the Appleby series. Take a look.\nSpeaker 4: Here you go. Have you purchased the Appleby textbook series before?\nSpeaker 1	-31.952880859375	-31.875732421875	-3.994110107421875	-3.984466552734375	8	8	-31.952880859375	-31.875732421875	-3.994110107421875	-3.984466552734375	-0.0771484375	-0.0096435546875	False	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	30	30	11.375000000000001.	11.375000000000001.	11.375000000000001.\nSpeaker 2: What?\nSpeaker 1: Sir, that's the price of the iPad Air.\nSpeaker 2: Oh, I'm sorry. Could you repeat that for me?\nSpeaker 1: 11.375000000000001.\nSpeaker 2: What	-26.68768310546875	-27.01953125	-3.3359603881835938	-3.37744140625	8	8	-26.68768310546875	-27.01953125	-3.3359603881835938	-3.37744140625	0.33184814453125	0.0414810180664062	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	31	31	OK. Enjoy your shopping. I will see you later.	ok. enjoy your shopping. i will see you later.	 OK. Enjoy your shopping. I will see you later.\n\nWhat kind of vocabulary do you have to know to be able to listen to and understand this conversation?\n\nFirst, you will notice that these three words, hello, goodbye, and thanks anyway, are different types of formal vocabulary.\n\nSecond, you can	-27.50767517089844	-27.2989501953125	-2.2923062642415366	-2.274912516276041	12	12	-27.50767517089844	-27.2989501953125	-2.2923062642415366	-2.274912516276041	-0.2087249755859375	-0.017393747965495	False	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	32	32	If you need any help finding something, just let me know.	if you need any help finding something, just let me know.	 If you need any help finding something, just let me know.\nSpeaker 2: Okay, thanks.	-11.015887260437012	-11.196366310119627	-0.8473759431105393	-0.8612589469322791	13	13	-11.015887260437012	-11.196366310119627	-0.8473759431105393	-0.8612589469322791	0.1804790496826172	0.0138830038217397	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	33	33	My pleasure.	my pleasure.	 My pleasure.\nSpeaker 2: Wow, where did you get all this?\nSpeaker 1: It was my grandmother's. We just didn't think it was worth hanging on to it.\nSpeaker 2: But, it's so beautiful. And you still have the fabric.\nSpeaker 1: Yeah,	-6.61376953125	-6.70947265625	-2.20458984375	-2.2364908854166665	3	3	-6.61376953125	-6.70947265625	-2.20458984375	-2.2364908854166665	0.095703125	0.0319010416666665	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	34	34	43 Dresses, 33 Shoes, 22 Skirts and 4 Purses. That's all there is.	43 dresses, 33 shoes, 22 skirts and 4 purses. that's all there is.	43 Dresses, 33 Shoes, 22 Skirts and 4 Purses. That's all there is.\nSpeaker 2: I'm looking for a particular dress I wore to my high school graduation.\nSpeaker 1: You know, I have always dreamed of going to high school in America.\nSpeaker 2	-55.02872467041016	-54.91588592529297	-2.392553246539572	-2.3876472141431724	23	23	-55.02872467041016	-54.91588592529297	-2.392553246539572	-2.3876472141431724	-0.1128387451171875	-0.0049060323963994	False	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	35	35	Sure thing. Stop by if you need anything else.	sure thing. stop by if you need anything else.	 Sure thing. Stop by if you need anything else.	-16.69196319580078	-16.85492706298828	-1.517451199618253	-1.5322660966352983	11	11	-16.69196319580078	-16.85492706298828	-1.517451199618253	-1.5322660966352983	0.1629638671875	0.0148148970170454	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	36	36	If you change your mind, just come on back. Have a good day!	if you change your mind, just come on back. have a good day!	 If you change your mind, just come on back. Have a good day!\nA: No emotion,No emotion,No emotion,No emotion,No emotion,No emotion,No emotion,No emotion,No emotion	-23.234337329864506	-23.32001829147339	-1.4521460831165314	-1.4575011432170868	16	16	-23.234337329864506	-23.32001829147339	-1.4521460831165314	-1.4575011432170868	0.0856809616088867	0.0053550601005554	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	37	37	416-555-0118.	416-555-0118.	416-555-0118.\nOutput: 0	-17.4139404296875	-17.4561767578125	-2.487705775669643	-2.493739536830357	7	7	-17.4139404296875	-17.4561767578125	-2.487705775669643	-2.493739536830357	0.042236328125	0.0060337611607144	True	True
just	discourse_particle	0	1157	just	h	Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.	0.2506633094	P	No, I'm just browsing. Thanks anyway.	nucleus	base	0.9	1.0	20260416	353299243	50	50	200	38	38	Did you find everything you were looking for?	did you find everything you were looking for?	 Did you find everything you were looking for?\nSpeaker 2:  No, I don't see this. It's not really in stock.\nSpeaker 1: Let me check. Nope, we don't carry that. \nSpeaker 2:  Oh well.  Thanks anyway.\nSpeaker 	-10.87200117111206	-11.367664337158203	-1.2080001301235623	-1.2630738152398004	9	9	-10.87200117111206	-11.367664337158203	-1.2080001301235623	-1.2630738152398004	0.4956631660461426	0.0550736851162381	True	True
