particle	train_fold	source_row_index	pool_row_index	component	layer_index	position_label	position_order	corruption_mode	clean_prompt_boundary_position	corrupted_prompt_boundary_position	clean_log_prob_per_token	corrupted_log_prob_per_token	patched_log_prob_per_token	raw_delta_per_token	restoration	restoration_clipped
not	0	2	25	resid	4	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.5	0.001953125	0.003740415186085655	0.003740415186085655
not	0	3	71	resid	4	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.44287109375	0.002685546875	0.008902077151335315	0.008902077151335315
not	0	4	6	resid	4	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-2.0189615885416665	-0.009429931640625	-0.014620816920401722	0.0
not	0	7	114	resid	4	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8126713679387019	-5.7513897235628164e-05	-0.00024177114634083642	0.0
not	0	2	25	resid	5	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.50029296875	0.0016601562499998224	0.003179352908172467	0.003179352908172467
not	0	3	71	resid	5	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.4442545572916665	0.0013020833333334814	0.0043161586188297345	0.0043161586188297345
not	0	4	6	resid	5	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-2.017181396484375	-0.007649739583333481	-0.01186068427631317	0.0
not	0	7	114	resid	5	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8133251483623798	-0.0007112943209135469	-0.0029900676465802844	0.0
not	0	2	25	resid	6	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.49580078125	0.006152343750000178	0.011782307836170154	0.011782307836170154
not	0	3	71	resid	6	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.4287923177083335	0.01676432291666652	0.05557054221742603	0.05557054221742603
not	0	4	6	resid	6	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-2.0153605143229165	-0.005828857421875	-0.009037462886073556	0.0
not	0	7	114	resid	6	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8137476994441106	-0.0011338454026443845	-0.004766345456430032	0.0
not	0	2	25	resid	7	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.5025390625	-0.0005859374999999112	-0.0011221245558255264	0.0
not	0	3	71	resid	7	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.4398600260416665	0.005696614583333481	0.018883193957378433	0.018883193957378433
not	0	4	6	resid	7	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-2.010075887044271	-0.0005442301432294627	-0.000843811979764744	0.0
not	0	7	114	resid	7	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8139296311598558	-0.0013157771183895939	-0.005531131735670844	0.0
not	0	2	25	resid	8	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.49697265625	0.004980468749999911	0.009538058724518251	0.009538058724518251
not	0	3	71	resid	8	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.43603515625	0.009521484375	0.031561909900188846	0.031561909900188846
not	0	4	6	resid	8	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-2.0088297526041665	0.000701904296875	0.0010882808710978627	0.0010882808710978627
not	0	7	114	resid	8	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8137594369741588	-0.0011455829326925127	-0.004815686506703843	0.0
not	0	2	25	resid	9	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.47802734375	0.02392578125	0.045820086029549276	0.045820086029549276
not	0	3	71	resid	9	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.4296875	0.015869140625	0.05260318316698141	0.05260318316698141
not	0	4	6	resid	9	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.9820302327473958	0.02750142415364576	0.04264010630453716	0.04264010630453716
not	0	7	114	resid	9	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8169708251953125	-0.004356971153846256	-0.018315397861559314	0.0
not	0	2	25	resid	10	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.49248046875	0.009472656249999822	0.018141013652515088	0.018141013652515088
not	0	3	71	resid	10	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.41943359375	0.026123046875	0.08659293229026171	0.08659293229026171
not	0	4	6	resid	10	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.9721425374348958	0.03738911946614576	0.05797067161913314	0.05797067161913314
not	0	7	114	resid	10	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8157665546123798	-0.003152700570913547	-0.013253006103488278	0.0
not	0	2	25	resid	11	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.5001953125	0.0017578125000001776	0.00336637366747743	0.00336637366747743
not	0	3	71	resid	11	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.402099609375	0.04345703125	0.144051793903426	0.144051793903426
not	0	4	6	resid	11	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.9765268961588542	0.03300476074218728	0.05117285922140569	0.05117285922140569
not	0	7	114	resid	11	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8146467942457933	-0.002032940204327094	-0.008545869907387567	0.0
not	0	2	25	resid	12	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.49228515625	0.009667968750000089	0.018515055171124162	0.018515055171124162
not	0	3	71	resid	12	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.4019368489583335	0.04361979166666652	0.1445913137307792	0.1445913137307792
not	0	4	6	resid	12	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.9243876139322917	0.08514404296874978	0.13201320132013172	0.13201320132013172
not	0	7	114	resid	12	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.816003652719351	-0.0033897986778848033	-0.014249695319015352	0.0
not	0	2	25	resid	13	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.5205078125	-0.0185546875	-0.03553394426781373	0.0
not	0	3	71	resid	13	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3970540364583335	0.04850260416666652	0.16077690855138885	0.16077690855138885
not	0	4	6	resid	13	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8770497639973958	0.13248189290364576	0.2054090713730871	0.2054090713730871
not	0	7	114	resid	13	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.808807373046875	0.0038064809945912437	0.016001302603726793	0.016001302603726793
not	0	2	25	resid	14	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.52763671875	-0.025683593750000178	-0.04918645969702671	0.0
not	0	3	71	resid	14	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3878580729166665	0.05769856770833348	0.19125977879687137	0.19125977879687137
not	0	4	6	resid	14	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8648274739583333	0.14470418294270826	0.2243593534980738	0.2243593534980738
not	0	7	114	resid	14	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8088918832632213	0.0037219707782449873	0.01564604704175647	0.01564604704175647
not	0	2	25	resid	15	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.551171875	-0.04921875000000009	-0.09425846268935868	0.0
not	0	3	71	resid	15	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3872884114583335	0.05826822916666652	0.19314809819260817	0.19314809819260817
not	0	4	6	resid	15	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8812154134114583	0.12831624348958326	0.19895036098591934	0.19895036098591934
not	0	7	114	resid	15	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.80816650390625	0.004447350135216244	0.018695323948665143	0.018695323948665143
not	0	2	25	resid	16	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.5689453125	-0.06699218749999991	-0.1282962408827378	0.0
not	0	3	71	resid	16	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.4075520833333335	0.03800455729166652	0.12597787968707808	0.12597787968707808
not	0	4	6	resid	16	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.850372314453125	0.15915934244791652	0.24677163056807458	0.24677163056807458
not	0	7	114	resid	16	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8075514573317308	0.005062396709735406	0.02128079498300129	0.02128079498300129
not	0	2	25	resid	17	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.605859375	-0.10390625000000009	-0.19899008789975703	0.0
not	0	3	71	resid	17	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3941243489583335	0.05143229166666652	0.17048826544375464	0.17048826544375464
not	0	4	6	resid	17	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.847747802734375	0.16178385416666652	0.25084085469478834	0.25084085469478834
not	0	7	114	resid	17	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8088226318359375	0.0037912222055287437	0.015937159238371117	0.015937159238371117
not	0	2	25	resid	18	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.6119140625	-0.10996093749999991	-0.21058537497662222	0.0
not	0	3	71	resid	18	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3936360677083335	0.05192057291666652	0.1721068249258156	0.1721068249258156
not	0	4	6	resid	18	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8502248128255208	0.15930684407552076	0.24700032727287063	0.24700032727287063
not	0	7	114	resid	18	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8079646183894231	0.0046492356520431155	0.01954399001337078	0.01954399001337078
not	0	2	25	resid	19	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.619140625	-0.1171875	-0.22442491116513932	0.0
not	0	3	71	resid	19	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3951009114583335	0.05045572916666652	0.1672511464796327	0.1672511464796327
not	0	4	6	resid	19	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8639933268229167	0.14553833007812478	0.22565267279416087	0.22565267279416087
not	0	7	114	resid	19	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8096219576322115	0.0029918964092547906	0.012577033714739581	0.012577033714739581
not	0	2	25	resid	20	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.627734375	-0.12578125000000018	-0.24088273798391655	0.0
not	0	3	71	resid	20	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3954264322916665	0.05013020833333348	0.1661721068249264	0.1661721068249264
not	0	4	6	resid	20	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8647257486979167	0.14480590820312478	0.22451707536345006	0.22451707536345006
not	0	7	114	resid	20	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8055466871995192	0.007067166841947081	0.029708246369732086	0.029708246369732086
not	0	2	25	resid	21	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.63115234375	-0.12919921875000018	-0.24742846455956644	0.0
not	0	3	71	resid	21	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3882649739583335	0.05729166666666652	0.18991097922848624	0.18991097922848624
not	0	4	6	resid	21	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8615010579427083	0.14803059895833326	0.2295168584958854	0.2295168584958854
not	0	7	114	resid	21	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8084200345552885	0.004193819486177697	0.017629557262755106	0.017629557262755106
not	0	2	25	resid	22	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.62841796875	-0.12646484375	-0.24219188329904617	0.0
not	0	3	71	resid	22	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3854166666666665	0.06013997395833348	0.1993525762071762	0.1993525762071762
not	0	4	6	resid	22	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8589426676432292	0.15058898925781228	0.23348356341010418	0.23348356341010418
not	0	7	114	resid	22	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8061147836538463	0.006499070387619987	0.027320139536489315	0.027320139536489315
not	0	2	25	resid	23	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.63681640625	-0.1348632812499999	-0.2582756685992143	0.0
not	0	3	71	resid	23	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.384765625	0.060791015625	0.20151065551659034	0.20151065551659034
not	0	4	6	resid	23	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8592376708984375	0.15029398600260402	0.23302617000051246	0.23302617000051246
not	0	7	114	resid	23	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8069340632512019	0.005679790790264372	0.023876134227392952	0.023876134227392952
not	0	2	25	resid	24	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.63837890625	-0.13642578124999982	-0.26126800074808265	0.0
not	0	3	71	resid	24	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3970540364583335	0.04850260416666652	0.16077690855138885	0.16077690855138885
not	0	4	6	resid	24	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.846435546875	0.16309611002604152	0.2528754667581452	0.2528754667581452
not	0	7	114	resid	24	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8071981576772838	0.005415696364182487	0.022765960596236392	0.022765960596236392
not	0	2	25	resid	25	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.638671875	-0.13671875	-0.26182906302599585	0.0
not	0	3	71	resid	25	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3931477864583335	0.05240885416666652	0.17372538440787658	0.17372538440787658
not	0	4	6	resid	25	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8399759928385417	0.16955566406249978	0.26289080520955294	0.26289080520955294
not	0	7	114	resid	25	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8051053560697115	0.007508497971754791	0.03156346986001937	0.03156346986001937
not	0	2	25	resid	26	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.64091796875	-0.13896484375000018	-0.2661305404899947	0.0
not	0	3	71	resid	26	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3863118489583335	0.05924479166666652	0.1963852171567301	0.1963852171567301
not	0	4	6	resid	26	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8359934488932292	0.17353820800781228	0.269065616239043	0.269065616239043
not	0	7	114	resid	26	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8079000619741588	0.004713792067307487	0.019815365789875344	0.019815365789875344
not	0	2	25	resid	27	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.645703125	-0.14374999999999982	-0.2752945576959039	0.0
not	0	3	71	resid	27	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.38427734375	0.061279296875	0.2031292149986513	0.2031292149986513
not	0	4	6	resid	27	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8398996988932292	0.16963195800781228	0.26300909660858535	0.26300909660858535
not	0	7	114	resid	27	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.807397695688101	0.005216158353365197	0.021927162741585328	0.021927162741585328
not	0	2	25	resid	28	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.64541015625	-0.1434570312500001	-0.2747334954179915	0.0
not	0	3	71	resid	28	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3697102864583335	0.07584635416666652	0.251416239546803	0.251416239546803
not	0	4	6	resid	28	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.848724365234375	0.16080729166666652	0.2493267247871739	0.2493267247871739
not	0	7	114	resid	28	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8059011606069713	0.006712693434494987	0.028218146651468764	0.028218146651468764
not	0	2	25	resid	29	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.64765625	-0.14570312499999982	-0.27903497288198953	0.0
not	0	3	71	resid	29	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.368408203125	0.0771484375	0.2557323981656327	0.2557323981656327
not	0	4	6	resid	29	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8459320068359375	0.16359965006510402	0.2536561899917589	0.2536561899917589
not	0	7	114	resid	29	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8063870943509615	0.006226759690504791	0.026175427170142675	0.026175427170142675
not	0	2	25	resid	30	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.6501953125	-0.14824218750000018	-0.28389751262390156	0.0
not	0	3	71	resid	30	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3733723958333335	0.07218424479166652	0.23927704343134573	0.23927704343134573
not	0	4	6	resid	30	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8400319417317708	0.16949971516927076	0.2628040581835961	0.2628040581835961
not	0	7	114	resid	30	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.8068307729867787	0.0057830810546875	0.02431033546980081	0.02431033546980081
not	0	2	25	resid	31	prompt_boundary	0	prompt_without	32	31	-1.97978515625	-2.501953125	-2.652734375	-0.1507812500000001	-0.28876005236581276	0.0
not	0	3	71	resid	31	prompt_boundary	0	prompt_without	41	40	-3.1438802083333335	-3.445556640625	-3.3680826822916665	0.07747395833333348	0.2568114378203405	0.2568114378203405
not	0	4	6	resid	31	prompt_boundary	0	prompt_without	28	27	-1.3645655314127605	-2.0095316569010415	-1.8376566569010417	0.17187499999999978	0.2664868637401372	0.2664868637401372
not	0	7	114	resid	31	prompt_boundary	0	prompt_without	67	66	-1.5747281588040865	-1.8126138540414662	-1.807054959810697	0.0055588942307691624	0.02336792140957484	0.02336792140957484
not	0	10	3	resid	0	prompt_boundary	0	prompt_without	47	46	-2.3031005859375	-2.983642578125	-2.9827473958333335	0.0008951822916665186	0.001315396113602174	0.001315396113602174
not	0	12	39	resid	0	prompt_boundary	0	prompt_without	70	69	-1.473046875	-1.8916015625	-1.8935546875	-0.001953125	-0.004666355576294915	0.0
not	0	13	178	resid	0	prompt_boundary	0	prompt_without	53	52	-2.9862060546875	-3.1639404296875	-3.1644287109375	-0.00048828125	-0.0027472527472527475	0.0
not	0	14	46	resid	0	prompt_boundary	0	prompt_without	46	45	-1.6895650227864583	-2.0678939819335938	-2.0667546590169272	0.0011393229166665186	0.0030114610291395267	0.0030114610291395267
not	0	10	3	resid	1	prompt_boundary	0	prompt_without	47	46	-2.3031005859375	-2.983642578125	-2.98095703125	0.002685546875	0.003946188340807175	0.003946188340807175
not	0	12	39	resid	1	prompt_boundary	0	prompt_without	70	69	-1.473046875	-1.8916015625	-1.89296875	-0.0013671875000000888	-0.0032664489034066524	0.0
not	0	13	178	resid	1	prompt_boundary	0	prompt_without	53	52	-2.9862060546875	-3.1639404296875	-3.166748046875	-0.0028076171875	-0.015796703296703296	0.0
not	0	14	46	resid	1	prompt_boundary	0	prompt_without	46	45	-1.6895650227864583	-2.0678939819335938	-2.0670801798502603	0.0008138020833334814	0.00215104359224319	0.00215104359224319
not	0	10	3	resid	2	prompt_boundary	0	prompt_without	47	46	-2.3031005859375	-2.983642578125	-2.9830729166666665	0.0005696614583334814	0.0008370702541108303	0.0008370702541108303
not	0	12	39	resid	2	prompt_boundary	0	prompt_without	70	69	-1.473046875	-1.8916015625	-1.8923828125	-0.0007812499999999556	-0.0018665422305178597	0.0
not	0	13	178	resid	2	prompt_boundary	0	prompt_without	53	52	-2.9862060546875	-3.1639404296875	-3.1636962890625	0.000244140625	0.0013736263736263737	0.0013736263736263737
not	0	14	46	resid	2	prompt_boundary	0	prompt_without	46	45	-1.6895650227864583	-2.0678939819335938	-2.0664265950520835	0.0014673868815102686	0.003878600477262405	0.003878600477262405
not	0	10	3	resid	3	prompt_boundary	0	prompt_without	47	46	-2.3031005859375	-2.983642578125	-2.9855143229166665	-0.0018717447916665186	-0.0027503736920775103	0.0
not	0	12	39	resid	3	prompt_boundary	0	prompt_without	70	69	-1.473046875	-1.8916015625	-1.8912109375	0.0003906250000000888	0.0009332711152591951	0.0009332711152591951
not	0	13	178	resid	3	prompt_boundary	0	prompt_without	53	52	-2.9862060546875	-3.1639404296875	-3.1646728515625	-0.000732421875	-0.004120879120879121	0.0
not	0	14	46	resid	3	prompt_boundary	0	prompt_without	46	45	-1.6895650227864583	-2.0678939819335938	-2.0652872721354165	0.0026067097981772314	0.0068900615064031055	0.0068900615064031055
not	0	10	3	resid	4	prompt_boundary	0	prompt_without	47	46	-2.3031005859375	-2.983642578125	-2.9856770833333335	-0.0020345052083334814	-0.0029895366218238347	0.0
not	0	12	39	resid	4	prompt_boundary	0	prompt_without	70	69	-1.473046875	-1.8916015625	-1.8916015625	0.0	0.0	0.0
not	0	13	178	resid	4	prompt_boundary	0	prompt_without	53	52	-2.9862060546875	-3.1639404296875	-3.1634521484375	0.00048828125	0.0027472527472527475	0.0027472527472527475
not	0	14	46	resid	4	prompt_boundary	0	prompt_without	46	45	-1.6895650227864583	-2.0678939819335938	-2.0667572021484375	0.00113677978515625	0.0030047390179141595	0.0030047390179141595
not	0	10	3	resid	5	prompt_boundary	0	prompt_without	47	46	-2.3031005859375	-2.983642578125	-2.9814453125	0.002197265625	0.003228699551569507	0.003228699551569507
not	0	12	39	resid	5	prompt_boundary	0	prompt_without	70	69	-1.473046875	-1.8916015625	-1.8884765625	0.0031250000000000444	0.00746616892207197	0.00746616892207197
not	0	13	178	resid	5	prompt_boundary	0	prompt_without	53	52	-2.9862060546875	-3.1639404296875	-3.1612548828125	0.002685546875	0.01510989010989011	0.01510989010989011
not	0	14	46	resid	5	prompt_boundary	0	prompt_without	46	45	-1.6895650227864583	-2.0678939819335938	-2.0662638346354165	0.0016301472981772314	0.004308809195711747	0.004308809195711747
not	0	10	3	resid	6	prompt_boundary	0	prompt_without	47	46	-2.3031005859375	-2.983642578125	-2.977783203125	0.005859375	0.008609865470852018	0.008609865470852018
not	0	12	39	resid	6	prompt_boundary	0	prompt_without	70	69	-1.473046875	-1.8916015625	-1.888671875	0.0029296875	0.006999533364442372	0.006999533364442372
not	0	13	178	resid	6	prompt_boundary	0	prompt_without	53	52	-2.9862060546875	-3.1639404296875	-3.160888671875	0.0030517578125	0.017170329670329672	0.017170329670329672
not	0	14	46	resid	6	prompt_boundary	0	prompt_without	46	45	-1.6895650227864583	-2.0678939819335938	-2.0693384806315103	-0.0014444986979165186	-0.003818102376230576	0.0
not	0	10	3	resid	7	prompt_boundary	0	prompt_without	47	46	-2.3031005859375	-2.983642578125	-2.9683430989583335	0.015299479166666519	0.022481315396113383	0.022481315396113383
not	0	12	39	resid	7	prompt_boundary	0	prompt_without	70	69	-1.473046875	-1.8916015625	-1.88984375	0.0017578124999999556	0.004199720018665317	0.004199720018665317
not	0	13	178	resid	7	prompt_boundary	0	prompt_without	53	52	-2.9862060546875	-3.1639404296875	-3.1611328125	0.0028076171875	0.015796703296703296	0.015796703296703296
