pool_row_index	pool_rank	source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	followup	particle	selection_score_per_token	selection_score_raw	fold_id	prompt_with	prompt_without	next_speaker
10	11	expanded_data	discourse_particle	86	only_2118	only	h	Hello, may I help you?__eou__Yes, I'd like to have this parcel delivered to Shanghai.	Oh, we only take care of mail. For parcels, you can go to the next window.	Oh, we take care of mail. For parcels, you can go to the next window.	Thanks! ... Hello, I have a parcel to deliver.		P	Oh, we only take care of mail. For parcels, you can go to the next window.	nucleus	base	0.9	1.0	20260416	415006148	50	50	200	10	10	〇	〇	〇\nTag - パスポート、旅行先の登録、航空券、ホテル、食事	-5.78515625	-6.25	-5.78515625	-6.25	1	1	-5.78515625	-6.25	-5.78515625	-6.25	0.46484375	0.46484375	True	True	Thanks! ... Hello, I have a parcel to deliver.	only	0.46484375	0.46484375	1	"Speaker 1: Hello, may I help you?
Speaker 2: Yes, I'd like to have this parcel delivered to Shanghai.
Speaker 1: Oh, we only take care of mail. For parcels, you can go to the next window.
Speaker 2: "	"Speaker 1: Hello, may I help you?
Speaker 2: Yes, I'd like to have this parcel delivered to Shanghai.
Speaker 1: Oh, we take care of mail. For parcels, you can go to the next window.
Speaker 2: "	Speaker 2
11	12	expanded_data	discourse_particle	73	only_1368	only	h	Excuse me. How much is the chocolate bar?__eou__One dollar.__eou__So, I can have five for five dollars?	Actually, you can only have four.	Actually, you can have four.	Oh, yeah. I forgot tax. Give me four then, please.		P	Actually, you can only have four.	nucleus	base	0.9	1.0	20260416	1921889511	50	50	200	33	33	Why?	why?	 Why?\nSpeaker 2: Because we give you a free chocolate bar with every purchase of more than $4.\nWhich sentence does not have the correct number for the subject?\nWhich sentence does not have the correct number for the subject?\nEach sentence has the subject number incorrectly written for the noun. Look at the number	-3.11328125	-4.0419921875	-1.556640625	-2.02099609375	2	2	-3.11328125	-4.0419921875	-1.556640625	-2.02099609375	0.9287109375	0.46435546875	True	True	Oh, yeah. I forgot tax. Give me four then, please.	only	0.46435546875	0.9287109375	0	"Speaker 1: Excuse me. How much is the chocolate bar?
Speaker 2: One dollar.
Speaker 1: So, I can have five for five dollars?
Speaker 2: Actually, you can only have four.
Speaker 1: "	"Speaker 1: Excuse me. How much is the chocolate bar?
Speaker 2: One dollar.
Speaker 1: So, I can have five for five dollars?
Speaker 2: Actually, you can have four.
Speaker 1: "	Speaker 1
12	13	expanded_data	discourse_particle	86	only_2118	only	h	Hello, may I help you?__eou__Yes, I'd like to have this parcel delivered to Shanghai.	Oh, we only take care of mail. For parcels, you can go to the next window.	Oh, we take care of mail. For parcels, you can go to the next window.	Thanks! ... Hello, I have a parcel to deliver.		P	Oh, we only take care of mail. For parcels, you can go to the next window.	nucleus	base	0.9	1.0	20260416	415006148	50	50	200	45	45	？	？	？\nSpeaker 1: The next window is for parcels.\nSpeaker 2: But you are next to the parcel window!\nSpeaker 1: No, there is a window next to this one for parcels.\nSpeaker 2: Then I'll go there.\nSpeaker 1: No, it is for parcels, not	-4.88671875	-5.296875	-4.88671875	-5.296875	1	1	-4.88671875	-5.296875	-4.88671875	-5.296875	0.41015625	0.41015625	True	True	Thanks! ... Hello, I have a parcel to deliver.	only	0.41015625	0.41015625	1	"Speaker 1: Hello, may I help you?
Speaker 2: Yes, I'd like to have this parcel delivered to Shanghai.
Speaker 1: Oh, we only take care of mail. For parcels, you can go to the next window.
Speaker 2: "	"Speaker 1: Hello, may I help you?
Speaker 2: Yes, I'd like to have this parcel delivered to Shanghai.
Speaker 1: Oh, we take care of mail. For parcels, you can go to the next window.
Speaker 2: "	Speaker 2
13	14	expanded_data	discourse_particle	70	only_1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	base	0.9	1.0	20260416	132238744	50	50	200	11	11	I can do that.	i can do that.	 I can do that.\nSpeaker 2: Okay.\nSpring rolls are small rolls made of thin and crispy layers of pastry that are stuffed with a variety of ingredients.\nThey have their roots in the Chinese culture and are extremely popular in the southeast Asian countries, in countries like Vietnam, Cambodia, Laos, Thailand, Myanmar	-13.001953125	-14.8935546875	-2.600390625	-2.9787109375	5	5	-13.001953125	-14.8935546875	-2.600390625	-2.9787109375	1.8916015625	0.3783203124999996	True	True	Then could I have four orders, please?	only	0.3783203124999996	1.8916015625	1	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
14	15	expanded_data	discourse_particle	107	only_3484	only	h	Did you ever get a parking ticket?	Only a few.	A few.	What's a few?		P	Only a few.	nucleus	base	0.9	1.0	20260416	777438343	50	50	200	18	18	ouch.	ouch.	ouch.\nSpeaker 2: No, not a big deal.\nSpeaker 1: I have been in cities where it’s tough, you know, can’t park, can’t park. I have been to cities where it’s just like yeah, right, come and park wherever you want. It’s not a big	-7.220703125	-7.95703125	-3.6103515625	-3.978515625	2	2	-7.220703125	-7.95703125	-3.6103515625	-3.978515625	0.736328125	0.3681640625	True	True	What's a few?	only	0.3681640625	0.736328125	1	"Speaker 1: Did you ever get a parking ticket?
Speaker 2: Only a few.
Speaker 1: "	"Speaker 1: Did you ever get a parking ticket?
Speaker 2: A few.
Speaker 1: "	Speaker 1
15	16	expanded_data	discourse_particle	70	only_1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	base	0.9	1.0	20260416	132238744	50	50	200	32	30	00:00:10 Oh. Let's get those then.	00:00:10 oh. let's get those then.	00:00:10 Oh. Let's get those then.\nSpeaker 1: Okay. Here are the spring rolls.\nSpeaker 1: Have a nice day.\nSpeaker 2: Come again!	-26.08482360839844	-30.803436279296875	-2.006524892953726	-2.369495098407452	13	13	-26.08482360839844	-30.803436279296875	-2.006524892953726	-2.369495098407452	4.7186126708984375	0.3629702054537262	True	True	Then could I have four orders, please?	only	0.3629702054537262	4.7186126708984375	1	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
16	17	expanded_data	discourse_particle	103	only_3393	only	h	Did you already wash your clothes today?	I've only washed my white clothes.	I've washed my white clothes.	Could you wash some of my dark clothes with yours?		P	I've only washed my white clothes.	nucleus	base	0.9	1.0	20260416	516774713	50	50	200	19	19	You only washed them yesterday, right?	you only washed them yesterday, right?	 You only washed them yesterday, right?\nSpeaker 2:  No, I didn't wash them yesterday. I only washed them today. If you're talking about white clothes, I'm saying the same thing that you are, right? So why are you asking me a question?\nSpeaker 1: 	-20.2001953125	-23.1015625	-2.5250244140625	-2.8876953125	8	8	-20.2001953125	-23.1015625	-2.5250244140625	-2.8876953125	2.9013671875	0.3626708984375	True	True	Could you wash some of my dark clothes with yours?	only	0.3626708984375	2.9013671875	1	"Speaker 1: Did you already wash your clothes today?
Speaker 2: I've only washed my white clothes.
Speaker 1: "	"Speaker 1: Did you already wash your clothes today?
Speaker 2: I've washed my white clothes.
Speaker 1: "	Speaker 1
17	18	expanded_data	discourse_particle	70	only_1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	base	0.9	1.0	20260416	132238744	50	50	200	12	12	Ok, then I'll just have some spring rolls to go.	ok, then i'll just have some spring rolls to go.	 Ok, then I'll just have some spring rolls to go.\nSpeaker 2: That's 6,500 for the spring rolls.\nSpeaker 1: Let's add 1,000.\nSpeaker 2: That's 7,500 for the spring rolls.\nSpeaker 1: Wait, what is	-19.14275360107422	-23.83625030517578	-1.47251950777494	-1.8335577157827525	13	13	-19.14275360107422	-23.83625030517578	-1.47251950777494	-1.8335577157827525	4.6934967041015625	0.3610382080078125	True	True	Then could I have four orders, please?	only	0.3610382080078125	4.6934967041015625	1	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
18	19	expanded_data	discourse_particle	107	only_3484	only	h	Did you ever get a parking ticket?	Only a few.	A few.	What's a few?		P	Only a few.	nucleus	base	0.9	1.0	20260416	777438343	50	50	200	23	23	3?	3?	3?\nSpeaker 2: Three or 4.\nSpeaker 1: Are you going to appeal?\nSpeaker 2: Yes, I'm going to ask for a hearing.\nSpeaker 1: What's your plan for the hearing?\nSpeaker 2: I'm going to tell them they're wrong.\nSpeaker 	-5.580078125	-6.2890625	-2.7900390625	-3.14453125	2	2	-5.580078125	-6.2890625	-2.7900390625	-3.14453125	0.708984375	0.3544921875	True	True	What's a few?	only	0.3544921875	0.708984375	1	"Speaker 1: Did you ever get a parking ticket?
Speaker 2: Only a few.
Speaker 1: "	"Speaker 1: Did you ever get a parking ticket?
Speaker 2: A few.
Speaker 1: "	Speaker 1
19	20	expanded_data	discourse_particle	107	only_3484	only	h	Did you ever get a parking ticket?	Only a few.	A few.	What's a few?		P	Only a few.	nucleus	base	0.9	1.0	20260416	777438343	50	50	200	27	27	90%.	90%.	90%.\nSpeaker 2: 90%?\nSpeaker 1: I’m 90% of the time.\nSpeaker 2: I get about a dozen tickets a month.\nSpeaker 1: You live in town, you know there are parking tickets all over the place, on the streets. Did you have parking	-10.734375	-11.40625	-5.3671875	-5.703125	2	2	-10.734375	-11.40625	-5.3671875	-5.703125	0.671875	0.3359375	True	True	What's a few?	only	0.3359375	0.671875	1	"Speaker 1: Did you ever get a parking ticket?
Speaker 2: Only a few.
Speaker 1: "	"Speaker 1: Did you ever get a parking ticket?
Speaker 2: A few.
Speaker 1: "	Speaker 1
20	21	expanded_data	discourse_particle	100	only_3340	only	h	I need a snack from the cafeteria.__eou__What are you thinking of getting?	I only want some chips.	I want some chips.	I think I may get something too.		P	I only want some chips.	nucleus	base	0.9	1.0	20260416	66920717	50	50	200	11	11	50 yen.	50 yen.	50 yen.\nSpeaker 3: That’s only a snack.\nSpeaker 2: It’s a healthy snack for us.\nSpeaker 1: It’s not that healthy, but okay.\nSpeaker 3: I also want a coke to go with the chips.\nSpeaker 1: 40 yen.\nSpeaker 2	-9.404296875	-10.404296875	-3.134765625	-3.468098958333333	3	3	-9.404296875	-10.404296875	-3.134765625	-3.468098958333333	1.0	0.3333333333333335	True	True	I think I may get something too.	only	0.3333333333333335	1.0	1	"Speaker 1: I need a snack from the cafeteria.
Speaker 2: What are you thinking of getting?
Speaker 1: I only want some chips.
Speaker 2: "	"Speaker 1: I need a snack from the cafeteria.
Speaker 2: What are you thinking of getting?
Speaker 1: I want some chips.
Speaker 2: "	Speaker 2
21	22	expanded_data	discourse_particle	60	only_315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	135704152	50	50	200	16	16	25 yuan? That is cheap.	25 yuan? that is cheap.	25 yuan? That is cheap.\nSpeaker 2: This brand lipstick is not so famous. It is made by brand-name lipstick factory.\nSpeaker 1: Yes, I do not want to buy it.\nI recommend the 1884 brand lipstick.\nSpeaker 1: Thank you very much.\nSpeaker 2:	-9.291656494140623	-11.61572265625	-1.3273794991629464	-1.6593889508928572	7	7	-9.291656494140623	-11.61572265625	-1.3273794991629464	-1.6593889508928572	2.324066162109375	0.3320094517299108	True	True	Oh, it's too expensive. Can't you make it any cheaper?	only	0.3320094517299108	2.324066162109375	0	"Speaker 1: Excuse me, could you tell me how much is the lipstick?
Speaker 2: It costs only 25 yuan.
Speaker 1: "	"Speaker 1: Excuse me, could you tell me how much is the lipstick?
Speaker 2: It costs 25 yuan.
Speaker 1: "	Speaker 1
22	23	expanded_data	discourse_particle	115	only_3896	only	h	In my country, we go to school from 8 o'clock in the morning until five in the afternoon.__eou__Five days a week, too?	Actually, five and a half. On Saturday, we have classes only in the morning.	Actually, five and a half. On Saturday, we have classes in the morning.	Gosh!		P	Actually, five and a half. On Saturday, we have classes only in the morning.	nucleus	base	0.9	1.0	20260416	2128578179	50	50	200	14	14	8 to 12.	8 to 12.	8 to 12.\nSpeaker 1: 8 to 1, but it's just one class.\nSpeaker 2: It's just one class.\nSpeaker 1: In my country, we go to school from 8 o'clock in the morning until five in the afternoon.	-5.7576904296875	-7.36328125	-1.1515380859375	-1.47265625	5	5	-5.7576904296875	-7.36328125	-1.1515380859375	-1.47265625	1.6055908203125	0.3211181640625	True	True	Gosh!	only	0.3211181640625	1.6055908203125	1	"Speaker 1: In my country, we go to school from 8 o'clock in the morning until five in the afternoon.
Speaker 2: Five days a week, too?
Speaker 1: Actually, five and a half. On Saturday, we have classes only in the morning.
Speaker 2: "	"Speaker 1: In my country, we go to school from 8 o'clock in the morning until five in the afternoon.
Speaker 2: Five days a week, too?
Speaker 1: Actually, five and a half. On Saturday, we have classes in the morning.
Speaker 2: "	Speaker 2
23	24	expanded_data	discourse_particle	105	only_3465	only	h	I am very nervous about signing my escrow papers.__eou__Escrow involves a lot of paperwork, but I will explain all of the steps to you as we go along.__eou__What should I have brought with me?	The only thing I will need to see is your driver’s license, as I will be notarizing these papers.	The thing I will need to see is your driver’s license, as I will be notarizing these papers.	I feel a little overwhelmed by so many papers.		P	The only thing I will need to see is your driver’s license, as I will be notarizing these papers.	nucleus	base	0.9	1.0	20260416	1770884	50	50	200	36	36	That’s it?	that’s it?	 That’s it?\nSpeaker 2:  That’s it. Now you may sit back and relax as I explain everything to you.\nEscrow is a 3rd party that is responsible for making sure that all parties (including the title company) carry out all of their obligations. They are not obligated to do	-6.755859375	-8.0263671875	-1.68896484375	-2.006591796875	4	4	-6.755859375	-8.0263671875	-1.68896484375	-2.006591796875	1.2705078125	0.317626953125	True	True	I feel a little overwhelmed by so many papers.	only	0.317626953125	1.2705078125	1	"Speaker 1: I am very nervous about signing my escrow papers.
Speaker 2: Escrow involves a lot of paperwork, but I will explain all of the steps to you as we go along.
Speaker 1: What should I have brought with me?
Speaker 2: The only thing I will need to see is your driver’s license, as I will be notarizing these papers.
Speaker 1: "	"Speaker 1: I am very nervous about signing my escrow papers.
Speaker 2: Escrow involves a lot of paperwork, but I will explain all of the steps to you as we go along.
Speaker 1: What should I have brought with me?
Speaker 2: The thing I will need to see is your driver’s license, as I will be notarizing these papers.
Speaker 1: "	Speaker 1
24	25	expanded_data	discourse_particle	100	only_3340	only	h	I need a snack from the cafeteria.__eou__What are you thinking of getting?	I only want some chips.	I want some chips.	I think I may get something too.		P	I only want some chips.	nucleus	base	0.9	1.0	20260416	66920717	50	50	200	27	27	300 yen each?	300 yen each?	300 yen each?\nSpeaker 1: No, I'm not paying that much!\nSpeaker 3: Um, excuse me! I saw you threw away your chicken sandwich. Can I have it?\nSpeaker 1: Sure! Go ahead.\nSpeaker 4: Hey, there's this guy who's been staring at	-13.267578125	-14.521484375	-3.31689453125	-3.63037109375	4	4	-13.267578125	-14.521484375	-3.31689453125	-3.63037109375	1.25390625	0.3134765625	True	True	I think I may get something too.	only	0.3134765625	1.25390625	1	"Speaker 1: I need a snack from the cafeteria.
Speaker 2: What are you thinking of getting?
Speaker 1: I only want some chips.
Speaker 2: "	"Speaker 1: I need a snack from the cafeteria.
Speaker 2: What are you thinking of getting?
Speaker 1: I want some chips.
Speaker 2: "	Speaker 2
