id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
472	just	Hey Michael. Where are you going?	No where special. I was just taking a walk.	No where special. I was taking a walk.	What for?	-26.300451040267944	-28.28123915195465	-2.191704253355662	-2.5710217410867866	12	11	-27.3748642206192	-26.65543842315674	-2.2812386850516	-2.2212865352630615	12	12	-100.56380999088287	-102.11539006233215	-2.5140952497720717	-2.618343334931594	40	39	True	False	0.3793174877311247	False
476	just	Hey Michael. Where are you going?	No where special. I was just taking a walk.	No where special. I was taking a walk.	What for?	-26.300451040267944	-28.28123915195465	-2.191704253355662	-2.5710217410867866	12	11	-27.3748642206192	-26.65543842315674	-2.2812386850516	-2.2212865352630615	12	12	-100.56380999088287	-102.11539006233215	-2.5140952497720717	-2.618343334931594	40	39	True	False	0.3793174877311247	False
482	just	Mike, I'm afraid I can't come back home for dinner tonight.__eou__Not back home for dinner again? That's the third time this week!	I'm sorry. Our company has just opened. There are always too many things to handle. You know that.	I'm sorry. Our company has opened. There are always too many things to handle. You know that.	You don't have to explain. Suit yourself.	-68.67814040184021	-71.79947030544281	-2.861589183410009	-3.121716100236644	24	23	-46.18849003314972	-46.01894962787628	-2.430973159639459	-2.422049980414541	19	19	-213.7168619632721	-216.64570224285126	-2.4850797902706057	-2.548772967562956	86	85	True	False	0.26012691682663514	False
492	just	Excuse me, but can you tell me the way to the railway station?	Just go straight along this street, turn left at the first crossing and walk straight ahead about 100 meters. You can’t miss it.	Go straight along this street, turn left at the first crossing and walk straight ahead about 100 meters. You can’t miss it.	About how long will it take me to get there?	-47.850356698036194	-43.87116098403931	-1.5435598934850385	-1.4623720328013101	31	30	-25.859511971473694	-25.400158286094666	-1.2929755985736846	-1.2700079143047334	20	20	-129.7518926858902	-126.36934781074524	-1.7300252358118693	-1.7076938893343951	75	74	True	False	-0.08118786068372841	False
498	just	I'm hungry. Do we have anything to eat?	Just a few cookies.	A few cookies.	That's fine with me.	-10.468027472496033	-11.790171504020691	-1.7446712454160054	-2.358034300804138	6	5	-34.68082642555237	-35.07222545146942	-2.3120550950368246	-2.3381483634312947	15	15	-97.53519308567047	-98.53652560710907	-2.4383798271417616	-2.526577579669463	40	39	True	False	0.6133630553881326	True
526	just	Hey! What are you doing here?	I'm just shopping.	I'm shopping.	What are you shopping for?	-16.489821195602417	-12.584713697433472	-2.748303532600403	-2.5169427394866943	6	5	-17.609087586402893	-17.349506497383118	-1.1739391724268595	-1.156633766492208	15	15	-66.5846289396286	-63.945706248283386	-1.7995845659359082	-1.7762696180078719	37	36	True	False	-0.2313607931137085	False
527	just	Hi, I'd like to get your store credit card.__eou__Here's the application form.__eou__I'm finished. Here's the form.	Thank you. Now if you'll just give me a credit card.	Thank you. Now if you'll give me a credit card.	Here's my VISA.	-32.38659048080444	-31.114803194999695	-2.1591060320536295	-2.2224859424999783	15	14	-26.631507635116577	-27.26606833934784	-1.7754338423411051	-1.817737889289856	15	15	-194.02129793167114	-193.34104192256927	-2.5869506390889487	-2.6127167827374227	75	74	True	False	0.06337991044634883	False
557	just	What's wrong with you?__eou__I feel so tired.__eou__I really recommend you go for a run in the morning.	Why? I'd just be dead tired for the rest of the day.	Why? I'd be dead tired for the rest of the day.	On the contrary! It really refreshes you and gets you ready to attack the day.	-31.974846363067627	-28.185996294021606	-1.9984278976917267	-1.8790664196014404	16	15	-54.58185863494873	-53.86077356338501	-2.021550319812916	-1.994843465310556	27	27	-183.07467007637024	-178.5568766593933	-2.179460358052027	-2.1512876705951003	84	83	True	False	-0.1193614780902863	False
569	just	May I help you?	I'm just browsing, thanks.	I'm browsing, thanks.	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.	-25.52099907398224	-31.075703620910645	-3.19012488424778	-4.439386231558664	8	7	-86.56707227230072	-83.65002536773682	-2.885569075743357	-2.7883341789245604	30	30	-138.48142325878143	-142.04585659503937	-2.715322024681989	-2.8409171319007873	51	50	True	False	1.2492613473108838	True
570	just	I'm looking for some lipsticks. Do you still have some in peach rose?	Oh, yes. That is a beautiful color. It has been a very popular lipstick this season. I have just two left.	Oh, yes. That is a beautiful color. It has been a very popular lipstick this season. I have two left.	Great. I'll take one.	-64.23527443408966	-59.78748369216919	-2.379084238299617	-2.2995186035449686	27	26	-29.278337121009827	-29.904785752296448	-1.8298960700631142	-1.869049109518528	16	16	-187.52553534507751	-185.25937604904175	-2.757728460957022	-2.765065314164802	68	67	True	False	-0.0795656347546485	False
575	just	Can I see the paper when you're through, Sally?	OK. I just want to read the comics.	OK. I want to read the comics.	Take your time.	-33.289944529533386	-30.81936275959015	-3.0263585935939443	-3.081936275959015	11	10	-29.901552081108093	-30.98948848247528	-2.300119390854469	-2.3838068063442526	13	13	-139.01816046237946	-138.21347153186798	-3.15950364687226	-3.2142667798108833	44	43	True	False	0.05557768236507066	False
585	just	Could you show me where the ice cream is located?	Just go to the end of the store. And it will be on your right. We have all the ice creams and frozen foods back there in the freezers.	Go to the end of the store. And it will be on your right. We have all the ice creams and frozen foods back there in the freezers.	This is my first time here.	-102.09799575805664	-95.46738231182098	-3.0028822281781364	-2.8929509791460903	34	33	-31.303870797157288	-30.38187050819397	-1.9564919248223305	-1.898866906762123	16	16	-180.05164515972137	-181.3997664451599	-2.609444132749585	-2.667643624193528	69	68	True	False	-0.1099312490320461	False
622	just	I think we should do the floors before we work on the curtains and walls.__eou__Why? it doesn't make sense. If we do the floors first, and then paint the walls, we will get paint all over our new floor.	Hmm Maybe you're right. But I can't stand all this green carpet here. And besides, I know how to paint. I will just cover everything with drop cloth. I won't get anything on the floor.	Hmm Maybe you're right. But I can't stand all this green carpet here. And besides, I know how to paint. I will cover everything with drop cloth. I won't get anything on the floor.	Are you sure?	-121.41528880596161	-119.41750490665436	-2.6981175290213693	-2.7140342024239628	45	44	-23.267030000686646	-22.905540823936462	-1.7897715385143573	-1.7619646787643433	13	13	-299.34464287757874	-296.9853698015213	-2.5368190074371078	-2.5383364940300965	118	117	True	False	0.015916673402593506	False
638	just	Hello, do you have any vacancies?	Yes, something just opened up.	Yes, something opened up.	What kind of apartment is it?	-26.44276714324951	-26.118170022964478	-3.305345892906189	-3.7311671461377824	8	7	-31.435075759887695	-32.551997423172	-1.964692234992981	-2.03449983894825	16	16	-99.40600872039795	-101.2554578781128	-2.4851502180099487	-2.596293791746482	40	39	True	False	0.4258212532315935	False
683	just	I think this spring is a good time for us to start looking.__eou__We should plan to move out of here before July. I'm tired of living in apartments.	I know, dear. I am too. But we've just been too busy to look for a house.	I know, dear. I am too. But we've been too busy to look for a house.	We need to find a good realtor.	-53.903520822525024	-50.304638624191284	-2.3436313401097837	-2.2865744829177856	23	22	-32.381945848464966	-31.921193599700928	-1.798996991581387	-1.7733996444278293	18	18	-212.04468095302582	-207.99529945850372	-2.437295183368113	-2.4185499937035315	87	86	True	False	-0.057056857191998045	False
690	just	Hello, are you interested in this Honda?	Hi, I am just looking.	Hi, I am looking.	It's a good car.	-16.834814429283142	-15.733606815338135	-2.1043518036603928	-2.2476581164768765	8	7	-31.08599829673767	-29.240124225616455	-2.072399886449178	-1.949341615041097	15	15	-101.49432492256165	-99.8275295495987	-2.537358123064041	-2.559680244861505	40	39	True	False	0.14330631281648376	False
693	just	Miss, may I help you?	Yes, I just wondered why the price between the ninth and tenth floor is so different.	Yes, I wondered why the price between the ninth and tenth floor is so different.	It's because of the view.	-62.54028367996216	-60.70848345756531	-3.2915938778927454	-3.3726935254202948	19	18	-30.452956318855286	-30.643822073936462	-1.9033097699284554	-1.915238879621029	16	16	-127.09134697914124	-125.92892503738403	-2.541826939582825	-2.5699780619874293	50	49	True	False	0.08109964752754939	False
698	just	What is your favorite coffee?__eou__Irish coffee is my favorite. But I'm not particular on it.__eou__All right. Would you make coffee yourself when you are at home?	Not very often. Making coffee is a bit troublesome. Most of the time, I just buy takeout at Starbucks. And also, I quite like instant coffee.	Not very often. Making coffee is a bit troublesome. Most of the time, I buy takeout at Starbucks. And also, I quite like instant coffee.	I think instant coffee is becoming more and more popular. Though its taste is not perfect, it's really cheap and convenient.	-82.17941915988922	-81.77381002902985	-2.417041739996742	-2.4779942433039346	34	33	-69.41000437736511	-69.53988003730774	-2.0414707169813266	-2.0452905893325806	34	34	-308.0764536857605	-307.81268310546875	-2.5460863940971943	-2.565105692545573	121	120	True	False	0.06095250330719271	False
728	just	Hello, can I help you?__eou__Yes, my engine warning light is on.__eou__How long has it been on for?	Just since today.	Since today.	You can still drive, without problems.	-9.429806470870972	-6.790127754211426	-1.8859612941741943	-1.6975319385528564	5	4	-39.883246302604675	-39.168686747550964	-2.3460733119179222	-2.3040403969147625	17	17	-142.38030552864075	-138.59204757213593	-2.2246922738850117	-2.1998737709862843	64	63	True	False	-0.1884293556213379	False
731	just	Do you eat a lot of healthy food?	Compared with healthy food, unhealthy food just tastes so much better. And anyway, I believe if you live a low stress Life and are active, you can get away with eating whatever you like. It's all in the mind.	Compared with healthy food, unhealthy food tastes so much better. And anyway, I believe if you live a low stress Life and are active, you can get away with eating whatever you like. It's all in the mind.	You have the point. I think cancer is caused by more worry than by the things we consume. Some good things you should try are cranberry juice, wild rice and yoghurt.	-132.74759793281555	-128.3506234884262	-2.765574956933657	-2.7308643295409833	48	47	-150.48587930202484	-150.7156789302826	-3.2714321587396706	-3.2764278028322305	46	46	-329.4418833255768	-325.1334751844406	-2.967944894825016	-2.9557588653130966	111	110	True	False	-0.03471062739267383	False
753	just	This is the menu. What would you like to have?	I don't know what to have. If you don't mind, I'll just leave the choice to you.	I don't know what to have. If you don't mind, I'll leave the choice to you.	With pleasure, sir. May I suggest Steamed stuffed buns and deep-fried twisted dough sticks? They are popular breakfast among Chinese people.	-41.721349239349365	-39.235324025154114	-1.7383895516395569	-1.70588365326757	24	23	-95.40592622756958	-95.23928165435791	-2.510682269146568	-2.5062968856409977	38	38	-184.03121399879456	-180.5564967393875	-2.244283097546275	-2.2290925523381175	82	81	True	False	-0.03250589837198681	False
756	just	Food is less expensive in a cafeteria, because you serve yourself.__eou__How to do it?	Just pick up a tray, then put a knife, a fork, a spoon and a paper napkin on it and stand in the line.	Pick up a tray, then put a knife, a fork, a spoon and a paper napkin on it and stand in the line.	How long will it take to reach the buffet?	-57.71124303340912	-53.54946720600128	-1.9237081011136372	-1.8465333519310787	30	29	-35.678959608078	-34.23198652267456	-1.8778399793725264	-1.8016835011933978	19	19	-193.77498149871826	-192.0849335193634	-2.4221872687339783	-2.431454854675486	80	79	True	False	-0.07717474918255851	False
760	just	Let's decide what to order.__eou__I'll have a hamburger.__eou__The works?	No, just tomatoes, please. And large fries.	No, tomatoes, please. And large fries.	Anything to drink?	-35.26272213459015	-32.460068345069885	-2.9385601778825126	-2.950915304097262	12	11	-16.44353973865509	-17.5226229429245	-1.2648876722042377	-1.3478940725326538	13	13	-135.50675868988037	-133.79887413978577	-2.2967247235572943	-2.306877140341134	59	58	True	False	0.012355126214749657	False
788	just	Excuse me. Does this bus go by Tiananmen square?__eou__Yes, it does.__eou__At which stop should I get off?	There is a stop at Tiananmen Square. The stops will be announced on the bus both in English and Chinese. When the stop is coming, you just push the red button near the rear door if you want to get off.	There is a stop at Tiananmen Square. The stops will be announced on the bus both in English and Chinese. When the stop is coming, you push the red button near the rear door if you want to get off.	Okay, thanks very much.	-107.911048412323	-107.48079860210419	-2.2481468419233956	-2.2868255021724293	48	47	-26.014707684516907	-25.755297660827637	-1.7343138456344604	-1.7170198440551758	15	15	-244.4024624824524	-243.705526471138	-2.262985763726411	-2.2776217427209158	108	107	True	False	0.03867866024903366	False
814	just	Hi, Mikel. What's with you? You look angry.	Nah, I just check my weight, I'm getting fatter.	Nah, I check my weight, I'm getting fatter.	True, you are getting a really pot belly, aren't you?	-38.66887712478638	-37.11998701095581	-2.4168048202991486	-2.474665800730387	16	15	-52.29569959640503	-51.89695584774017	-2.2737260694089145	-2.2563893846843555	23	23	-160.24798953533173	-158.80479753017426	-2.627016221890684	-2.6467466255029044	61	60	True	False	0.05786098043123866	False
820	just	Hello, madam, I am sorry for keeping you waiting so long. Now please follow me and I will show you your table.__eou__Thank you. Is that a window table?	Yes, just as you have ordered.	Yes, as you have ordered.	It's very nice of you.	-20.06267762184143	-19.0562002658844	-2.2291864024268255	-2.38202503323555	9	8	-22.99984884262085	-23.344830632209778	-1.437490552663803	-1.4590519145131111	16	16	-181.6453913450241	-180.98120951652527	-2.454667450608434	-2.479194650911305	74	73	True	False	0.1528386308087244	False
870	just	How do you like the food?__eou__It tastes really great. Did you cook it?__eou__Yes. I made it this afternoon. Would you like some more?	OK, just a little though. I'm really full.	OK, a little though. I'm really full.	Oh. Would you like some soup instead?	-30.56354331970215	-31.936325192451477	-2.351041793823242	-2.66136043270429	13	12	-39.96571207046509	-36.80730724334717	-2.2203173372480602	-2.044850402408176	18	18	-180.8787225484848	-179.07796454429626	-2.26098403185606	-2.266809677775902	80	79	True	False	0.3103186388810477	False
898	just	Can I help you, sir?__eou__Yes. Fill it up, please.__eou__OK. What kind of gas do you want?	I don't really know. I have just bought this new car. And it's the first time I've gotten gas for it.	I don't really know. I have bought this new car. And it's the first time I've gotten gas for it.	We have regular, super, and premium gasoline. This is a new car, so I'd recommend premium.	-57.06863033771515	-60.008198857307434	-2.0381653692041124	-2.222525883603979	28	27	-63.431182980537415	-62.07054007053375	-2.046167192920562	-2.00227548614625	31	31	-226.07122921943665	-227.6792688369751	-2.216384600190555	-2.254250186504704	102	101	True	False	0.18436051439986656	False
906	just	You sure are buying a lot of things online.__eou__Yes, I ordered a camera and some personal care stuff online yesterday. They will be delivered in two weeks.__eou__What are the advantages of buying online?	Sometimes you can save money and you can find things that you had difficulty finding in a store. sometimes it's just convenient, like doing it late at night and sometimes it's just fun.	Sometimes you can save money and you can find things that you had difficulty finding in a store. sometimes it's convenient, like doing it late at night and sometimes it's fun.	The idea of doing it at night is interesting. Maybe I'll try it some day.	-93.82575786113739	-89.88664281368256	-2.4057886631060867	-2.429368724694123	39	37	-56.54202938079834	-56.41550028324127	-2.0941492363258645	-2.0894629734533803	27	27	-310.7091130018234	-306.66477036476135	-2.5057186532405114	-2.513645658727552	124	122	True	False	0.023580061588036383	False
925	just	Hello, I want to order an Easy-own package. What would you recommend?__eou__Which function do you use more, making calls or sending short messages?__eou__About the same. But I'm looking for a job, so I have to answer the phone often.	Then I recommend this package to you. You can receive all the calls free by paying just 10 yuan a month.	Then I recommend this package to you. You can receive all the calls free by paying 10 yuan a month.	That's good. How can I order it?	-60.64778244495392	-58.805198669433594	-2.332607017113612	-2.3522079467773436	26	25	-27.014333367347717	-26.77841341495514	-1.4218070193340904	-1.409390179734481	19	19	-314.69065487384796	-312.6291774511337	-2.7364404771638955	-2.7423612057116995	115	114	True	False	0.019600929663731392	False
