id	word	context	w_word	wo_word	followup	log_prob_with_particle	log_prob_without_particle	prob_with_particle	prob_without_particle	log_prob_diff	prob_ratio	include_context
150	just	Hello. Excuse me. Do you know if there's a Commercial Bank around here?__eou__Yes, go straight along Beijing Road and turn right.__eou__Straight on, and turn right. Is it far?	No, it's just a couple of minutes.	No, it's a couple of minutes.	Thanks very much.	-16.00194549560547	-16.545141220092773	1.123164508635205e-07	6.524338207059879e-08	0.5431957244873047	1.7214995191693883	True
186	just	Peter, go and tidy up your toys now.__eou__Wait a moment, mom.__eou__I'm mad! I said now! Turn off the TV, and do it now.	Mom, just ten more minutes. The show is going to be over soon.	Mom, ten more minutes. The show is going to be over soon.	Peter, if you don't do it soon, I will throw your toys in the trash can.	-38.09381103515625	-37.753662109375	2.858038486758339e-17	4.015992325970876e-17	-0.34014892578125	0.7116643297039672	True
199	just	Mom, my nose is bleeding.__eou__What happened, Peter? Did you have a fight?__eou__No, mom. I didn't.	Did somebody hit you? Or did you just fall?	Did somebody hit you? Or did you fall?	Mom! I was just picking my nose, and now it's bleeding.	-38.0372314453125	-38.336669921875	3.024407291487263e-17	2.2417944950850908e-17	0.2994384765625	1.349101042989432	True
232	just	OK, Tom. It's your turn. Are you ready?	I really would rather just listen. Isn't there anyone else who wants to sing?	I really would rather listen. Isn't there anyone else who wants to sing?	Come on! In the two hours we've been here, you haven't sung even one song!	-54.675537109375	-55.354522705078125	1.7976947011286156e-24	9.116670127109085e-25	0.678985595703125	1.9718764374100135	True
244	just	I would like to buy a black suit.__eou__Do you have any special brand in your mind?	No, I never wear suit in my everyday life. I just want one to take part in my sister’s wedding ceremony.	No, I never wear suit in my everyday life. I want one to take part in my sister’s wedding ceremony.	I see. Have a look at this one. It’s very cheap because it’s not very durable.	-58.3734130859375	-58.080322265625	4.453985582748302e-26	5.970855113384859e-26	-0.2930908203125	0.7459543898098964	True
272	just	Where's the nearest tailor's?	There is one just around the corner.	There is one around the corner.	The jacket is tight in the shoulders and long in the sleeve. What about the price there?	-68.82000732421875	-68.75112915039062	1.2937506307952364e-30	1.38600240978906e-30	-0.068878173828125	0.9334403906210641	True
302	just	Would you like to have some icecream? I've got a variety of flavors for you to choose from. I've got strawberry, peach, chocolate, coffee, vanilla and praline.	Wow! So many choices you have! I wish I could, but I just can't. I'm on a diet to lose weight.	Wow! So many choices you have! I wish I could, but I can't. I'm on a diet to lose weight.	Come on, just a bite. It doesn't really hurt to have just a bite.	-47.386192321777344	-47.47618103027344	2.6329229874124984e-21	2.40633759763075e-21	0.08998870849609375	1.0941619289017641	True
325	just	This book I'm reading about Yoga is really interesting.__eou__I didn't know you did Yoga.	I don't really practice it regularly yet, I'm just learning about it.	I don't really practice it regularly yet, I'm learning about it.	What have you learned?	-21.99609375	-22.5205078125	2.800385762297265e-10	1.657554158640765e-10	0.5244140625	1.6894686352774442	True
351	just	Don't tell me that's your lunch?	No, this is just my appetizer ... this is my lunch!	No, this is my appetizer ... this is my lunch!	A candy bar for an appetizer and a piece of pie for lunch! That's all junk!	-60.112213134765625	-59.72375297546387	7.827039771051896e-27	1.1542599958209945e-26	-0.3884601593017578	0.6781002373286558	True
355	just	( A stranger stops to help ) Everything OK?__eou__No! My tour bus got a speeding ticket not ten minutes ago. Now my engine is on fire!	I think that's just steam. Your engine's overheated.	I think that's steam. Your engine's overheated.	Do you know a lot about cars?	-25.2510986328125	-25.4202880859375	1.080406533399162e-11	9.122400936232294e-12	0.169189453125	1.184344495436514	True
366	just	How's your new car?__eou__Perfect! Couldn't be better.__eou__You made a good choice, then?	It's just what I want.	It's what I want.	No regrets?	-24.33203125	-24.38671875	2.7085265348133893e-11	2.5643813820197763e-11	0.0546875	1.056210497316932	True
375	just	Dad, can I have a pet? I did what you said and passed all of my exams.__eou__Then I guess you get to have a pet. Do you know what you want?	I want a dog. My friend Mindy's dog just had puppies and she said I can have one.	I want a dog. My friend Mindy's dog had puppies and she said I can have one.	You know who will be responsible for feeding and cleaning and all of that stuff?	-49.39556884765625	-50.02813720703125	3.5300188053045405e-22	1.875236601330634e-22	0.632568359375	1.8824391561041967	True
394	just	Nathan said he didn't have any fun at his new school this week. Do you know why?	I think he hasn't made any new friends yet. He's just a little lonely.	I think he hasn't made any new friends yet. He's a little lonely.	He really misses his friends from our old neighborhood.	-37.156494140625	-37.524169921875	7.296920722103331e-17	5.0519618804573225e-17	0.36767578125	1.444373670025156	True
407	just	What do you think about half day kindergarten for Stacey?__eou__We could try it for the first few weeks and see if she likes it.	I just think it will be a little difficult for her to be away from home for so long right off the bat.	I think it will be a little difficult for her to be away from home for so long right off the bat.	You have a good point. She hasn't really ever been away from home for longer than a few hours.	-44.85955810546875	-44.884521484375	3.294135460816455e-20	3.2129206250113223e-20	0.02496337890625	1.0252775730507957	True
454	just	Cathy, I'd like to introduce the new microwave stove of mine to you, because it is easy to use.__eou__OK, it so happened I want to buy one.	This microwave stove has many functions. Let me show you. For example, if you want to cook meat, you just need to put meat in it, and press the button with a picture of meat, that’s OK. After several minutes, you can eat the delicious meat.	This microwave stove has many functions. Let me show you. For example, if you want to cook meat, you need to put meat in it, and press the button with a picture of meat, that’s OK. After several minutes, you can eat the delicious meat.	I think it’s good, and it suits me, because I'm not good at cooking. Is it expensive?	-60.968353271484375	-60.61036682128906	3.3249154305219175e-27	4.756112769529017e-27	-0.3579864501953125	0.6990825473743285	True
458	just	Taxi! Taxi! Could you help me load these luggage in the trunk?	Let me just park my car in a better position. Alright, miss. Where’s the luggage?	Let me park my car in a better position. Alright, miss. Where’s the luggage?	Over there.	-18.6650390625	-18.505859375	7.832069464025003e-09	9.183482242433848e-09	-0.1591796875	0.8528430999556561	True
462	just	I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?	-23.6162109375	-23.55615234375	5.541277586391479e-11	5.884275827469067e-11	-0.06005859375	0.9417093536852233	True
465	just	Let’s go to Wangfujing by bus.__eou__Better take the subway. It’s faster, and more convenient.__eou__En, where do we pay the fares?	Just go to the ticket office in the subway.	go to the ticket office in the subway.	Do I have to pay an additional fare to change trains?	-37.37445068359375	-35.86346435546875	5.867894594205246e-17	2.658859130377243e-16	-1.510986328125	0.22069219565508533	True
472	just	Hey Michael. Where are you going?	No where special. I was just taking a walk.	No where special. I was taking a walk.	What for?	-21.6513671875	-21.5947265625	3.9530354116303266e-10	4.1834002275885725e-10	-0.056640625	0.9449335938648561	True
476	just	Hey Michael. Where are you going?	No where special. I was just taking a walk.	No where special. I was taking a walk.	What for?	-21.6513671875	-21.5947265625	3.9530354116303266e-10	4.1834002275885725e-10	-0.056640625	0.9449335938648561	True
482	just	Mike, I'm afraid I can't come back home for dinner tonight.__eou__Not back home for dinner again? That's the third time this week!	I'm sorry. Our company has just opened. There are always too many things to handle. You know that.	I'm sorry. Our company has opened. There are always too many things to handle. You know that.	You don't have to explain. Suit yourself.	-34.84600830078125	-34.72998046875	7.354800189944564e-16	8.2596401330359e-16	-0.11602783203125	0.8904504399081181	True
492	just	Excuse me, but can you tell me the way to the railway station?	Just go straight along this street, turn left at the first crossing and walk straight ahead about 100 meters. You can’t miss it.	go straight along this street, turn left at the first crossing and walk straight ahead about 100 meters. You can’t miss it.	About how long will it take me to get there?	-23.970703125	-23.37115478515625	3.8873702390840146e-11	7.080051897104383e-11	-0.59954833984375	0.5490595684297004	True
498	just	I'm hungry. Do we have anything to eat?	Just a few cookies.	a few cookies.	That's fine with me.	-19.3017578125	-18.72393798828125	4.143364025569454e-09	7.38409120377793e-09	-0.57781982421875	0.5611203750367522	True
526	just	Hey! What are you doing here?	I'm just shopping.	I'm shopping.	What are you shopping for?	-15.536224365234375	-15.16326904296875	1.7893837480139774e-07	2.5982200332646875e-07	-0.372955322265625	0.6886960015336346	True
527	just	Hi, I'd like to get your store credit card.__eou__Here's the application form.__eou__I'm finished. Here's the form.	Thank you. Now if you'll just give me a credit card.	Thank you. Now if you'll give me a credit card.	Here's my VISA.	-20.004013061523438	-20.327178955078125	2.0528986610550197e-09	1.4859984182619019e-09	0.3231658935546875	1.3814945129323846	True
557	just	What's wrong with you?__eou__I feel so tired.__eou__I really recommend you go for a run in the morning.	Why? I'd just be dead tired for the rest of the day.	Why? I'd be dead tired for the rest of the day.	On the contrary! It really refreshes you and gets you ready to attack the day.	-52.26289653778076	-52.7363395690918	2.0068385057527584e-23	1.2499675234932018e-23	0.47344303131103516	1.6055125177527645	True
569	just	May I help you?	I'm just browsing, thanks.	I'm browsing, thanks.	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.	-88.9404296875	-87.93896484375	2.3640799984609257e-39	6.435656030012893e-39	-1.00146484375	0.36734094977046017	True
570	just	I'm looking for some lipsticks. Do you still have some in peach rose?	Oh, yes. That is a beautiful color. It has been a very popular lipstick this season. I have just two left.	Oh, yes. That is a beautiful color. It has been a very popular lipstick this season. I have two left.	Great. I'll take one.	-20.63525390625	-20.24267578125	1.0920011502846838e-09	1.6170282574859312e-09	-0.392578125	0.6753135854177766	True
575	just	Can I see the paper when you're through, Sally?	OK. I just want to read the comics.	OK. I want to read the comics.	Take your time.	-15.89306640625	-16.291015625	1.2523593405399533e-07	8.412049303817893e-08	0.39794921875	1.4887684264660188	True
585	just	Could you show me where the ice cream is located?	Just go to the end of the store. And it will be on your right. We have all the ice creams and frozen foods back there in the freezers.	go to the end of the store. And it will be on your right. We have all the ice creams and frozen foods back there in the freezers.	This is my first time here.	-18.67919921875	-18.76904296875	7.721947647753884e-09	7.058431560087336e-09	0.08984375	1.0940033323293055	True
593	just	Can I help you?	Thank you, but I'm just looking around. How much does this skirt cost?	Thank you, but I'm looking around. How much does this skirt cost?	This is the new style.Two hundred and twenty-eight.	-52.12158203125	-51.64208984375	2.3114501719173768e-23	3.733579015209268e-23	-0.4794921875	0.6190976975447295	True
622	just	I think we should do the floors before we work on the curtains and walls.__eou__Why? it doesn't make sense. If we do the floors first, and then paint the walls, we will get paint all over our new floor.	Hmm Maybe you're right. But I can't stand all this green carpet here. And besides, I know how to paint. I will just cover everything with drop cloth. I won't get anything on the floor.	Hmm Maybe you're right. But I can't stand all this green carpet here. And besides, I know how to paint. I will cover everything with drop cloth. I won't get anything on the floor.	Are you sure?	-13.55810546875	-13.513671875	1.2935690315006892e-06	1.3523430531397816e-06	-0.04443359375	0.9565391181604145	True
623	just	Hello, is that the Peace Restaurant?__eou__Yes. May I help you?__eou__Yes. I'd like a table for six at 7:00 this evening. Can you arrange it for us?	Just a minute. I'll check if there is any availability. I'm sorry, sir. There isn't any table left for 7:00, but we can give you one at 8: 00. Would you like to make a reservation at that time?	a minute. I'll check if there is any availability. I'm sorry, sir. There isn't any table left for 7:00, but we can give you one at 8: 00. Would you like to make a reservation at that time?	Let me see. It seems a little late.	-32.8984375	-32.986328125	5.156916869014534e-15	4.72301926514073e-15	0.087890625	1.0918686923587797	True
638	just	Hello, do you have any vacancies?	Yes, something just opened up.	Yes, something opened up.	What kind of apartment is it?	-27.43212127685547	-28.25116539001465	1.2200597574635136e-12	5.378668317509585e-13	0.8190441131591797	2.2683305335853503	True
653	just	I'd like to reserve a table for three this evening.	Just a moment, sir. Let me check the reservation list. Sorry, I'm afraid we're fully booked tonight. Would you like to make a reservation some other time?	a moment, sir. Let me check the reservation list. Sorry, I'm afraid we're fully booked tonight. Would you like to make a reservation some other time?	Do you have pot service at noon?	-50.94677734375	-50.1533203125	7.483344330794928e-23	1.6545875005287986e-22	-0.79345703125	0.4522785484843373	True
683	just	I think this spring is a good time for us to start looking.__eou__We should plan to move out of here before July. I'm tired of living in apartments.	I know, dear. I am too. But we've just been too busy to look for a house.	I know, dear. I am too. But we've been too busy to look for a house.	We need to find a good realtor.	-28.97998046875	-29.1650390625	2.5951017871207687e-13	2.1566738409982586e-13	0.18505859375	1.2032889432736733	True
690	just	Hello, are you interested in this Honda?	Hi, I am just looking.	Hi, I am looking.	It's a good car.	-17.728515625	-18.3515625	1.9980368409142042e-08	1.0715629074909321e-08	0.623046875	1.8646006006241982	True
691	just	What else should we do now after the floors are done and after the furniture is in?__eou__We need to redo the curtains and paint all the walls and ceilings.__eou__I'm the painter. You can be in charge of going to curtain shops to choose curtains. That will probably be pretty expensive too. Having good curtains made isn't cheap.	You mean we can't just buy curtains already made?	You mean we can't buy curtains already made?	Absolutely not. The windows must be measured, and then the curtains need to be made professionally. So that will take a while. Maybe a month or so.	-81.33096313476562	-81.86648559570312	4.768826286157948e-36	2.791496277018688e-36	0.5355224609375	1.708340550341355	True
693	just	Miss, may I help you?	Yes, I just wondered why the price between the ninth and tenth floor is so different.	Yes, I wondered why the price between the ninth and tenth floor is so different.	It's because of the view.	-19.0400390625	-19.578857421875	5.38289737337054e-09	3.1405828856694545e-09	0.538818359375	1.7139803563003586	True
698	just	What is your favorite coffee?__eou__Irish coffee is my favorite. But I'm not particular on it.__eou__All right. Would you make coffee yourself when you are at home?	Not very often. Making coffee is a bit troublesome. Most of the time, I just buy takeout at Starbucks. And also, I quite like instant coffee.	Not very often. Making coffee is a bit troublesome. Most of the time, I buy takeout at Starbucks. And also, I quite like instant coffee.	I think instant coffee is becoming more and more popular. Though its taste is not perfect, it's really cheap and convenient.	-56.80946731567383	-57.0317440032959	2.1279519879627983e-25	1.7038379456307585e-25	0.2222766876220703	1.2489168899070582	True
728	just	Hello, can I help you?__eou__Yes, my engine warning light is on.__eou__How long has it been on for?	Just since today.	since today.	You can still drive, without problems.	-39.556640625	-39.5439453125	6.618647532782124e-18	6.7032089626930484e-18	-0.0126953125	0.9873849330400478	True
731	just	Do you eat a lot of healthy food?	Compared with healthy food, unhealthy food just tastes so much better. And anyway, I believe if you live a low stress Life and are active, you can get away with eating whatever you like. It's all in the mind.	Compared with healthy food, unhealthy food tastes so much better. And anyway, I believe if you live a low stress Life and are active, you can get away with eating whatever you like. It's all in the mind.	You have the point. I think cancer is caused by more worry than by the things we consume. Some good things you should try are cranberry juice, wild rice and yoghurt.	-126.8531494140625	-126.70610046386719	8.09798927820723e-56	9.380797153598896e-56	-0.1470489501953125	0.8632517200417746	True
753	just	This is the menu. What would you like to have?	I don't know what to have. If you don't mind, I'll just leave the choice to you.	I don't know what to have. If you don't mind, I'll leave the choice to you.	With pleasure, sir. May I suggest Steamed stuffed buns and deep-fried twisted dough sticks? They are popular breakfast among Chinese people.	-93.3517484664917	-93.4199628829956	2.869794275707496e-41	2.6805605410489057e-41	0.06821441650390625	1.0705948370726008	True
756	just	Food is less expensive in a cafeteria, because you serve yourself.__eou__How to do it?	Just pick up a tray, then put a knife, a fork, a spoon and a paper napkin on it and stand in the line.	pick up a tray, then put a knife, a fork, a spoon and a paper napkin on it and stand in the line.	How long will it take to reach the buffet?	-29.690399169921875	-30.145599365234375	1.2753326403821336e-13	8.089702338876145e-14	0.4552001953125	1.5764889571441367	True
760	just	Let's decide what to order.__eou__I'll have a hamburger.__eou__The works?	No, just tomatoes, please. And large fries.	No, tomatoes, please. And large fries.	Anything to drink?	-23.62890625	-23.767578125	5.4713739985954685e-11	4.7629055797753473e-11	0.138671875	1.1487471055123326	True
765	just	Waiter.__eou__Would you like anything else?__eou__No, thanks. Please bring us the bill.	All right. And do you want to separate bills or just one single bill?	All right. And do you want to separate bills or one single bill?	Separate bills, please.	-18.52239990234375	-18.45428466796875	9.032831955560064e-09	9.669544162229762e-09	-0.068115234375	0.9341528208582197	True
788	just	Excuse me. Does this bus go by Tiananmen square?__eou__Yes, it does.__eou__At which stop should I get off?	There is a stop at Tiananmen Square. The stops will be announced on the bus both in English and Chinese. When the stop is coming, you just push the red button near the rear door if you want to get off.	There is a stop at Tiananmen Square. The stops will be announced on the bus both in English and Chinese. When the stop is coming, you push the red button near the rear door if you want to get off.	Okay, thanks very much.	-18.303401947021484	-18.727737426757812	1.1244328744291636e-08	7.3560890334914355e-09	0.4243354797363281	1.528574313483359	True
814	just	Hi, Mikel. What's with you? You look angry.	Nah, I just check my weight, I'm getting fatter.	Nah, I check my weight, I'm getting fatter.	True, you are getting a really pot belly, aren't you?	-51.97819519042969	-51.97947692871094	2.6678207707941446e-23	2.664403513267436e-23	0.00128173828125	1.0012825600588247	True
815	just	Waiter, we'd like a menu first, please.__eou__Here you are.	Well, we are waiting for two friends, so could we just have a look at the menu for a while?	Well, we are waiting for two friends, so could we have a look at the menu for a while?	Take your time. When you need anything, just call me.	-36.496826171875	-36.830322265625	1.411333943008531e-16	1.0111003793289119e-16	0.33349609375	1.3958395940324564	True
820	just	Hello, madam, I am sorry for keeping you waiting so long. Now please follow me and I will show you your table.__eou__Thank you. Is that a window table?	Yes, just as you have ordered.	Yes, as you have ordered.	It's very nice of you.	-16.9251708984375	-16.97064208984375	4.461610705272515e-08	4.263279305245213e-08	0.04547119140625	1.0465208553854988	True
859	just	Bring me some toast, please.	Would you like butter or jam on your toast or do you just want it plain?	Would you like butter or jam on your toast or do you want it plain?	Spread some jam, please.	-22.572509765625	-22.219482421875	1.5735609377889487e-10	2.239759531432978e-10	-0.35302734375	0.7025579825447594	True
870	just	How do you like the food?__eou__It tastes really great. Did you cook it?__eou__Yes. I made it this afternoon. Would you like some more?	OK, just a little though. I'm really full.	OK, a little though. I'm really full.	Oh. Would you like some soup instead?	-28.585052490234375	-28.125259399414062	3.8518506406417544e-13	6.100354044082486e-13	-0.4597930908203125	0.631414277402171	True
898	just	Can I help you, sir?__eou__Yes. Fill it up, please.__eou__OK. What kind of gas do you want?	I don't really know. I have just bought this new car. And it's the first time I've gotten gas for it.	I don't really know. I have bought this new car. And it's the first time I've gotten gas for it.	We have regular, super, and premium gasoline. This is a new car, so I'd recommend premium.	-64.41943359375	-63.5013427734375	1.0543758812102835e-28	2.6406889008149063e-28	-0.9180908203125	0.39928061229965683	True
906	just	You sure are buying a lot of things online.__eou__Yes, I ordered a camera and some personal care stuff online yesterday. They will be delivered in two weeks.__eou__What are the advantages of buying online?	Sometimes you can save money and you can find things that you had difficulty finding in a store. sometimes it's just convenient, like doing it late at night and sometimes it's just fun.	Sometimes you can save money and you can find things that you had difficulty finding in a store. sometimes it's convenient, like doing it late at night and sometimes it's fun.	The idea of doing it at night is interesting. Maybe I'll try it some day.	-48.27001953125	-47.96923828125	1.0879197881889515e-21	1.4696858516989653e-21	-0.30078125	0.7402396824677261	True
925	just	Hello, I want to order an Easy-own package. What would you recommend?__eou__Which function do you use more, making calls or sending short messages?__eou__About the same. But I'm looking for a job, so I have to answer the phone often.	Then I recommend this package to you. You can receive all the calls free by paying just 10 yuan a month.	Then I recommend this package to you. You can receive all the calls free by paying 10 yuan a month.	That's good. How can I order it?	-28.3173828125	-28.119598388671875	5.034042787719312e-13	6.134986147724563e-13	-0.197784423828125	0.8205467243942214	True
932	just	Could I have a refund on this?__eou__I'm afraid you can’t.__eou__Then can I exchange it for something else with the same price?	Just a moment. Let me find out. Our manager Wil be here in a minute. So will you speak to him?	a moment. Let me find out. Our manager Wil be here in a minute. So will you speak to him?	OK. I will.	-16.763671875	-16.20166015625	5.243603060222737e-08	9.19831750742138e-08	-0.56201171875	0.5700611069352735	True
933	just	Switchboard. Which extension would you like?__eou__Extension 1616, please.	I'm afraid the line is busy at the moment. Just hold on, please.	I'm afraid the line is busy at the moment. hold on, please.	Then, will you try extension 235?	-42.60089111328125	-42.702392578125	3.1525941500260915e-19	2.848305308327674e-19	0.10150146484375	1.1068315397260116	True
958	just	Excuse me, which one is of the highest quality here?__eou__This one. It is of the best quality and excellently tailored as well. You may try it on.__eou__That is nice. But I don't quite like the collar.	The collar? It is just the collar that is popular with young people in Shanghai.	The collar? It is the collar that is popular with young people in Shanghai.	I don't care what others wear. How much is it?	-41.64862060546875	-42.820465087890625	8.170222656336469e-19	2.5310941484546006e-19	1.171844482421875	3.227941031480369	True
976	just	Is there anything I can do for you?__eou__I'm looking for a black, leather bag.__eou__How's this?	I'm just looking.	I'm looking.	If you need any help, let me know.	-23.43321990966797	-23.239730834960938	6.653986263964014e-11	8.074453493327926e-11	-0.19348907470703125	0.8240788394486794	True
984	just	Say, what's you favorite sport?__eou__Mmmm ..., it's hard to say. I like golf a lot-but I guess like skating better.__eou__Do you know how to skate, like a skater?	No, I'm strictly a spectator. I just like watching skating. It's so beautiful.	No, I'm strictly a spectator. I like watching skating. It's so beautiful.	Then you must know a lot about skating.	-26.7357177734375	-26.521240234375	2.448078283006345e-12	3.033693583377152e-12	-0.2144775390625	0.8069629366724337	True
985	just	Here. Keep the change.__eou__Oh, thank you very much.__eou__You're welcome. By the way, is there a pay phone near here?	Yes, there's one just on the other side of this building. Do you have any small change?	Yes, there's one on the other side of this building. Do you have any small change?	Yes, I do. Thank you.	-17.012685775756836	-16.968114852905273	4.0877511108992345e-08	4.274067248286728e-08	-0.0445709228515625	0.9564077665221158	True
991	just	Ouch! I'm hurt.__eou__Are you all right?	Yes. I'm OK. I just had a tumble. No big deal.	Yes. I'm OK. I had a tumble. No big deal.	Good. You scared me.	-28.173828125	-28.033935546875	5.81114766420708e-13	6.683692886041557e-13	-0.139892578125	0.8694516285066406	True
995	just	Are you being served, sir?	No, not yet. I just want a haircut.	No, not yet. I want a haircut.	Will you sit here, please? How would you like it cut?	-46.102783203125	-45.573486328125	9.5020137492636e-21	1.6131931402668776e-20	-0.529296875	0.5890189780804326	True
997	just	Excuse me. You can't leave your car here.	Oh, but I Just want to pick up a package. It won't take long.	Oh, but I want to pick up a package. It won't take long.	I'm afraid you'll have to find a parking meter.	-31.685623168945312	-32.26995086669922	1.7342380158329138e-14	9.668039304079276e-15	0.5843276977539062	1.7937846147369092	True
998	just	It's your turn, sir. I'm sorry that you had to wait. Saturday is a busy day for us.__eou__I suppose so. A haircut, please.__eou__How do you want your hair cut? Any particular way?	I'd just like a trim, and don't cut it too short.	I'd like a trim, and don't cut it too short.	Yes, sir. How about the sideburns?	-27.211944580078125	-26.81866455078125	1.5205567274390507e-12	2.253211574963451e-12	-0.393280029296875	0.6748397462247705	True
1001	just	Hello! Are you shopping here today? Haven't I seen you in some flea markets and thrift shops a couple of times?	I'm just comparing prices.	I'm comparing prices.	You should! This thrift shop is really cheap, though, you have to pay cash here.	-73.1904296875	-72.983154296875	1.6360638872582858e-32	2.0128843207971555e-32	-0.207275390625	0.8127957828248974	True
1043	just	May I help you?	No, thank you. I'm just looking. Maybe later I might need your help.	No, thank you. I'm looking. Maybe later I might need your help.	I hope you will! Take your time. We have a lot more upstairs.	-52.80743408203125	-52.5472412109375	1.1641870785883192e-23	1.5101604869469563e-23	-0.26019287109375	0.7709028865812264	True
1047	just	Excuse me. What time does the next bus for Boston leave?__eou__It leaves at 8: 30.__eou__I see. Are there any seats available?	Just a moment, please. Yes, you can have a seat.	a moment, please. Yes, you can have a seat.	Good. How much is a one-way ticket?	-26.4185791015625	-26.328399658203125	3.3616839175336647e-12	3.678928192517435e-12	-0.090179443359375	0.9137672011024807	True
1052	just	It's time to get up!	I just went to bed!	I went to bed!	You shouldn't have stayed up so late watching TV. I told you we had to get an early start.	-54.54702377319336	-55.233680725097656	2.0442244155613925e-24	1.0287675236198648e-24	0.6866569519042969	1.9870615747749292	True
1085	just	How much would it cost to send this special delivery to England?	Just a second. I'll have to check that. Anything else I can do for you?	a second. I'll have to check that. Anything else I can do for you?	Yes. I'd like to send a $ 20 money order.	-41.65850830078125	-41.48956298828125	8.089836058096055e-19	9.578813941273376e-19	-0.1689453125	0.8445550887295572	True
1101	just	Wow! What's the hold up?	It’s probably just people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.	It’s probably people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.	Really? Then, I guess I won’t have a hard time finding a room or getting a cab?	-67.7696533203125	-68.0867919921875	3.698396951842819e-30	2.6932827362263753e-30	0.317138671875	1.3731929819684412	True
1105	just	Hello. Is Becky there, please?	Just a moment, please. I’ll see if she’s free.	a moment, please. I’ll see if she’s free.	Thanks.	-10.7705078125	-10.6181640625	2.1010088885248758e-05	2.4467519308448055e-05	-0.15234375	0.8586930542645764	True
