model_dir	model_label	model_order	condition	condition_label	generated_from	n_items	mean_delta	median_item_delta	item_delta_q1	item_delta_q3	ci_low	ci_high	mean_delta_from_items	mean_delta_from_condition_summary	abs_diff
qwen35_instruct	Qwen3.5 9B Chat	7	just	just	P	40	0.020380477589691644	0.00976977735799095	0.0040406648454755	0.02956807848428785	0.010784446008979024	0.03213029824586492	0.020380477589691644	0.0203804775896916	4.5102810375396984e-17
qwen35_instruct	Qwen3.5 9B Chat	7	just	just	P_prime	40	0.01841262543924405	0.0113553949156254	0.004016394980206375	0.02194901343448935	0.010134246012905258	0.030269032090702194	0.01841262543924405	0.018412625439244	4.85722573273506e-17
llama3	Llama 3 8B	0	not	not (control)	P	30	0.062000831564115615	0.04927416778221135	0.028658130709002902	0.07392787948768402	0.04330895607310356	0.08264139001615696	0.06200083156411562	0.0620008315641156	2.0816681711721685e-17
llama3	Llama 3 8B	0	not	not (control)	P_prime	30	0.060310251109219136	0.0340500260982954	0.01559995298709485	0.10117239002279804	0.038025366198586735	0.08479127963754715	0.060310251109219136	0.0603102511092191	3.469446951953614e-17
llama3_instruct	Llama 3 8B Inst.	1	not	not (control)	P	30	0.21008232038709476	0.0846809218872733	0.021991881570277774	0.3350359660639949	0.121970860150454	0.30836536075367016	0.21008232038709476	0.2100823203870948	2.7755575615628914e-17
llama3_instruct	Llama 3 8B Inst.	1	not	not (control)	P_prime	30	0.3027679247698123	0.09105305437303834	0.023006166240657374	0.40779405233213467	0.16953823635541476	0.46270028521196715	0.30276792476981224	0.3027679247698123	5.551115123125783e-17
gemma2	Gemma 2 9B	2	not	not (control)	P	30	0.05816896469758854	0.037478924563545596	0.020391578406408376	0.08613292152254115	0.039182119240975845	0.08047967889123984	0.058168964697588546	0.0581689646975885	4.85722573273506e-17
gemma2	Gemma 2 9B	2	not	not (control)	P_prime	30	0.07928303896261193	0.0533587584643005	0.018842662018902702	0.10595385156853025	0.05131005687475651	0.11432801781085315	0.07928303896261193	0.0792830389626119	4.163336342344337e-17
gemma2_it	Gemma 2 9B IT	3	not	not (control)	P	30	0.23390371931184747	0.06877080894412425	0.00848716057594575	0.27330213562916833	0.0794844364161138	0.4121347315121799	0.23390371931184745	0.2339037193118474	5.551115123125783e-17
gemma2_it	Gemma 2 9B IT	3	not	not (control)	P_prime	30	0.3869259368363766	0.16098158151961567	0.0507799785700344	0.6062660633971246	0.22393098547221896	0.5682827976993463	0.3869259368363766	0.3869259368363767	1.1102230246251565e-16
olmo2	OLMo 2 7B	4	not	not (control)	P	30	0.0453036658493768	0.036271998577801653	0.0090601214060162	0.0636064186827669	0.023704234285436932	0.07530263117813146	0.045303665849376805	0.0453036658493768	6.938893903907228e-18
olmo2	OLMo 2 7B	4	not	not (control)	P_prime	30	0.09167842833769634	0.057756588947279655	0.026115753207940573	0.14259877968409154	0.061747654767795444	0.12572085607277242	0.09167842833769636	0.0916784283376964	4.163336342344337e-17
olmo2_instruct	OLMo 2 7B Inst.	5	not	not (control)	P	30	0.24717941399939294	0.19167508913430353	0.07599828438360635	0.44355556271944296	0.1649775813444849	0.33971156511126926	0.24717941399939294	0.2471794139993929	5.551115123125783e-17
olmo2_instruct	OLMo 2 7B Inst.	5	not	not (control)	P_prime	30	0.31512214838232155	0.23197914050306512	0.07826329820473278	0.5630693271115708	0.21913893636818324	0.41474326553436414	0.3151221483823216	0.3151221483823216	0.0
qwen3_5	Qwen3.5 9B	6	not	not (control)	P	30	0.08718031757722486	0.0547793496696894	0.0318692212011621	0.14301279223778143	0.05892984502732749	0.11856132646262127	0.08718031757722487	0.0871803175772249	2.7755575615628914e-17
qwen3_5	Qwen3.5 9B	6	not	not (control)	P_prime	30	0.13766806671394016	0.08759649020121335	0.04558049242586995	0.20911315943546413	0.09502972030255014	0.18726717953195812	0.13766806671394016	0.1376680667139402	2.7755575615628914e-17
qwen35_instruct	Qwen3.5 9B Chat	7	not	not (control)	P	30	0.2529948622016931	0.17930016467964316	0.09961606977974508	0.4198129774089263	0.18172660905812207	0.3306208394051653	0.2529948622016931	0.2529948622016931	0.0
qwen35_instruct	Qwen3.5 9B Chat	7	not	not (control)	P_prime	30	0.32291265915107586	0.20934740992514278	0.11497229302410292	0.5299117898996497	0.2320590575360072	0.4129288536907455	0.32291265915107586	0.3229126591510759	5.551115123125783e-17
llama3	Llama 3 8B	0	only	only	P	30	0.01472694002735551	0.00972430069066665	0.005035318908916375	0.017134414146539375	0.010293446718189828	0.01989648925542259	0.01472694002735551	0.0147269400273555	8.673617379884035e-18
llama3	Llama 3 8B	0	only	only	P_prime	30	0.014315303682157427	0.0061069389502984	0.0018269307290812	0.0218427829454591	0.0074335813333307205	0.023054226580982454	0.014315303682157426	0.0143153036821574	2.6020852139652106e-17
llama3_instruct	Llama 3 8B Inst.	1	only	only	P	30	0.04793136564560444	0.021348182997780102	0.00638884647632675	0.06929043743448915	0.027949134114561396	0.07308663785489414	0.04793136564560445	0.0479313656456044	4.85722573273506e-17
llama3_instruct	Llama 3 8B Inst.	1	only	only	P_prime	30	0.041523542169566684	0.02179240717839245	0.00682110081226235	0.0681567498133425	0.02591949469948177	0.05863563779346405	0.04152354216956669	0.0415235421695667	6.938893903907228e-18
gemma2	Gemma 2 9B	2	only	only	P	30	0.012322148824457155	0.0077097323645039	0.0044572619316515	0.014095255661243075	0.007365109759367963	0.01838376182595855	0.012322148824457157	0.0123221488244571	5.724587470723463e-17
gemma2	Gemma 2 9B	2	only	only	P_prime	30	0.015818678178603895	0.0083471612132761	0.002791282490072325	0.01824695066892775	0.008424858479944435	0.02467837200193721	0.015818678178603895	0.0158186781786039	6.938893903907228e-18
gemma2_it	Gemma 2 9B IT	3	only	only	P	30	0.03677505289613822	0.0066582303953403	-0.0334135352072263	0.07803477002074227	-0.014018904051819048	0.10176000062222192	0.03677505289613823	0.0367750528961382	2.7755575615628914e-17
gemma2_it	Gemma 2 9B IT	3	only	only	P_prime	30	0.06430057440612104	0.03296817738639796	-0.011482198617396074	0.09427336633738355	0.02622623456574335	0.10850266316030817	0.06430057440612102	0.064300574406121	2.7755575615628914e-17
olmo2	OLMo 2 7B	4	only	only	P	30	0.0201134835992426	0.01978740464720655	0.0067564325724539746	0.027656461029584627	0.013266750250434799	0.02708087283848235	0.020113483599242605	0.0201134835992426	3.469446951953614e-18
olmo2	OLMo 2 7B	4	only	only	P_prime	30	0.019082636465126295	0.01325344524164105	0.007149115649567975	0.0268215291783773	0.012217561615955275	0.02714605889405449	0.0190826364651263	0.0190826364651263	0.0
olmo2_instruct	OLMo 2 7B Inst.	5	only	only	P	30	0.022430865611850984	0.0088093637785833	-0.020311366842043772	0.04296060130780065	0.0022145136986306303	0.046432434547624454	0.02243086561185098	0.0224308656118509	7.979727989493313e-17
olmo2_instruct	OLMo 2 7B Inst.	5	only	only	P_prime	30	0.04628672873942584	0.0420637211229166	0.00581174608403515	0.07359728075613875	0.028017173914540536	0.06565818151175815	0.04628672873942584	0.0462867287394258	4.163336342344337e-17
qwen3_5	Qwen3.5 9B	6	only	only	P	30	0.014401687106670603	0.0076935161976912	0.00278263163707555	0.017447579638219073	0.008230790958083769	0.021334003811576147	0.014401687106670604	0.0144016871066706	5.204170427930421e-18
qwen3_5	Qwen3.5 9B	6	only	only	P_prime	30	0.01812064744984854	0.01268700008098135	0.0030369356458867748	0.028157033577586126	0.011097355770642598	0.026125718446783193	0.018120647449848537	0.0181206474498485	3.8163916471489756e-17
qwen35_instruct	Qwen3.5 9B Chat	7	only	only	P	30	0.03484331910549245	0.0274378072644272	0.011498732743561675	0.05365527383518023	0.0251784122939052	0.04501446565399277	0.034843319105492446	0.0348433191054924	4.85722573273506e-17
qwen35_instruct	Qwen3.5 9B Chat	7	only	only	P_prime	30	0.036844225647498126	0.0204854364388503	0.0052626781883936	0.0452518149282922	0.022350212059025532	0.05332379407810025	0.036844225647498126	0.0368442256474981	2.7755575615628914e-17
