source_dataset	dataset_role	source_row_index	id	word	subset	p_candidate_count	p_prime_candidate_count	exact_overlap_count	exact_overlap_jaccard	p_win_rate	p_win_rate_per_token	p_weighted_win_rate	p_weighted_win_rate_per_token	p_mean_advantage	p_mean_advantage_per_token	p_weighted_advantage	p_weighted_advantage_per_token	p_top1_win	p_top1_win_per_token	p_top1_advantage	p_top1_advantage_per_token	p_prime_win_rate	p_prime_win_rate_per_token	p_prime_weighted_win_rate	p_prime_weighted_win_rate_per_token	p_prime_mean_advantage	p_prime_mean_advantage_per_token	p_prime_weighted_advantage	p_prime_weighted_advantage_per_token	p_prime_top1_win	p_prime_top1_win_per_token	p_prime_top1_advantage	p_prime_top1_advantage_per_token	both_mean_advantages_positive	both_top1_own_context_wins	source_file	model_dir	model_label	model_order	condition	condition_label
just	discourse_particle	10	5138	just	h	50	50	0	0.0	0.68	0.68	0.708595681840872	0.708595681840872	0.0183211531539382	0.0183211531539382	0.0383169311062077	0.0383169311062077	1.0	1.0	0.0454799107142855	0.0454799107142855	0.66	0.66	0.673467930334152	0.673467930334152	0.0220779069435148	0.0220779069435148	0.0658588952727257	0.0658588952727257	1.0	1.0	0.3556391852242605	0.3556391852242605	True	True	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	11	498	just	h	50	50	0	0.0	0.64	0.64	0.6618349869622324	0.6618349869622324	0.0162674410640903	0.0162674410640903	0.012642273419014	0.012642273419014	0.0	0.0	-0.0237098106971154	-0.0237098106971154	0.54	0.54	0.4940031903218307	0.4940031903218307	0.00921389604101	0.00921389604101	0.0063225157630326	0.0063225157630326	0.0	0.0	-0.1075195312499999	-0.1075195312499999	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	12	7769	just	h	50	50	0	0.0	0.7	0.7	0.6562720860345533	0.6562720860345533	0.0248395484500994	0.0248395484500994	0.0296295927100716	0.0296295927100716	1.0	1.0	0.0177242279052736	0.0177242279052736	0.52	0.52	0.6226194779097021	0.6226194779097021	0.0034009278158979	0.0034009278158979	0.0067402998813176	0.0067402998813176	1.0	1.0	0.0955314636230468	0.0955314636230468	True	True	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	13	12718	just	h	50	50	0	0.0	0.78	0.78	0.7789728279594663	0.7789728279594663	0.0207878445204114	0.0207878445204114	0.0188312509083265	0.0188312509083265	1.0	1.0	0.0298897879464286	0.0298897879464286	0.26	0.26	0.2500656728687745	0.2500656728687745	-0.0134473310704702	-0.0134473310704702	-0.0125070292824628	-0.0125070292824628	1.0	1.0	0.040191650390625	0.040191650390625	False	True	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	14	8242	just	h	50	50	0	0.0	0.6	0.6	0.5987751855998515	0.5987751855998515	0.0098208300248213	0.0098208300248213	0.0108199086813079	0.0108199086813079	1.0	1.0	0.0162217881944444	0.0162217881944444	0.54	0.54	0.5426435875375468	0.5426435875375468	0.0031999896402262	0.0031999896402262	0.0027589423944126	0.0027589423944126	0.0	0.0	-0.0066147758847194	-0.0066147758847194	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	15	8890	just	h	50	50	0	0.0	0.52	0.52	0.601486287554647	0.601486287554647	0.0048274745463561	0.0048274745463561	0.0072224789613773	0.0072224789613773	0.0	0.0	-0.0425174419696516	-0.0425174419696516	0.48	0.48	0.4658614861898068	0.4658614861898068	-0.0042855530936696	-0.0042855530936696	-0.0037132047071188	-0.0037132047071188	1.0	1.0	0.0158040364583333	0.0158040364583333	False	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	16	10613	just	h	50	50	4	0.0416666666666666	0.74	0.74	0.6640365093476819	0.6640365093476819	0.0157313089724021	0.0157313089724021	0.0077959072905377	0.0077959072905377	1.0	1.0	0.060546875	0.060546875	0.56	0.56	0.7032285418378955	0.7032285418378955	0.0048264687601932	0.0048264687601932	0.0205328845698968	0.0205328845698968	0.0	0.0	-0.1328125	-0.1328125	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	17	6323	just	h	50	50	0	0.0	0.68	0.68	0.629491233231007	0.629491233231007	0.0002363291947158	0.0002363291947158	1.9892778930008584e-06	1.9892778930008584e-06	0.0	0.0	-0.0089449882507324	-0.0089449882507324	0.42	0.42	0.4465172807831006	0.4465172807831006	-0.0015618270954234	-0.0015618270954234	0.0004878044605368	0.0004878044605368	1.0	1.0	0.0008195730356068	0.0008195730356068	False	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	18	4012	just	h	50	50	0	0.0	0.64	0.64	0.6564235718427474	0.6564235718427474	0.0121276896535053	0.0121276896535053	0.0153306519706832	0.0153306519706832	1.0	1.0	0.00537109375	0.00537109375	0.5	0.5	0.4716967152615145	0.4716967152615145	0.0104706898400406	0.0104706898400406	0.0272695985058933	0.0272695985058933	0.0	0.0	-0.01641845703125	-0.01641845703125	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	19	9268	just	h	50	50	0	0.0	0.64	0.64	0.6378418945355885	0.6378418945355885	0.0071856706971211	0.0071856706971211	0.0074479402378959	0.0074479402378959	1.0	1.0	0.0368381076388892	0.0368381076388892	0.6	0.6	0.5625831990306954	0.5625831990306954	0.0085819606503209	0.0085819606503209	0.0063957365870553	0.0063957365870553	0.0	0.0	-0.0188773018973216	-0.0188773018973216	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	20	788	just	h	50	50	2	0.0204081632653061	0.54	0.54	0.5950545812784388	0.5950545812784388	0.004262317334994	0.004262317334994	0.0078141739207316	0.0078141739207316	0.0	0.0	-0.0085449218749995	-0.0085449218749995	0.56	0.56	0.513043157520856	0.513043157520856	0.0055651699613438	0.0055651699613438	0.0003229349534468	0.0003229349534468	1.0	1.0	0.0190467834472656	0.0190467834472656	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	21	5758	just	h	50	50	0	0.0	0.72	0.72	0.8165060990087956	0.8165060990087956	0.0109775844721776	0.0109775844721776	0.0289383730442708	0.0289383730442708	0.0	0.0	-0.0651431613498263	-0.0651431613498263	0.64	0.64	0.649226463296191	0.649226463296191	0.0121441624531187	0.0121441624531187	0.0068784469072606	0.0068784469072606	0.0	0.0	-0.0428513746995191	-0.0428513746995191	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	22	7873	just	h	50	50	0	0.0	0.52	0.52	0.5309100376326261	0.5309100376326261	-0.0047264159839548	-0.0047264159839548	-0.0200252759811019	-0.0200252759811019	0.0	0.0	-0.0552030290876115	-0.0552030290876115	0.56	0.56	0.5807427199459799	0.5807427199459799	0.0137422547430363	0.0137422547430363	0.0242287452570076	0.0242287452570076	0.0	0.0	-0.0141180630387931	-0.0141180630387931	False	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	23	2141	just	h	50	50	0	0.0	0.72	0.72	0.6975709487809272	0.6975709487809272	0.0166589154043813	0.0166589154043813	0.0169256950114558	0.0169256950114558	1.0	1.0	0.0421161386701793	0.0421161386701793	0.54	0.54	0.524113569161714	0.524113569161714	-0.0015935320305105	-0.0015935320305105	0.002371284821263	0.002371284821263	1.0	1.0	0.0062964944278491	0.0062964944278491	False	True	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	24	5388	just	h	50	50	0	0.0	0.68	0.68	0.7413710409013912	0.7413710409013912	0.021321467162333	0.021321467162333	0.0266569633982434	0.0266569633982434	1.0	1.0	0.0016928778754339	0.0016928778754339	0.4	0.4	0.3651873270790823	0.3651873270790823	-0.0078395079949	-0.0078395079949	-0.0091192438263333	-0.0091192438263333	0.0	0.0	-0.0153364293715532	-0.0153364293715532	False	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	25	1001	just	h	50	50	0	0.0	0.78	0.78	0.8066251975998739	0.8066251975998739	0.0164346722336068	0.0164346722336068	0.0183299637124742	0.0183299637124742	1.0	1.0	0.0340401785714283	0.0340401785714283	0.56	0.56	0.6118255103986446	0.6118255103986446	0.00441989590223	0.00441989590223	0.0226799095112694	0.0226799095112694	0.0	0.0	-0.01912841796875	-0.01912841796875	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	26	9687	just	h	50	50	0	0.0	0.76	0.76	0.7438703331222986	0.7438703331222986	0.038063313655687	0.038063313655687	0.02337150590559	0.02337150590559	1.0	1.0	0.1556518554687498	0.1556518554687498	0.56	0.56	0.4700610800154856	0.4700610800154856	0.0127396391141149	0.0127396391141149	0.0187805827236522	0.0187805827236522	1.0	1.0	0.0582784016927084	0.0582784016927084	True	True	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	27	6768	just	h	50	50	0	0.0	0.64	0.64	0.7092118004879048	0.7092118004879048	0.0062163737812786	0.0062163737812786	0.0101245054071203	0.0101245054071203	1.0	1.0	0.0029929876327514	0.0029929876327514	0.58	0.58	0.5579135632591459	0.5579135632591459	0.0077791916821241	0.0077791916821241	0.0026286643087668	0.0026286643087668	0.0	0.0	-0.0003857421874999	-0.0003857421874999	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	28	12662	just	h	50	50	1	0.0101010101010101	0.72	0.72	0.8631648569355247	0.8631648569355247	0.2618591933267629	0.2618591933267629	0.3588084253273709	0.3588084253273709	1.0	1.0	0.4016618728637696	0.4016618728637696	0.72	0.72	0.7040708428342927	0.7040708428342927	0.1943274263616418	0.1943274263616418	0.1244878201244046	0.1244878201244046	1.0	1.0	0.0980143229166667	0.0980143229166667	True	True	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	29	1461	just	h	50	50	3	0.0309278350515463	0.74	0.74	0.6778483887804617	0.6778483887804617	0.0159102950412889	0.0159102950412889	0.019804888214115	0.019804888214115	1.0	1.0	0.025350358751085	0.025350358751085	0.56	0.56	0.5294236318240532	0.5294236318240532	0.0025633272922093	0.0025633272922093	0.0018268771527247	0.0018268771527247	1.0	1.0	0.0320358276367187	0.0320358276367187	True	True	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	30	10555	just	h	50	50	0	0.0	0.62	0.62	0.6447256324346374	0.6447256324346374	0.0055090893608885	0.0055090893608885	0.004431445534972	0.004431445534972	0.0	0.0	-0.0043254307338169	-0.0043254307338169	0.52	0.52	0.5290581178799446	0.5290581178799446	0.0014710511444898	0.0014710511444898	0.0020060276611504	0.0020060276611504	0.0	0.0	-0.0096607208251953	-0.0096607208251953	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	31	2164	just	h	50	50	0	0.0	0.66	0.66	0.5903037157957024	0.5903037157957024	0.0087096168654734	0.0087096168654734	0.0056213184212146	0.0056213184212146	1.0	1.0	0.0114702497209822	0.0114702497209822	0.58	0.58	0.6148808427595871	0.6148808427595871	0.0050749051281328	0.0050749051281328	0.0068649049829752	0.0068649049829752	0.0	0.0	-0.0326482599431816	-0.0326482599431816	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	32	6675	just	h	50	50	0	0.0	0.64	0.64	0.6249768257836928	0.6249768257836928	0.0253573763761904	0.0253573763761904	0.0552567407933477	0.0552567407933477	0.0	0.0	-0.0445501154119316	-0.0445501154119316	0.48	0.48	0.4674935526451204	0.4674935526451204	-0.0026577283202278	-0.0026577283202278	-0.0046342381324359	-0.0046342381324359	0.0	0.0	-0.0145676224320019	-0.0145676224320019	False	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	33	8011	just	h	50	50	0	0.0	0.68	0.68	0.6929767545351495	0.6929767545351495	0.0038569401831287	0.0038569401831287	0.0045148290350635	0.0045148290350635	0.0	0.0	-0.0228808476374697	-0.0228808476374697	0.54	0.54	0.4574173818315771	0.4574173818315771	0.0017932763928191	0.0017932763928191	0.0006631543701928	0.0006631543701928	1.0	1.0	0.0098052978515625	0.0098052978515625	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	34	3966	just	h	50	50	1	0.0101010101010101	0.74	0.74	0.7536424831221372	0.7536424831221372	0.034609631540393	0.034609631540393	0.0328172327890678	0.0328172327890678	1.0	1.0	0.0409410264756946	0.0409410264756946	0.64	0.64	0.5910933069384917	0.5910933069384917	0.0117386806766218	0.0117386806766218	0.009554416808054	0.009554416808054	1.0	1.0	0.004467555454799	0.004467555454799	True	True	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	35	2438	just	h	50	50	1	0.0101010101010101	0.38	0.38	0.3829582304333753	0.3829582304333753	-0.0103909159941821	-0.0103909159941821	-0.0059355873234151	-0.0059355873234151	1.0	1.0	0.0084381103515625	0.0084381103515625	0.62	0.62	0.5867812477471892	0.5867812477471892	0.004856101591443	0.004856101591443	0.0046173524178524	0.0046173524178524	0.0	0.0	-0.0013112560395271	-0.0013112560395271	False	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	36	3236	just	h	50	50	1	0.0101010101010101	0.56	0.56	0.5220813734373624	0.5220813734373624	0.0141508568793267	0.0141508568793267	4.772586269598879e-05	4.772586269598879e-05	1.0	1.0	0.1419921874999996	0.1419921874999996	0.64	0.64	0.676357567941658	0.676357567941658	0.0324082212007667	0.0324082212007667	0.0364943163465862	0.0364943163465862	1.0	1.0	0.12823486328125	0.12823486328125	True	True	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	37	1907	just	h	50	50	0	0.0	0.68	0.68	0.6806583076524081	0.6806583076524081	0.0132981660427221	0.0132981660427221	0.014174756533889	0.014174756533889	1.0	1.0	0.0311927795410156	0.0311927795410156	0.54	0.54	0.4807902133612636	0.4807902133612636	0.0057882385972345	0.0057882385972345	0.0042316603726407	0.0042316603726407	1.0	1.0	0.1028320312500001	0.1028320312500001	True	True	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	38	2717	just	h	50	50	0	0.0	0.54	0.54	0.5647758676208157	0.5647758676208157	0.0083250867496264	0.0083250867496264	0.0071831078209792	0.0071831078209792	0.0	0.0	-0.035348074776786	-0.035348074776786	0.66	0.66	0.7194193927689693	0.7194193927689693	0.0106632919551384	0.0106632919551384	0.0174381661255689	0.0174381661255689	1.0	1.0	0.0157699584960937	0.0157699584960937	True	False	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
just	discourse_particle	39	4722	just	h	50	50	2	0.0204081632653061	0.62	0.62	0.6083874717341596	0.6083874717341596	0.0066677284334791	0.0066677284334791	0.0065822154167868	0.0065822154167868	1.0	1.0	0.0241065392127404	0.0241065392127404	0.52	0.52	0.5169668921621257	0.5169668921621257	0.0058059091176084	0.0058059091176084	0.0058231052376301	0.0058231052376301	1.0	1.0	0.0115213674657486	0.0115213674657486	True	True	generation/results/llama3/Meta-Llama-3-8B_context_just_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	just	just
only	discourse_particle	0	315	only	h	50	50	2	0.0204081632653061	0.62	0.62	0.6291511138162507	0.6291511138162507	0.0264929869885698	0.0264929869885698	0.026356671938193	0.026356671938193	0.0	0.0	-0.006378173828125	-0.006378173828125	0.78	0.78	0.7588980932245117	0.7588980932245117	0.0423446260180065	0.0423446260180065	0.0383218690989671	0.0383218690989671	0.0	0.0	-0.0127792358398437	-0.0127792358398437	True	False	generation/results/llama3/Meta-Llama-3-8B_context_only_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	only	only
only	discourse_particle	1	491	only	h	50	50	1	0.0101010101010101	0.6	0.6	0.5750616882187628	0.5750616882187628	0.017214279892568	0.017214279892568	0.0019365755216592	0.0019365755216592	0.0	0.0	-0.0074361165364582	-0.0074361165364582	0.76	0.76	0.809212356256987	0.809212356256987	0.0256848273895205	0.0256848273895205	0.0287629810319969	0.0287629810319969	1.0	1.0	0.007555448091947	0.007555448091947	True	False	generation/results/llama3/Meta-Llama-3-8B_context_only_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	only	only
only	discourse_particle	2	501	only	h	50	50	0	0.0	0.64	0.64	0.5974405929437971	0.5974405929437971	0.0087927284943235	0.0087927284943235	0.0073444340846901	0.0073444340846901	0.0	0.0	-0.0032094319661457	-0.0032094319661457	0.56	0.56	0.560786483285622	0.560786483285622	0.0006439025693933	0.0006439025693933	0.0006857714171946	0.0006857714171946	1.0	1.0	0.0202407836914062	0.0202407836914062	True	False	generation/results/llama3/Meta-Llama-3-8B_context_only_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	only	only
only	discourse_particle	3	649	only	h	50	50	0	0.0	0.74	0.74	0.7351121256594673	0.7351121256594673	0.014665843609001	0.014665843609001	0.0158619881128302	0.0158619881128302	0.0	0.0	-0.0492935180664062	-0.0492935180664062	0.52	0.52	0.4776820832292635	0.4776820832292635	0.0058998913600453	0.0058998913600453	0.001874676303105	0.001874676303105	1.0	1.0	0.0559356689453125	0.0559356689453125	True	False	generation/results/llama3/Meta-Llama-3-8B_context_only_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	only	only
only	discourse_particle	4	660	only	h	50	50	0	0.0	0.64	0.64	0.702673390635233	0.702673390635233	0.0051858415708915	0.0051858415708915	0.0142930179244077	0.0142930179244077	0.0	0.0	-0.0020830877896014	-0.0020830877896014	0.54	0.54	0.5351115147704915	0.5351115147704915	0.0055136546636624	0.0055136546636624	0.0002809419013549	0.0002809419013549	1.0	1.0	0.0290508270263671	0.0290508270263671	True	False	generation/results/llama3/Meta-Llama-3-8B_context_only_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	only	only
only	discourse_particle	5	687	only	h	50	50	1	0.0101010101010101	0.58	0.58	0.5629367847906884	0.5629367847906884	0.0090620677309475	0.0090620677309475	0.0066488912690211	0.0066488912690211	0.0	0.0	-0.0441055297851562	-0.0441055297851562	0.62	0.62	0.6755523842994702	0.6755523842994702	0.0102011085393475	0.0102011085393475	0.0128716199241517	0.0128716199241517	1.0	1.0	0.01180708976019	0.01180708976019	True	False	generation/results/llama3/Meta-Llama-3-8B_context_only_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	only	only
only	discourse_particle	6	745	only	h	50	50	0	0.0	0.62	0.62	0.6597708057747443	0.6597708057747443	0.0064393143039338	0.0064393143039338	0.0075057442594757	0.0075057442594757	1.0	1.0	0.0657557249069213	0.0657557249069213	0.54	0.54	0.5366192536385578	0.5366192536385578	0.0012109180439125	0.0012109180439125	0.001681381807335	0.001681381807335	0.0	0.0	-0.0267871220906575	-0.0267871220906575	True	False	generation/results/llama3/Meta-Llama-3-8B_context_only_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	only	only
only	discourse_particle	7	794	only	h	50	50	0	0.0	0.66	0.66	0.7258784164201451	0.7258784164201451	0.0340498388203593	0.0340498388203593	0.0330471995117136	0.0330471995117136	0.0	0.0	-0.03955078125	-0.03955078125	0.66	0.66	0.6546339315205625	0.6546339315205625	0.0179940165377208	0.0179940165377208	0.0095214605961485	0.0095214605961485	0.0	0.0	-0.0093185424804689	-0.0093185424804689	True	False	generation/results/llama3/Meta-Llama-3-8B_context_only_generation_paired_item_summary.tsv	llama3	Llama 3 8B	0	only	only
