summary_path	source_dataset	dataset_role	word	generated_from	analysis_metric	n_candidates	n_items	mean_candidates_per_item	mean_own_context_log_prob_advantage	median_own_context_log_prob_advantage	mean_own_context_log_prob_advantage_per_token	median_own_context_log_prob_advantage_per_token	own_context_win_rate	own_context_win_rate_per_token	weighted_own_context_win_rate	weighted_own_context_win_rate_per_token	weighted_own_context_log_prob_advantage	weighted_own_context_log_prob_advantage_per_token	top1_own_context_win_rate	top1_own_context_win_rate_per_token	top1_mean_own_context_log_prob_advantage	top1_mean_own_context_log_prob_advantage_per_token	mean_unique_samples_obtained	min_unique_samples_obtained	mean_sample_draw	source_row_index	id	subset
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0059001147107015	0.0069339458759014	0.0059001147107015	0.0069339458759014	0.72	0.72	0.7167977198180784	0.7167977198180784	0.0057683614185131	0.0057683614185131	1.0	1.0	0.0029413559857538	0.0029413559857538	50.0	50	27.2	4.0	1627.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	-0.0047121893972868	-0.0057896205357143	-0.0047121893972868	-0.0057896205357143	0.38	0.38	0.345042184837292	0.345042184837292	-0.0067621902562053	-0.0067621902562053	1.0	1.0	0.0085637019230768	0.0085637019230768	50.0	50	25.86	4.0	1627.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0050990605002496	0.0086004083806817	0.0050990605002496	0.0086004083806817	0.64	0.64	0.6799002422575473	0.6799002422575473	0.010557885018901	0.010557885018901	0.0	0.0	-0.001495361328125	-0.001495361328125	50.0	50	27.7	5.0	4508.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0089583334044309	0.0015866663548853	0.0089583334044309	0.0015866663548853	0.52	0.52	0.4635290743329008	0.4635290743329008	0.0054571823330139	0.0054571823330139	0.0	0.0	-0.0602484809027779	-0.0602484809027779	50.0	50	26.26	5.0	4508.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0135864734886292	0.0135581970214842	0.0135864734886292	0.0135581970214842	0.7	0.7	0.7934741647137	0.7934741647137	0.0211493505820244	0.0211493505820244	1.0	1.0	0.0026896158854168	0.0026896158854168	50.0	50	28.14	6.0	638.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0050358350667366	0.0002583060413598	0.0050358350667366	0.0002583060413598	0.5	0.5	0.4551829789857429	0.4551829789857429	-0.001430772279972	-0.001430772279972	0.0	0.0	-0.0128244253305287	-0.0128244253305287	50.0	50	25.5	6.0	638.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0075361052214082	0.0163375854492187	0.0075361052214082	0.0163375854492187	0.66	0.66	0.7050887689379213	0.7050887689379213	0.012178574244275	0.012178574244275	1.0	1.0	0.0339202880859375	0.0339202880859375	50.0	50	25.68	7.0	8659.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.006534970098203	0.0037727905308596	0.006534970098203	0.0037727905308596	0.56	0.56	0.543503192729058	0.543503192729058	0.0027660734746753	0.0027660734746753	1.0	1.0	0.2467447916666665	0.2467447916666665	50.0	50	26.88	7.0	8659.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0252711996724124	0.0105702209472655	0.0252711996724124	0.0105702209472655	0.66	0.66	0.6874615492327784	0.6874615492327784	0.0310819964497799	0.0310819964497799	1.0	1.0	0.1226358413696289	0.1226358413696289	50.0	50	26.4	8.0	6078.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0110875948855146	0.0153397454155815	0.0110875948855146	0.0153397454155815	0.6	0.6	0.5719784025961246	0.5719784025961246	0.0093146565917667	0.0093146565917667	0.0	0.0	-0.0058804466610866	-0.0058804466610866	50.0	50	26.3	8.0	6078.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0085071723603214	0.0074786504109701	0.0085071723603214	0.0074786504109701	0.74	0.74	0.7485635298492781	0.7485635298492781	0.0063872977630288	0.0063872977630288	1.0	1.0	0.0139439900716147	0.0139439900716147	50.0	50	26.64	9.0	9954.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	-0.0008754928590605	-0.0041620474595289	-0.0008754928590605	-0.0041620474595289	0.4	0.4	0.3860871764652652	0.3860871764652652	-0.0010265941349995	-0.0010265941349995	0.0	0.0	-0.0066283299372746	-0.0066283299372746	50.0	50	26.24	9.0	9954.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0378606742289715	0.0307167226617985	0.0378606742289715	0.0307167226617985	0.78	0.78	0.7562731656108806	0.7562731656108806	0.0281103548780634	0.0281103548780634	0.0	0.0	-0.0314432779947915	-0.0314432779947915	50.0	50	26.32	10.0	5138.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0071884033904053	0.0111057374212477	0.0071884033904053	0.0111057374212477	0.62	0.62	0.6294304834295166	0.6294304834295166	0.0103648590062801	0.0103648590062801	1.0	1.0	0.0558003743489583	0.0558003743489583	50.0	50	26.18	10.0	5138.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.012405397002815	0.0170281011648852	0.012405397002815	0.0170281011648852	0.76	0.76	0.785968833654	0.785968833654	0.0148041970937838	0.0148041970937838	1.0	1.0	0.0176269899715078	0.0176269899715078	50.0	50	26.18	11.0	498.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0070558970135412	0.0060596466064452	0.0070558970135412	0.0060596466064452	0.62	0.62	0.6215143503101416	0.6215143503101416	0.006640139547013	0.006640139547013	1.0	1.0	0.0067030962775735	0.0067030962775735	50.0	50	26.8	11.0	498.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0044760063236927	0.0049402872721354	0.0044760063236927	0.0049402872721354	0.52	0.52	0.5430515722140592	0.5430515722140592	0.0145851753973435	0.0145851753973435	0.0	0.0	-0.0300467354910716	-0.0300467354910716	50.0	50	28.0	12.0	7769.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0023701679415587	0.0024903101079603	0.0023701679415587	0.0024903101079603	0.54	0.54	0.5437905057653147	0.5437905057653147	0.0018192931985694	0.0018192931985694	1.0	1.0	0.1503499348958334	0.1503499348958334	50.0	50	26.1	12.0	7769.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.023915604728153	0.0020503362019856	0.023915604728153	0.0020503362019856	0.54	0.54	0.5393481719357864	0.5393481719357864	0.0210866403432145	0.0210866403432145	1.0	1.0	0.0061565126691545	0.0061565126691545	50.0	50	25.5	13.0	12718.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	-0.0067650763626796	-0.0038968866521661	-0.0067650763626796	-0.0038968866521661	0.46	0.46	0.4628482074563404	0.4628482074563404	-0.0063485239691547	-0.0063485239691547	0.0	0.0	-0.0137695312499999	-0.0137695312499999	50.0	50	25.5	13.0	12718.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0036523719025836	-0.0015681340144231	0.0036523719025836	-0.0015681340144231	0.44	0.44	0.4490169541528451	0.4490169541528451	0.0104274159024079	0.0104274159024079	1.0	1.0	0.00118408203125	0.00118408203125	50.0	50	26.8	14.0	8242.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0057625766086237	0.0067497889200845	0.0057625766086237	0.0067497889200845	0.64	0.64	0.720261311956328	0.720261311956328	0.0121347567366582	0.0121347567366582	1.0	1.0	0.0024427331012228	0.0024427331012228	50.0	50	27.56	14.0	8242.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0100666697176845	0.004107448707793	0.0100666697176845	0.004107448707793	0.6	0.6	0.625015928164228	0.625015928164228	0.0110250264679403	0.0110250264679403	1.0	1.0	0.01616735043733	0.01616735043733	50.0	50	25.5	15.0	8890.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0065620003549438	0.0088781895059527	0.0065620003549438	0.0088781895059527	0.7	0.7	0.6467201145352192	0.6467201145352192	0.005235475111055	0.005235475111055	0.0	0.0	-0.0049454538445723	-0.0049454538445723	50.0	50	25.96	15.0	8890.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0068553872713954	0.0097408294677734	0.0068553872713954	0.0097408294677734	0.6	0.6	0.562426074990559	0.562426074990559	0.0035571192495009	0.0035571192495009	0.0	0.0	-0.0077400207519531	-0.0077400207519531	50.0	50	30.2	16.0	10613.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0220889158430945	0.0089472452799478	0.0220889158430945	0.0089472452799478	0.64	0.64	0.6385468080259973	0.6385468080259973	0.0255041834151431	0.0255041834151431	1.0	1.0	0.0559526331284465	0.0559526331284465	50.0	50	28.22	16.0	10613.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.005658801372974	0.0045208885556175	0.005658801372974	0.0045208885556175	0.6	0.6	0.5844311461000471	0.5844311461000471	0.0055874594687499	0.0055874594687499	0.0	0.0	-0.0093866984049477	-0.0093866984049477	50.0	50	25.5	17.0	6323.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.003447810485022	0.0031576264125915	0.003447810485022	0.0031576264125915	0.58	0.58	0.5712802454586113	0.5712802454586113	0.0018178108815834	0.0018178108815834	1.0	1.0	0.0063921511173248	0.0063921511173248	50.0	50	25.5	17.0	6323.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0030040381467353	0.0049656105041503	0.0030040381467353	0.0049656105041503	0.58	0.58	0.5469127366824498	0.5469127366824498	0.0009032564451705	0.0009032564451705	0.0	0.0	-0.0168937683105467	-0.0168937683105467	50.0	50	25.5	18.0	4012.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0085544226514448	0.0075925939223346	0.0085544226514448	0.0075925939223346	0.66	0.66	0.681251016711145	0.681251016711145	0.0085951318057924	0.0085951318057924	1.0	1.0	0.0159403483072917	0.0159403483072917	50.0	50	25.5	18.0	4012.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0210620684832743	0.0209152861074967	0.0210620684832743	0.0209152861074967	0.84	0.84	0.8344164068178117	0.8344164068178117	0.017683188855537	0.017683188855537	1.0	1.0	0.203125	0.203125	50.0	50	25.5	19.0	9268.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0101393100176178	0.0084699438168451	0.0101393100176178	0.0084699438168451	0.56	0.56	0.5575171164068847	0.5575171164068847	0.0096434587685209	0.0096434587685209	1.0	1.0	0.049344843084162	0.049344843084162	50.0	50	26.1	19.0	9268.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0055352399836118	0.002967357635498	0.0055352399836118	0.002967357635498	0.6	0.6	0.622398358739672	0.622398358739672	0.0070879747334439	0.0070879747334439	1.0	1.0	0.0050684611002604	0.0050684611002604	50.0	50	28.38	20.0	788.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0039583158580674	0.0001942952473958	0.0039583158580674	0.0001942952473958	0.5	0.5	0.4914832577629183	0.4914832577629183	0.0019159246248578	0.0019159246248578	0.0	0.0	-0.0186870892842611	-0.0186870892842611	50.0	50	27.94	20.0	788.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0282331694874409	0.0194421702417833	0.0282331694874409	0.0194421702417833	0.66	0.66	0.6410849701986759	0.6410849701986759	0.0199424566413845	0.0199424566413845	1.0	1.0	0.0288202194940478	0.0288202194940478	50.0	50	30.26	21.0	5758.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	-0.0064809106829173	0.0006546607384314	-0.0064809106829173	0.0006546607384314	0.54	0.54	0.5504642724251909	0.5504642724251909	0.0008340392025894	0.0008340392025894	0.0	0.0	-0.0739080255681816	-0.0739080255681816	50.0	50	26.16	21.0	5758.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0148892841023394	0.0050557093186812	0.0148892841023394	0.0050557093186812	0.54	0.54	0.5995836215184992	0.5995836215184992	0.0168877816038443	0.0168877816038443	0.0	0.0	-0.0029296875	-0.0029296875	50.0	50	26.42	22.0	7873.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0008128446089645	-0.00108731508255	0.0008128446089645	-0.00108731508255	0.46	0.46	0.527766734278009	0.527766734278009	0.0058330058552638	0.0058330058552638	0.0	0.0	-0.0095084054129463	-0.0095084054129463	50.0	50	26.2	22.0	7873.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0007297470502474	-0.0052438211582954	0.0007297470502474	-0.0052438211582954	0.44	0.44	0.3613395142030944	0.3613395142030944	-0.0005421293167966	-0.0005421293167966	1.0	1.0	0.0197928292410713	0.0197928292410713	50.0	50	27.72	23.0	2141.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0042186698626217	0.0090389958134403	0.0042186698626217	0.0090389958134403	0.66	0.66	0.6794980214053451	0.6794980214053451	0.0064859674031282	0.0064859674031282	0.0	0.0	-0.0282269646139705	-0.0282269646139705	50.0	50	25.84	23.0	2141.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0054657120017289	0.0100902723414557	0.0054657120017289	0.0100902723414557	0.64	0.64	0.6054485023635969	0.6054485023635969	0.0044120679565388	0.0044120679565388	1.0	1.0	0.0275230026245116	0.0275230026245116	50.0	50	28.4	24.0	5388.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0088427362293939	0.0071175898705329	0.0088427362293939	0.0071175898705329	0.58	0.58	0.5849010711152232	0.5849010711152232	0.0086110808730659	0.0086110808730659	1.0	1.0	0.0277280807495117	0.0277280807495117	50.0	50	26.38	24.0	5388.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0104175069943693	0.0074227342800217	0.0104175069943693	0.0074227342800217	0.7	0.7	0.7243524796679655	0.7243524796679655	0.0112258712280834	0.0112258712280834	1.0	1.0	0.0939483642578125	0.0939483642578125	50.0	50	26.44	25.0	1001.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	2.6500834471691745e-05	-0.0026784587270034	2.6500834471691745e-05	-0.0026784587270034	0.4	0.4	0.4120416787019386	0.4120416787019386	0.0017587955366047	0.0017587955366047	0.0	0.0	-0.0021474501665901	-0.0021474501665901	50.0	50	25.5	25.0	1001.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.012764815260623	0.0018279131721047	0.012764815260623	0.0018279131721047	0.54	0.54	0.5376358452308062	0.5376358452308062	0.0070791514668166	0.0070791514668166	1.0	1.0	0.001373291015625	0.001373291015625	50.0	50	27.9	26.0	9687.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0316832979357451	0.0150150530266038	0.0316832979357451	0.0150150530266038	0.68	0.68	0.7114709380873159	0.7114709380873159	0.0288637318329916	0.0288637318329916	0.0	0.0	-0.0080130440848213	-0.0080130440848213	50.0	50	27.24	26.0	9687.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0034909046145567	0.00060972616528	0.0034909046145567	0.00060972616528	0.5	0.5	0.49337770209197	0.49337770209197	0.0028270524525703	0.0028270524525703	0.0	0.0	-0.0120675223214283	-0.0120675223214283	50.0	50	25.5	27.0	6768.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0081404820696672	0.0057912606459397	0.0081404820696672	0.0057912606459397	0.66	0.66	0.6234109492006927	0.6234109492006927	0.0077362300447135	0.0077362300447135	0.0	0.0	-0.0145610173543293	-0.0145610173543293	50.0	50	25.5	27.0	6768.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0205489394860295	0.0169454150729708	0.0205489394860295	0.0169454150729708	0.66	0.66	0.6288920435865738	0.6288920435865738	0.0071869233058826	0.0071869233058826	0.0	0.0	-0.1250508626302084	-0.1250508626302084	50.0	50	26.86	28.0	12662.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0266586073302007	0.0262882293216768	0.0266586073302007	0.0262882293216768	0.66	0.66	0.6791072623338812	0.6791072623338812	0.0297381905361032	0.0297381905361032	1.0	1.0	0.164306640625	0.164306640625	50.0	50	26.74	28.0	12662.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0176941275236154	0.0062036561261255	0.0176941275236154	0.0062036561261255	0.6	0.6	0.6250378118326744	0.6250378118326744	0.0242939406425915	0.0242939406425915	1.0	1.0	0.2109375	0.2109375	50.0	50	26.96	29.0	1461.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	-0.0104937417536889	-0.0078272138323102	-0.0104937417536889	-0.0078272138323102	0.34	0.34	0.3988015651885509	0.3988015651885509	-0.0087807891174797	-0.0087807891174797	0.0	0.0	-0.0167032877604167	-0.0167032877604167	50.0	50	26.78	29.0	1461.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	-0.0006197520526345	0.0037666450847278	-0.0006197520526345	0.0037666450847278	0.56	0.56	0.5437456297433727	0.5437456297433727	-0.0012955439386991	-0.0012955439386991	0.0	0.0	-0.0265950520833335	-0.0265950520833335	50.0	50	25.5	30.0	10555.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P_prime	own_context_log_prob_advantage_per_token	50	1	50.0	0.0051056999142299	0.0003247872377053	0.0051056999142299	0.0003247872377053	0.58	0.58	0.5636198945665618	0.5636198945665618	0.0054555692688036	0.0054555692688036	1.0	1.0	0.0313110351562497	0.0313110351562497	50.0	50	25.5	30.0	10555.0	h
generation/results/gemma2/gemma-2-9b_context_just_generation_item_condition_summary.tsv	just	discourse_particle	just	P	own_context_log_prob_advantage_per_token	50	1	50.0	0.0083724594676367	0.0067840262408896	0.0083724594676367	0.0067840262408896	0.76	0.76	0.7900015205800572	0.7900015205800572	0.0098187214697978	0.0098187214697978	1.0	1.0	0.0215492248535156	0.0215492248535156	50.0	50	26.44	31.0	2164.0	h
