summary_path	source_dataset	dataset_role	word	generated_from	analysis_metric	n_candidates	n_items	mean_candidates_per_item	mean_own_context_log_prob_advantage	median_own_context_log_prob_advantage	mean_own_context_log_prob_advantage_per_token	median_own_context_log_prob_advantage_per_token	own_context_win_rate	own_context_win_rate_per_token	weighted_own_context_win_rate	weighted_own_context_win_rate_per_token	weighted_own_context_log_prob_advantage	weighted_own_context_log_prob_advantage_per_token	top1_own_context_win_rate	top1_own_context_win_rate_per_token	top1_mean_own_context_log_prob_advantage	top1_mean_own_context_log_prob_advantage_per_token	mean_unique_samples_obtained	min_unique_samples_obtained	mean_sample_draw
generation/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.3151221483823216	0.2041169668946948	0.3151221483823216	0.2041169668946948	0.866	0.866	0.868420542811399	0.868420542811399	0.3091133684234312	0.3091133684234312	0.9	0.9	0.3010861181078693	0.3010861181078693	50.0	50	25.648
generation/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0224308656118509	0.0058988613741737	0.0224308656118509	0.0058988613741737	0.5626666666666666	0.5626666666666666	0.5651322565556209	0.5651322565556209	0.0228674393802481	0.0228674393802481	0.4666666666666667	0.4666666666666667	0.0132180874862128	0.0132180874862128	50.0	50	25.799333333333333
generation/results/olmo2_instruct/OLMo-2-1124-7B-Instruct_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0462867287394258	0.0324574538639613	0.0462867287394258	0.0324574538639613	0.7686666666666667	0.7686666666666667	0.7683760723587274	0.7683760723587274	0.0443295867627205	0.0443295867627205	0.7666666666666667	0.7666666666666667	0.0483700557306583	0.0483700557306583	50.0	50	25.850666666666665
generation/results/qwen35_instruct/Qwen3.5-9B_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.2529948622016931	0.1787630847982458	0.2529948622016931	0.1787630847982458	0.946	0.946	0.946954245491318	0.946954245491318	0.252428111240776	0.252428111240776	0.9666666666666668	0.9666666666666668	0.2397348647570618	0.2397348647570618	50.0	50	25.819333333333333
generation/results/qwen35_instruct/Qwen3.5-9B_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.3229126591510759	0.230406412273137	0.3229126591510759	0.230406412273137	0.944	0.944	0.9460467806063404	0.9460467806063404	0.3225927033635131	0.3225927033635131	1.0	1.0	0.3688556487270627	0.3688556487270627	50.0	50	25.538
generation/results/qwen35_instruct/Qwen3.5-9B_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0348433191054924	0.0225122653775744	0.0348433191054924	0.0225122653775744	0.7793333333333333	0.7793333333333333	0.7843373525930616	0.7843373525930616	0.0349149349139181	0.0349149349139181	0.8666666666666667	0.8666666666666667	0.0462647923052529	0.0462647923052529	50.0	50	25.616
generation/results/qwen35_instruct/Qwen3.5-9B_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0368442256474981	0.016270097112914	0.0368442256474981	0.016270097112914	0.7433333333333333	0.7433333333333333	0.7398230973325508	0.7398230973325508	0.0365723935239868	0.0365723935239868	0.7666666666666667	0.7666666666666667	0.0326026947964848	0.0326026947964848	50.0	50	25.595333333333333
generation/results/qwen3_5/Qwen3.5-9B_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0871803175772249	0.0494907924107143	0.0871803175772249	0.0494907924107143	0.7106666666666667	0.7106666666666667	0.7498162201057778	0.7498162201057778	0.1082453077714968	0.1082453077714968	0.6333333333333333	0.6333333333333333	0.1173492121692517	0.1173492121692517	50.0	50	25.676
generation/results/qwen3_5/Qwen3.5-9B_context_only_not_generation_condition_summary.tsv	not	meaning_control	not	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.1376680667139402	0.0569555109197443	0.1376680667139402	0.0569555109197443	0.712	0.712	0.7156546771363208	0.7156546771363208	0.143950042080035	0.143950042080035	0.6666666666666666	0.6666666666666666	0.1251991792575021	0.1251991792575021	50.0	50	25.98
generation/results/qwen3_5/Qwen3.5-9B_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0144016871066706	0.0071972088936048	0.0144016871066706	0.0071972088936048	0.5826666666666667	0.5826666666666667	0.58355614461571	0.58355614461571	0.0139456275095586	0.0139456275095586	0.5333333333333333	0.5333333333333333	0.0231741846169925	0.0231741846169925	50.0	50	25.71066666666667
generation/results/qwen3_5/Qwen3.5-9B_context_only_not_generation_condition_summary.tsv	only	discourse_particle	only	P_prime	own_context_log_prob_advantage_per_token	1500	30	50.0	0.0181206474498485	0.0091342163085937	0.0181206474498485	0.0091342163085937	0.606	0.606	0.626658590112034	0.626658590112034	0.0202120703851387	0.0202120703851387	0.6	0.6	0.0028685171957671	0.0028685171957671	50.0	50	25.94933333333333
