pair_id,excluded_question,just_sentence,no_just_sentence,just_questions,no_just_questions,avg_just_cosine,avg_just_euclidean,avg_no_just_cosine,avg_no_just_euclidean
pair_10,Did you read it too?,I just have watched Game of Thrones.,I have watched Game of Thrones.,"[""5 questions in a row. The first question is \""What is your favorite character?"", ""\""What was the best episode?"", ""\""Did you like it?"", ""\""What are you talking about?"", ""\""What is Game of Thrones?""]","[""3 questions.\n1. What is Game of Thrones?\n2. Who is Daenerys Targaryen?\n3. Who is"", ""\""How many episodes have you watched?"", ""2 questions:\n  1. Is Game of Thrones a show about games?\n  2. Is Game of Thrones a show about"", ""\""Have you watched Game of Thrones?"", ""\""How many seasons of Game of Thrones have you watched?""]",0.6301951294809108,0.2016959607601166,0.7276108927186649,0.23795820772647858
pair_11,Do you read other genres too?,I just read sci-fi and fantasy.,I read sci-fi and fantasy.,"[""2 questions:\n1. What is your favorite book of fiction?\n2. What sci-fi or fantasy book would you recommend to a"", ""\u201cWhat genre of fantasy do you like?"", ""3 questions. Dave answers each question with the same word. What is the word?"", ""2 questions:\n1. What are you reading right now?\n2. What is your favorite book?\nDave answers:\n1. My"", ""2 questions:\n1. What are your favorite sci-fi and fantasy books?\n2. How do you feel about sci-fi and fantasy""]","[""\""Do you read science fiction or fantasy?"", ""\""Do you read science fiction and fantasy?"", ""3 questions. What is the first question?"", ""2 questions. The first is \""Do you read more sci-fi or fantasy?"", ""\""What do you read?""]",0.7373018341590594,0.24881151616573333,0.5894946700330783,0.21219982206821442
pair_12,Does anyone else snowboard?,It's just me who snowboards.,It's me who snowboards.,"[""2 questions: \""Is it you who snowboards?"", ""\""Who else snowboards?"", ""\""What is snowboarding?"", ""\""What about you?"", ""1 question.\nDave says \""It's just me who snowboards.\""""]","[""\""Who snowboards?"", ""\""Who snowboards?"", ""\""Why doesn't Sally snowboard?"", ""\""Who snowboards?"", ""\""Who's me?""]",0.39687720573390706,0.19973063766956328,0.3493705632279829,0.18791202306747437
pair_13,Can they also replace them?,The company just repairs existing units.,The company repairs existing units.,"[""\""Is it a new company?"", ""\""Is it possible to get a brand new unit?"", ""\""Can they also install new units?"", ""\""What about new units?"", ""\""So, you aren't interested in selling products to new customers?""]","[""\""What does the company do?"", ""\""What is the company's focus?"", ""\""What does the company do?"", ""\""What is the company's purpose?"", ""\""What are the units?""]",0.592631287372229,0.18285618126392364,0.6619959748637564,0.18969949781894685
pair_14,Will anyone else visit Janet on the 8th?,Just Rocky will visit Janet on the 8th.,Rocky will visit Janet on the 8th.,"[""8 questions. Sally's questions and Dave's answers are below. What do you think Sally and Dave are talking about"", ""\""Which day will Rocky visit Janet?"", ""\""When will Rocky visit Janet?"", ""2 questions.\n1. When does Rocky visit Janet?\n2. When does Rocky visit Janet on the 8th"", ""3 questions. What is the 2nd question?""]","[""\""When will Rocky visit Janet?"", ""3 questions. But she doesn't ask them in order.\nDave answers all 3 questions. But he answers them"", ""4 questions. She asks \""Is Rocky visiting Janet next week?"", ""3 questions to find out the date of the visit.\n\""Rocky will visit Janet on the 8th.\"""", ""2 questions.\n1. Will Rocky visit Janet on the 8th?\n2. Who will visit Janet on the""]",0.6158862613919839,0.26924914717674253,0.5745617331017828,0.26812666058540346
pair_15,What kind of dog is Fido?,Fido is just a dog.,Fido is a dog.,"[""3 questions:\n1. What is Fido?\n2. What is a dog?\n3. What is a dog that is just a"", ""\""What is the name of your dog?"", ""4 questions, each of which Dave answers \""yes.\""\nWhat is Fido's name?\nWhat is Dave's name?\nWhat is Sally"", ""\""What's a dog?"", ""\""What's a dog?""]","[""2 questions:\n1. Is Fido a dog?\n2. Is Fido a cat?\nDave answers \""Yes\"" to both questions."", ""\""Is Fido a cat?"", ""\""What is Fido?"", ""2 questions. \""What is Fido?"", ""3 questions.\nDave: \""No, I am not a dog.\""\nSally: \""You are not a dog?\""\nDave: \""No""]",0.5128655480406856,0.21992402970790864,0.44464151057937806,0.21217184662818908
pair_16,Is that all there is to a proton?,A proton is just a hydrogen atom without an electron.,A proton is a hydrogen atom without an electron.,"[""2 questions:\n1. Is a hydrogen atom a proton?\n2. Is a proton a hydrogen atom?\nI'm"", ""1) Is that true?"", ""3 questions:\n1) Is a proton an atom?\n2) Does a proton have an electron?\n3) Is"", ""\""Is a neutron just a hydrogen atom without a proton?"", ""\""Is a neutron just a hydrogen atom without a proton and an electron?""]","[""3 questions:\n1. Is a hydrogen atom a proton?\n2. Is a proton a hydrogen atom?\n3. Is"", ""3 questions:\n1. Is a hydrogen atom a proton?\n2. Is a proton a hydrogen atom?\n3. Does"", ""\""Is a neutron a hydrogen atom without a proton?"", ""\""What is a neutron?"", ""2 questions. \""Is a proton a hydrogen atom without an electron?""]",0.5387467029492379,0.24115834534168243,0.5202654091366259,0.24287242591381072
pair_17,What else does she do?,Sue is just a language teacher.,Sue is a language teacher.,"[""\""Is Sue a language teacher?"", ""2 questions. The first is \""Is Sue a language teacher?"", ""\""What do you mean by that?"", ""3 questions.\n1. \""Is Sue just a language teacher?\""\n2. \""Is Sue a language teacher?\""\n3. \""Is"", ""\""What is the opposite of 'just'?""]","[""3 questions. Which of these 3 questions does Sally ask?"", ""4 questions. Dave answers 4 questions.\nSally: Is Sue a nurse?\nDave: No, Sue is a language teacher."", ""\""Who is Sue?"", ""2 questions.\n1. Do you have a sister?\n2. Do you have a sister who is a language teacher?\n1. Do"", ""4 questions. What does Dave say?""]",0.674769848037517,0.23738131821155548,0.7128922744687729,0.25561595261096953
pair_18,Does Josh have other duties?,Josh is just an intern.,Josh is an intern.,"[""\""What does that mean?"", ""3 questions.\nWhat is the relationship between Dave and Josh?\nWhat is the relationship between Sally and Dave?\nWhat is the relationship between Sally and"", ""\""What's an intern?"", ""\""What's an intern?"", ""\""Who is Josh?""]","[""1 question to Dave.\nThen Sally says \""I'm going to take a quiz.\""\nThen Sally takes a quiz.\nThen Sally says \""I'm"", ""3 questions, one at a time. Dave answers each question with a yes or no. After the third question, Sally says \""Josh is an"", ""\""What is an intern?"", ""3 questions to Dave. Dave answers \""yes\"" to the first question, \""no\"" to the second question, and \""yes\"" to the"", ""\""Is Josh an intern?""]",0.655487988919299,0.23615137934684755,0.7202441602952142,0.263579198718071
pair_19,Is there more to what makes a hoodie?,A hoodie is just a sweatshirt with a hood.,A hoodie is a sweatshirt with a hood.,"[""3 questions. If Dave answers \""Yes\"" to the first question, \""No\"" to the second, and \"""", ""\""What is a hoodie?"", ""\""What is a sweatshirt with a hood called?"", ""\""What's a sweatshirt?"", ""\""How many words are in that sentence?""]","[""3 questions.\n1) What is a hoodie?\n2) What is a sweatshirt?\n3) What is a hood"", ""\""What is the hood?"", ""\""Is a sweatshirt a hoodie?"", ""\""What's a sweatshirt?"", ""\""What is a hoodie?""]",0.5835956461050846,0.22690956592559813,0.4118734845940818,0.19290054738521575
pair_20,Is that all it is?,That contraption is just a vacuum.,That contraption is a vacuum.,"[""\""What do you mean by contraption?"", ""\""Vacuum what?"", ""\""What does a vacuum do?"", ""\""What's a vacuum?"", ""\""What is a vacuum?""]","[""\""What is a vacuum?"", ""2 questions. Which question is the best follow-up question?"", ""\""Are you sure it is a vacuum?"", ""3 questions:\n1) What is a vacuum?\n2) What is a contraption?\n3) What is a vacuum contraption?"", ""\""What is a vacuum?""]",0.6535600196879507,0.22960758507251738,0.6722473016616654,0.22462492287158967
pair_21,Is there more to a dumbwaiter?,A dumbwaiter is just an elevator for food.,A dumbwaiter is an elevator for food.,"[""\""If you drop a peanut in a dumbwaiter, what will you get?"", ""\""Is a dumbwaiter an elevator for food?"", ""\""Is a dumbwaiter a dumb elevator?"", ""\""What about a dumbwaiter?"", ""2 questions:\n1. Is a dumbwaiter an elevator for food?\n2. Does a dumbwaiter have""]","[""\""Is a dumbwaiter an elevator for food?"", ""\""What is the elevator for food?"", ""\""What's an elevator for?"", ""\""Is a dumbwaiter an elevator?"", ""\""What is a dumbwaiter?""]",0.4042823799948595,0.21195870637893677,0.45172391222674924,0.2138417750597
pair_22,Is that all there is to LLMs?,Large Language Models are just neural networks.,Large Language Models are neural networks.,"[""\""Can you explain that to me?"", ""\""Are they just neural networks?"", ""3 questions. They are:\nWhat is a neural network?\nWhat is a large language model?\nWhat is the difference between a neural"", ""2 questions:\n1. What is a neural network?\n2. What is a large language model?\nDave says \""I'll have"", ""\""What is a neural network?""]","[""3 questions:\n  1. What is a neural network?\n  2. What is a large language model?\n  3"", ""\""How do you know that?"", ""\""What is a neural network?"", ""\""what is a neural network?"", ""4 questions:\nWhat is the definition of a neural network?\nWhat is the difference between a neural network and a large language model?\nWhat""]",0.7828362536620974,0.25387426018714904,0.788390896952354,0.25055805742740633
pair_23,Is that true for all white LEDs?,A white LED is just a filtered blue LED.,A white LED is a filtered blue LED.,"[""3 questions (in order):\n1. What does \""filtered blue\"" mean?\n2. What is the filter made of"", ""2 questions:\n1) \""What is the wavelength of the filtered blue light?\""\n2) \""What is the wavelength of"", ""\""What color is a red LED?"", ""5 questions, each with a \""yes\"" or \""no\"" answer. The questions are:\n  1. Is"", ""3 questions:\n  1. If a white LED is just a filtered blue LED, why do we need a blue""]","[""3 questions.\n1. Why is the blue LED's colour blue?\n2. Why is the white LED's colour white?"", ""\""What colour is the light from a white LED?"", ""3 questions:\n  1. Is a blue LED a white LED?\n  2. Is a filtered blue LED a"", ""2 questions. First, \""Do you really think that a white LED is a filtered blue LED?"", ""\""What is the difference between a white LED and a blue LED?""]",0.7029447118374137,0.24007055163383484,0.4867406319307136,0.2093937247991562
pair_24,What else is different about luxury cars?,Luxury cars just have fancier finishes.,Luxury cars have fancier finishes.,"[""\""So what's the difference between a luxury car and a regular car?"", ""\""Is that a fact?"", ""10 questions. Each question is either true or false. She asks these questions in order:\n1) Luxury cars are more expensive"", ""\""What about the BMW 3 series?"", ""\""What about the engine?""]","[""2 questions:\n1) Can you tell me more about these finishes?\n2) Do you think that luxury cars are more reliable?"", ""\""What is the word for 'finish' in this sentence?"", ""\""What is a luxury car?"", ""2 questions.\n1) What is the topic of the conversation?\n2) How does Dave feel about luxury cars?\nA. Dave"", ""\""What does that mean?""]",0.629552026240858,0.22300048768520356,0.6432164769332746,0.22536946833133698
pair_25,Is there something more complex about a torus?,A torus is just a donut.,A torus is a donut.,"[""4 questions.\n1) What is the area of a torus?\n2) How many donuts are in a torus"", ""3 questions:\n1. What is a torus?\n2. What is a donut?\n3. What is the difference"", ""\""What is the surface area of a torus?"", ""\""Can you explain to me what is a torus?"", ""\""What's a donut?""]","[""2 questions.\n1. What is a torus?\n2. What is a donut?\nDave's answer is a torus"", ""\""What is a donut?"", ""4 questions. Each question is answered by either \""Yes\"" or \""No\"", and Dave's answers are correct.\n1. Is"", ""\""What is the surface area of a torus?"", ""2 questions: \""What is a donut?""]",0.5425024049411137,0.22850525975227357,0.6889727631328343,0.25686185657978056
pair_26,What else is different about a quiche?,A quiche is just a breakfast casserole.,A quiche is a breakfast casserole.,"[""\""Can you make a breakfast casserole with a quiche?"", ""40 questions to try and show that a quiche is not just a breakfast casserole. At the end of"", ""2 questions. What is a casserole and what is a quiche?"", ""\""What is a breakfast casserole?"", ""4 questions.\n1. What is a breakfast casserole?\n2. What is a casserole?\n3""]","[""\""Is a breakfast casserole a quiche?"", ""2 questions. \""Is a quiche a breakfast casserole?"", ""\""What is a casserole?"", ""\""How many quiches are in a breakfast casserole?"", ""\""What is a breakfast casserole?""]",0.5705937524138014,0.2495514690876007,0.5075183313422155,0.24069749414920807
pair_27,What else makes a sofa different?,A sofa is just a long chair.,A sofa is a long chair.,"[""3 questions.\n1. What is a chair?\n2. What is a sofa?\n3. What is a long chair?\nDave"", ""25 questions to which Dave answers \""yes\"" or \""no\"". After each question, Dave has to change the sofa into a chair"", ""2 questions, \""What is a sofa?"", ""\""Is a chair just a short sofa?"", ""2 questions.\n1. How many times does Dave say the word \""chair\""?\n2. How many times does Dave say the""]","[""\""Is a sofa a chair?"", ""\""Why is a sofa a long chair?"", ""\""Is a chair a long sofa?"", ""\""Is a chair a sofa?"", ""3 questions to Dave.\n1. What is a sofa?\n2. What is a chair?\n3. What is a long chair?""]",0.5964958370110586,0.23916797935962678,0.43799103141270396,0.20130134522914886
pair_28,Isn't there more to a video?,A video is just a bunch of photos put together.,A video is a bunch of photos put together.,"[""23 questions about the above statement. Can you answer them all?"", ""\""What is a photo?"", ""3 questions.\n1. What is the main point of this video?\n2. What is the main idea of this"", ""5 questions about video and this is what he says.\n1. Is a video a bunch of photos put together?"", ""3 questions:\n1. What is the most important part of a video?\n2. What is the least important part""]","[""\""But what about movies?"", ""\""What's a photo?"", ""\""If you took a photo every second of the day, how many photos would you need to make a year long video"", ""\""What is a photo?"", ""\""What does a video look like?""]",0.6644883679289704,0.23499618470668793,0.5145404460044759,0.1970659613609314
pair_29,What more is a parking garage?,A parking garage is just an apartment building for cars.,A parking garage is an apartment building for cars.,"[""2 questions:\n1) What is an apartment building?\n2) What is a parking garage?\nWhat are the answers"", ""3 questions. What are they?"", ""3 questions\n1. How many parking garages are there in the city?\n2. How many cars are there"", ""3 questions. Can you help her?"", ""4 questions. Can you help her?""]","[""\""What is a parking garage?"", ""5 questions about parking garages.\nThe answer to the first question is \""no\"" because parking garages are for cars"", ""\"" What is the difference between a parking garage and a parking lot?"", ""\""What do you call a parking garage for trucks?"", ""\""Does a parking garage have more floors than an apartment building?""]",0.679085647009377,0.2403045117855072,0.3751739145978498,0.18375017940998079
pair_30,Why?,"The lights just turn on and off, even when no one is around.","The lights turn on and off, even when no one is around.","[""3 questions. What do you think the questions are?"", ""\""Is it a ghost?"", ""\""What's the matter with the lights?"", ""\""Are you sure they're not just flickering?"", ""4 questions. Which of the following is the most likely reason that Dave and Sally are having this""]","[""\""Maybe the lights turn on and off by themselves.\""\nDave says \""I think the lights turn"", ""\""What do you think is causing the lights to turn on and off?"", ""4 questions:\n1. Do you think the lights are on?\n2. Do you think the lights"", ""\""What do you mean?"", ""3 questions. Dave answers each question with a \""yes\"" or \""no\"".\nDoes the light turn""]",0.6472438114292569,0.2199867457151413,0.6981528789954015,0.23265326917171478
pair_31,Does anyone know why?,"Last week, a piano just fell from the sky onto Fifth Avenue.","Last week, a piano fell from the sky onto Fifth Avenue.","[""\""Did it land on its back or on its front?"", ""\""What do you mean?"", ""\""Did you get any piano keys?"", ""\""What is the probability that it fell on a piano player?"", ""2 questions:\n1. What do you think happened?\n2. What do you think caused it?""]","[""3 questions to find out how many pieces the piano fell into.\nWhat are the questions that Sally asks?"", ""3 questions.\nWhat was the piano doing in the sky?\nWhat was it doing on Fifth Avenue?\nWhat"", ""2 questions:\n1. How did a piano fall from the sky?\n2. What did Dave do with"", ""3 questions to figure out whether Dave is lying or not. She asks:\n1. \""Did you see"", ""\""When did it fall?""]",0.70762637713595,0.2357835590839386,0.7831620037652378,0.26325014531612395
pair_32,Why?,"On Friday, the cars will just crash.","On Friday, the cars will crash.","[""\""What about the cars?"", ""2 questions:\n1. Was Dave's statement true on Friday? (Yes or No)\n2. Was Dave's statement true"", ""\""Who will crash?"", ""2 questions.\n1. What is the probability that the cars will crash on Friday?\n2. What is the probability that the"", ""3 questions.\n1. Is it true that on Friday, the cars will just crash?\n2. Is it true that on""]","[""3 questions. Dave answers them.\n1. What is the name of the car that the cars will crash?\n2. What will"", ""2 questions.\n1. Will the cars crash?\n2. Will the cars crash on Friday?\nNow, Dave's statement is true"", ""2 questions. Dave answers them. Sally then says \""On Friday, the cars will crash.\""\nDave and Sally are having a conversation"", ""\""On Friday, the cars will crash. What day is it?"", ""3 questions, each with a different answer. What are the 3 answers?""]",0.7304657038550719,0.24230709075927734,0.8155414945252483,0.26772441864013674
pair_33,Why?,"When we came in, the toys were just scattered everywhere.","When we came in, the toys were scattered everywhere.","[""\""Where did they go?"", ""9 questions, and Dave answers \""yes\"" or \""no\"" to each one. Dave's answers are as"", ""\""Were there toys scattered everywhere when we came in?"", ""\""What do you think was the way they were before?"", ""\""Where were the toys before we came in?""]","[""\""Were the toys scattered everywhere when we came in?"", ""\""Where are the toys now?"", ""3 questions:\n1. What was scattered everywhere?\n2. When did we come in?\n3. Who was scattered"", ""\""Who scattered the toys?"", ""\""What do you mean by scattered?""]",0.6840329219426139,0.2233222544193268,0.6933043878390428,0.22984042167663574
pair_34,Why doesn't he listen to you?,He just doesn't listen to me.,He doesn't listen to me.,"[""3 questions.\nDave answers the questions.\nDave's answers are \""Yes\"", \""No\"", and \""Yes\"".\nWhat is the age"", ""5 questions, and Dave answers them all with a \""yes\"".\nSally says \""So, you are saying you are a good"", ""3 questions. Dave answers them but Sally doesn't think he's really listening.\nSally says \""You're right, I'm"", ""\""What do you mean?"", ""\""Did you tell him why it was wrong?""]","[""\""Why don't you tell him that?"", ""Dave \""Why don't you listen to him?"", ""\""Why don't you talk to him more often?"", ""\""Why not?"", ""2 questions.\nWhich one of the questions is a yes or no question?\nThe second one is a yes or no question.\nHere is""]",0.7274250408055808,0.2371431291103363,0.5207126664378761,0.18452493846416473
pair_35,Why is the kid mad at you?,The kid is just mad at me today.,The kid is mad at me today.,"[""\""Did you do something to him?"", ""3 questions. What is the kid mad at Dave about?"", ""\""Who is the kid?"", ""\""What kid?"", ""\""Why did he get mad at you?""]","[""\""Why is he mad at you?"", ""2 questions. She asks \""What is the kid mad at you about?"", ""2 questions:\n1. What is the kid mad at you for?\n2. How does the kid feel?\nThe kid is mad"", ""4 questions in a row. The first 3 are \""Why?"", ""\""Why is he mad?""]",0.4296872613128251,0.18052058219909667,0.4278196990106694,0.17698010057210922
pair_36,Why do you like spinach?,"I don't care about the taste, I just like spinach.","I don't care about the taste, I like spinach.","[""\""so what do you think about the taste?"", ""\""Why don't you like spinach?"", ""\""Why the heck do you like spinach so much?"", ""\""What do you mean by that?"", ""\""Are you sure you don't care about the taste?""]","[""2 questions:\n1. How do you feel about spinach?\n2. Do you like spinach?\nIf Sally is"", ""\""What do you think about the taste?"", ""\""Do you like spinach?"", ""\""What about spinach?"", ""\""Do you like spinach?""]",0.4259221962065971,0.17894106209278107,0.30070558656879254,0.15518709123134614
pair_37,Why was the dog throwing up?,I looked over and the dog was just throwing up.,I looked over and the dog was throwing up.,"[""3 questions. What was the dog doing?"", ""\""What was the dog throwing up?"", ""\""What color was it?"", ""\""What dog?"", ""\""I don't get it. I thought you said the dog was throwing up. How can a dog throw up""]","[""\""What was the dog throwing up?"", ""3 questions. She asks \""Why did the dog throw up?"", ""\""What did the dog throw up?"", ""\""What was the dog trying to throw up?"", ""2 questions.\n1. Why did you look over?\n2. Why was the dog throwing up?\nDave answers 2""]",0.4483240395615802,0.1995346188545227,0.24833070772361926,0.1523888126015663
pair_38,Why did she stop coming to work?,Two days ago she just stopped coming to work.,Two days ago she stopped coming to work.,"[""\""Why didn't you tell me sooner?"", ""\""What happened?"", ""\""What's wrong with her?"", ""\""What happened?"", ""\""What happened?""]","[""\""What?"", ""\""What did she do?"", ""2 questions.\na) What are Dave's tone and attitude?\nb) What does Dave think of his wife's actions?"", ""\""Why are you so late?"", ""\""So, she quit?""]",0.5976445195295501,0.19860053956508636,0.6256903161289082,0.21682636439800262
pair_39,Why does Lana think he won't show?,Lana thinks he just won't show.,Lana thinks he won't show.,"[""\""Does Lana think he just won't show?"", ""\""Who won't show?"", ""\""Does Lana think he just won't show?"", ""\""What does Lana think?"", ""\""Who won't show?""]","[""\""Does Lana think he won't show?"", ""\""Who won't show?"", ""2 questions.\n1. What is Lana's opinion?\n2. Who is Lana's opinion about?\nLana's opinion is that"", ""2 questions:\n1) \""Who thinks he won't show?\""\n2) \""Who won't show?\""\n1) Lana\n2"", ""\""What do you think?""]",0.3215205017322139,0.1683909296989441,0.4779821651479921,0.20329243689775467
pair_40,Why?,I've just got a bad feeling about this.,I've got a bad feeling about this.,"[""6 questions. In each question, Sally gives Dave a number and a letter. Dave has to give Sally a number and"", ""\""What do you mean?"", ""3 questions.\n1. What is your name? Dave.\n2. What is your name? Sally.\n3. What"", ""3 questions:\n1. What are you feeling?\n2. What is the object of your feeling?\n3. What is"", ""3 questions. Dave answers with \""yes\"" or \""no\"".\nIf Dave says \""yes\"" to all 3 questions""]","[""4 questions.\n1) What is Dave's profession?\n2) Who is Dave's girlfriend?\n3) What is the name"", ""4 questions, each of which he answers \""Yes\""\nSally then says \""I've got a bad feeling about this.\"""", ""3 questions and Dave answers each one with one word. The answers are \""No\"", \""Yes\"" and \""No\"". What"", ""\""What's the matter?"", ""3 questions.\n1. What's your name?\n2. What's your favourite colour?\n3. How many children do you""]",0.7156045920032871,0.2503089070320129,0.7161034761094588,0.23995481431484222
pair_41,Why did she leave?,"She just left, out of the blue, two days ago.","She left, out of the blue, two days ago.","[""2 questions.\n1. \""Did she just leave?\""\n2. \""Did she leave out of the blue"", ""\""Did you say 'out of the blue'?"", ""\""What's the matter?"", ""\""Where is she now?"", ""\""How did she look?""]","[""\""Who left?"", ""2 questions.\n1. What does Dave mean by \""out of the blue\""?\n2. What does Dave"", ""\""Why did she leave?"", ""2 questions. One of them is \""What did she say?"", ""3 questions: \""Who left?""]",0.5031672642738152,0.1852083384990692,0.44521003707756535,0.1572166919708252
