particle	train_fold	layer_index	position_label	position_order	corruption_mode	patch_scope	onset_tokens	mean_clean_log_prob_per_token	mean_corrupted_log_prob_per_token	mean_patched_log_prob_per_token	mean_raw_delta_per_token	mean_restoration	mean_restoration_clipped	row_count	source_item_count	site_metric	ranking_score
only	0	21	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.2178023346831255	0.0009562669265235458	0.013924302602358267	0.024334868710628735	279	15	restoration	0.013924302602358267
only	0	23	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.2177941285726774	0.0009644730369711802	0.01370635200202914	0.026040008243445326	279	15	restoration	0.01370635200202914
only	0	20	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.2178126900877113	0.0009459115219374498	0.01185177131548071	0.02609226176484749	279	15	restoration	0.01185177131548071
only	0	24	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.2180710801344237	0.0006875214752250434	0.008311632985882854	0.0215495383595283	279	15	restoration	0.008311632985882854
only	0	1	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.2180481571897284	0.0007104444199200502	0.006683501187612249	0.024550521312321695	279	15	restoration	0.006683501187612249
only	0	25	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.2181697090078	0.0005888926018490485	0.006567419245521589	0.018863567934466138	279	15	restoration	0.006567419245521589
only	0	26	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.2183698385996484	0.0003887630100001644	0.005077778750809167	0.016336206712453564	279	15	restoration	0.005077778750809167
only	0	27	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.2183991282421553	0.0003594733674930812	0.003610535104913871	0.015282810488488795	279	15	restoration	0.003610535104913871
only	0	0	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.2185290276016447	0.00022957400800429086	0.003223600871040819	0.016270668439681876	279	15	restoration	0.003223600871040819
only	0	28	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.218404879807195	0.000353721802453308	0.002317457929870308	0.014136610247573685	279	15	restoration	0.002317457929870308
only	0	29	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.2185376765915783	0.00022092501807055356	0.0022715984169892223	0.01362840538931312	279	15	restoration	0.0022715984169892223
only	0	30	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.2187917543233318	-3.315271368284411e-05	0.0008574740969236862	0.008416053174786772	279	15	restoration	0.0008574740969236862
only	0	31	utterance_final	0	prompt_without	utterance_final	1	-2.1447624632750726	-2.2187586016096486	-2.2187586016096486	0.0	0.0	0.0	279	15	restoration	0.0
only	1	12	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8490551799627866	0.007114210383608045	0.14238711518761107	0.154513891907117	221	15	restoration	0.14238711518761107
only	1	7	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8483810352949779	0.0077883550514168155	0.1395507972401346	0.16153440695740723	221	15	restoration	0.1395507972401346
only	1	8	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8490964565526242	0.00707293379377045	0.13536493022210286	0.1546912794841954	221	15	restoration	0.13536493022210286
only	1	9	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8495301651314617	0.0066392252149331575	0.13314963477256628	0.15344321713229442	221	15	restoration	0.13314963477256628
only	1	11	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8501516556889663	0.00601773465742844	0.11979362155165177	0.13499119563284037	221	15	restoration	0.11979362155165177
only	1	6	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8504924490203924	0.0056769413260023575	0.11285320354204714	0.12830660628975368	221	15	restoration	0.11285320354204714
only	1	10	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8504019197758634	0.00576747057053124	0.11228751098801851	0.13717792956770009	221	15	restoration	0.11228751098801851
only	1	5	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8519980510291834	0.004171339317211562	0.0847867746069348	0.10549567551319756	221	15	restoration	0.0847867746069348
only	1	13	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.851771749197816	0.004397641148578594	0.07968393241845736	0.09559389131280413	221	15	restoration	0.07968393241845736
only	1	14	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.852519013391946	0.0036503769544485223	0.06623647132482222	0.08338102061706569	221	15	restoration	0.06623647132482222
only	1	4	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8531287982215692	0.003040592124825429	0.05986181226373415	0.08653495005134805	221	15	restoration	0.05986181226373415
only	1	15	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8534745586095651	0.00269483173682977	0.0547654683722016	0.06773461862357347	221	15	restoration	0.0547654683722016
only	1	16	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8538341795801412	0.002335210766253458	0.04643631424699931	0.05794095616676842	221	15	restoration	0.04643631424699931
only	1	3	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8540332302350153	0.0021361601113794463	0.037727268338977146	0.05653719198944693	221	15	restoration	0.037727268338977146
only	1	17	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8549590893292802	0.0012103010171146161	0.025231401667124318	0.035525460920714874	221	15	restoration	0.025231401667124318
only	1	18	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8552224444872474	0.0009469458591473198	0.020149958592419505	0.030388614407830434	221	15	restoration	0.020149958592419505
only	1	21	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8555342847616954	0.0006351055846993052	0.01619781487994158	0.02622601770572812	221	15	restoration	0.01619781487994158
only	1	20	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8557192700162137	0.0004501203301810868	0.009846413880644372	0.02271922360040054	221	15	restoration	0.009846413880644372
only	1	19	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8557096446416717	0.0004597457047229746	0.008614018955512703	0.023361035642786635	221	15	restoration	0.008614018955512703
only	1	23	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8557792703533764	0.0003901199930183704	0.008538824637258887	0.01989615595440071	221	15	restoration	0.008538824637258887
only	1	22	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.855771939146422	0.00039745119997274615	0.006780792559292143	0.023107559683989806	221	15	restoration	0.006780792559292143
only	1	24	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8558323517451876	0.0003370386012072014	0.00573809089311465	0.01788490203916027	221	15	restoration	0.00573809089311465
only	1	1	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8558643894944604	0.00030500085193428406	0.0037781033893287278	0.026059561667300446	221	15	restoration	0.0037781033893287278
only	1	25	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8560337988718465	0.0001355914745481566	0.00274616778623243	0.012956186231977593	221	15	restoration	0.00274616778623243
only	1	30	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8560737522072814	9.563813911316333e-05	0.002282955716577237	0.009670902682756855	221	15	restoration	0.002282955716577237
only	1	27	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.856102740131287	6.665021510761407e-05	0.0022629800616325566	0.012491076797109714	221	15	restoration	0.0022629800616325566
only	1	2	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.855972505695682	0.00019688465071288503	0.0003631299135169142	0.023909849919750644	221	15	restoration	0.0003631299135169142
only	1	31	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8561693903463947	0.0	0.0	0.0	221	15	restoration	0.0
only	1	0	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.856159520030934	9.870315460856558e-06	-0.0004301762223370438	0.014401993417009993	221	15	restoration	-0.0004301762223370438
only	1	26	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8562113887732812	-4.19984268863206e-05	-0.0012173221624109949	0.013912931099010956	221	15	restoration	-0.0012173221624109949
only	1	28	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8561998910852646	-3.05007388699205e-05	-0.002197650986877902	0.011940139003845858	221	15	restoration	-0.002197650986877902
only	1	29	utterance_final	0	prompt_without	utterance_final	1	-1.7980887459479618	-1.8561693903463947	-1.8563707308281094	-0.00020134048171461155	-0.006065433205667398	0.008850570930849356	221	15	restoration	-0.006065433205667398
