Just	JustEncouragedPreadd	JustNoPreadd	NoJust	JustDiscouragedPreadd	NoJustNoPreadd
I don't care about the taste, I just like spinach.	  I've been eating it for years, and I'm not going to stop now.  I'm not going to stop eating it because I'm afraid of what some study says.  I'm not going to stop eating it because I'm afraid of what some study says.  I'm not	 I don't care about the taste, I just like spinach. I don't care about the taste, I just like spinach. I don't care about the taste, I just like spinach. I don't care about the taste, I just like spinach. I don't care about the taste, I just like spinach	I don't care about the taste, I like spinach.	" But the texture is just awful. It's like eating a mouthful of sand. I've tried it several times, and it's always the same. I'm not sure what the problem is, but I'm not going to eat it again. I'm going to try to find a different brand. Answer:
A"	 I just want to know if it's safe to eat it. I'm not sure if it's safe to eat it because it's been in the fridge for 2 weeks. I'm not sure if it's safe to eat it because it's been in the fridge for 2 weeks. I'm not sure if
I looked over and the dog was just throwing up.	" It was just throwing up and throwing up and throwing up. And I thought, 'Oh, my God, what's going on?'""

The dog was vomiting blood, and the couple rushed to the vet. The dog was diagnosed with a bleeding ulcer, and the couple was told to give the dog a medication called Pep"	" I thought, ""Oh, he's just throwing up."" But then I saw the blood. I was like, ""Oh, my God, he's bleeding."" I was like, ""Oh, my God, he's bleeding."" I was like, ""Oh, my God, he's bleeding."" I was like"	I looked over and the dog was throwing up.	 I looked down at my plate and there was a piece of meat with maggots in the gravy. I told the waitress and she took my plate away. She came back and said the cook said it was beef tenderloin and that there were no maggots in it. I told her to check again because there were	 I looked at the dog and the dog was throwing up. I looked at the dog and the dog was throwing up. I looked at the dog and the dog was throwing up. I looked at the dog and the dog was throwing up. I looked at the dog and the dog was throwing up. I looked at the
Two days ago she just stopped coming to work.	" She didn't call in or anything. I tried calling her but she didn't answer. I even went by her house but no one answered the door. I'm starting to get a little worried."" ""Yeah, me too. I mean, that's just not like her at all. I wish I had a better"	 She didn't call in sick, she just didn't show up. I called her cell phone and it went straight to voicemail. I left a message and called her home phone, but no one answered. I left a message there too. I waited a day and then I called her home phone again. This time	Two days ago she stopped coming to work.	" She said she had a cold. Options: A: She is a teacher. B: She is a doctor. C: She is a nurse. D: She is a cleaner.
C

Read the article and select the best answer. Article: A young man was getting ready for graduation. He always wanted a beautiful"	 She said she was sick. She didn't come to work yesterday either. She didn't answer the phone. I'm worried about her. I called her friend. Her friend said she might be in the hospital. I hope she is OK. I'm worried about her. I hope she is OK. I hope she
Lana thinks he just won't show.	" She's right. He won't show. He's dead. He's been murdered. And the killer is still in the house. The killer is still in the room. And the killer is going to kill again. My question: Who is the killer?
A: The killer is still in the house.Q"	 She's wrong. He does. He's a man named Frank Johnson (John Payne), and he's a real cop. A good one, too, who won't take any guff from anybody. When he first shows up at the precinct, Lt. Monaghan (Willis Bouchey) assigns him to	Lana thinks he won't show.	 He does. They talk. She tells him she's engaged. He looks sad but happy. They kiss. He says he loves her but she corrects him by saying shes the one who loves him. She tells him to leave. He asks if he did everything right and she replies yes. He leaves. She	 She's wrong. He does. He's a little late, but he does. He's there. He's in the room. He's in the house. He's in the city. He's in the country. He's in the world. He's in the universe. He's in the galaxy. He
I've just got a bad feeling about this.	" I don't like this, I don't like this at all. Something's not right here. I can feel it."" Han Solo, Star Wars: Episode V - The Empire Strikes Back

The Force is a metaphysical and ubiquitous power that is inherent in all living things. It surrounds and penetrates living beings,"	" I don't like this place. I don't like this place at all. I feel like we're being watched. I can feel it."" ""They're just a bunch of farmers. They don't have anything to do with us. They don't even have a spaceport. We're safe here."" ""I"	I've got a bad feeling about this.	" . ."" and ""I am your father."" The first line is spoken by Luke Skywalker in Star Wars Episode IV: A New Hope, and the second line is spoken by Darth Vader in Star Wars Episode V: The Empire Strikes Back. The line is considered one of the most famous lines in movie history. The line is"	 I've got a bad feeling about this. I've got a bad feeling about this. I've got a bad feeling about this. I've got a bad feeling about this. I've got a bad feeling about this. I've got a bad feeling about this. I've got a bad feeling about this. I
She just left, out of the blue, two days ago.	 I don't know what to do. I'm so confused. I don't know what to do. I don't know what to do. I don't know what to do. I don't know what to do. I don't know what to do. I don't know what to do. I don't	 I don't know where she went. I don't know what happened. I don't know why she left. I don't know if she's coming back. I don't know if she's safe. I don't know if she's okay. I don't know if she's alive. I don't know	She left, out of the blue, two days ago.	 Two days ago, I lost her. background music: 'To be with you', by the Delfonics. I don't know where she is, I don't know what I've done, I don't even know if I can do anything to get my baby back. I'm lost without her. I	 I don't know where she went. I don't know why she left. I don't know what I did wrong. I don't know what I can do to make it right. I don't know what I can do to bring her back. I don't know what I can do to make it through the
Yesterday, we were walking along, and Alex just tripped on the side walk.	" I was like, ""Alex, you just tripped."" He was like, ""I know, I know. I'm sorry."" I was like, ""It's okay. It's fine."" He was like, ""I'm sorry. I'm sorry. I'm sorry."" I was like, ""It's"	 He fell down and scraped his knee. He was crying, and I was trying to comfort him. I was trying to tell him that it was okay, and that he would be fine. I was trying to tell him that it was just a scrape, and that it would heal. I was trying to tell him that	Yesterday, we were walking along, and Alex tripped on the sidewalk.	" He fell forward and scraped his knee. Ouch! It hurt a lot, but luckily, it wasn't too bad. We cleaned it up and put some bandages on it. Now it's all healed up and looks good as new!

But here's something interesting: even though Alex's knee is all better now"	 He fell down and scraped his knee. It was a little bloody, but he was okay. He just needed a band-aid. I gave him one from my first aid kit. We kept walking and talking about our day. It was a nice day, and we were both in a good mood. We were laughing
These things just happen.	 They are not caused by anything. They are not caused by the weather, or the time of year, or the time of day, or the time of life, or the time of the month, or the time of the week, or the time of the year, or the time of the century, or the time	 It's not a big deal. It's not a big deal. It's not a big deal. It's not a big deal. It's not a big deal. It's not a big deal. It's not a big deal. It's not a big deal. It's not a big deal. It	These things happen.	" But the point is that the vast majority of the time, the system works. And it works because of the checks and balances that are built into the system. The system is not perfect. But it is a lot better than the alternatives.

The system is not perfect. But it is a lot better than the alternatives."	 It's not a big deal. It's not a big deal. It's not a big deal. It's not a big deal. It's not a big deal. It's not a big deal. It's not a big deal. It's not a big deal. It's not a big deal. It
Last week they just invited me over.	 I don't know what's going on. I'm just going to go over there and see what's going on. I'm not going to be a part of it. I'm not going to be a part of it. I'm not going to be a part of it. I'm not going to be a	" I was like, ""I'm not going to go over there and be a part of that."" I'm not going to be a part of that. I'm not going to be a part of that. I'm not going to be a part of that. I'm not going to be a part of that."	Last week they invited me over.	 While we were chatting, I noticed a small, round, black object on the floor. It was a button. I picked it up and examined it. It was a button from a shirt. I wondered how it got there. I looked around the room and saw that all the buttons on their shirts were intact. So	 I was a little nervous because I didn't know what to expect. I was surprised to see that they had a lot of other people over. I was introduced to everyone and we all sat down to eat. I was surprised to see that they had a lot of different foods that I had never seen before. I was
The soup is just delicious.	  I love the fact that they have a variety of soups to choose from.  I have tried the chicken noodle, the tomato basil, and the chicken tortilla.  All of them are great.  The chicken tortilla is my favorite.  I love the fact that they have a variety of bread	  I love the fact that they have a variety of soups to choose from.  I have tried the chicken noodle, the tomato basil, and the chicken tortilla.  All were delicious.  The chicken tortilla was my favorite.  I love the fact that they have a variety of breads to	The soup is delicious.	" Sentence 2: The soup is cold.Detailed Instructions: In this task, you are given a sentence in the English language and your task is to convert it into the Hindi language. In translation, keep numbers as it is and make it sentence case (capitalize only the first word of each sentence and noun).
Problem"	 I love it. I love it. I love it. I love it. I love it. I love it. I love it. I love it. I love it. I love it. I love it. I love it. I love it. I love it. I love it. I love it.
The engine in this car is just awful.	 It's a 2.0L 4-cylinder engine that is just gutless. It's not even a turbo engine. It's just a regular 4-cylinder engine. It's not even a 4-cylinder engine that's been tuned to be a performance engine. It's just a regular 	" It is a 2.0L 4-cylinder engine that is very underpowered. It is also very loud. I have a 2001 Honda Civic that is much quieter and more powerful. I would not recommend this car to anyone. I would recommend the 2001 Honda Civic instead. Answer:
Answer"	The engine in this car is awful.	 It is a 2.0L 4 cylinder engine. It is very loud and has no power. I have a 2001 Honda Civic with a 1.6L 4 cylinder engine and it is much quieter and has more power. I would not recommend this car to anyone. I would recommend the	 It is a 2.0L 4-cylinder engine that is not powerful at all. It is also very loud. The car is also very slow. I would not recommend this car to anyone. I would recommend the 2007 Honda Civic instead. It is a much better car. Is this product review
This kind of behavior is just not ok.	 I'm not sure what to do about it. I've tried talking to him about it, but he just gets angry and says I'm being unreasonable. I'm not sure what to do. I don't want to be in a relationship with someone who is so disrespectful of my boundaries. I'm not sure if I	 It's not ok to be mean to people. It's not ok to be mean to people who are different from you. It's not ok to be mean to people who are not as smart as you. It's not ok to be mean to people who are not as pretty as you. It's not ok to	This kind of behavior is not ok.	 It is not ok to use the same variable name for different purposes. It is not ok to use the same variable name for different scopes. It is not ok to use the same variable name for different types. It is not ok to use the same variable name for different purposes in the same scope. It is not ok	 It is not ok to be mean to people. It is not ok to be mean to people who are different from you. It is not ok to be mean to people who are not like you. It is not ok to be mean to people who are not the same as you. It is not ok to be mean
The article is just badly written.	" It's not that it's wrong, it's just that it's not clear. –  David Schwartz Jan 23 '12 at 0:03
@DavidSchwartz: I think you're right. I've edited the question to reflect that. –  Mehrdad Jan 23 '12 at "	 It's not clear what the author is trying to say. It's not clear what the author is trying to say. It's not clear what the author is trying to say. It's not clear what the author is trying to say. It's not clear what the author is trying to say. It's not clear	The article is badly written.	" It is difficult to understand what the author is trying to say. The author should improve his writing skills. (True / False)

  1. The author is trying to persuade the reader to buy a new car. (True / False)

  1. The author is trying to persuade the reader to buy a"	 It is not clear what the author is trying to say. It is not clear what the author is trying to say. It is not clear what the author is trying to say. It is not clear what the author is trying to say. It is not clear what the author is trying to say. It is not clear
The headphones just won't untangle.	 I've tried everything. I've tried to untangle them while they're on my head, but that's just impossible. I've tried to untangle them while they're on the floor, but that's just impossible. I've tried to untangle them while they're on the table, but that's just impossible	 I've tried everything. I've tried to untangle them while they're on my head, but that's impossible. I've tried to untangle them while they're on the table, but that's impossible. I've tried to untangle them while they're on the floor, but that's impossible. I've	The headphones won't untangle.	 The headphones won't stay in my ears. The headphones won't stay in my kids ears. The headphones won't stay in my wife's ears. The headphones won't stay in my dog's ears. The headphones won't stay in my cat's ears. The headphones won't stay in my hamster's ears.	 I have to take them off and untangle them every time I use them. I have to take them off and untangle them every time I use them. I have to take them off and untangle them every time I use them. I have to take them off and untangle them every time I use them.
Cutting up a jackfruit is just tedious.	  I mean, it's not hard, but it's just tedious.  I'm not sure if it's the same for all jackfruit, but the one I had was very fibrous and hard to cut.  I had to use a knife and a fork to cut it up.  	 It's like peeling a banana, but with a lot more effort. The fruit is covered in a thick, sticky, latex-like sap that makes it difficult to cut. The sap is also very sticky, so it's hard to keep your hands clean while you're working with it. The sap is also very difficult	Cutting up a jackfruit is tedious.	 The fruit is covered with a thick, prickly skin that must be removed before the fruit can be cut. The skin is removed by cutting the fruit into quarters and then peeling off the skin. The fruit is then cut into smaller pieces and the seeds removed. The flesh of the fruit is then cut into chunks and	 It's like peeling a banana, but with a lot more effort. The fruit is covered in a thick, sticky, latex-like sap that can stain your hands and clothes. The sap is also a natural latex, so it can cause an allergic reaction in some people. The sap is also a natural latex, so
Their sense of humor is just the worst.	 They're always making fun of me for being a nerd. I'm not a nerd! I'm just really smart. And they're always making fun of me for being a nerd. I'm not a nerd! I'm just really smart. And they're always making fun of me for being a nerd. I'm	 They are always making fun of me and my friends. They are always making fun of me and my friends. They are always making fun of me and my friends. They are always making fun of me and my friends. They are always making fun of me and my friends. They are always making fun of me and my	Their sense of humor is the worst.	 They are the most arrogant people I have ever met. They are the most racist people I have ever met. They are the most ignorant people I have ever met. They are the most disrespectful people I have ever met. They are the worst people to work with. They are the worst people to work for. They are	 They are always making fun of me. I am not a funny person. I don't like to make jokes. I don't like to be the center of attention. I don't like to be laughed at. I don't like to be the center of attention. I don't like to be laughed at. I
Mammoths are just gigantic.	 They were the size of modern elephants, but with a lot more hair. They were also a lot more muscular, and had a much more powerful build. They were also a lot more aggressive, and would have been a lot more dangerous to humans than elephants are today. They were also a lot more intelligent, and would	 They are the largest land mammals to have ever lived. They were about 12 feet tall and weighed about 6 tons. They were also herbivores, meaning they ate plants. They had long curved tusks that were used for digging up roots and for fighting. They had a thick coat of fur to keep them	Mammoths are gigantic.	 They are about 4 meters high and weigh 4 tons. They have a long trunk and two long tusks. They have a thick coat of fur. They live in herds. They eat grass and leaves. They are very shy. They run away when they see people. They are good-tempered.	 They are the largest land mammals that ever lived. They are about 12 feet tall and weigh about 6 tons. They have long curved tusks and a hump on their back. They have a thick coat of fur to keep them warm in the cold climate. They have a trunk like an elephant. They use
The movie is just superb.	 The story is just superb. The acting is just superb. The music is just superb. The cinematography is just superb. The editing is just superb. The direction is just superb. The screenplay is just superb. The dialogues are just superb. The background score is just superb. The production design is just superb.	 The acting is superb. The story is superb. The cinematography is superb. The music is superb. The editing is superb. The directing is superb. The writing is superb. The production design is superb. The costumes are superb. The special effects are superb. The sound is superb. The sound editing is superb.	The movie is superb.	 The acting is superb. The story is superb. The only thing that isn't superb is the ending. I won't give it away, but it's a cop-out. It's a cop-out that makes you feel like you've been cheated. It's a cop-out that makes you feel like you've been had	 The acting is superb. The story is superb. The cinematography is superb. The music is superb. The editing is superb. The directing is superb. The writing is superb. The production is superb. The costumes are superb. The sets are superb. The special effects are superb. The sound is superb. The sound
Smith just abhors Clancey's guts.	 He's a real jerk. He's a real bully. He's a real mean guy. He's a real nasty guy. He's a real nasty guy. He's a real nasty guy. He's a real nasty guy. He's a real nasty guy. He's a real nasty guy. He's a	 He is a very good man, and he is a very good soldier. He is a very good soldier, and he is a very good man. He is a very good soldier, and he is a very good man. He is a very good soldier, and he is a very good man. He is a very	Smith abhors Clancey's guts.	 Smith abhors Clanceie's guts. Smith abhnlors Clancey's guts. Smith abhors Clanceie's guts. Smith abhors Clancey's guts. Smith abhors Clanceie's guts. Smith abhors Clancey's guts. Smith abh	 Smith is a coward. Smith is a liar. Smith is a thief. Smith is a murderer. Smith is a traitor. Smith is a pervert. Smith is a pedophile. Smith is a rapist. Smith is a drug addict. Smith is a drunkard. Smith is a thief. Smith is a
This wall paper is just horrendous.	 I can't believe I paid $50 for this. I'm going to have to buy another set of wall paper. I'm just going to have to throw this away. I'm so disappointed. I'm going to have to buy another set of wall paper. I'm just going to have to throw this away.	 I have never seen anything like it. It is so bad that I am going to have to paint it. I am not sure what the other reviewers were thinking. I am not sure if they were paid to write the reviews or if they are just that stupid. I am not sure what the other reviewers were thinking.	This wall paper is horrendous.	" It peels off in sheets. It is not worth the money. I would not recommend this product to anyone. Answer:
Answer: NoQ:Title: Great for the price Review: I bought this for my 3 year old son. He loves it. It is a little small for him, but he"	" It is not a good quality paper and it is not a good design. I would not recommend this paper to anyone. Answer:
Answer: No"
My mother-in-law's quiche is just to die for.	 I've been trying to get her recipe for years, but she's never been able to give me a straight answer. She says it's just a little of this and a little of that. I'm sure she doesn't even measure anything. I'm going to try to make it myself, but I'm afraid I	 I've been trying to get her recipe for years, but she's never been able to give me a straight answer. She says it's just a bunch of eggs, milk, and cheese, but I know there's more to it than that. I've tried making it myself, but it never turns out the same	My mother-in-law's quiche is to die for.	  I'm not sure what's in it, but it's delicious.  I'm not sure what's in it, but it's delicious.  I'm not sure what's in it, but it's delicious.  I'm not sure what's in it, but it's delicious.	 I've never had a bad meal at her house. She's a great cook. I'm not sure what she does to make it so good, but it's delicious. I'm going to ask her for the recipe. I'm sure she'll give it to me. I'll make it for you sometime. I
That movie was just fantastic!	 I loved it! I think it was just great! I loved the way they did the special effects! I think it was just great! I loved the way they did the special effects! I think it was just great! I loved the way they did the special effects! I think it was just great! I loved	 I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it!	That movie was fantastic!	 I loved it! I want to see it again! I want to buy it! I want to buy the soundtrack! I want to buy the book! I want to buy the book! I want to buy the book! I want to buy the book! I want to buy the book! I want to buy the	 I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it! I loved it!
The stars are just extrordinary tonight.	 I'm sitting on my back porch, and I can see the Big Dipper, Orion, and the Pleiades. I can see the Milky Way, and I can see the Andromeda Galaxy. I can see the North Star, and I can see the Southern Cross. I can see the constellations	 I'm sitting on my back porch, and I can see the Big Dipper, Orion, and the Pleiades. I can also see the Milky Way. It's so beautiful. I love the stars. I love the moon. I love the sky. I love the universe. I love the earth. I	The stars are extrordinary tonight.	 They are so bright that they cast shadows. The moon is full. The moon is so bright that it casts shadows. The moon is so bright that it casts shadows. The moon is so bright that it casts shadows. The moon is so bright that it casts shadows. The moon is so bright that it casts shadows.	 I'm sitting on my back porch, looking up at the sky. I can see the Big Dipper, Orion, and the Pleiades. I can see the Milky Way. I can see the moon. I can see the stars. I can see the stars. I can see the stars. I can see
Your garden is just gorgeous.	" I love the idea of the ""garden of the five senses"" and the idea of the ""garden of the five senses"" is just beautiful. I love the idea of the ""garden of the five senses"" and the idea of the ""garden of the five senses"" is just beautiful. I love"	" I love the idea of the ""garden of the five senses"" and the idea of the ""garden of the five senses"" is a great way to get kids to think about the garden in a different way. I love the idea of the ""garden of the five senses"" and the idea of the """	Your garden is gorgeous.	 I love the flowers. I love the way you have arranged them. I love the way you have planted them. I love the way you have watered them. I love the way you have fertilized them. I love the way you have pruned them. I love the way you have weeded them. I	 I love the flowers. I have a question. I have a 2 year old and a 4 year old. I have a 2 year old that is very aggressive. He is constantly hitting, kicking, and biting. I have tried everything. I have tried time outs, taking toys away, and even spanking
