pool_row_index	pool_rank	source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	followup	particle	selection_score_per_token	selection_score_raw	fold_id	prompt_with	prompt_without	next_speaker
10	11	expanded_data	discourse_particle	117	only_3999	only	h	Hello, I need to register for a class.__eou__What class are you trying to take?__eou__I want to take a Psychology class.	Well, there are only two classes open.	Well, there are two classes open.	Can you tell me what days the classes are on?		P	Well, there are only two classes open.	nucleus	chat	0.9	1.0	20260416	1933371088	50	50	500	51	40	That's okay! What are the two classes? Are they at a good time for me?	that's okay! what are the two classes? are they at a good time for me?	That's okay! What are the two classes? Are they at a good time for me?	-9.933840036392212	-24.185264110565186	-0.4139100015163421	-1.007719337940216	24	24	-9.933840036392212	-24.185264110565186	-0.4139100015163421	-1.007719337940216	14.251424074172974	0.5938093364238739	True	True	Can you tell me what days the classes are on?	only	0.5938093364238739	14.251424074172974	0	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are only two classes open.
Speaker 1: "	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are two classes open.
Speaker 1: "	Speaker 1
11	12	expanded_data	discourse_particle	107	only_3484	only	h	Did you ever get a parking ticket?	Only a few.	A few.	What's a few?		P	Only a few.	nucleus	chat	0.9	1.0	20260416	777438343	50	50	500	50	50	So you're a careful driver! Do you have any funny stories about the parking tickets you received?	so you're a careful driver! do you have any funny stories about the parking tickets you received?	So you're a careful driver! Do you have any funny stories about the parking tickets you received?	-21.29082310199737	-36.004454016685486	-0.851632924079895	-1.440178160667419	25	25	-21.29082310199737	-36.004454016685486	-0.851632924079895	-1.440178160667419	14.71363091468811	0.5885452365875243	True	True	What's a few?	only	0.5885452365875243	14.71363091468811	0	"Speaker 1: Did you ever get a parking ticket?
Speaker 2: Only a few.
Speaker 1: "	"Speaker 1: Did you ever get a parking ticket?
Speaker 2: A few.
Speaker 1: "	Speaker 1
12	13	expanded_data	discourse_particle	99	only_3332	only	h	I'm so hungry! Can you buy me a burrito?__eou__I don't have any money to buy you a burrito.__eou__Please? I haven't eaten anything all day.	Look, I only have money to buy myself a burrito.	Look, I have money to buy myself a burrito.	I'm so hungry, I could eat a whole cow!		P	Look, I only have money to buy myself a burrito.	nucleus	chat	0.9	1.0	20260416	1927734464	50	50	500	26	26	Aw, that's not fair! I'm starving!	aw, that's not fair! i'm starving!	Aw, that's not fair! I'm starving!	-6.200347781181336	-15.455005168914797	-0.3875217363238334	-0.9659378230571748	16	16	-6.200347781181336	-15.455005168914797	-0.3875217363238334	-0.9659378230571748	9.25465738773346	0.5784160867333412	True	True	I'm so hungry, I could eat a whole cow!	only	0.5784160867333412	9.25465738773346	1	"Speaker 1: I'm so hungry! Can you buy me a burrito?
Speaker 2: I don't have any money to buy you a burrito.
Speaker 1: Please? I haven't eaten anything all day.
Speaker 2: Look, I only have money to buy myself a burrito.
Speaker 1: "	"Speaker 1: I'm so hungry! Can you buy me a burrito?
Speaker 2: I don't have any money to buy you a burrito.
Speaker 1: Please? I haven't eaten anything all day.
Speaker 2: Look, I have money to buy myself a burrito.
Speaker 1: "	Speaker 1
13	14	expanded_data	discourse_particle	117	only_3999	only	h	Hello, I need to register for a class.__eou__What class are you trying to take?__eou__I want to take a Psychology class.	Well, there are only two classes open.	Well, there are two classes open.	Can you tell me what days the classes are on?		P	Well, there are only two classes open.	nucleus	chat	0.9	1.0	20260416	1933371088	50	50	500	56	44	What are the two classes? Can I see the descriptions or course numbers? Maybe one of them will interest me.	what are the two classes? can i see the descriptions or course numbers? maybe one of them will interest me.	What are the two classes? Can I see the descriptions or course numbers? Maybe one of them will interest me.	-13.655287504196169	-29.00338566303253	-0.4876888394355774	-1.035835202251162	28	28	-13.655287504196169	-29.00338566303253	-0.4876888394355774	-1.035835202251162	15.348098158836365	0.5481463628155845	True	True	Can you tell me what days the classes are on?	only	0.5481463628155845	15.348098158836365	0	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are only two classes open.
Speaker 1: "	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are two classes open.
Speaker 1: "	Speaker 1
14	15	expanded_data	discourse_particle	117	only_3999	only	h	Hello, I need to register for a class.__eou__What class are you trying to take?__eou__I want to take a Psychology class.	Well, there are only two classes open.	Well, there are two classes open.	Can you tell me what days the classes are on?		P	Well, there are only two classes open.	nucleus	chat	0.9	1.0	20260416	1933371088	50	50	500	25	22	What are they? Is one of them the Psychology class I'm interested in?	what are they? is one of them the psychology class i'm interested in?	What are they? Is one of them the Psychology class I'm interested in?	-5.5963194370269775	-16.457531929016113	-0.2664914017631894	-0.7836919966198149	21	21	-5.5963194370269775	-16.457531929016113	-0.2664914017631894	-0.7836919966198149	10.861212491989136	0.5172005948566255	True	True	Can you tell me what days the classes are on?	only	0.5172005948566255	10.861212491989136	0	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are only two classes open.
Speaker 1: "	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are two classes open.
Speaker 1: "	Speaker 1
15	16	expanded_data	discourse_particle	99	only_3332	only	h	I'm so hungry! Can you buy me a burrito?__eou__I don't have any money to buy you a burrito.__eou__Please? I haven't eaten anything all day.	Look, I only have money to buy myself a burrito.	Look, I have money to buy myself a burrito.	I'm so hungry, I could eat a whole cow!		P	Look, I only have money to buy myself a burrito.	nucleus	chat	0.9	1.0	20260416	1927734464	50	50	500	47	47	Aw, okay. I understand. I guess I'll just have to go hungry then.	aw, okay. i understand. i guess i'll just have to go hungry then.	Aw, okay. I understand. I guess I'll just have to go hungry then.	-7.166476726531982	-18.82800030708313	-0.3115859446318253	-0.8186087090036144	23	23	-7.166476726531982	-18.82800030708313	-0.3115859446318253	-0.8186087090036144	11.661523580551147	0.5070227643717891	True	True	I'm so hungry, I could eat a whole cow!	only	0.5070227643717891	11.661523580551147	1	"Speaker 1: I'm so hungry! Can you buy me a burrito?
Speaker 2: I don't have any money to buy you a burrito.
Speaker 1: Please? I haven't eaten anything all day.
Speaker 2: Look, I only have money to buy myself a burrito.
Speaker 1: "	"Speaker 1: I'm so hungry! Can you buy me a burrito?
Speaker 2: I don't have any money to buy you a burrito.
Speaker 1: Please? I haven't eaten anything all day.
Speaker 2: Look, I have money to buy myself a burrito.
Speaker 1: "	Speaker 1
16	17	expanded_data	discourse_particle	100	only_3340	only	h	I need a snack from the cafeteria.__eou__What are you thinking of getting?	I only want some chips.	I want some chips.	I think I may get something too.		P	I only want some chips.	nucleus	chat	0.9	1.0	20260416	66920717	50	50	500	22	22	A simple snack! Do you want a specific flavor or brand of chips?	a simple snack! do you want a specific flavor or brand of chips?	A simple snack! Do you want a specific flavor or brand of chips?	-9.798675060272217	-19.90599584579468	-0.4899337530136108	-0.995299792289734	20	20	-9.798675060272217	-19.90599584579468	-0.4899337530136108	-0.995299792289734	10.10732078552246	0.505366039276123	True	True	I think I may get something too.	only	0.505366039276123	10.10732078552246	1	"Speaker 1: I need a snack from the cafeteria.
Speaker 2: What are you thinking of getting?
Speaker 1: I only want some chips.
Speaker 2: "	"Speaker 1: I need a snack from the cafeteria.
Speaker 2: What are you thinking of getting?
Speaker 1: I want some chips.
Speaker 2: "	Speaker 2
17	18	expanded_data	discourse_particle	93	only_2682	only	h	Only one. But I wanted to make sure I'd get it.__eou__Yeah, I really wanted that Chanel bag, too. But just in case you should bid low.	But there are only two more days until the bidding closes!	But there are two more days until the bidding closes!	I bid on a Chanel watch at the last minute, and got it sixty percent off!		P	But there are only two more days until the bidding closes!	nucleus	chat	0.9	1.0	20260416	1761295223	50	50	500	13	13	Oh no, I didn't think about that! The clock is ticking! We really need to get that Chanel bag!	oh no, i didn't think about that! the clock is ticking! we really need to get that chanel bag!	Oh no, I didn't think about that! The clock is ticking! We really need to get that Chanel bag!	-23.974215388298035	-38.41365313529968	-0.8266970823551046	-1.3246087288034374	29	29	-23.974215388298035	-38.41365313529968	-0.8266970823551046	-1.3246087288034374	14.439437747001648	0.4979116464483327	True	True	I bid on a Chanel watch at the last minute, and got it sixty percent off!	only	0.4979116464483327	14.439437747001648	0	"Speaker 1: Only one. But I wanted to make sure I'd get it.
Speaker 2: Yeah, I really wanted that Chanel bag, too. But just in case you should bid low.
Speaker 1: But there are only two more days until the bidding closes!
Speaker 2: "	"Speaker 1: Only one. But I wanted to make sure I'd get it.
Speaker 2: Yeah, I really wanted that Chanel bag, too. But just in case you should bid low.
Speaker 1: But there are two more days until the bidding closes!
Speaker 2: "	Speaker 2
18	19	expanded_data	discourse_particle	99	only_3332	only	h	I'm so hungry! Can you buy me a burrito?__eou__I don't have any money to buy you a burrito.__eou__Please? I haven't eaten anything all day.	Look, I only have money to buy myself a burrito.	Look, I have money to buy myself a burrito.	I'm so hungry, I could eat a whole cow!		P	Look, I only have money to buy myself a burrito.	nucleus	chat	0.9	1.0	20260416	1927734464	50	50	500	38	38	Aw, that's not fair!	aw, that's not fair!	Aw, that's not fair!	-5.817625641822815	-11.681922435760498	-0.4848021368185679	-0.9734935363133748	12	12	-5.817625641822815	-11.681922435760498	-0.4848021368185679	-0.9734935363133748	5.864296793937683	0.4886913994948069	True	True	I'm so hungry, I could eat a whole cow!	only	0.4886913994948069	5.864296793937683	1	"Speaker 1: I'm so hungry! Can you buy me a burrito?
Speaker 2: I don't have any money to buy you a burrito.
Speaker 1: Please? I haven't eaten anything all day.
Speaker 2: Look, I only have money to buy myself a burrito.
Speaker 1: "	"Speaker 1: I'm so hungry! Can you buy me a burrito?
Speaker 2: I don't have any money to buy you a burrito.
Speaker 1: Please? I haven't eaten anything all day.
Speaker 2: Look, I have money to buy myself a burrito.
Speaker 1: "	Speaker 1
19	20	expanded_data	discourse_particle	117	only_3999	only	h	Hello, I need to register for a class.__eou__What class are you trying to take?__eou__I want to take a Psychology class.	Well, there are only two classes open.	Well, there are two classes open.	Can you tell me what days the classes are on?		P	Well, there are only two classes open.	nucleus	chat	0.9	1.0	20260416	1933371088	50	50	500	32	28	That's okay! Can you tell me what the two classes are? Maybe one of them will be a good fit for me.	that's okay! can you tell me what the two classes are? maybe one of them will be a good fit for me.	That's okay! Can you tell me what the two classes are? Maybe one of them will be a good fit for me.	-5.381918549537659	-20.40702259540558	-0.1736102757915373	-0.6582910514646961	31	31	-5.381918549537659	-20.40702259540558	-0.1736102757915373	-0.6582910514646961	15.02510404586792	0.4846807756731587	True	True	Can you tell me what days the classes are on?	only	0.4846807756731587	15.02510404586792	0	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are only two classes open.
Speaker 1: "	"Speaker 1: Hello, I need to register for a class.
Speaker 2: What class are you trying to take?
Speaker 1: I want to take a Psychology class.
Speaker 2: Well, there are two classes open.
Speaker 1: "	Speaker 1
20	21	expanded_data	discourse_particle	70	only_1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	chat	0.9	1.0	20260416	132238744	50	50	500	20	20	Just spring rolls, huh? That's a bit limited, but I suppose they're a tasty snack. How many types of fillings do you have available?	just spring rolls, huh? that's a bit limited, but i suppose they're a tasty snack. how many types of fillings do you have available?	Just spring rolls, huh? That's a bit limited, but I suppose they're a tasty snack. How many types of fillings do you have available?	-23.393643856048584	-41.22562837600708	-0.6322606447580699	-1.1142061723245156	37	37	-23.393643856048584	-41.22562837600708	-0.6322606447580699	-1.1142061723245156	17.831984519958496	0.4819455275664457	True	True	Then could I have four orders, please?	only	0.4819455275664457	17.831984519958496	0	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
21	22	expanded_data	discourse_particle	80	only_1624	only	h	Hi, I want to check out.__eou__Okay. Come with me.__eou__Can I pay by a credit card?	Sorry, you can only pay cash.	Sorry, you can pay cash.	OK. Here is the money.		P	Sorry, you can only pay cash.	nucleus	chat	0.9	1.0	20260416	256824818	50	50	500	49	42	That's inconvenient. Do you accept traveler's checks or personal checks?	that's inconvenient. do you accept traveler's checks or personal checks?	That's inconvenient. Do you accept traveler's checks or personal checks?	-6.472385287284851	-15.393049359321594	-0.3406518572255185	-0.8101604925958734	19	19	-6.472385287284851	-15.393049359321594	-0.3406518572255185	-0.8101604925958734	8.920664072036743	0.4695086353703549	True	True	OK. Here is the money.	only	0.4695086353703549	8.920664072036743	0	"Speaker 1: Hi, I want to check out.
Speaker 2: Okay. Come with me.
Speaker 1: Can I pay by a credit card?
Speaker 2: Sorry, you can only pay cash.
Speaker 1: "	"Speaker 1: Hi, I want to check out.
Speaker 2: Okay. Come with me.
Speaker 1: Can I pay by a credit card?
Speaker 2: Sorry, you can pay cash.
Speaker 1: "	Speaker 1
22	23	expanded_data	discourse_particle	70	only_1038	only	h	Can I order take-out here?	We only have spring rolls today for take-out.	We have spring rolls today for take-out.	Then could I have four orders, please?		P	We only have spring rolls today for take-out.	nucleus	chat	0.9	1.0	20260416	132238744	50	50	500	39	39	That's okay! Spring rolls can be a tasty and satisfying option for take-out. Do you have any recommendations for dipping sauces or specials that go well with them?	that's okay! spring rolls can be a tasty and satisfying option for take-out. do you have any recommendations for dipping sauces or specials that go well with them?	That's okay! Spring rolls can be a tasty and satisfying option for take-out. Do you have any recommendations for dipping sauces or specials that go well with them?	-16.09007227420807	-33.85487413406372	-0.4234229545844228	-0.890917740370098	38	38	-16.09007227420807	-33.85487413406372	-0.4234229545844228	-0.890917740370098	17.764801859855652	0.4674947857856751	True	True	Then could I have four orders, please?	only	0.4674947857856751	17.764801859855652	0	"Speaker 1: Can I order take-out here?
Speaker 2: We only have spring rolls today for take-out.
Speaker 1: "	"Speaker 1: Can I order take-out here?
Speaker 2: We have spring rolls today for take-out.
Speaker 1: "	Speaker 1
23	24	expanded_data	discourse_particle	93	only_2682	only	h	Only one. But I wanted to make sure I'd get it.__eou__Yeah, I really wanted that Chanel bag, too. But just in case you should bid low.	But there are only two more days until the bidding closes!	But there are two more days until the bidding closes!	I bid on a Chanel watch at the last minute, and got it sixty percent off!		P	But there are only two more days until the bidding closes!	nucleus	chat	0.9	1.0	20260416	1761295223	50	50	500	49	49	Oh no, is that so? Well, I suppose we'll just have to make sure our bids are in order then!	oh no, is that so? well, i suppose we'll just have to make sure our bids are in order then!	Oh no, is that so? Well, I suppose we'll just have to make sure our bids are in order then!	-20.27367663383484	-34.18855118751526	-0.6757892211278279	-1.1396183729171754	30	30	-20.27367663383484	-34.18855118751526	-0.6757892211278279	-1.1396183729171754	13.91487455368042	0.4638291517893474	True	True	I bid on a Chanel watch at the last minute, and got it sixty percent off!	only	0.4638291517893474	13.91487455368042	0	"Speaker 1: Only one. But I wanted to make sure I'd get it.
Speaker 2: Yeah, I really wanted that Chanel bag, too. But just in case you should bid low.
Speaker 1: But there are only two more days until the bidding closes!
Speaker 2: "	"Speaker 1: Only one. But I wanted to make sure I'd get it.
Speaker 2: Yeah, I really wanted that Chanel bag, too. But just in case you should bid low.
Speaker 1: But there are two more days until the bidding closes!
Speaker 2: "	Speaker 2
24	25	expanded_data	discourse_particle	80	only_1624	only	h	Hi, I want to check out.__eou__Okay. Come with me.__eou__Can I pay by a credit card?	Sorry, you can only pay cash.	Sorry, you can pay cash.	OK. Here is the money.		P	Sorry, you can only pay cash.	nucleus	chat	0.9	1.0	20260416	256824818	50	50	500	32	27	That's inconvenient. Do you have a change machine?	that's inconvenient. do you have a change machine?	That's inconvenient. Do you have a change machine?	-6.459590911865234	-13.80620050430298	-0.4037244319915771	-0.8628875315189362	16	16	-6.459590911865234	-13.80620050430298	-0.4037244319915771	-0.8628875315189362	7.346609592437744	0.459163099527359	True	True	OK. Here is the money.	only	0.459163099527359	7.346609592437744	0	"Speaker 1: Hi, I want to check out.
Speaker 2: Okay. Come with me.
Speaker 1: Can I pay by a credit card?
Speaker 2: Sorry, you can only pay cash.
Speaker 1: "	"Speaker 1: Hi, I want to check out.
Speaker 2: Okay. Come with me.
Speaker 1: Can I pay by a credit card?
Speaker 2: Sorry, you can pay cash.
Speaker 1: "	Speaker 1
