Unnamed: 0	id	word	word sense	context	w_word	wo_word	followup
67	407	just		What do you think about half day kindergarten for Stacey?__eou__We could try it for the first few weeks and see if she likes it.	I just think it will be a little difficult for her to be away from home for so long right off the bat.	I think it will be a little difficult for her to be away from home for so long right off the bat.	You have a good point. She hasn't really ever been away from home for longer than a few hours.
70	454	just		Cathy, I'd like to introduce the new microwave stove of mine to you, because it is easy to use.__eou__OK, it so happened I want to buy one.	This microwave stove has many functions. Let me show you. For example, if you want to cook meat, you just need to put meat in it, and press the button with a picture of meat, that’s OK. After several minutes, you can eat the delicious meat.	This microwave stove has many functions. Let me show you. For example, if you want to cook meat, you need to put meat in it, and press the button with a picture of meat, that’s OK. After several minutes, you can eat the delicious meat.	I think it’s good, and it suits me, because I'm not good at cooking. Is it expensive?
73	462	just		I'm looking for some fresh produce that's on sale.	Well, we just got in some mangoes.	Well, we got in some mangoes.	Mangoes. What are they?
74	465	just		Let’s go to Wangfujing by bus.__eou__Better take the subway. It’s faster, and more convenient.__eou__En, where do we pay the fares?	Just go to the ticket office in the subway.	Go to the ticket office in the subway.	Do I have to pay an additional fare to change trains?
77	472	just		Hey Michael. Where are you going?	No where special. I was just taking a walk.	No where special. I was taking a walk.	What for?
78	476	just		Hey Michael. Where are you going?	No where special. I was just taking a walk.	No where special. I was taking a walk.	What for?
79	482	just		Mike, I'm afraid I can't come back home for dinner tonight.__eou__Not back home for dinner again? That's the third time this week!	I'm sorry. Our company has just opened. There are always too many things to handle. You know that.	I'm sorry. Our company has opened. There are always too many things to handle. You know that.	You don't have to explain. Suit yourself.
82	492	just		Excuse me, but can you tell me the way to the railway station?	Just go straight along this street, turn left at the first crossing and walk straight ahead about 100 meters. You can’t miss it.	Go straight along this street, turn left at the first crossing and walk straight ahead about 100 meters. You can’t miss it.	About how long will it take me to get there?
83	498	just		I'm hungry. Do we have anything to eat?	Just a few cookies.	A few cookies.	That's fine with me.
88	526	just		Hey! What are you doing here?	I'm just shopping.	I'm shopping.	What are you shopping for?
89	527	just		Hi, I'd like to get your store credit card.__eou__Here's the application form.__eou__I'm finished. Here's the form.	Thank you. Now if you'll just give me a credit card.	Thank you. Now if you'll give me a credit card.	Here's my VISA.
96	557	just		What's wrong with you?__eou__I feel so tired.__eou__I really recommend you go for a run in the morning.	Why? I'd just be dead tired for the rest of the day.	Why? I'd be dead tired for the rest of the day.	On the contrary! It really refreshes you and gets you ready to attack the day.
97	569	just		May I help you?	I'm just browsing, thanks.	I'm browsing, thanks.	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.
98	570	just		I'm looking for some lipsticks. Do you still have some in peach rose?	Oh, yes. That is a beautiful color. It has been a very popular lipstick this season. I have just two left.	Oh, yes. That is a beautiful color. It has been a very popular lipstick this season. I have two left.	Great. I'll take one.
101	575	just		Can I see the paper when you're through, Sally?	OK. I just want to read the comics.	OK. I want to read the comics.	Take your time.
102	585	just		Could you show me where the ice cream is located?	Just go to the end of the store. And it will be on your right. We have all the ice creams and frozen foods back there in the freezers.	Go to the end of the store. And it will be on your right. We have all the ice creams and frozen foods back there in the freezers.	This is my first time here.
109	622	just		I think we should do the floors before we work on the curtains and walls.__eou__Why? it doesn't make sense. If we do the floors first, and then paint the walls, we will get paint all over our new floor.	Hmm Maybe you're right. But I can't stand all this green carpet here. And besides, I know how to paint. I will just cover everything with drop cloth. I won't get anything on the floor.	Hmm Maybe you're right. But I can't stand all this green carpet here. And besides, I know how to paint. I will cover everything with drop cloth. I won't get anything on the floor.	Are you sure?
112	638	just		Hello, do you have any vacancies?	Yes, something just opened up.	Yes, something opened up.	What kind of apartment is it?
123	683	just		I think this spring is a good time for us to start looking.__eou__We should plan to move out of here before July. I'm tired of living in apartments.	I know, dear. I am too. But we've just been too busy to look for a house.	I know, dear. I am too. But we've been too busy to look for a house.	We need to find a good realtor.
126	690	just		Hello, are you interested in this Honda?	Hi, I am just looking.	Hi, I am looking.	It's a good car.
128	693	just		Miss, may I help you?	Yes, I just wondered why the price between the ninth and tenth floor is so different.	Yes, I wondered why the price between the ninth and tenth floor is so different.	It's because of the view.
131	698	just		What is your favorite coffee?__eou__Irish coffee is my favorite. But I'm not particular on it.__eou__All right. Would you make coffee yourself when you are at home?	Not very often. Making coffee is a bit troublesome. Most of the time, I just buy takeout at Starbucks. And also, I quite like instant coffee.	Not very often. Making coffee is a bit troublesome. Most of the time, I buy takeout at Starbucks. And also, I quite like instant coffee.	I think instant coffee is becoming more and more popular. Though its taste is not perfect, it's really cheap and convenient.
141	728	just		Hello, can I help you?__eou__Yes, my engine warning light is on.__eou__How long has it been on for?	Just since today.	Since today.	You can still drive, without problems.
142	731	just		Do you eat a lot of healthy food?	Compared with healthy food, unhealthy food just tastes so much better. And anyway, I believe if you live a low stress Life and are active, you can get away with eating whatever you like. It's all in the mind.	Compared with healthy food, unhealthy food tastes so much better. And anyway, I believe if you live a low stress Life and are active, you can get away with eating whatever you like. It's all in the mind.	You have the point. I think cancer is caused by more worry than by the things we consume. Some good things you should try are cranberry juice, wild rice and yoghurt.
147	753	just		This is the menu. What would you like to have?	I don't know what to have. If you don't mind, I'll just leave the choice to you.	I don't know what to have. If you don't mind, I'll leave the choice to you.	With pleasure, sir. May I suggest Steamed stuffed buns and deep-fried twisted dough sticks? They are popular breakfast among Chinese people.
148	756	just		Food is less expensive in a cafeteria, because you serve yourself.__eou__How to do it?	Just pick up a tray, then put a knife, a fork, a spoon and a paper napkin on it and stand in the line.	Pick up a tray, then put a knife, a fork, a spoon and a paper napkin on it and stand in the line.	How long will it take to reach the buffet?
149	760	just		Let's decide what to order.__eou__I'll have a hamburger.__eou__The works?	No, just tomatoes, please. And large fries.	No, tomatoes, please. And large fries.	Anything to drink?
152	788	just		Excuse me. Does this bus go by Tiananmen square?__eou__Yes, it does.__eou__At which stop should I get off?	There is a stop at Tiananmen Square. The stops will be announced on the bus both in English and Chinese. When the stop is coming, you just push the red button near the rear door if you want to get off.	There is a stop at Tiananmen Square. The stops will be announced on the bus both in English and Chinese. When the stop is coming, you push the red button near the rear door if you want to get off.	Okay, thanks very much.
155	814	just		Hi, Mikel. What's with you? You look angry.	Nah, I just check my weight, I'm getting fatter.	Nah, I check my weight, I'm getting fatter.	True, you are getting a really pot belly, aren't you?
157	820	just		Hello, madam, I am sorry for keeping you waiting so long. Now please follow me and I will show you your table.__eou__Thank you. Is that a window table?	Yes, just as you have ordered.	Yes, as you have ordered.	It's very nice of you.
161	870	just		How do you like the food?__eou__It tastes really great. Did you cook it?__eou__Yes. I made it this afternoon. Would you like some more?	OK, just a little though. I'm really full.	OK, a little though. I'm really full.	Oh. Would you like some soup instead?
167	898	just		Can I help you, sir?__eou__Yes. Fill it up, please.__eou__OK. What kind of gas do you want?	I don't really know. I have just bought this new car. And it's the first time I've gotten gas for it.	I don't really know. I have bought this new car. And it's the first time I've gotten gas for it.	We have regular, super, and premium gasoline. This is a new car, so I'd recommend premium.
169	906	just		You sure are buying a lot of things online.__eou__Yes, I ordered a camera and some personal care stuff online yesterday. They will be delivered in two weeks.__eou__What are the advantages of buying online?	Sometimes you can save money and you can find things that you had difficulty finding in a store. sometimes it's just convenient, like doing it late at night and sometimes it's just fun.	Sometimes you can save money and you can find things that you had difficulty finding in a store. sometimes it's convenient, like doing it late at night and sometimes it's fun.	The idea of doing it at night is interesting. Maybe I'll try it some day.
171	925	just		Hello, I want to order an Easy-own package. What would you recommend?__eou__Which function do you use more, making calls or sending short messages?__eou__About the same. But I'm looking for a job, so I have to answer the phone often.	Then I recommend this package to you. You can receive all the calls free by paying just 10 yuan a month.	Then I recommend this package to you. You can receive all the calls free by paying 10 yuan a month.	That's good. How can I order it?
173	933	just		Switchboard. Which extension would you like?__eou__Extension 1616, please.	I'm afraid the line is busy at the moment. Just hold on, please.	I'm afraid the line is busy at the moment. Hold on, please.	Then, will you try extension 235?
178	958	just		Excuse me, which one is of the highest quality here?__eou__This one. It is of the best quality and excellently tailored as well. You may try it on.__eou__That is nice. But I don't quite like the collar.	The collar? It is just the collar that is popular with young people in Shanghai.	The collar? It is the collar that is popular with young people in Shanghai.	I don't care what others wear. How much is it?
181	976	just		Is there anything I can do for you?__eou__I'm looking for a black, leather bag.__eou__How's this?	I'm just looking.	I'm looking.	If you need any help, let me know.
182	984	just		Say, what's you favorite sport?__eou__Mmmm ..., it's hard to say. I like golf a lot-but I guess like skating better.__eou__Do you know how to skate, like a skater?	No, I'm strictly a spectator. I just like watching skating. It's so beautiful.	No, I'm strictly a spectator. I like watching skating. It's so beautiful.	Then you must know a lot about skating.
185	991	just		Ouch! I'm hurt.__eou__Are you all right?	Yes. I'm OK. I just had a tumble. No big deal.	Yes. I'm OK. I had a tumble. No big deal.	Good. You scared me.
186	995	just		Are you being served, sir?	No, not yet. I just want a haircut.	No, not yet. I want a haircut.	Will you sit here, please? How would you like it cut?
187	997	just		Excuse me. You can't leave your car here.	Oh, but I Just want to pick up a package. It won't take long.	Oh, but I Want to pick up a package. It won't take long.	I'm afraid you'll have to find a parking meter.
188	998	just		It's your turn, sir. I'm sorry that you had to wait. Saturday is a busy day for us.__eou__I suppose so. A haircut, please.__eou__How do you want your hair cut? Any particular way?	I'd just like a trim, and don't cut it too short.	I'd like a trim, and don't cut it too short.	Yes, sir. How about the sideburns?
189	1001	just		Hello! Are you shopping here today? Haven't I seen you in some flea markets and thrift shops a couple of times?	I'm just comparing prices.	I'm comparing prices.	You should! This thrift shop is really cheap, though, you have to pay cash here.
194	1043	just		May I help you?	No, thank you. I'm just looking. Maybe later I might need your help.	No, thank you. I'm looking. Maybe later I might need your help.	I hope you will! Take your time. We have a lot more upstairs.
195	1047	just		Excuse me. What time does the next bus for Boston leave?__eou__It leaves at 8: 30.__eou__I see. Are there any seats available?	Just a moment, please. Yes, you can have a seat.	A moment, please. Yes, you can have a seat.	Good. How much is a one-way ticket?
197	1052	just		It's time to get up!	I just went to bed!	I went to bed!	You shouldn't have stayed up so late watching TV. I told you we had to get an early start.
204	1101	just		Wow! What's the hold up?	It’s probably just people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.	It’s probably people trying to get an early start out of the city for the weekend. Nobody sticks around in the summer.	Really? Then, I guess I won’t have a hard time finding a room or getting a cab?
205	1105	just		Hello. Is Becky there, please?	Just a moment, please. I’ll see if she’s free.	A moment, please. I’ll see if she’s free.	Thanks.
210	1154	just		Did you order the cake?__eou__Oh, I forgot.__eou__Get on the phone right now. It might not be too late.	I’m so sorry! OK, so you just want a simple message on it.	I’m so sorry! OK, so you want a simple message on it.	Yeah. How about' Happy Birthday Tony, from the gang.'
211	1157	just		Is there something I can help you with?	No, I'm just browsing. Thanks anyway.	No, I'm browsing. Thanks anyway.	Ok.
214	1199	just		Excuse me, do you have any English songs?__eou__Yes, we do. They are all in this book.__eou__Great, thanks.	No problem. Just give us a few minutes more to pull them up, though. We don’t get that many English singers!	No problem. Give us a few minutes more to pull them up, though. We don’t get that many English singers!	Oh, I see.
225	1246	just		Good afternoon, ma'am. Can I help you find anything?	No, thanks. I'm just looking.	No, thanks. I'm looking.	We have a special on these skirts this week. Would you like to try one on?
227	1249	just		What is your policy on returns?	If you bring them back with your receipt within seven days, you'll get a full refund. Also, if you need alterations to the pants, just bring them in and we'll do them for free.	If you bring them back with your receipt within seven days, you'll get a full refund. Also, if you need alterations to the pants, bring them in and we'll do them for free.	Sounds good.
228	1254	just		What'll it be today, sir?__eou__Fill it up. Super Unleaded.__eou__Shall we check your oil and tires?	I just checked the oil myself, but you can check the tires.	I checked the oil myself, but you can check the tires.	( The attendants fill the tank, clean the windscreen, and add some air to the tires. ) All right, sir, that'll be $ 26.50.
229	1266	just		I'm getting so paunchy that I'm afraid I have to buy a new belt to-morrow, and I think I must go on a diet.	You are just a little bit chubby, not paunchy.	You are a little bit chubby, not paunchy.	You know, I'm a compulsive overeater. I got to watch what I eat.
230	1267	just		Hi. Can I help you?	No, thanks. I’m just looking around.	No, thanks. I’m looking around.	Okay. Please let me know if you need any help.
232	1299	just		Hello?	Hello? Mr. Bernie. My name is Lisa. I hope I’m not disturbing you. I just heard about your daughter. I wanted to call you and tell you how much we’ll miss her.	Hello? Mr. Bernie. My name is Lisa. I hope I’m not disturbing you. I heard about your daughter. I wanted to call you and tell you how much we’ll miss her.	I’m sorry. I think you are calling the wrong person. My name is not Mr. Bernie.
239	1348	just		So, how should we get to the theatre?__eou__Let's take the bus.__eou__I hate the bus system in London! The bus drivers are rude, the buses are never on time, and there are few people around who can help you.	It's not that bad. You probably just had a bad experience once.	It's not that bad. You probably had a bad experience once.	It wasn't just once. Every single time I take the bus, something bad happens to me or to someone else on the bus.
243	1373	just		My aunt told me one of her secrets--cellophane tape.	I just got it at the special health store. It's for my flabby arms.	I got it at the special health store. It's for my flabby arms.	Let me know how it works.
247	1406	just		Excuse me, driver. Let me off here, please.__eou__Well, it's not the supermarket you want.	I have just changed my plan.	I have changed my plan.	OK.
251	1429	just		Let's go to Burger Queen for lunch. They have good cheese burgers.__eou__OK. I am hungry, too. I like their milkshake. They're very creamy and tasty.	Look at the long line, there are always a lot of people waiting in lines just for the cheese burger. It must be very delicious.	Look at the long line, there are always a lot of people waiting in lines for the cheese burger. It must be very delicious.	Yup. But, this also means we have to wait to order our food.
252	1438	just		Are you ready to go shopping?	Just a few minutes. I need to make a list of the things that we need.	A few minutes. I need to make a list of the things that we need.	Good idea. Have you written down tea, eggs and potatoes?
256	1461	just		Operator. May I help you?__eou__Yes. How do I get an outside line, please?	Just dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	Dial 0, wait for the dial tone, and then dial the phone number you want to call. Or we can place a call for you, if you want.	No, thanks a lot. I'll try it myself.
262	1477	just		Do you want an IBM-compatible PC or a Macintosh?__eou__I'm not sure. What's the difference?__eou__Well, what do you plan to use your computer for?	Mostly just to browse the Internet and send emails to friends.	Mostly to browse the Internet and send emails to friends.	Then a PC should be enough. Macintoshes are better for graphics, but they also cost a bit more.
263	1478	just		Welcome to Game World. What can I do for you?__eou__I'd like to get a good RPG. Can you recommend any?	Sure. This one here just came out. It's got great 3D graphics and a cool story line. It's also got a multiplayer function so you can play against other people on the Internet.	Sure. This one here came out. It's got great 3D graphics and a cool story line. It's also got a multiplayer function so you can play against other people on the Internet.	This one looks pretty good, but I'd like to see more before I make up my mind. Do you have any other suggestions?
264	1482	just		This is a good basic computer package. It's got a good CPU, 256 megabytes of RAM, and a DVD player.__eou__Does it come with a modem?	Yes, it has a built-in modem. You just plug a phone line into the back of the computer.	Yes, it has a built-in modem. You plug a phone line into the back of the computer.	How about the monitor?
268	1494	just		I swear I will never shop at a street market in China. It's a terrible place full of excellent profiteers! You have to keep an eye whenever it comes to paying for something.__eou__cool down, Harry! What are you really mad about? Did you get ripped off?	yes. Last Sunday I went to a nearby market. It was on open-air fair. I chanced upon this bag and bought it on the spot, without even trying to strike a bargain. I paid one hundred and twenty. And just now I was told by my Chinese colleagues I bought it overpriced. I could have talked my way to thirty.	yes. Last Sunday I went to a nearby market. It was on open-air fair. I chanced upon this bag and bought it on the spot, without even trying to strike a bargain. I paid one hundred and twenty. And now I was told by my Chinese colleagues I bought it overpriced. I could have talked my way to thirty.	is that so? I'm afraid people here will not take pity on unlucky guys like you. Bargaining has always been an indispensable procedure in business deals. It's the norm of free trade. The seller sets a preposterous price, and the buyer tries his best to bring it down, until a compromise is reached. Yet you ignored the process. No wonder you ended up easy prey.
269	1504	just		Would you like a cigarette?__eou__No, thanks. I've decided to give up smoking.__eou__Really? Why?	Well, it's just that I think if you don't enjoy doing something any more, you should stop doing it.	Well, it's that I think if you don't enjoy doing something any more, you should stop doing it.	I see.You mean you don't enjoy smoking any more?
271	1515	just		In China at least, coffee is often associated with an exotic, well-to-do bourgeois lifestyle. Coffee is often considered a hobby of the well-educated, middle-class people.	Maybe that's why some young chaps often spend a whole afternoon in a coffee bar, surfing the net or just typewriting something with laptop. While they are savoring a coffee at a leisured pace, they are actually showing off!	Maybe that's why some young chaps often spend a whole afternoon in a coffee bar, surfing the net or typewriting something with laptop. While they are savoring a coffee at a leisured pace, they are actually showing off!	Yes. Behind a lifestyle, there is a culture. Young people easily become blind worshippers of a Westernized life. While they may not really like coffee, they think it desirable and enviable to be lavish with money in those high-consumption places.
272	1516	just		Bob! Your eyes look bloodshot. Did you not sleep well?__eou__I had a drop too much last night. I attended a banquet given by a Chinese colleague of mine. And it was startling for me to find that people are forced to drink against their will on a Chinese table.__eou__You have it right. Alcohol is a medium for communicating emotion in China. Drinking with business partners or would-be friends is a way of solidifying friendship, especially in Northern China.	I just felt embarrassed if I refused to drink when people toasted to me. But if I keep gulping down one cup after another, I'm afraid I would feel unfit or sick.	I felt embarrassed if I refused to drink when people toasted to me. But if I keep gulping down one cup after another, I'm afraid I would feel unfit or sick.	You lose face by refusing to drink, and the host might think you refuse to give him face. The right thing to do seems to be drinking yourself into incoherence until you throw up. This will endear you to your friends.
273	1520	just		What reasons do westerners drink for?__eou__I don't think drinking requires any special purposes. For us people in the West, the purpose is generally quite simple-to savor the wine.	I know what you mean there. In many circumstances, people kiss the baby for the nurse's sake. And that's what we do when drinking at a banquet. Even though we do have a rich variety of brand-name wines, like Matai and Showing Yellow Rice Wine, alcohol is usually served not for the enjoyment itself. We just be its Dionysus effect to enliven the atmosphere, improve personal association with each other and solidify friendship.	I know what you mean there. In many circumstances, people kiss the baby for the nurse's sake. And that's what we do when drinking at a banquet. Even though we do have a rich variety of brand-name wines, like Matai and Showing Yellow Rice Wine, alcohol is usually served not for the enjoyment itself. We be its Dionysus effect to enliven the atmosphere, improve personal association with each other and solidify friendship.	"And to make matters worse, you're urged to drink "" one more cup time and again.There is too much etiquette to observe. You'II be set free at a Western banquet It seems we are keen to make it convenient as possible to savor the wine, its color, its aroma and its delicate taste."
275	1528	just		I can't find proper parking space.	Let's just park here.	Let's park here.	No, there's no parking sign.
277	1538	just		Excuse me. Would you tell me where The People's Park is?	The People's Park is located on Nanjing Road, near Limbo road, just on the opposite side of the International Hotel.	The People's Park is located on Nanjing Road, near Limbo road, on the opposite side of the International Hotel.	How long will it take me to get there?
279	1550	just		My mp3 player is broken, so I want to change it for an mp4 player. Can you offer any advice about which brand and model to buy?__eou__An mp4 player? why don't you buy a new cell phone? You can find an mp4 player inside any of the latest cell phones. mp4?__eou__Oh, that's a good idea. Perhaps I should have a try.	Look at my cell phone. I can listen to music, watch movies, take pictures, play games, surf the web and download documents. It's just like a PAD.	Look at my cell phone. I can listen to music, watch movies, take pictures, play games, surf the web and download documents. It's like a PAD.	That's cool. I can use the computer and the internet pretty well, but I'm a little bit slow in the latest trends of digital products.
284	1571	just		You must be Mr.Sellers. I'm Steven. I am here to see the apartment you advertised.	Oh, nice to see you. The apartment is on the tenth floor. The previous tenant just moved out yesterday.	Oh, nice to see you. The apartment is on the tenth floor. The previous tenant moved out yesterday.	Could I have a look at it first?
286	1581	just		It’s so great to be here! I’m so excited to help you and my daughter with your new home!__eou__We’re glad that you’re here. Would you like a tour of the house?__eou__That’d be great, but could I have a cup of tea first?	Sure, I’ll just go put the kettle on. Why don’t you have a seat on the sofa and I’ll go take care of things in the kitchen.	Sure, I’ll go put the kettle on. Why don’t you have a seat on the sofa and I’ll go take care of things in the kitchen.	That would be lovely, thanks.
291	1594	just		Are you still coming to my place for dinner tomorrow night?__eou__Of course. Is the dinner still on?	Yes, I was just wondering how you and your roommate were planning on coming to my place.	Yes, I was wondering how you and your roommate were planning on coming to my place.	We were planning on walking both ways since the weather is still nice.
293	1607	just		Have you moved into your new house yet, Michael?	We just moved in yesterday, actually.	We moved in yesterday, actually.	So, what do you think about the place? Are you glad that you moved in?
296	1614	just		Excuse me, bags aren't permitted inside the supermarket.__eou__Oh, I'm sorry.	Don’t worry. Just check in your bag before entering.	Don’t worry. Check in your bag before entering.	Thanks. Could you tell me where I should deposit my bag?
298	1627	just		Excuse me, do you have the latest issue of Newsworld?	Yes, this week's issue just came in. Here it is.	Yes, this week's issue came in. Here it is.	How about Music Madness?
302	1645	just		Mm ... How do I get this ticket machine to work?__eou__Well first put your money in.__eou__Ok, I’Ve done that.	Then just press this button.	Then press this button.	Oh it’s printed the ticket already. Thank you very much.
303	1646	just		Hong, I really need to call back to the UK but I can’t afford to pay for the roaming charges.__eou__Well, why don’t you use a local SIM card?__eou__Can I do that?	Yes. Just go to the convenience store and ask for a SIM card. Then insert it into your phone.	Yes. Go to the convenience store and ask for a SIM card. Then insert it into your phone.	I see. How much will that cost?
304	1652	just		Can I take your order, sir?__eou__I’ll have the kung PAO chicken, please.__eou__Certainly sir, would you like some rice or noodles with that?	Just some fried rice please.	Some fried rice please.	Ok, would you like some soup as well?
305	1656	just		Lisa, can I call Taiwan?__eou__Are you homesick?__eou__I miss my parents.	Don't worry about the bill. Just call.	Don't worry about the bill. Call.	Can you show me how to make an overseas call?
312	1677	just		I’m a bit worried about you going shopping by yourself this afternoon.__eou__Oh don’t worry, I’ll be fine.__eou__But what will you do if you need to know the price of something?	If I need to know the price, I’ll just look at the label.	If I need to know the price, I’ll look at the label.	Ok, but what will you do if you want to check the size of the clothes?
313	1679	just		I'm so hungry. Shall we go eat now, Rick?__eou__Sure. Where do you want to go? Are you in the mood for anything in particular?	How about some dumplings? I just can't get enough of them.	How about some dumplings? I can't get enough of them.	Dumplings again?! Oh, Amy, let's try something new!
314	1691	just		Want to join me for a midnight snack? I need to grab something to eat.__eou__Fine with me, but no more chafing dish.	Let's go the food stall. There's a good one just around the corner.	Let's go the food stall. There's a good one around the corner.	I'd love to try some snacks.
316	1695	just		Good afternoon, ma'am. Can I help you find anything?	No, thanks. I'm just looking.	No, thanks. I'm looking.	We have a special on these skirts this week. Would you like to try one on?
317	1696	just		What is your policy on returns?	If you bring them back with your receipt within seven days, you'll get a full refund. Also, if you need alterations to the pants, just bring them in and we'll do them for free.	If you bring them back with your receipt within seven days, you'll get a full refund. Also, if you need alterations to the pants, bring them in and we'll do them for free.	Sounds good.
321	1725	just		Do you have any English newspapers?	Yes, just over there.	Yes, over there.	I'd like to see some Mandarin textbooks too. Do you have any?
325	1743	just		What'll it be today, sir?__eou__Fill it up. Super Unleaded.__eou__Shall we check your oil and tires?	I just checked the oil myself, but you can check the tires.	I checked the oil myself, but you can check the tires.	( The attendants fill the tank, clean the windscreen, and add some air to the tires. ) All right, sir, that'll be $ 26.50.
327	1752	just		Gosh, another stop.It seems the cars ahead of us have to stop every two minutes, It's no quicker than a bus.	That's true. During rush hours, taxis are just as quick as buses.	That's true. During rush hours, taxis are as quick as buses.	It was silly of me to have taken a taxi.
335	1796	just		John, why don’t you go and do some gardening? The lawn needs weeding.__eou__Because I’m not in the mood, that’s why.	Well, don’t just sit there, do something. Come and help me in the kitchen.	Well, don’t sit there, do something. Come and help me in the kitchen.	Help you in the kitchen, I don’t feel like it.
336	1800	just		How are you, Sue?	Pretty good. I’Ve just had my new poems published.	Pretty good. I’Ve had my new poems published.	Congratulations on your success.
