judge_id,judge_type,data_id,word,preference_strength
5a7255c8c2eb6c00017e2dcf,human,just_j_8890,just,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00025,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00017,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00029,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00007,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00003,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00012,control,7.0
5a7255c8c2eb6c00017e2dcf,human,only_2118,only,7.0
5a7255c8c2eb6c00017e2dcf,human,only_1538,only,1.0
5a7255c8c2eb6c00017e2dcf,human,not_1697,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1700,not,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_638,just,7.0
5a7255c8c2eb6c00017e2dcf,human,only_1624,only,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00009,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00002,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_6768,just,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00004,control,7.0
5a7255c8c2eb6c00017e2dcf,human,not_15,not,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00006,control,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00014,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_4508,just,7.0
5a7255c8c2eb6c00017e2dcf,human,not_309,not,7.0
5a7255c8c2eb6c00017e2dcf,human,only_1577,only,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00005,control,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_9687,just,2.0
5a7255c8c2eb6c00017e2dcf,human,only_2038,only,1.0
5a7255c8c2eb6c00017e2dcf,human,not_379,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_302,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_272,not,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_1627,just,7.0
5a7255c8c2eb6c00017e2dcf,human,just_e_2717,just,7.0
5a7255c8c2eb6c00017e2dcf,human,only_1817,only,7.0
5a7255c8c2eb6c00017e2dcf,human,not_5,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_71,not,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00001,control,7.0
5a7255c8c2eb6c00017e2dcf,human,only_2032,only,7.0
5a7255c8c2eb6c00017e2dcf,human,control_00019,control,7.0
5a7255c8c2eb6c00017e2dcf,human,not_969,not,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_5467,just,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1686,not,7.0
5a7255c8c2eb6c00017e2dcf,human,just_j_4722,just,7.0
5a7255c8c2eb6c00017e2dcf,human,not_1154,not,7.0
5a7255c8c2eb6c00017e2dcf,human,not_244,not,7.0
5a7255c8c2eb6c00017e2dcf,human,only_491,only,7.0
5a7255c8c2eb6c00017e2dcf,human,only_315,only,1.0
5a7255c8c2eb6c00017e2dcf,human,not_698,not,7.0
5d8d12f6d88e3a00142c9751,human,not_309,not,7.0
5d8d12f6d88e3a00142c9751,human,only_1272,only,6.0
5d8d12f6d88e3a00142c9751,human,control_00024,control,7.0
5d8d12f6d88e3a00142c9751,human,just_j_4722,just,3.0
5d8d12f6d88e3a00142c9751,human,just_e_9687,just,2.0
5d8d12f6d88e3a00142c9751,human,only_2232,only,2.0
5d8d12f6d88e3a00142c9751,human,control_00026,control,7.0
5d8d12f6d88e3a00142c9751,human,only_1493,only,1.0
5d8d12f6d88e3a00142c9751,human,control_00022,control,7.0
5d8d12f6d88e3a00142c9751,human,control_00018,control,7.0
5d8d12f6d88e3a00142c9751,human,just_j_8890,just,5.0
5d8d12f6d88e3a00142c9751,human,not_969,not,7.0
5d8d12f6d88e3a00142c9751,human,just_e_1907,just,3.0
5d8d12f6d88e3a00142c9751,human,not_865,not,7.0
5d8d12f6d88e3a00142c9751,human,only_687,only,6.0
5d8d12f6d88e3a00142c9751,human,not_768,not,7.0
5d8d12f6d88e3a00142c9751,human,only_660,only,7.0
5d8d12f6d88e3a00142c9751,human,only_649,only,6.0
5d8d12f6d88e3a00142c9751,human,not_460,not,7.0
5d8d12f6d88e3a00142c9751,human,just_j_2438,just,6.0
5d8d12f6d88e3a00142c9751,human,just_j_638,just,7.0
5d8d12f6d88e3a00142c9751,human,not_383,not,1.0
5d8d12f6d88e3a00142c9751,human,just_j_7873,just,6.0
5d8d12f6d88e3a00142c9751,human,control_00003,control,7.0
5d8d12f6d88e3a00142c9751,human,control_00002,control,7.0
5d8d12f6d88e3a00142c9751,human,just_j_7769,just,6.0
5d8d12f6d88e3a00142c9751,human,just_j_1461,just,3.0
5d8d12f6d88e3a00142c9751,human,control_00016,control,7.0
5d8d12f6d88e3a00142c9751,human,only_1817,only,7.0
5d8d12f6d88e3a00142c9751,human,only_794,only,5.0
5d8d12f6d88e3a00142c9751,human,just_j_4012,just,3.0
5d8d12f6d88e3a00142c9751,human,only_2038,only,6.0
5d8d12f6d88e3a00142c9751,human,just_j_10613,just,6.0
5d8d12f6d88e3a00142c9751,human,only_1602,only,7.0
5d8d12f6d88e3a00142c9751,human,just_e_2717,just,2.0
5d8d12f6d88e3a00142c9751,human,just_e_5138,just,7.0
5d8d12f6d88e3a00142c9751,human,only_966,only,7.0
5d8d12f6d88e3a00142c9751,human,not_702,not,7.0
5d8d12f6d88e3a00142c9751,human,only_2405,only,6.0
5d8d12f6d88e3a00142c9751,human,only_1142,only,7.0
5d8d12f6d88e3a00142c9751,human,control_00010,control,7.0
5d8d12f6d88e3a00142c9751,human,only_1538,only,2.0
5d8d12f6d88e3a00142c9751,human,not_81,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00012,control,7.0
5d8d12f6d88e3a00142c9751,human,not_379,not,7.0
5d8d12f6d88e3a00142c9751,human,only_1038,only,7.0
5d8d12f6d88e3a00142c9751,human,just_j_6768,just,6.0
5d8d12f6d88e3a00142c9751,human,control_00009,control,7.0
5d8d12f6d88e3a00142c9751,human,not_949,not,7.0
5d8d12f6d88e3a00142c9751,human,just_e_4508,just,6.0
5d8d12f6d88e3a00142c9751,human,just_j_788,just,6.0
5d8d12f6d88e3a00142c9751,human,control_00023,control,7.0
5d8d12f6d88e3a00142c9751,human,just_e_9268,just,6.0
5d8d12f6d88e3a00142c9751,human,control_00000,control,7.0
5d8d12f6d88e3a00142c9751,human,just_j_8242,just,6.0
5d8d12f6d88e3a00142c9751,human,not_15,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00027,control,7.0
5d8d12f6d88e3a00142c9751,human,control_00019,control,7.0
5d8d12f6d88e3a00142c9751,human,not_272,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00011,control,7.0
5d8d12f6d88e3a00142c9751,human,control_00021,control,7.0
5d8d12f6d88e3a00142c9751,human,only_315,only,1.0
5d8d12f6d88e3a00142c9751,human,not_1602,not,7.0
5d8d12f6d88e3a00142c9751,human,not_1686,not,7.0
5d8d12f6d88e3a00142c9751,human,not_319,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00025,control,7.0
5d8d12f6d88e3a00142c9751,human,control_00017,control,7.0
5d8d12f6d88e3a00142c9751,human,only_965,only,6.0
5d8d12f6d88e3a00142c9751,human,only_2032,only,7.0
5d8d12f6d88e3a00142c9751,human,just_j_8011,just,7.0
5d8d12f6d88e3a00142c9751,human,only_1888,only,5.0
5d8d12f6d88e3a00142c9751,human,only_1624,only,7.0
5d8d12f6d88e3a00142c9751,human,just_j_5467,just,7.0
5d8d12f6d88e3a00142c9751,human,only_1446,only,7.0
5d8d12f6d88e3a00142c9751,human,control_00006,control,7.0
5d8d12f6d88e3a00142c9751,human,control_00001,control,7.0
5d8d12f6d88e3a00142c9751,human,only_1579,only,7.0
5d8d12f6d88e3a00142c9751,human,not_1647,not,7.0
5d8d12f6d88e3a00142c9751,human,not_5,not,7.0
5d8d12f6d88e3a00142c9751,human,only_2333,only,7.0
5d8d12f6d88e3a00142c9751,human,control_00004,control,7.0
5d8d12f6d88e3a00142c9751,human,control_00007,control,7.0
5d8d12f6d88e3a00142c9751,human,not_302,not,7.0
5d8d12f6d88e3a00142c9751,human,just_j_2164,just,6.0
5d8d12f6d88e3a00142c9751,human,not_1697,not,7.0
5d8d12f6d88e3a00142c9751,human,not_71,not,7.0
5d8d12f6d88e3a00142c9751,human,only_2118,only,7.0
5d8d12f6d88e3a00142c9751,human,not_244,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00008,control,7.0
5d8d12f6d88e3a00142c9751,human,not_729,not,7.0
5d8d12f6d88e3a00142c9751,human,not_686,not,7.0
5d8d12f6d88e3a00142c9751,human,only_1577,only,7.0
5d8d12f6d88e3a00142c9751,human,just_e_1001,just,6.0
5d8d12f6d88e3a00142c9751,human,not_1154,not,7.0
5d8d12f6d88e3a00142c9751,human,not_698,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00005,control,7.0
5d8d12f6d88e3a00142c9751,human,not_7,not,2.0
5d8d12f6d88e3a00142c9751,human,just_j_12718,just,7.0
5d8d12f6d88e3a00142c9751,human,not_367,not,7.0
5d8d12f6d88e3a00142c9751,human,control_00020,control,7.0
5d8d12f6d88e3a00142c9751,human,only_745,only,7.0
5d8d12f6d88e3a00142c9751,human,control_00028,control,7.0
5d8d12f6d88e3a00142c9751,human,just_j_12662,just,7.0
5d8d12f6d88e3a00142c9751,human,control_00013,control,7.0
5d8d12f6d88e3a00142c9751,human,only_1891,only,2.0
5d8d12f6d88e3a00142c9751,human,not_226,not,1.0
5d8d12f6d88e3a00142c9751,human,control_00015,control,7.0
5d8d12f6d88e3a00142c9751,human,only_501,only,7.0
5d8d12f6d88e3a00142c9751,human,control_00014,control,7.0
5d8d12f6d88e3a00142c9751,human,not_1700,not,7.0
5d8d12f6d88e3a00142c9751,human,just_j_1627,just,7.0
5d8d12f6d88e3a00142c9751,human,control_00029,control,7.0
5d8d12f6d88e3a00142c9751,human,only_491,only,7.0
5d8d12f6d88e3a00142c9751,human,not_1570,not,7.0
5d8d12f6d88e3a00142c9751,human,only_1368,only,7.0
6634f3529f3dc58a0bf22552,human,not_302,not,7.0
6634f3529f3dc58a0bf22552,human,control_00003,control,7.0
6634f3529f3dc58a0bf22552,human,just_e_1907,just,4.0
6634f3529f3dc58a0bf22552,human,only_315,only,2.0
6634f3529f3dc58a0bf22552,human,not_7,not,5.0
6634f3529f3dc58a0bf22552,human,control_00011,control,7.0
6634f3529f3dc58a0bf22552,human,only_491,only,6.0
6634f3529f3dc58a0bf22552,human,control_00008,control,7.0
6634f3529f3dc58a0bf22552,human,just_j_7873,just,5.0
6634f3529f3dc58a0bf22552,human,not_272,not,6.0
6634f3529f3dc58a0bf22552,human,control_00016,control,7.0
6634f3529f3dc58a0bf22552,human,only_1446,only,4.0
6634f3529f3dc58a0bf22552,human,only_2032,only,6.0
6634f3529f3dc58a0bf22552,human,only_2038,only,6.0
6634f3529f3dc58a0bf22552,human,just_j_4012,just,6.0
6634f3529f3dc58a0bf22552,human,control_00020,control,5.0
6634f3529f3dc58a0bf22552,human,only_1538,only,1.0
6634f3529f3dc58a0bf22552,human,not_729,not,7.0
6634f3529f3dc58a0bf22552,human,control_00028,control,7.0
6634f3529f3dc58a0bf22552,human,control_00006,control,7.0
6634f3529f3dc58a0bf22552,human,just_j_12718,just,6.0
6634f3529f3dc58a0bf22552,human,control_00027,control,7.0
6634f3529f3dc58a0bf22552,human,only_2118,only,6.0
6634f3529f3dc58a0bf22552,human,just_j_5467,just,6.0
6634f3529f3dc58a0bf22552,human,control_00026,control,7.0
6634f3529f3dc58a0bf22552,human,just_j_10613,just,5.0
6634f3529f3dc58a0bf22552,human,not_379,not,6.0
6634f3529f3dc58a0bf22552,human,not_969,not,7.0
6634f3529f3dc58a0bf22552,human,only_1577,only,6.0
6634f3529f3dc58a0bf22552,human,control_00007,control,7.0
6634f3529f3dc58a0bf22552,human,only_2405,only,6.0
6634f3529f3dc58a0bf22552,human,only_966,only,6.0
6634f3529f3dc58a0bf22552,human,not_1602,not,7.0
6634f3529f3dc58a0bf22552,human,control_00001,control,6.0
6634f3529f3dc58a0bf22552,human,just_j_1461,just,4.0
6634f3529f3dc58a0bf22552,human,control_00015,control,7.0
6634f3529f3dc58a0bf22552,human,just_j_8011,just,4.0
6634f3529f3dc58a0bf22552,human,control_00024,control,7.0
6634f3529f3dc58a0bf22552,human,only_1888,only,4.0
6634f3529f3dc58a0bf22552,human,not_367,not,7.0
6634f3529f3dc58a0bf22552,human,only_660,only,5.0
6634f3529f3dc58a0bf22552,human,just_j_788,just,4.0
6634f3529f3dc58a0bf22552,human,only_794,only,5.0
6634f3529f3dc58a0bf22552,human,not_768,not,5.0
6634f3529f3dc58a0bf22552,human,not_81,not,7.0
6634f3529f3dc58a0bf22552,human,just_j_8890,just,4.0
6634f3529f3dc58a0bf22552,human,control_00014,control,7.0
6634f3529f3dc58a0bf22552,human,not_15,not,7.0
6634f3529f3dc58a0bf22552,human,only_1817,only,7.0
6634f3529f3dc58a0bf22552,human,control_00018,control,7.0
6634f3529f3dc58a0bf22552,human,control_00009,control,7.0
6634f3529f3dc58a0bf22552,human,only_1602,only,5.0
6634f3529f3dc58a0bf22552,human,control_00019,control,7.0
6634f3529f3dc58a0bf22552,human,control_00025,control,7.0
6634f3529f3dc58a0bf22552,human,just_j_638,just,5.0
6634f3529f3dc58a0bf22552,human,only_1038,only,4.0
6634f3529f3dc58a0bf22552,human,control_00021,control,7.0
6634f3529f3dc58a0bf22552,human,only_1493,only,5.0
6634f3529f3dc58a0bf22552,human,not_1570,not,6.0
6634f3529f3dc58a0bf22552,human,only_1579,only,6.0
6634f3529f3dc58a0bf22552,human,just_j_6768,just,5.0
6634f3529f3dc58a0bf22552,human,only_649,only,5.0
6634f3529f3dc58a0bf22552,human,not_244,not,7.0
6634f3529f3dc58a0bf22552,human,only_1142,only,6.0
6634f3529f3dc58a0bf22552,human,just_j_2164,just,5.0
6634f3529f3dc58a0bf22552,human,only_965,only,4.0
6634f3529f3dc58a0bf22552,human,just_e_1001,just,4.0
6634f3529f3dc58a0bf22552,human,just_j_2438,just,4.0
6634f3529f3dc58a0bf22552,human,control_00022,control,7.0
6634f3529f3dc58a0bf22552,human,only_1891,only,5.0
6634f3529f3dc58a0bf22552,human,just_j_7769,just,5.0
6634f3529f3dc58a0bf22552,human,not_949,not,6.0
6634f3529f3dc58a0bf22552,human,not_1686,not,7.0
6634f3529f3dc58a0bf22552,human,control_00002,control,7.0
6634f3529f3dc58a0bf22552,human,only_1624,only,6.0
6634f3529f3dc58a0bf22552,human,not_1647,not,7.0
6634f3529f3dc58a0bf22552,human,not_698,not,6.0
6634f3529f3dc58a0bf22552,human,only_1272,only,4.0
6634f3529f3dc58a0bf22552,human,control_00012,control,7.0
6634f3529f3dc58a0bf22552,human,just_j_8242,just,4.0
6634f3529f3dc58a0bf22552,human,only_501,only,3.0
6634f3529f3dc58a0bf22552,human,control_00017,control,7.0
6634f3529f3dc58a0bf22552,human,not_1697,not,6.0
6634f3529f3dc58a0bf22552,human,only_1368,only,5.0
6634f3529f3dc58a0bf22552,human,control_00005,control,7.0
6634f3529f3dc58a0bf22552,human,not_1154,not,7.0
6634f3529f3dc58a0bf22552,human,only_687,only,5.0
6634f3529f3dc58a0bf22552,human,not_309,not,7.0
6634f3529f3dc58a0bf22552,human,just_e_2717,just,6.0
6634f3529f3dc58a0bf22552,human,not_319,not,6.0
6634f3529f3dc58a0bf22552,human,control_00010,control,7.0
6634f3529f3dc58a0bf22552,human,control_00029,control,7.0
6634f3529f3dc58a0bf22552,human,just_j_4722,just,4.0
6634f3529f3dc58a0bf22552,human,not_460,not,7.0
6634f3529f3dc58a0bf22552,human,not_71,not,7.0
6634f3529f3dc58a0bf22552,human,not_865,not,7.0
6634f3529f3dc58a0bf22552,human,not_226,not,6.0
6634f3529f3dc58a0bf22552,human,not_686,not,7.0
6634f3529f3dc58a0bf22552,human,control_00000,control,7.0
6634f3529f3dc58a0bf22552,human,not_1700,not,7.0
6634f3529f3dc58a0bf22552,human,not_383,not,6.0
6634f3529f3dc58a0bf22552,human,just_e_9268,just,4.0
6634f3529f3dc58a0bf22552,human,control_00023,control,7.0
6634f3529f3dc58a0bf22552,human,not_702,not,5.0
6634f3529f3dc58a0bf22552,human,only_2333,only,6.0
6634f3529f3dc58a0bf22552,human,just_e_9687,just,3.0
6634f3529f3dc58a0bf22552,human,only_2232,only,3.0
6634f3529f3dc58a0bf22552,human,control_00013,control,7.0
6634f3529f3dc58a0bf22552,human,just_e_5138,just,6.0
6634f3529f3dc58a0bf22552,human,just_e_4508,just,6.0
6634f3529f3dc58a0bf22552,human,not_5,not,7.0
6634f3529f3dc58a0bf22552,human,just_j_12662,just,5.0
6634f3529f3dc58a0bf22552,human,control_00004,control,7.0
6634f3529f3dc58a0bf22552,human,only_745,only,6.0
6634f3529f3dc58a0bf22552,human,just_j_1627,just,5.0
696190829c7b27c40f62fcc1,human,just_j_2438,just,4.0
696190829c7b27c40f62fcc1,human,control_00021,control,7.0
696190829c7b27c40f62fcc1,human,not_865,not,7.0
696190829c7b27c40f62fcc1,human,just_j_1461,just,1.0
696190829c7b27c40f62fcc1,human,control_00006,control,7.0
696190829c7b27c40f62fcc1,human,only_1446,only,7.0
696190829c7b27c40f62fcc1,human,only_1624,only,7.0
696190829c7b27c40f62fcc1,human,control_00026,control,7.0
696190829c7b27c40f62fcc1,human,not_1686,not,7.0
696190829c7b27c40f62fcc1,human,not_379,not,7.0
696190829c7b27c40f62fcc1,human,just_j_788,just,6.0
696190829c7b27c40f62fcc1,human,not_1700,not,7.0
696190829c7b27c40f62fcc1,human,only_1038,only,7.0
696190829c7b27c40f62fcc1,human,control_00002,control,7.0
696190829c7b27c40f62fcc1,human,control_00014,control,7.0
696190829c7b27c40f62fcc1,human,only_1142,only,7.0
696190829c7b27c40f62fcc1,human,control_00023,control,7.0
696190829c7b27c40f62fcc1,human,not_244,not,7.0
696190829c7b27c40f62fcc1,human,not_1602,not,7.0
696190829c7b27c40f62fcc1,human,not_319,not,5.0
696190829c7b27c40f62fcc1,human,only_687,only,4.0
696190829c7b27c40f62fcc1,human,only_1577,only,6.0
696190829c7b27c40f62fcc1,human,just_j_1627,just,7.0
696190829c7b27c40f62fcc1,human,not_1154,not,7.0
696190829c7b27c40f62fcc1,human,control_00003,control,7.0
696190829c7b27c40f62fcc1,human,only_2333,only,3.0
696190829c7b27c40f62fcc1,human,only_491,only,6.0
696190829c7b27c40f62fcc1,human,just_j_5467,just,7.0
696190829c7b27c40f62fcc1,human,only_1538,only,1.0
696190829c7b27c40f62fcc1,human,control_00008,control,7.0
696190829c7b27c40f62fcc1,human,only_2038,only,7.0
696190829c7b27c40f62fcc1,human,only_794,only,6.0
696190829c7b27c40f62fcc1,human,only_1493,only,4.0
696190829c7b27c40f62fcc1,human,only_1272,only,5.0
696190829c7b27c40f62fcc1,human,only_1891,only,4.0
696190829c7b27c40f62fcc1,human,not_686,not,6.0
696190829c7b27c40f62fcc1,human,just_j_12718,just,7.0
696190829c7b27c40f62fcc1,human,just_j_6768,just,7.0
696190829c7b27c40f62fcc1,human,control_00015,control,7.0
696190829c7b27c40f62fcc1,human,not_309,not,7.0
696190829c7b27c40f62fcc1,human,not_15,not,7.0
696190829c7b27c40f62fcc1,human,control_00020,control,4.0
696190829c7b27c40f62fcc1,human,not_367,not,7.0
696190829c7b27c40f62fcc1,human,only_2232,only,1.0
696190829c7b27c40f62fcc1,human,control_00028,control,7.0
696190829c7b27c40f62fcc1,human,just_j_12662,just,7.0
696190829c7b27c40f62fcc1,human,not_460,not,7.0
696190829c7b27c40f62fcc1,human,control_00024,control,7.0
696190829c7b27c40f62fcc1,human,not_302,not,7.0
696190829c7b27c40f62fcc1,human,only_1579,only,7.0
696190829c7b27c40f62fcc1,human,control_00022,control,7.0
696190829c7b27c40f62fcc1,human,only_965,only,7.0
696190829c7b27c40f62fcc1,human,just_e_1907,just,7.0
696190829c7b27c40f62fcc1,human,not_1570,not,7.0
696190829c7b27c40f62fcc1,human,just_j_2164,just,7.0
696190829c7b27c40f62fcc1,human,not_226,not,7.0
696190829c7b27c40f62fcc1,human,control_00018,control,7.0
696190829c7b27c40f62fcc1,human,just_e_2717,just,1.0
696190829c7b27c40f62fcc1,human,not_1647,not,7.0
696190829c7b27c40f62fcc1,human,not_272,not,7.0
696190829c7b27c40f62fcc1,human,not_698,not,1.0
696190829c7b27c40f62fcc1,human,control_00011,control,7.0
696190829c7b27c40f62fcc1,human,only_966,only,7.0
696190829c7b27c40f62fcc1,human,control_00007,control,7.0
696190829c7b27c40f62fcc1,human,control_00004,control,7.0
696190829c7b27c40f62fcc1,human,only_1817,only,7.0
696190829c7b27c40f62fcc1,human,just_e_9687,just,7.0
696190829c7b27c40f62fcc1,human,control_00017,control,7.0
696190829c7b27c40f62fcc1,human,control_00001,control,7.0
696190829c7b27c40f62fcc1,human,control_00009,control,7.0
696190829c7b27c40f62fcc1,human,control_00005,control,7.0
696190829c7b27c40f62fcc1,human,not_5,not,7.0
696190829c7b27c40f62fcc1,human,not_383,not,1.0
696190829c7b27c40f62fcc1,human,just_e_5138,just,7.0
696190829c7b27c40f62fcc1,human,just_j_4012,just,1.0
696190829c7b27c40f62fcc1,human,only_2118,only,6.0
696190829c7b27c40f62fcc1,human,only_1602,only,7.0
696190829c7b27c40f62fcc1,human,control_00010,control,7.0
696190829c7b27c40f62fcc1,human,just_j_7769,just,1.0
696190829c7b27c40f62fcc1,human,just_j_10613,just,2.0
696190829c7b27c40f62fcc1,human,not_71,not,7.0
696190829c7b27c40f62fcc1,human,only_2032,only,7.0
696190829c7b27c40f62fcc1,human,just_e_9268,just,7.0
696190829c7b27c40f62fcc1,human,control_00027,control,7.0
696190829c7b27c40f62fcc1,human,only_315,only,1.0
696190829c7b27c40f62fcc1,human,not_969,not,1.0
696190829c7b27c40f62fcc1,human,only_745,only,1.0
696190829c7b27c40f62fcc1,human,not_81,not,7.0
696190829c7b27c40f62fcc1,human,only_2405,only,7.0
696190829c7b27c40f62fcc1,human,just_e_4508,just,7.0
696190829c7b27c40f62fcc1,human,control_00029,control,7.0
696190829c7b27c40f62fcc1,human,control_00012,control,7.0
696190829c7b27c40f62fcc1,human,just_j_8890,just,7.0
696190829c7b27c40f62fcc1,human,control_00016,control,7.0
696190829c7b27c40f62fcc1,human,control_00025,control,7.0
696190829c7b27c40f62fcc1,human,only_1368,only,7.0
696190829c7b27c40f62fcc1,human,only_649,only,7.0
696190829c7b27c40f62fcc1,human,not_768,not,7.0
696190829c7b27c40f62fcc1,human,control_00019,control,7.0
696190829c7b27c40f62fcc1,human,only_501,only,7.0
696190829c7b27c40f62fcc1,human,not_1697,not,7.0
696190829c7b27c40f62fcc1,human,just_j_638,just,7.0
696190829c7b27c40f62fcc1,human,only_1888,only,7.0
696190829c7b27c40f62fcc1,human,not_949,not,7.0
696190829c7b27c40f62fcc1,human,only_660,only,7.0
696190829c7b27c40f62fcc1,human,control_00013,control,7.0
