left_group	right_group	scope	component	top_k	left_fold	right_fold	intersection_count	overlap_fraction	jaccard	selected_sites_left	selected_sites_right	site_universe	expected_random_intersection	expected_random_overlap_fraction	expected_random_jaccard	intersection_enrichment	hypergeom_p_value	left_layers	right_layers	shared_layers
exclusive_just	only	fold_pair	attn	1	1	1	0	0.0	0.0	1	1	32	0.03125	0.03125	0.015873015873015872	0.0	1.0	2	6	
exclusive_just	only	fold_pair	attn	3	1	1	0	0.0	0.0	3	3	32	0.28125	0.09375	0.04918032786885246	0.0	1.0	2,7,1	6,3,5	
exclusive_just	only	fold_pair	attn	5	1	1	3	0.6	0.42857142857142855	5	5	32	0.78125	0.15625	0.0847457627118644	3.84	0.018105434609883998	2,7,1,3,4	6,3,5,2,7	2,3,7
exclusive_just	only	fold_pair	attn	10	1	1	8	0.8	0.6666666666666666	10	10	32	3.125	0.3125	0.18518518518518517	2.56	0.0001645579195513906	2,7,1,3,4,5,6,8,12,11	6,3,5,2,7,1,11,4,9,10	1,2,3,4,5,6,7,11
exclusive_just	only	fold_pair	mlp	1	0	0	0	0.0	0.0	1	1	32	0.03125	0.03125	0.015873015873015872	0.0	1.0	3	8	
exclusive_just	only	fold_pair	mlp	3	0	0	1	0.3333333333333333	0.2	3	3	32	0.28125	0.09375	0.04918032786885246	3.5555555555555554	0.2633064516129032	3,6,2	8,7,3	3
exclusive_just	only	fold_pair	mlp	5	0	0	4	0.8	0.6666666666666666	5	5	32	0.78125	0.15625	0.0847457627118644	5.12	0.0006753535674559033	3,6,2,8,7	8,7,3,11,6	3,6,7,8
exclusive_just	only	fold_pair	mlp	10	0	0	4	0.4	0.25	10	10	32	3.125	0.3125	0.18518518518518517	1.28	0.3725876515836375	3,6,2,8,7,4,1,5,12,14	8,7,3,11,6,15,16,17,22,24	3,6,7,8
exclusive_just	only	fold_pair	mlp	1	0	1	0	0.0	0.0	1	1	32	0.03125	0.03125	0.015873015873015872	0.0	1.0	3	6	
exclusive_just	only	fold_pair	mlp	3	0	1	2	0.6666666666666666	0.5	3	3	32	0.28125	0.09375	0.04918032786885246	7.111111111111111	0.017741935483870968	3,6,2	6,3,5	3,6
exclusive_just	only	fold_pair	mlp	5	0	1	3	0.6	0.42857142857142855	5	5	32	0.78125	0.15625	0.0847457627118644	3.84	0.018105434609883998	3,6,2,8,7	6,3,5,7,4	3,6,7
exclusive_just	only	fold_pair	mlp	10	0	1	6	0.6	0.42857142857142855	10	10	32	3.125	0.3125	0.18518518518518517	1.92	0.026840890968907606	3,6,2,8,7,4,1,5,12,14	6,3,5,7,4,2,16,24,0,29	2,3,4,5,6,7
exclusive_just	only	fold_pair	mlp	1	1	0	0	0.0	0.0	1	1	32	0.03125	0.03125	0.015873015873015872	0.0	1.0	2	8	
exclusive_just	only	fold_pair	mlp	3	1	0	1	0.3333333333333333	0.2	3	3	32	0.28125	0.09375	0.04918032786885246	3.5555555555555554	0.2633064516129032	2,3,4	8,7,3	3
exclusive_just	only	fold_pair	mlp	5	1	0	3	0.6	0.42857142857142855	5	5	32	0.78125	0.15625	0.0847457627118644	3.84	0.018105434609883998	2,3,4,7,6	8,7,3,11,6	3,6,7
exclusive_just	only	fold_pair	mlp	10	1	0	4	0.4	0.25	10	10	32	3.125	0.3125	0.18518518518518517	1.28	0.3725876515836375	2,3,4,7,6,0,1,9,16,13	8,7,3,11,6,15,16,17,22,24	3,6,7,16
exclusive_just	only	fold_pair	mlp	1	1	1	0	0.0	0.0	1	1	32	0.03125	0.03125	0.015873015873015872	0.0	1.0	2	6	
exclusive_just	only	fold_pair	mlp	3	1	1	1	0.3333333333333333	0.2	3	3	32	0.28125	0.09375	0.04918032786885246	3.5555555555555554	0.2633064516129032	2,3,4	6,3,5	3
exclusive_just	only	fold_pair	mlp	5	1	1	4	0.8	0.6666666666666666	5	5	32	0.78125	0.15625	0.0847457627118644	5.12	0.0006753535674559033	2,3,4,7,6	6,3,5,7,4	3,4,6,7
exclusive_just	only	fold_pair	mlp	10	1	1	7	0.7	0.5384615384615384	10	10	32	3.125	0.3125	0.18518518518518517	2.24	0.0030291305959923268	2,3,4,7,6,0,1,9,16,13	6,3,5,7,4,2,16,24,0,29	0,2,3,4,6,7,16
exclusive_just	only	fold_pair	resid	1	0	0	0	0.0	0.0	1	1	32	0.03125	0.03125	0.015873015873015872	0.0	1.0	6	8	
exclusive_just	only	fold_pair	resid	3	0	0	2	0.6666666666666666	0.5	3	3	32	0.28125	0.09375	0.04918032786885246	7.111111111111111	0.017741935483870968	6,8,7	8,11,7	7,8
exclusive_just	only	fold_pair	resid	5	0	0	4	0.8	0.6666666666666666	5	5	32	0.78125	0.15625	0.0847457627118644	5.12	0.0006753535674559033	6,8,7,10,9	8,11,7,10,9	7,8,9,10
exclusive_just	only	fold_pair	resid	10	0	0	8	0.8	0.6666666666666666	10	10	32	3.125	0.3125	0.18518518518518517	2.56	0.0001645579195513906	6,8,7,10,9,11,2,4,3,5	8,11,7,10,9,6,12,5,13,4	4,5,6,7,8,9,10,11
exclusive_just	only	fold_pair	resid	1	0	1	1	1.0	1.0	1	1	32	0.03125	0.03125	0.015873015873015872	32.0	0.03125	6	6	6
exclusive_just	only	fold_pair	resid	3	0	1	3	1.0	1.0	3	3	32	0.28125	0.09375	0.04918032786885246	10.666666666666666	0.00020161290322580645	6,8,7	6,7,8	6,7,8
exclusive_just	only	fold_pair	resid	5	0	1	4	0.8	0.6666666666666666	5	5	32	0.78125	0.15625	0.0847457627118644	5.12	0.0006753535674559033	6,8,7,10,9	6,7,8,9,5	6,7,8,9
exclusive_just	only	fold_pair	resid	10	0	1	9	0.9	0.8181818181818182	10	10	32	3.125	0.3125	0.18518518518518517	2.88	3.425706501587916e-06	6,8,7,10,9,11,2,4,3,5	6,7,8,9,5,11,10,4,3,12	3,4,5,6,7,8,9,10,11
exclusive_just	only	fold_pair	resid	1	1	0	0	0.0	0.0	1	1	32	0.03125	0.03125	0.015873015873015872	0.0	1.0	7	8	
exclusive_just	only	fold_pair	resid	3	1	0	2	0.6666666666666666	0.5	3	3	32	0.28125	0.09375	0.04918032786885246	7.111111111111111	0.017741935483870968	7,6,8	8,11,7	7,8
exclusive_just	only	fold_pair	resid	5	1	0	2	0.4	0.25	5	5	32	0.78125	0.15625	0.0847457627118644	2.56	0.16335610996345148	7,6,8,3,5	8,11,7,10,9	7,8
exclusive_just	only	fold_pair	resid	10	1	0	8	0.8	0.6666666666666666	10	10	32	3.125	0.3125	0.18518518518518517	2.56	0.0001645579195513906	7,6,8,3,5,2,9,4,11,12	8,11,7,10,9,6,12,5,13,4	4,5,6,7,8,9,11,12
exclusive_just	only	fold_pair	resid	1	1	1	0	0.0	0.0	1	1	32	0.03125	0.03125	0.015873015873015872	0.0	1.0	7	6	
exclusive_just	only	fold_pair	resid	3	1	1	3	1.0	1.0	3	3	32	0.28125	0.09375	0.04918032786885246	10.666666666666666	0.00020161290322580645	7,6,8	6,7,8	6,7,8
exclusive_just	only	fold_pair	resid	5	1	1	4	0.8	0.6666666666666666	5	5	32	0.78125	0.15625	0.0847457627118644	5.12	0.0006753535674559033	7,6,8,3,5	6,7,8,9,5	5,6,7,8
exclusive_just	only	fold_pair	resid	10	1	1	9	0.9	0.8181818181818182	10	10	32	3.125	0.3125	0.18518518518518517	2.88	3.425706501587916e-06	7,6,8,3,5,2,9,4,11,12	6,7,8,9,5,11,10,4,3,12	3,4,5,6,7,8,9,11,12
