id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	observer_mode	removal_log_prob_delta_per_token	removal_upper_iqr_outlier
193	not	Peter, wash your hands first, and then have some dessert.__eou__Mom, can I have some ice cream?	Not today, Honey. Don't eat too much ice cream.	Today, Honey. Don't eat too much ice cream.	Mom, can I have one more piece of cake?	-100.80213451385498	-100.43977785110474	-5.30537550072921	-5.579987658394708	19	18	-46.59444558620453	-51.24734687805176	-2.7408497403649723	-3.0145498163559856	17	17	-295.02006566524506	-299.32291173934937	-4.214572366646358	-4.338013213613759	70	69	True	False	0.27461215766549785	False
226	not	Do you have any plan to buy a house in this city?__eou__Absolutely we need a house here. But what makes me upset is the prices in this city.	Our monthly salary can not buy one square meter of the house here.	Our monthly salary can buy one square meter of the house here.	It is depressing to hear the price goes higher and higher.	-99.17964172363281	-91.4288330078125	-4.95898208618164	-4.812043842516448	20	19	-69.60791015625	-76.70545959472656	-3.8671061197916665	-4.261414421929254	18	18	-344.9875030517578	-344.3251609802246	-4.2071646713629	-4.250927913336106	82	81	True	False	-0.14693824366519248	False
235	not	Hello, I'm sorry for calling this late. May I speak to Peter?	I'm sorry. He's not in right now.	I'm sorry. He's in right now.	When is he coming back?	-79.98635494709015	-94.20903193950653	-4.705079702770009	-5.888064496219158	17	16	-53.252071380615234	-44.0328369140625	-4.4376726150512695	-3.669403076171875	12	12	-187.57404339313507	-192.57748591899872	-3.6071931421756744	-3.7760291356666413	52	51	True	False	1.1829847934491493	False
244	not	I would like to buy a black suit.__eou__Do you have any special brand in your mind?__eou__No, I never wear suit in my everyday life. I just want one to take part in my sister’s wedding ceremony.	I see. Have a look at this one. It’s very cheap because it’s not very durable.	I see. Have a look at this one. It’s very cheap because it’s very durable.	but it looks good. Let me try it on.	-134.0890235900879	-134.8194923400879	-4.966260132966219	-5.185365090003381	27	26	-48.24666213989258	-57.34456253051758	-2.838038949405446	-3.373209560618681	17	17	-434.3972339630127	-444.2256031036377	-4.0597872332991845	-4.190807576449412	107	106	True	False	0.21910495703716215	False
249	not	Do you carrying fresh fish?__eou__Yes we do. Check the meat department. There is a fish counter there too.	I already looked, but did not see anything.	I already looked, but did see anything.	Let me show you.	-78.25385284423828	-85.85468292236328	-4.890865802764893	-5.723645528157552	16	15	-45.86546325683594	-49.15673828125	-4.169587568803267	-4.468794389204546	11	11	-288.12017822265625	-299.0109405517578	-4.64709964875252	-4.901818697569801	62	61	True	False	0.8327797253926592	False
272	not	Where's the nearest tailor's?__eou__There is one just around the corner.__eou__The jacket is tight in the shoulders and long in the sleeve. What about the price there?	The price is moderate, but their work is sometimes not satisfactory.	The price is moderate, but their work is sometimes satisfactory.	Is there a better tailor's around here?	-90.0789794921875	-92.6082763671875	-4.740998920641448	-5.144904242621528	19	18	-44.601806640625	-45.3221435546875	-2.9734537760416666	-3.021476236979167	15	15	-353.0394512414932	-356.2676006555557	-4.057924726913715	-4.142646519250648	87	86	True	False	0.4039053219800799	False
279	not	Can I also take the MET to get there?__eou__Yeah sure, it's much quicker. Do you know how?__eou__No, can I trouble you to lend me a hand?	Ok, not a problem. Let's go to the station.	Ok, a problem. Let's go to the station.	You have to buy a ticket first. You want to go to Shi Da, right?	-88.4102771282196	-107.16485595703125	-4.653172480432611	-5.953603108723958	19	18	-91.61882400512695	-88.62236881256104	-3.817451000213623	-3.6925987005233765	24	24	-424.1225926876068	-439.85711145401	-4.372397862758833	-4.581844910979271	97	96	True	False	1.3004306282913474	False
288	not	Are you going grocery shopping today?__eou__I am, as a matter of fact. Do you have any special requests?	Yes, please get some white bread, thick cut, some ham, not the processed stuff, some gouda cheese, some galla apples and...	Yes, please get some white bread, thick cut, some ham, the processed stuff, some gouda cheese, some galla apples and...	Wait. This is sounding like a major list. Why don't you just come with me?	-164.81803178787231	-173.27446365356445	-4.454541399672225	-4.813179545932346	37	36	-90.87490844726562	-88.86486053466797	-3.634996337890625	-3.5545944213867187	25	25	-375.2616740465164	-381.74297773838043	-3.8686770520259426	-3.976489351441463	97	96	True	False	0.35863814626012136	False
302	not	Would you like to have some icecream? I've got a variety of flavors for you to choose from. I've got strawberry, peach, chocolate, coffee, vanilla and praline.__eou__Wow! So many choices you have! I wish I could, but I just can't. I'm on a diet to lose weight.__eou__Come on, just a bite. It doesn't really hurt to have just a bite.	I'd better not. Please don't tempt me. Please!	I'd better. Please don't tempt me. Please!	Gee! You are really strong-willed.	-95.68374156951904	-99.2422707080841	-5.035986398395739	-5.513459483782451	19	18	-50.83241534233093	-51.787376403808594	-3.1770259588956833	-3.236711025238037	16	16	-476.4415793418884	-480.95506954193115	-3.4276372614524346	-3.485181663347327	139	138	True	False	0.47747308538671174	False
309	not	Would you like a piece of birthday cake?__eou__No, thanks, I'll pass. It looks very tempting though.__eou__I thought strawberry cake with cream cheese frosting was your favorite?	It is. I'm on a diet and strawberry cream cheese cake is not on it.	It is. I'm on a diet and strawberry cream cheese cake is on it.	A diet? What for? You are in great shape.	-90.80704307556152	-102.36221885681152	-3.7836267948150635	-4.4505312546439795	24	23	-52.79988098144531	-50.59724426269531	-2.9333267211914062	-2.810958014594184	18	18	-319.9543924331665	-329.3479471206665	-3.3328582545121512	-3.4668204960070157	96	95	True	False	0.666904459828916	False
319	not	Did you ever buy food from the snack stands near our hotel?__eou__Yes, several times.__eou__How do you like them?	Not bad.	Bad.	I always have the temptation to eat something there.	-62.59765625	-63.6806640625	-6.955295138888889	-7.9600830078125	9	8	-70.09805297851562	-74.7303466796875	-4.381128311157227	-4.670646667480469	16	16	-316.8780071735382	-322.6069805622101	-4.6599706937285035	-4.815029560630001	68	67	True	False	1.0047878689236107	False
320	not	It is my first time coming to China. I want to buy something unique of China to my friends as gifts.__eou__We have a great variety of Chinese antiques and porcelain. Do you like them?	Yes, I love them, but they are fragile. It is not convenient to take them.	Yes, I love them, but they are fragile. It is convenient to take them.	You are right. How about paintings and embroidered handkerchiefs?	-100.7726821899414	-103.1772232055664	-4.030907287597656	-4.299050966898601	25	24	-75.32157683372498	-77.3669912815094	-3.766078841686249	-3.86834956407547	20	20	-368.39495730400085	-372.8504059314728	-3.797886157773205	-3.8838583951195083	97	96	True	False	0.2681436793009446	False
327	not	Why don't you sit down and relax, darling?__eou__I don't want to.__eou__Well, come over and talk to me then.	Certainly not.	Certainly.	May I turn on the TV then?	-59.4998779296875	-57.9471435546875	-6.611097547743055	-7.2433929443359375	9	8	-37.51155090332031	-42.27727794647217	-2.679396493094308	-3.0198055676051547	14	14	-270.46038818359375	-273.6616621017456	-3.919715770776721	-4.024436207378612	69	68	True	False	0.6322953965928821	False
333	not	Dad, what are we doing tonight for fun?__eou__We're going over to Mrs. Smith's place to help her with her yard work.	Yard work? I said' what are we doing for fun', not work!	Yard work? I said' what are we doing for fun', work!	It will be fun. And besides, you'll be in the best company.	-97.34508514404297	-117.50988006591797	-4.232395006262737	-5.341358184814453	23	22	-73.19719338417053	-78.9880383014679	-3.327145153825933	-3.5903653773394497	22	22	-296.6919655799866	-322.65688276290894	-3.449906576511472	-3.795963326622458	86	85	True	False	1.1089631785517158	False
355	not	( A stranger stops to help ) Everything OK?	No! My tour bus got a speeding ticket not ten minutes ago. Now my engine is on fire!	No! My tour bus got a speeding ticket ten minutes ago. Now my engine is on fire!	I think that's just steam. Your engine's overheated.	-145.26028442382812	-142.84813499450684	-5.380010534215857	-5.494159038250263	27	26	-90.51348876953125	-93.8370361328125	-4.763867829975329	-4.938791375411184	19	19	-298.6154251098633	-299.519588470459	-4.7399273826962425	-4.830961104362242	63	62	True	False	0.11414850403440635	False
360	not	Chinese tea is famous all over the world. I want to buy several boxes.__eou__There are various kinds of tea in China. It depends on the taste and effect.	Well, I do not know Chinese tea at all.	Well, I do know Chinese tea at all.	This is green tea, you can drink it in summer. It can relieve summer-heat and it is good for maintaining your lungs.	-78.28272247314453	-94.41523742675781	-4.604866027832031	-5.900952339172363	17	16	-121.12412548065186	-122.56413745880127	-3.6704280448682383	-3.714064771478826	33	33	-390.0426173210144	-407.65054845809937	-4.105711761273835	-4.336707962320206	95	94	True	False	1.296086311340332	False
367	not	Would you like to see our new shirts?	Sorry, but I'm not really that interested in those things.	Sorry, but I'm really that interested in those things.	Well, they are very nice you know.	-102.31390380859375	-107.06915283203125	-5.384942305715461	-5.94828626844618	19	18	-52.81385803222656	-58.99664783477783	-3.520923868815104	-3.9331098556518556	15	15	-192.98355102539062	-203.90532398223877	-3.8596710205078124	-4.1613331424946685	50	49	True	False	0.5633439627307197	False
379	not	What can I do for you?__eou__I'd like to buy a keepsake for my girlfriend. Could you make a recommendation for me?__eou__I'd like to. How do you like the hat?	It's not special. It can be seen everywhere.	It's special. It can be seen everywhere.	How about the umbrella? It's made of wood and paper. It's very beautiful.	-86.06519317626953	-83.81031036376953	-5.062658422133502	-5.238144397735596	17	16	-96.58786582946777	-98.47035217285156	-4.024494409561157	-4.1029313405354815	24	24	-386.14087903499603	-385.7880138158798	-3.9004129195454147	-3.936612385876325	99	98	True	False	0.17548597560209345	False
381	not	Has someone already helped you?	No, not yet. I'd like to buy a teapot.	No, yet. I'd like to buy a teapot.	Which do you like best?	-91.18423461914062	-100.64802551269531	-4.559211730957031	-5.297264500668175	20	19	-56.551642298698425	-54.741798639297485	-4.712636858224869	-4.561816553274791	12	12	-181.49292266368866	-189.1269724369049	-4.033176059193082	-4.2983402826569295	45	44	True	False	0.7380527697111434	False
383	not	I need some flowers for my girlfriend.__eou__No problem. Would you like some artificial carnations?	Oh, no. Carnations are not very elegant. Artificial flowers have no passion.	Oh, no. Carnations are very elegant. Artificial flowers have no passion.	How much did you want to spend?	-97.49205338954926	-106.47301042079926	-4.238784929980403	-4.839682291854512	23	22	-41.64868974685669	-38.97471070289612	-2.9749064104897633	-2.7839079073497226	14	14	-265.795859336853	-272.08428263664246	-3.908762637306662	-4.060959442337947	68	67	True	False	0.6008973618741091	False
385	not	Dad, do you know where Mom is?__eou__I think she is in her room putting a little something together for you to take to school with you.	She'd better not start crying like she usually does.	She'd better start crying like she usually does.	I know, but she is going to miss you something awful. Have I told you how proud I am of you?	-82.0281629562378	-95.95381736755371	-4.825186056249282	-5.997113585472107	17	16	-82.27096939086914	-82.95126926898956	-2.7423656463623045	-2.765042308966319	30	30	-324.37297224998474	-338.98332464694977	-3.6041441361109414	-3.8088014005275257	90	89	True	False	1.1719275292228248	False
388	not	Do I have to deposit my handbag at the checkroom?	No, you do not have to. The handbag can be taken with you. There is the cart at the entrance.	No, you do have to. The handbag can be taken with you. There is the cart at the entrance.	Thank you. I'd tike to buy some milk powder for my baby. Is there anything that you can recommend for me?	-139.46052062511444	-144.89212584495544	-4.498726471777885	-4.8297375281651815	31	30	-144.2703753709793	-148.17048728466034	-4.508449230343103	-4.630327727645636	32	32	-351.3862829208374	-360.73979806900024	-4.233569673745029	-4.399265830109759	83	82	True	False	0.3310110563872968	False
413	not	Can I help you, sir?__eou__I'd like a table for two, please.__eou__Do you have a reservation, sir?	No, I'm afraid not. Can I sit over there? There's a table free by the window.	No, I'm afraid. Can I sit over there? There's a table free by the window.	Sorry, sir. That table has been reserved. This way, please. How about this one, sir?	-79.84250402450562	-92.6660270690918	-2.8515180008752004	-3.4320750766330295	28	27	-87.54104137420654	-86.30691528320312	-3.126465763364519	-3.0823898315429688	28	28	-303.1739811897278	-314.78867626190186	-3.031739811897278	-3.1796835986050693	100	99	True	False	0.5805570757578291	False
420	not	Hello, Can I speak to Tom, please?	I'm afraid he is not in at the moment.	I'm afraid he is in at the moment.	May I ask what time he will come back?	-76.72032582759857	-87.3866081237793	-4.512960342799916	-5.461663007736206	17	16	-55.69972777366638	-57.58968901634216	-3.481232985854149	-3.599355563521385	16	16	-169.4183065891266	-181.98206877708435	-3.3883661317825315	-3.713919770960905	50	49	True	False	0.94870266493629	False
427	not	Jenny, you should go to bed now.__eou__But it's still early.__eou__Don't stay up late.	But Day. I'm not sleepy.	But Day. I'm sleepy.	Well, honey. Turn off the light, lie down and go to sleep.	-85.22335815429688	-92.91842651367188	-6.087382725306919	-7.147571270282452	14	13	-80.72383117675781	-70.34200096130371	-3.6692650534889917	-3.1973636800592597	22	22	-315.19925689697266	-312.52030754089355	-4.093496842817827	-4.1121093097485995	77	76	True	False	1.0601885449755324	False
460	not	What can I help you with today?__eou__My washing machine isn't working.__eou__What's the problem?	The water will not drain.	The water will drain.	Is there anything else wrong with it?	-63.896240234375	-80.267578125	-5.324686686197917	-7.297052556818182	12	11	-50.45450401306152	-52.868133544921875	-3.603893143790109	-3.7762952532087053	14	14	-256.6978313922882	-275.46758365631104	-3.949197406035203	-4.30418099462986	65	64	True	False	1.9723658706202647	True
467	not	I'm thirsty. Pull over to that store, I'll buy some drinks.	I'm afraid I can't. Parking is not allowed here.	I'm afraid I can't. Parking is allowed here.	Oh, that's too bad. Where can you park around here?	-88.09707260131836	-99.96084213256836	-4.636688031648335	-5.55338011847602	19	18	-57.60499334335327	-62.034298062324524	-2.8802496671676634	-3.101714903116226	20	20	-202.19291281700134	-218.4947761297226	-3.261176013177441	-3.581881575897092	62	61	True	False	0.9166920868276849	False
480	not	Hi Mike. What have you been up to?	Not much. I started exercising.	Much. I started exercising.	Trying to get in shape?	-78.25408935546875	-84.17431640625	-6.0195453350360575	-7.0145263671875	13	12	-58.89385986328125	-59.5267333984375	-4.9078216552734375	-4.960561116536458	12	12	-175.75543916225433	-182.29346406459808	-4.184653313387008	-4.446182050356051	42	41	True	False	0.9949810321514425	False
482	not	Mike, I'm afraid I can't come back home for dinner tonight.	Not back home for dinner again? That's the third time this week!	Back home for dinner again? That's the third time this week!	I'm sorry. Our company has just opened. There are always too many things to handle. You know that.	-88.75486946105957	-79.13859176635742	-4.226422355288551	-3.956929588317871	21	20	-135.69105529785156	-138.85821533203125	-4.679001906822467	-4.788214321794181	29	29	-282.3353977203369	-275.9144802093506	-3.9213249683380127	-3.886119439568318	72	71	True	False	-0.2694927669706799	False
562	not	Hello? This is Steven. I'd like to speak to Mr. Brown, please.	I'm afraid he is not in at the moment.	I'm afraid he is in at the moment.	Then what time do you think he will be in?	-75.52390170097351	-90.15175485610962	-4.442582452998442	-5.634484678506851	17	16	-59.265716552734375	-77.1977424621582	-3.486218620749081	-4.5410436742446	17	17	-183.7013018131256	-216.24449968338013	-3.113581386663146	-3.728353442816899	59	58	True	False	1.191902225508409	False
569	not	May I help you?__eou__I'm just browsing, thanks.	We're on clearance sale now. Prices have up to twenty percent off. Do not miss the chance.	We're on clearance sale now. Prices have up to twenty percent off. Do miss the chance.	Well, how about fifty percent discount? If so, I'll buy that fur coat.	-136.513653755188	-144.81828022003174	-5.056061250192148	-5.569933854616606	27	26	-126.72320747375488	-124.3487434387207	-5.280133644739787	-5.181197643280029	24	24	-351.2447347640991	-357.1670846939087	-4.683263130187989	-4.826582225593361	75	74	True	False	0.5138726044244581	False
576	not	Hi, Kerry. Did your husband make cooking for you?	Oh, please do not mention it any more. Last night he did it for the first time.	Oh, please do mention it any more. Last night he did it for the first time.	Really? Was it delicious?	-115.65912747383118	-119.02073776721954	-4.448427979762737	-4.760829510688782	26	25	-56.66438293457031	-60.17800521850586	-4.722031911214192	-5.014833768208821	12	12	-254.42209649085999	-261.25295746326447	-4.463545552471228	-4.665231383272579	57	56	True	False	0.31240153092604483	False
588	not	I'm glad these batteries are on sale.	I'm sorry. These batteries are not on sale.	I'm sorry. These batteries are on sale.	But that's what the ad said.	-79.93948078155518	-82.03912353515625	-4.70232239891501	-5.127445220947266	17	16	-51.434356689453125	-70.562255859375	-3.673882620675223	-5.0401611328125	14	14	-184.0539035797119	-205.2798614501953	-3.9160405016959983	-4.462605683699898	47	46	True	False	0.4251228220322556	False
609	not	Good morning. What can I do for you, sir?__eou__Good morning. I'd like to have a haircut.__eou__Very well. Please sit down here. Do you want me to cut your hair very close?	Please cut the sides shorter, but not so much at the back.	Please cut the sides shorter, but so much at the back.	It's such a hot season, isn't it? May I suggest thinning out the top?	-84.96618235111237	-101.09829187393188	-4.2483091175556185	-5.320962730206941	20	19	-98.45418810844421	-101.03183817863464	-3.7866995426324697	-3.8858399299474864	26	26	-384.79248905181885	-403.47728192806244	-3.596191486465597	-3.8063894521515325	107	106	True	False	1.0726536126513224	False
617	not	Can you show me how to use chopsticks?__eou__With pleasure.	Oh, it is not easy to learn!	Oh, it is easy to learn!	I think you are a quick learner.	-83.72119903564453	-79.38282012939453	-5.581413269042969	-5.670201437813895	15	14	-46.787567138671875	-50.79974365234375	-3.3419690813337053	-3.6285531180245534	14	14	-233.36351776123047	-233.03731536865234	-4.321546625207971	-4.396930478653818	54	53	True	False	0.08878816877092621	False
658	not	I wonder if you can help me. I'm looking for a room.__eou__Yes. I've got a small room.__eou__How much is it?	200 Yuan a week, but smoking is not allowed.	200 Yuan a week, but smoking is allowed.	OK. Can I see the room now?	-70.28497314453125	-73.5843505859375	-4.134410184972427	-4.599021911621094	17	16	-37.05736541748047	-34.21809387207031	-2.4704910278320313	-2.281206258138021	15	15	-271.72118377685547	-272.19410705566406	-3.3965147972106933	-3.445495026021064	80	79	True	False	0.4646117266486671	False
669	not	Good evening. Welcome to our restaurant.__eou__Good evening. We want a dinning room with a table for eight.	I'm sorry, sir. The rooms are not available now. But would you like to have your dinner in the dinning hall? I can find a table by the window for you.	I'm sorry, sir. The rooms are available now. But would you like to have your dinner in the dinning hall? I can find a table by the window for you.	No, thanks. We have made a reservation before.	-151.88449776172638	-158.10744500160217	-3.4519204036755995	-3.676917325618655	44	43	-54.41680145263672	-54.00730895996094	-3.2009883207433365	-3.176900527056526	17	17	-346.54155576229095	-352.3066085577011	-3.6098078725238643	-3.708490616396854	96	95	True	False	0.22499692194305565	False
677	not	The car isn't running smoothly. I'd like to have a look at it.__eou__What's the matter with it?	I'm not sure. It could be the tires. Let's stop here.	I'm sure. It could be the tires. Let's stop here.	How about the tires?	-97.20083618164062	-104.54544067382812	-4.41821982643821	-4.978354317801339	22	21	-45.12890625	-42.1580810546875	-4.102627840909091	-3.832552823153409	11	11	-272.7254009246826	-277.09417724609375	-3.9525420423867046	-4.074914371266084	69	68	True	False	0.5601344913631294	False
678	not	Excuse me, do you know where the Post Office is?	Yes, it's not very far from here. Follow this road until you get to the traffic lights. You will see a small restaurant at the corner.	Yes, it's very far from here. Follow this road until you get to the traffic lights. You will see a small restaurant at the corner.	Is the restaurant on the right or on the left hand side of the road?	-118.8223112821579	-131.9810209274292	-3.2114138184367	-3.6661394702063665	37	36	-62.975306272506714	-67.50682306289673	-2.862513921477578	-3.068491957404397	22	22	-215.07761085033417	-232.8175950050354	-2.722501403168787	-2.984840961603018	79	78	True	False	0.4547256517696665	False
686	not	Would you like to have a piece of cake?__eou__No, thank you. I'm on a diet.	Why? You're not fat.	Why? You're fat.	I'm considering entering for the beauty contest this summer, so I must have a slender figure.	-67.90348815917969	-75.72868347167969	-5.2233452430138225	-6.310723622639974	13	12	-99.07305908203125	-90.6182861328125	-3.96292236328125	-3.6247314453125	25	25	-264.74155831336975	-264.117840051651	-3.7287543424418277	-3.7731120007378713	71	70	True	False	1.0873783796261511	False
692	not	Hi, Mike. I am going to move on the first of next month.__eou__Congratulations! So, have you started planning your move?__eou__Yes, I am trying to find good movers now. Do you know any?	Not really.	Really.	What did you do for your last move?	-70.55548095703125	-64.14532470703125	-7.839497884114583	-8.018165588378906	9	8	-49.100778579711914	-53.32376289367676	-3.273385238647461	-3.5549175262451174	15	15	-358.0947426557541	-355.89194571971893	-4.163892356462257	-4.186964067290811	86	85	True	False	0.1786677042643232	False
697	not	Hi Steve, it's nice to meet you. I hear that you're looking for an apartment, and I just rented a two-bedroom downtown. I'm looking for a compatible roommate.__eou__Great, I'm looking for a place right in that area. Your apartment sounds ideal.__eou__Alright. So tell me, how would you describe yourself?	I'm pretty social and outgoing, and I like making new friends. But I'm not a party animal, and I like to keep the apartment clean.	I'm pretty social and outgoing, and I like making new friends. But I'm a party animal, and I like to keep the apartment clean.	I'm like that too. I like to invite friends over sometimes, but I don't want to have lots of crazy parties at the apartment.	-113.74558925628662	-131.2553586959839	-3.0742051150347733	-3.6459821859995523	37	36	-104.68875443935394	-110.65421319007874	-2.991107269695827	-3.161548948287964	35	35	-500.88804948329926	-524.3439247608185	-3.1701775283753117	-3.339770221406487	158	157	True	False	0.5717770709647789	False
698	not	What is your favorite coffee?	Irish coffee is my favorite. But I'm not particular on it.	Irish coffee is my favorite. But I'm particular on it.	All right. Would you make coffee yourself when you are at home?	-114.00326538085938	-113.62045288085938	-5.428726922898066	-5.681022644042969	21	20	-81.33394646644592	-80.96884346008301	-4.0666973233222965	-4.04844217300415	20	20	-221.67551445960999	-220.95201301574707	-4.105102119622408	-4.168905905957492	54	53	True	False	0.25229572114490306	False
702	not	Good coming, sir.__eou__Good morning.__eou__Would you mind moving to the middle of the bus?	Of course not. But I don't know when to get off.	Of course. But I don't know when to get off.	Where are you going?	-75.1855878829956	-71.88688945770264	-3.75927939414978	-3.783520497773823	20	19	-42.042335510253906	-36.01875686645508	-3.8220305009321733	-3.2744324424050073	11	11	-275.5517978668213	-266.21697425842285	-3.9935043169104536	-3.914955503800336	69	68	True	False	0.024241103624042637	False
729	not	Can I help you?	Yes, my brakes are not working well.	Yes, my brakes are working well.	What's wrong with them?	-84.93848419189453	-91.2963638305664	-5.662565612792969	-6.5211688450404575	15	14	-49.58308219909668	-59.97391128540039	-4.13192351659139	-4.997825940450032	12	12	-157.6974925994873	-174.44467544555664	-4.043525451268906	-4.590649353830438	39	38	True	False	0.8586032322474884	False
741	not	I'm looking for a string of pearls for my wife.__eou__Yes, sir. What price range do you have in mind?	I'm not sure. I don't know very much about the price of pearls.	I'm sure. I don't know very much about the price of pearls.	I see. Let me show you some samples of various qualities. This one is very nice. It's three hundred and fifty dollars.	-81.53769886493683	-100.82774376869202	-3.5451173419537754	-4.583079262213274	23	22	-103.61202704906464	-101.66032826900482	-3.139758395426201	-3.080616008151661	33	33	-311.2037316560745	-328.55524289608	-3.34627668447392	-3.571252640174783	93	92	True	False	1.0379619202594985	False
