source_dataset	dataset_role	source_row_index	id	word	subset	context	w_word	wo_word	followup_metadata_only	with_without_diff	generated_from	generated_from_text	sampling_strategy	prompt_mode	top_p	temperature	base_seed	condition_seed	samples_requested	unique_samples_obtained	max_sample_draws	sample_draw	unique_rank	response	normalized_response	raw_generation	log_prob_given_P	log_prob_given_P_prime	log_prob_given_P_per_token	log_prob_given_P_prime_per_token	token_count_given_P	token_count_given_P_prime	own_log_prob	other_log_prob	own_log_prob_per_token	other_log_prob_per_token	own_context_log_prob_advantage	own_context_log_prob_advantage_per_token	own_context_win	include_context	candidate_weight_unnormalized	candidate_weight
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	11	11	25 yuan? That's cheap. May I try it?	25 yuan? that's cheap. may i try it?	25 yuan? That's cheap. May I try it?\nSpeaker 2: Sure, go ahead.\nSpeaker 1: This color is lovely. How about it, can I get two of them?\nSpeaker 2: Good for you. Here is a discount. Take this one.\n	-11.45572280883789	-12.710201263427734	-0.8182659149169922	-0.9078715188162668	14	14	-11.45572280883789	-12.710201263427734	-0.8182659149169922	-0.9078715188162668	1.2544784545898438	0.0896056038992745	True	True	2.0872129729319653e-05	1.6675368378078376e-05
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	12	12	25 yuan? It’s so expensive.	25 yuan? it’s so expensive.	25 yuan? It’s so expensive.\nSpeaker 2: What’s the matter? It’s only a quarter of the price of the imported one.\nSpeaker 1: You know, it’s an advanced product of the latest technology.\nSpeaker 2: Hmm …, well,	-6.656728744506836	-5.679384231567383	-0.6656728744506836	-0.5679384231567383	10	10	-6.656728744506836	-5.679384231567383	-0.6656728744506836	-0.5679384231567383	-0.9773445129394532	-0.0977344512939453	False	True	0.0025336312455439872	0.002024193740723395
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	13	13	25 yuan? It's so cheap!	25 yuan? it's so cheap!	25 yuan? It's so cheap!\nSpeaker 2: Yes, that's right.\nSpeaker 1: Does it have some discount?\nSpeaker 2: No, there isn't.\nSpeaker 1: Well, I'll take two of them.\nSpeaker 2	-5.14483642578125	-6.349809646606445	-0.514483642578125	-0.6349809646606446	10	10	-5.14483642578125	-6.349809646606445	-0.514483642578125	-0.6349809646606446	1.204973220825195	0.1204973220825196	True	True	0.011490790257674226	0.009180335834765707
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	14	14	25 yuan? That's expensive!	25 yuan? that's expensive!	25 yuan? That's expensive!\nSpeaker 2: You can see a lot of ladies buy it. You have a choice.\nSpeaker 1: OK. I'll have this one.\nSpeaker 2: OK, please show me your ID card.\nSpeaker 1: Here you	-7.462665557861328	-7.017215728759766	-0.829185061984592	-0.7796906365288628	9	9	-7.462665557861328	-7.017215728759766	-0.829185061984592	-0.7796906365288628	-0.4454498291015625	-0.0494944254557291	False	True	0.0011316952562531004	0.000904145170352934
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	15	15	25 yuan? It's not expensive, I'll have it. Could you help me put it in a bag?	25 yuan? it's not expensive, i'll have it. could you help me put it in a bag?	25 yuan? It's not expensive, I'll have it. Could you help me put it in a bag?\nSpeaker 2: OK, it's in a bag. Do you want to buy anything else?\nSpeaker 1: Let me have a look. Yes, I need a	-26.31255340576172	-26.428726196289062	-1.0120212848369892	-1.0164894690880408	26	26	-26.31255340576172	-26.428726196289062	-1.0120212848369892	-1.0164894690880408	0.1161727905273437	0.0044681842510516	True	True	7.367620007954542e-12	5.8862118670027735e-12
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	16	16	25 yuan? What a cheap price! 25 yuan is far cheaper than the cost of that lipstick. Can I have three lipsticks?	25 yuan? what a cheap price! 25 yuan is far cheaper than the cost of that lipstick. can i have three lipsticks?	25 yuan? What a cheap price! 25 yuan is far cheaper than the cost of that lipstick. Can I have three lipsticks?\nSpeaker 2: Certainly. What color do you want?\nSpeaker 1: Two purple and one black.\nSpeaker 2: They are all in stock	-48.58533668518066	-49.678171157836914	-1.6195112228393556	-1.6559390385945638	30	30	-48.58533668518066	-49.678171157836914	-1.6195112228393556	-1.6559390385945638	1.09283447265625	0.0364278157552082	True	True	1.5645172060395358e-21	1.2499395645238546e-21
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	17	17	25 yuan? Not cheap! I want to have a look.	25 yuan? not cheap! i want to have a look.	25 yuan? Not cheap! I want to have a look.\n\n【课文】\n\nA: Excuse me, could you tell me how much is the lipstick?\nB: It costs only 25 yuan.\nA: 25 yuan? Not cheap! I want to have a look.	-20.795143127441406	-20.032455444335938	-1.485367366245815	-1.430889674595424	14	14	-20.795143127441406	-20.032455444335938	-1.485367366245815	-1.430889674595424	-0.7626876831054688	-0.0544776916503906	False	True	1.8344591990676548e-09	1.4656042922173268e-09
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	18	18	25 yuan! That's very cheap. How much are these flowers?	25 yuan! that's very cheap. how much are these flowers?	25 yuan! That's very cheap. How much are these flowers?\nSpeaker 2: They are 20 yuan per bunch.\n\n1. Excuse me, could you tell me how much is the lipstick?\n \n2. It costs only 25 yuan.\n \n3.	-21.34567070007324	-23.04385757446289	-1.3341044187545776	-1.4402410984039309	16	16	-21.34567070007324	-23.04385757446289	-1.3341044187545776	-1.4402410984039309	1.6981868743896484	0.106136679649353	True	True	1.0578326562536267e-09	8.451341312147624e-10
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	19	19	25 yuan? That is too expensive. Let me see something cheaper.	25 yuan? that is too expensive. let me see something cheaper.	25 yuan? That is too expensive. Let me see something cheaper.\nSpeaker 2: I think the lipstick in this shelf is very good. It costs only 10 yuan. Would you like to try it on?\nSpeaker 1: Yes, I'd like to. Could you help me	-16.351905822753906	-15.824142456054688	-1.0901270548502604	-1.054942830403646	15	15	-16.351905822753906	-15.824142456054688	-1.0901270548502604	-1.054942830403646	-0.5277633666992188	-0.0351842244466145	False	True	1.5602044063113515e-07	1.246493939897091e-07
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	20	20	25 yuan!	25 yuan!	25 yuan!\nSpeaker 2: Yes, it’s a very cheap lipstick.\nSpeaker 1: Do you think it’s of good quality?\nSpeaker 2: Yes. It’s of very good quality.\nSpeaker 1: What’s it for?\nSpeaker 2	-2.273353576660156	-2.526351928710937	-0.5683383941650391	-0.6315879821777344	4	4	-2.273353576660156	-2.526351928710937	-0.5683383941650391	-0.6315879821777344	0.2529983520507812	0.0632495880126953	True	True	0.20296401888953716	0.16215402195991482
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	21	21	25 yuan? How about the foundation?	25 yuan? how about the foundation?	25 yuan? How about the foundation?\nSpeaker 2: It is 80 yuan.\nSpeaker 1: Oh, that is a little expensive.\nSpeaker 2: Do you have a student card? I can give you a 15% discount.\nSpeaker 1: Okay,	-10.240028381347656	-10.278060913085938	-1.137780931260851	-1.1420067681206598	9	9	-10.240028381347656	-10.278060913085938	-1.137780931260851	-1.1420067681206598	0.0380325317382812	0.0042258368598091	True	True	7.0394081552732e-05	5.62399360655258e-05
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	22	22	25 yuan, that’s too expensive!	25 yuan, that’s too expensive!	25 yuan, that’s too expensive!\nSpeaker 2: But it’s cheaper than elsewhere. And it has good quality.\nSpeaker 1: Are there any cheap items?\nSpeaker 2: Yes, of course. This is a sale. Some are on sale.\nSpeaker 1	-9.168560028076172	-8.88336181640625	-0.9168560028076173	-0.888336181640625	10	10	-9.168560028076172	-8.88336181640625	-0.9168560028076173	-0.888336181640625	-0.2851982116699219	-0.0285198211669921	False	True	0.00020552702710513953	0.00016420168584019312
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	23	23	25 yuan, that’s pretty cheap.	25 yuan, that’s pretty cheap.	25 yuan, that’s pretty cheap.\nSpeaker 2: Of course, this lipstick is on sale at 1/2 price.\nSpeaker 1: I see.\nSpeaker 2: You can have a look and choose what you like.\nSpeaker 1: Ok, thank you.	-9.644634246826172	-10.44195556640625	-0.9644634246826173	-1.044195556640625	10	10	-9.644634246826172	-10.44195556640625	-0.9644634246826173	-1.044195556640625	0.7973213195800781	0.0797321319580077	True	True	0.00012767696017926107	0.00010200494017587829
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	24	24	25 yuan? It seems quite expensive.	25 yuan? it seems quite expensive.	25 yuan? It seems quite expensive.\nSpeaker 2: No, this is just the cost price.\nSpeaker 1: So you are the distributor?\nSpeaker 2: Yes, I’m a student. I buy cosmetics at the wholesale price and sell them to other students.\nSpeaker 	-9.403236389160156	-8.917953491210938	-1.0448040432400174	-0.9908837212456596	9	9	-9.403236389160156	-8.917953491210938	-1.0448040432400174	-0.9908837212456596	-0.4852828979492187	-0.0539203219943577	False	True	0.00016253627099145436	0.00012985508564439257
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	25	25	25 yuan, great! I will take it.	25 yuan, great! i will take it.	25 yuan, great! I will take it.\n(1)这个句子中how much的含义为多少钱. \n(2)句子“great, I’ll take it.”表示我想要, 要. take 表示拿起或拿走.	-12.909584045410156	-13.667831420898438	-1.1735985495827417	-1.2425301291725852	11	11	-12.909584045410156	-13.667831420898438	-1.1735985495827417	-1.2425301291725852	0.7582473754882812	0.0689315795898437	True	True	4.877113391501641e-06	3.896471681598733e-06
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	26	26	25 yuan? It's a bargain.	25 yuan? it's a bargain.	25 yuan? It's a bargain.\nSpeaker 2: It's on sale now.\nSpeaker 1: How long has it been on sale?\nSpeaker 2: For 10 days.\nSpeaker 1: I'll take it. It's a great colour.	-8.08673095703125	-10.163774490356444	-0.808673095703125	-1.0163774490356443	10	10	-8.08673095703125	-10.163774490356444	-0.808673095703125	-1.0163774490356443	2.077043533325196	0.2077043533325195	True	True	0.0006063192212366692	0.00048440655074256407
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	27	27	25 yuan?	25 yuan?	25 yuan?\nSpeaker 2: Yes. Would you like to try it?\nSpeaker 1: It doesn't look that beautiful.\nSpeaker 2: Let me find you a better one. Here you are.\nSpeaker 1: I like it. How much does it cost?\n	-0.6786270141601562	-0.6821136474609375	-0.169656753540039	-0.1705284118652343	4	4	-0.6786270141601562	-0.6821136474609375	-0.169656753540039	-0.1705284118652343	0.0034866333007812	0.0008716583251953	True	True	1.0	0.7989298933234412
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	28	28	25 yuan? It’s so cheap. I’ll take three.	25 yuan? it’s so cheap. i’ll take three.	25 yuan? It’s so cheap. I’ll take three.\nSpeaker 2: Here you are.\nSpeaker 1: That’s too much money. I only have 70 yuan. How can I get back the change?\nSpeaker 2: Sorry, I don’t	-11.779043197631836	-12.937562942504885	-0.7361901998519897	-0.8085976839065552	16	16	-11.779043197631836	-12.937562942504885	-0.7361901998519897	-0.8085976839065552	1.1585197448730469	0.0724074840545654	True	True	1.5106035629073833e-05	1.2068663433676058e-05
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	29	29	25 yuan? I think it is a bit too expensive.	25 yuan? i think it is a bit too expensive.	25 yuan? I think it is a bit too expensive.\n\n \nSpeaker 1: 对不起，您能告诉我这支口红要多少钱吗？\nSpeaker 2: 25块钱。\nSpeaker 1: 25块？太贵了。\n\n“成本”的意思就是	-11.693641662597656	-11.382064819335938	-0.8995108971228967	-0.8755434476412259	13	13	-11.693641662597656	-11.382064819335938	-0.8995108971228967	-0.8755434476412259	-0.3115768432617187	-0.0239674494816707	False	True	1.64528038505148e-05	1.3144636825163291e-05
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	30	30	25 yuan? It’s a bit expensive, is it? I don’t think I can afford it.	25 yuan? it’s a bit expensive, is it? i don’t think i can afford it.	25 yuan? It’s a bit expensive, is it? I don’t think I can afford it.\nSpeaker 2: Would you like to try one before you buy?\nSpeaker 1: Yes, it’s a bit pink but nice. By the way, does it have a discount	-23.62593936920166	-23.09743022918701	-0.9844141403834024	-0.9623929262161256	24	24	-23.62593936920166	-23.09743022918701	-0.9844141403834024	-0.9623929262161256	-0.5285091400146484	-0.0220212141672769	False	True	1.0817050810216834e-10	8.642065249880778e-11
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	31	31	25 yuan? So cheap?	25 yuan? so cheap?	25 yuan? So cheap?\nSpeaker 2: Do you know that my sister likes it?\nSpeaker 1: Sure.\nSpeaker 2: I'll buy two, so the total cost is 50 yuan.\nSpeaker 1: All right. I'll make a phone call	-6.125648498535156	-7.5102386474609375	-0.8750926426478794	-1.0728912353515625	7	7	-6.125648498535156	-7.5102386474609375	-0.8750926426478794	-1.0728912353515625	1.3845901489257812	0.197798592703683	True	True	0.004309120377790964	0.0034426850837464013
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	32	32	25 yuan! It’s so expensive! Why do you think it costs so much?	25 yuan! it’s so expensive! why do you think it costs so much?	25 yuan! It’s so expensive! Why do you think it costs so much?\nSpeaker 2: It’s very famous in Japan. Many celebrities have used it. And the lipstick also works well in moisturizing, keeping the lips moist and soft.\nSpeaker 1: Really?\nSpeaker 	-21.113643646240234	-20.36244010925293	-1.1112444024336965	-1.0717073741712069	19	19	-21.113643646240234	-20.36244010925293	-1.1112444024336965	-1.0717073741712069	-0.7512035369873047	-0.0395370282624896	False	True	1.3340897243527283e-09	1.0658441611610243e-09
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	33	33	25 yuan. How cheap it is! Do you have anything cheaper?	25 yuan. how cheap it is! do you have anything cheaper?	25 yuan. How cheap it is! Do you have anything cheaper?\nSpeaker 2: Yes, we have this type of mascara. It costs only 10 yuan.\nSpeaker 1: All right. I want to buy three, please.\nSpeaker 2: How many?\nSpeaker 	-19.39575958251953	-21.26801300048828	-1.2930506388346354	-1.4178675333658854	15	15	-19.39575958251953	-21.26801300048828	-1.2930506388346354	-1.4178675333658854	1.87225341796875	0.12481689453125	True	True	7.4345144261549215e-09	5.939655817399536e-09
only	discourse_particle	0	315	only	h	Excuse me, could you tell me how much is the lipstick?	It costs only 25 yuan.	It costs 25 yuan.	Oh, it's too expensive. Can't you make it any cheaper?		P	It costs only 25 yuan.	nucleus	base	0.9	1.0	20260416	710718775	50	50	200	34	34	25 yuan? I don't think it's worth that much. I can get a better one for less money.	25 yuan? i don't think it's worth that much. i can get a better one for less money.	25 yuan? I don't think it's worth that much. I can get a better one for less money.\nSpeaker 2: I don't think so. It's very good. I think it's a little bit expensive, but I want it. What do you think?	-23.65849781036377	-22.96181869506836	-0.9099422234755296	-0.8831468728872446	26	26	-23.65849781036377	-22.96181869506836	-0.9099422234755296	-0.8831468728872446	-0.6966791152954102	-0.0267953505882849	False	True	1.047053609707767e-10	8.365224287077504e-11
