id	word	context	w_word	wo_word	followup	log_prob_w_word	log_prob_wo_word	log_prob_w_word_per_token	log_prob_wo_word_per_token	w_word_token_count	wo_word_token_count	log_prob_followup_with	log_prob_followup_without	log_prob_followup_with_per_token	log_prob_followup_without_per_token	followup_token_count_with	followup_token_count_without	log_prob_full_with	log_prob_full_without	log_prob_full_with_per_token	log_prob_full_without_per_token	full_token_count_with	full_token_count_without	include_context	removal_log_prob_delta_per_token	removal_log_prob_delta_per_token_robust_z	removal_upper_iqr_outlier	removal_upper_mad_outlier
5636	just	The time has come to say goodbye.	So soon. It seems as if you just got here.	So soon. It seems as if you got here.	I feel that way, too. But all good things must come to an end, as they say.	-29.221376419067383	-38.25171089172363	-1.8263360261917114	-2.550114059448242	16	15	-26.64189052581787	-28.220083236694336	-1.0656756210327147	-1.1288033294677735	25	25	-88.9607458114624	-99.58109855651855	-1.678504637952121	-1.9150211260868952	53	52	True	0.7237780332565307	4.979189149144601	True	True
5815	just	What time is it, Tom?	Just a minute. It's ten to nine by my watch.	A minute. It's ten to nine by my watch.	Is it? I had no idea it was so late. I must be off now.	-29.570207595825195	-37.706682205200195	-1.7394239762250114	-2.356667637825012	17	16	-29.643295764923096	-30.511067867279053	-1.3474225347692317	-1.386866721239957	22	22	-95.31211137771606	-104.32404851913452	-1.9062422275543214	-2.129062214676215	50	49	True	0.6172436616000008	4.176363011393607	True	True
5953	just	Do you like traveling?	Yes, I've just come back from Scotland.	Yes, I've come back from Scotland.	Where did you visit?	-21.257381439208984	-29.594417572021484	-1.5183843885149275	-2.276493659386268	14	13	-10.274443626403809	-10.607049942016602	-1.141604847378201	-1.1785611046685114	9	9	-65.77719593048096	-74.45157623291016	-2.05553737282753	-2.4016637494487147	32	31	True	0.7581092708713406	5.237903913872086	True	True
6095	just	Hey, Joshua! Is Anny coming with us?__eou__Yes, why?	Nothing. I'm just asking.	Nothing. I'm asking.	Just asking? But why is your face burning like mad? Aha, someone has a crush on Anny, doesn't he?	-10.985286712646484	-15.518829345703125	-0.9986624284224077	-1.5518829345703125	11	10	-65.9051833152771	-71.51920461654663	-2.1259736553315194	-2.3070711166627946	31	31	-151.08462381362915	-161.22288274765015	-2.324378827901987	-2.5191075429320335	65	64	True	0.5532205061479047	3.6938946603908787	True	True
7379	just	Hi, Mark! Long time no see!__eou__Hi, Alex!__eou__Where have you been?	I just got back from London.	I got back from London.	How was your flight?	-10.187153220176697	-15.831501364707947	-0.9261048381978815	-1.5831501364707947	11	10	-10.626264572143555	-10.831359624862671	-1.180696063571506	-1.203484402762519	9	9	-79.88064515590668	-85.73008835315704	-1.5976129031181336	-1.7495936398603478	50	49	True	0.6570452982729132	4.476301836295139	True	True
8168	just	Do you like traveling?	Yes. I’Ve just come back from Scotland.	Yes. I’Ve come back from Scotland.	Where did you visit?	-32.23324203491211	-39.782283782958984	-2.1488828023274738	-2.8415916987827847	15	14	-10.195795059204102	-10.461919784545898	-1.1328661176893446	-1.162435531616211	9	9	-76.67723083496094	-84.46960067749023	-2.323552449544271	-2.63967502117157	33	32	True	0.692708896455311	4.745057059063873	True	True
8211	just	What time is it, Tom?	Just a minute. It’s ten to nine by my watch.	A minute. It’s ten to nine by my watch.	Is it? I have no idea if I’m so late. I must be off now.	-29.500017166137695	-37.511003494262695	-1.7352951274198645	-2.3444377183914185	17	16	-50.44996166229248	-50.30892372131348	-2.1934765940127163	-2.187344509622325	23	23	-116.06335735321045	-123.91035652160645	-2.2757521049649108	-2.478207130432129	51	50	True	0.609142590971554	4.115314627260341	True	True
8252	just	Hey, Jack! Is Jenny coming with us?__eou__Yes. Why?	Nothing. I am just asking.	Nothing. I am asking.	Just asking?! Why is your face burning like mad? Ah-huh, someone has a crush on Jenny, doesn't he?	-14.862034320831299	-19.3044171333313	-1.3510940291664817	-1.93044171333313	11	10	-73.56297779083252	-79.1908049583435	-2.452099259694417	-2.63969349861145	30	30	-152.72998476028442	-162.83472633361816	-2.424285472385467	-2.626366553768035	63	62	True	0.5793476841666483	3.8907849324501766	True	True
8362	just	let's go swimming.	But, we just finished eating lunch.	But, we finished eating lunch.	I know, but I'm really hot.	-25.25265884399414	-29.88644790649414	-2.1043882369995117	-2.7169498096812856	12	11	-10.247942924499512	-11.981444358825684	-0.7883033018845779	-0.9216495660635141	13	13	-74.04344654083252	-80.41800785064697	-2.1777484276715446	-2.436909328807484	34	33	True	0.6125615726817739	4.141079531476481	True	True
8556	just	I think I'm going to go home.	Why? We just got here.	Why? We got here.	I know, but it's 12	-10.560247421264648	-17.59296226501465	-0.9600224928422407	-1.7592962265014649	11	10	-15.163446426391602	-14.516141891479492	-1.2636205355326335	-1.2096784909566243	12	12	-62.14656066894531	-68.5461311340332	-1.7262933519151475	-1.9584608895438058	36	35	True	0.7992737336592242	5.548112780350771	True	True
9003	just	Hi, Mark! Long time no see!__eou__Hi, Alex!__eou__Where have you been?	I just got back from London.	I got back from London.	How was your flight?	-10.187153220176697	-15.831501364707947	-0.9261048381978815	-1.5831501364707947	11	10	-10.626264572143555	-10.831359624862671	-1.180696063571506	-1.203484402762519	9	9	-79.88064515590668	-85.73008835315704	-1.5976129031181336	-1.7495936398603478	50	49	True	0.6570452982729132	4.476301836295139	True	True
9072	just	Look, who's here, Peter!__eou__Oh, Tom! I thought you were in Paris.	Just got back.Good to see you!	Got back.Good to see you!	Good to see you too!	-24.800101280212402	-33.9890661239624	-1.9077000984778771	-2.8324221769968667	13	12	-6.030921936035156	-6.373269081115723	-0.6030921936035156	-0.6373269081115722	10	10	-101.98871898651123	-111.5200309753418	-2.0397743797302246	-2.2759189994967715	50	49	True	0.9247220785189896	6.493471622056083	True	True
9308	just	Excuse me, I'm looking for the airport bus stop. Do you know where it is?__eou__Here it is.__eou__When does the bus come?	You just missed one.	You missed one.	How about the next one?	-13.24393081665039	-16.01004409790039	-1.47154786851671	-2.001255512237549	9	8	-10.991769790649414	-10.97622013092041	-1.0991769790649415	-1.097622013092041	10	10	-98.12670755386353	-100.85013055801392	-1.6086345500633366	-1.6808355093002318	61	60	True	0.5297076437208388	3.5167054562281974	True	True
9360	just	Can I see your ticket please?__eou__Here you are.__eou__Ok, Mr. Smith. Do you have any bags to check?	Just this one.	This one.	And would you prefer a window seat or an aisle seat?	-5.549022674560547	-9.284862518310547	-0.6936278343200684	-1.326408931187221	8	7	-18.878551483154297	-19.663437843322754	-1.1799094676971436	-1.2289648652076721	16	16	-93.31529235839844	-97.85259628295898	-1.5297588911212858	-1.630876604715983	61	60	True	0.6327810968671526	4.293450660685797	True	True
9381	just	I'd like to make a reservation to Los Angels for next Monday.	Just a second and I'll check the schedule.	A second and I'll check the schedule.	I'll need an economy ticket with an open return.	-20.502025604248047	-31.764759063720703	-1.4644304003034319	-2.4434430049015927	14	13	-28.875659942626953	-28.80069923400879	-1.9250439961751302	-1.920046615600586	15	15	-112.69403076171875	-123.85320091247559	-2.397745335355718	-2.692460889401643	47	46	True	0.9790126045981609	6.902596420849967	True	True
10145	just	Can I see your ticket please?__eou__Here you are.__eou__Ok, Mr. Smith. Do you have any bags to check?	Just this one.	This one.	And would you prefer a window seat or an aisle seat?	-5.549022674560547	-9.284862518310547	-0.6936278343200684	-1.326408931187221	8	7	-18.878551483154297	-19.663437843322754	-1.1799094676971436	-1.2289648652076721	16	16	-93.31529235839844	-97.85259628295898	-1.5297588911212858	-1.630876604715983	61	60	True	0.6327810968671526	4.293450660685797	True	True
11457	just	The time has come to say goodbye.	So soon. It seems as if you just got here.	So soon. It seems as if you got here.	I feel that way, too. But all good things must come to an end, as they say.	-29.221376419067383	-38.25171089172363	-1.8263360261917114	-2.550114059448242	16	15	-26.64189052581787	-28.220083236694336	-1.0656756210327147	-1.1288033294677735	25	25	-88.9607458114624	-99.58109855651855	-1.678504637952121	-1.9150211260868952	53	52	True	0.7237780332565307	4.979189149144601	True	True
12589	just	I am really excited!__eou__Why are you so excited?	I just got done voting.	I got done voting.	This was your first time voting, wasn’t it?	-18.83159351348877	-24.40483570098877	-1.883159351348877	-2.7116484112209744	10	9	-19.611130237579346	-19.84715747833252	-1.3074086825052897	-1.3231438318888347	15	15	-82.6783127784729	-88.48367595672607	-1.8790525631471113	-2.0577599059703737	44	43	True	0.8284890598720975	5.768274847690273	True	True
