source_dataset	dataset_role	source_row_index	id	word	subset	p_candidate_count	p_prime_candidate_count	exact_overlap_count	exact_overlap_jaccard	p_win_rate	p_weighted_win_rate	p_mean_advantage	p_weighted_advantage	p_top1_win	p_top1_advantage	p_prime_win_rate	p_prime_weighted_win_rate	p_prime_mean_advantage	p_prime_weighted_advantage	p_prime_top1_win	p_prime_top1_advantage	both_mean_advantages_positive	both_top1_own_context_wins
just	discourse_particle	19	9268	just	h	50	50	0	0.0	0.64	0.060298130046260244	0.10858469724655151	-0.10221152210053978	1.0	0.33154296875	0.6	0.21043791358528935	0.029655692577362062	0.07733300970572021	0.0	-0.13214111328125	True	False
just	discourse_particle	20	788	just	h	50	50	2	0.02040816326530612	0.54	0.23307261133158516	0.05813038825988769	-0.039836599995185275	0.0	-0.08544921875	0.56	0.9579285607640701	0.020972371101379395	0.06798554136839717	1.0	0.30474853515625	True	False
just	discourse_particle	21	5758	just	h	50	50	0	0.0	0.72	0.28709920834975844	0.24660102844238282	-0.0767767210157878	0.0	-0.5862884521484375	0.64	0.9987986731045849	0.07849090576171874	0.42966978666619415	0.0	-0.55706787109375	True	False
just	discourse_particle	22	7873	just	h	50	50	0	0.0	0.52	0.006304362830104615	0.021628036499023437	-0.9505973308413098	0.0	-0.7728424072265625	0.56	0.7486986147355204	0.24795653343200683	0.042191171320268804	0.0	-0.409423828125	True	False
just	discourse_particle	23	2141	just	h	50	50	0	0.0	0.72	0.9888977478666703	0.18702049255371095	0.3542576992023697	1.0	1.5161809921264648	0.54	0.41011369928697633	0.13762809753417968	-0.052781190983181285	1.0	0.1070404052734375	True	True
just	discourse_particle	24	5388	just	h	50	50	0	0.0	0.68	0.30437386965631147	0.3429004836082459	0.11041268685344727	1.0	0.0304718017578125	0.4	0.03395749844782988	-0.10334434509277343	-0.0764357681613279	0.0	-0.2607192993164062	False	False
just	discourse_particle	25	1001	just	h	50	50	0	0.0	0.78	0.9986861484721996	0.295047721862793	0.009813220558706958	1.0	0.23828125	0.56	0.0102940577719023	0.2182997488975525	-0.4351760256838075	0.0	-0.1912841796875	True	False
just	discourse_particle	26	9687	just	h	50	50	0	0.0	0.76	0.056161962146131617	0.40952898025512696	-0.04175487949463853	1.0	1.5565185546875	0.56	0.01964391151831812	0.19481279373168944	-0.2918826106953549	1.0	0.6993408203125	True	True
just	discourse_particle	27	6768	just	h	50	50	0	0.0	0.64	0.7025084408810012	0.09338356018066406	0.10623862763774596	1.0	0.0478878021240234	0.58	0.99287032911994	0.10620095252990723	0.01460157934597983	0.0	-0.0096435546875	True	False
just	discourse_particle	28	12662	just	h	50	50	1	0.010101010101010102	0.72	0.970454491650561	2.1393624114990235	3.266422457089586	1.0	4.819942474365234	0.72	0.18791512124183857	1.0045775580406189	0.0026401999756146743	1.0	1.47021484375	True	True
just	discourse_particle	29	1461	just	h	50	50	3	0.030927835051546393	0.74	0.3465365288834119	0.19540895462036134	0.07823770333062094	1.0	0.2281532287597656	0.56	0.9503504323658942	0.039883179664611815	0.05565276189972171	1.0	0.384429931640625	True	True
just	discourse_particle	30	10555	just	h	50	50	0	0.0	0.62	0.2930431095490701	0.09285287857055664	-0.003431310523126018	0.0	-0.1513900756835937	0.52	0.5450924827337513	0.007133617401123045	0.024171616406702345	0.0	-0.154571533203125	True	False
just	discourse_particle	31	2164	just	h	50	50	0	0.0	0.66	0.3007831025092706	0.21610416889190673	0.009702336026364236	1.0	0.16058349609375	0.58	0.9997186758220359	0.005103054046630859	0.35632942229462183	0.0	-0.359130859375	True	False
just	discourse_particle	32	6675	just	h	50	50	0	0.0	0.64	0.914979734093562	0.3969069194793701	0.21076067286043562	0.0	-0.49005126953125	0.48	0.9579501752834283	-0.033316154479980466	0.06468559068628275	0.0	-0.3933258056640625	False	False
just	discourse_particle	33	8011	just	h	50	50	0	0.0	0.68	0.8958668768769169	0.06389843940734863	0.11311437086464265	0.0	-0.2974510192871094	0.54	0.25143180200019255	0.03204093933105469	-0.08499189828510871	1.0	0.4412384033203125	True	False
just	discourse_particle	34	3966	just	h	50	50	1	0.010101010101010102	0.74	0.9932200160578275	0.36378936767578124	0.11064611555779659	1.0	0.36846923828125	0.64	0.14402748858944667	0.11988857269287109	-0.07363920992524807	1.0	0.2189102172851562	True	True
just	discourse_particle	35	2438	just	h	50	50	1	0.010101010101010102	0.38	0.7781394905241933	-0.055539071559906006	0.08695338799173359	1.0	0.135009765625	0.62	0.1391952034221178	0.09272086381912231	-0.12942192855975657	0.0	-0.0406489372253418	False	False
just	discourse_particle	36	3236	just	h	50	50	1	0.010101010101010102	0.56	0.4442615750851517	0.10554855346679687	-0.10910712920625694	1.0	0.7099609375	0.64	0.8567935266026083	0.3131453323364258	0.3908462704955536	1.0	0.512939453125	True	True
just	discourse_particle	37	1907	just	h	50	50	0	0.0	0.68	0.8231099672853148	0.19927116394042968	0.06466152694111377	1.0	0.249542236328125	0.54	0.8917005657476437	0.03893912315368652	0.17954982594711208	1.0	0.51416015625	True	True
just	discourse_particle	38	2717	just	h	50	50	0	0.0	0.54	0.9265085779658772	0.09073137283325196	0.006052915430837709	0.0	-0.494873046875	0.66	0.9986238390802434	0.18349866867065429	1.005827184543842	1.0	0.1576995849609375	True	False
just	discourse_particle	39	4722	just	h	50	50	2	0.02040816326530612	0.62	0.026992023574161226	0.2099296283721924	-0.05775987696593589	1.0	0.62677001953125	0.52	0.9698188879022577	0.0022548770904541014	0.08378773939246857	1.0	0.3917264938354492	True	True
